,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
168,169,169,Alex Cejka,71,8.62,10,116,2.7
169,170,170,Robert Allenby,51,8.33,8,96,1.75
170,171,171,Jerry Kelly,76,8.09,11,136,2.18
171,172,172,Steve Stricker,53,7.78,7,90,2.71
172,173,173,D.H. Lee,61,7.69,8,104,2.63
173,174,174,Rob Oppenheim,67,7.55,8,106,2.0
174,175,175,Ben Crane,80,7.35,10,136,2.3
175,176,176,Jason Bohn,67,7.14,9,126,2.22
176,177,177,Zach Johnson,90,6.76,10,148,1.9
177,178,178,Jon Curran,99,6.59,12,182,2.17
178,179,179,Mark Hubbard,101,6.52,12,184,1.67
179,180,180,Billy Hurley III,66,6.45,8,124,2.25
180,181,181,Zac Blair,99,5.23,9,172,0.22
181,182,182,K.J. Choi,73,3.62,5,138,-0.6
182,183,183,Colt Knost,90,3.38,5,148,-1.2
183,184,184,Mark Wilson,66,3.33,4,120,-3.75
184,185,185,David Toms,62,2.59,3,116,-4.0
