,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Steven Bowditch,11
1,2,2,Brandt Snedeker,10
2,T3,T3,Brian Gay,9
3,T3,T3,Justin Hicks,9
4,T3,T3,Charles Howell III,9
5,T3,T3,Nicholas Thompson,9
6,T7,T7,Brendon de Jonge,8
7,T7,T7,Jim Herman,8
8,T7,T7,Matt Jones,8
9,T7,T7,Justin Leonard,8
10,T7,T7,David Lingmerth,8
11,T7,T7,Kevin Stadler,8
12,T13,T13,Ricky Barnes,7
13,T13,T13,Chad Campbell,7
14,T13,T13,Harris English,7
15,T13,T13,Billy Horschel,7
16,T13,T13,Kevin Streelman,7
17,T18,T18,Erik Compton,6
18,T18,T18,Graham DeLaet,6
19,T18,T18,Bill Haas,6
20,T18,T18,Russell Henley,6
21,T18,T18,Zach Johnson,6
22,T18,T18,Matt Kuchar,6
23,T18,T18,Hunter Mahan,6
24,T18,T18,Pat Perez,6
25,T18,T18,Steve Stricker,6
26,T18,T18,Boo Weekley,6
27,T18,T18,Tiger Woods,6
28,T29,T29,Joe Affrunti,5
29,T29,T29,Stephen Ames,5
30,T29,T29,Sangmoon Bae,5
31,T29,T29,Tim Clark,5
32,T29,T29,Bob Estes,5
33,T29,T29,Matt Every,5
34,T29,T29,Martin Flores,5
35,T29,T29,Robert Garrigus,5
36,T29,T29,Tom Gillis,5
37,T29,T29,Luke Guthrie,5
38,T29,T29,Ryo Ishikawa,5
39,T29,T29,Martin Kaymer,5
40,T29,T29,Jerry Kelly,5
41,T29,T29,Chris Kirk,5
42,T29,T29,Russell Knox,5
43,T29,T29,Ben Kohles,5
44,T29,T29,Jason Kokrak,5
45,T29,T29,John Mallinger,5
46,T29,T29,Phil Mickelson,5
47,T29,T29,Bryce Molder,5
48,T29,T29,Ryan Moore,5
49,T29,T29,Nick O'Hern,5
50,T29,T29,Jeff Overton,5
51,T29,T29,Ryan Palmer,5
52,T29,T29,Ian Poulter,5
53,T29,T29,Dicky Pride,5
54,T29,T29,John Senden,5
55,T29,T29,Vijay Singh,5
56,T29,T29,Scott Stallings,5
57,T29,T29,Robert Streb,5
58,T29,T29,Vaughn Taylor,5
59,T29,T29,Josh Teater,5
60,T29,T29,Bo Van Pelt,5
61,T29,T29,Camilo Villegas,5
62,T29,T29,Jimmy Walker,5
63,T29,T29,Nick Watney,5
64,T29,T29,Gary Woodland,5
65,T66,T66,Stuart Appleby,4
66,T66,T66,Woody Austin,4
67,T66,T66,Aaron Baddeley,4
68,T66,T66,Charlie Beljan,4
69,T66,T66,Shane Bertsch,4
