,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,Hunter Mahan,25,187
1,2,2,Stuart Appleby,25,163
2,3,3,Ernie Els,19,154
3,4,4,Luke Donald,17,151
4,5,5,Kevin Streelman,25,121
5,6,6,Keegan Bradley,25,112
6,7,7,Webb Simpson,25,109
7,8,8,Richard Lee,24,108
8,9,9,Dicky Pride,23,102
9,10,10,William McGirt,24,101
10,11,11,Vaughn Taylor,16,88
11,12,12,Brandt Snedeker,23,86
12,13,13,Cameron Tringale,24,84
13,14,14,Rory Sabbatini,27,79
14,15,15,Justin Leonard,24,75
15,16,16,Aaron Baddeley,24,74
16,T17,T17,David Lynn,22,71
17,T17,T17,Andres Romero,21,71
18,19,19,Jim Furyk,22,68
19,T20,T20,Russell Henley,24,63
20,T20,T20,Tiger Woods,16,63
21,22,22,K.J. Choi,24,62
22,23,23,Matt Jones,24,59
23,24,24,Jordan Spieth,23,58
24,25,25,Freddie Jacobson,19,56
25,26,26,Y.E. Yang,19,53
26,27,27,Sergio Garcia,17,51
27,T28,T28,J.J. Henry,26,49
28,T28,T28,Rory McIlroy,16,49
29,T28,T28,Ryan Moore,22,49
30,T28,T28,Ryan Palmer,22,49
31,32,32,Kevin Chappell,24,48
32,33,33,Brian Harman,29,47
33,34,34,Kevin Stadler,25,46
34,35,35,Camilo Villegas,23,45
35,T36,T36,Jason Dufner,22,44
36,T36,T36,Martin Laird,21,44
37,38,38,Johnson Wagner,24,42
38,39,39,Jimmy Walker,24,41
39,T40,T40,Jonas Blixt,24,40
40,T40,T40,Ben Curtis,20,40
41,T42,T42,Roberto Castro,29,39
42,T42,T42,Harris English,26,39
43,T44,T44,Ken Duke,28,37
44,T44,T44,John Rollins,24,37
45,T46,T46,Charl Schwartzel,19,36
46,T46,T46,Bo Van Pelt,22,36
47,48,48,Steve Stricker,13,35
48,49,49,Cameron Percy,21,33
49,50,50,Ángel Cabrera,21,32
50,51,51,Gary Woodland,26,31
51,T52,T52,Derek Ernst,21,30
52,T52,T52,Billy Horschel,26,30
53,T52,T52,Josh Teater,24,30
54,T55,T55,Bobby Gates,20,29
55,T55,T55,Phil Mickelson,21,29
56,T57,T57,Brandt Jobe,19,28
57,T57,T57,Jeff Overton,24,28
58,59,59,Justin Hicks,25,27
59,T60,T60,Colt Knost,25,26
60,T60,T60,Rod Pampling,16,26
61,T62,T62,Martin Kaymer,17,25
62,T62,T62,Doug LaBelle II,23,25
63,T62,T62,Jin Park,20,25
64,T62,T62,Chez Reavie,22,25
65,T62,T62,David Toms,16,25
66,T62,T62,Mike Weir,22,25
67,T68,T68,Robert Streb,25,24
68,T68,T68,Michael Thompson,22,24
69,T70,T70,Matt Kuchar,23,23
70,T70,T70,Bryce Molder,24,23
71,T72,T72,Jason Day,21,22
72,T72,T72,Padraig Harrington,17,22
73,T72,T72,Scott Langley,27,22
74,T72,T72,George McNeill,21,22
75,T76,T76,James Driscoll,23,21
76,T76,T76,Brad Fritsch,24,21
77,T76,T76,Peter Hanson,15,21
78,T76,T76,Henrik Norlander,22,21
79,T80,T80,Brian Davis,28,20
80,T80,T80,Brendon de Jonge,30,20
81,T80,T80,D.H. Lee,22,20
82,T80,T80,Greg Owen,24,20
83,84,84,Greg Chalmers,25,19
84,T85,T85,Sangmoon Bae,26,18
85,T85,T85,Charles Howell III,26,18
86,T85,T85,Henrik Stenson,18,18
87,88,88,Bob Estes,18,17
88,T89,T89,Geoff Ogilvy,19,16
89,T89,T89,Scott Piercy,24,16
90,T89,T89,D.A. Points,28,16
91,T89,T89,Brendan Steele,26,16
92,T93,T93,Fabián Gómez,23,15
93,T93,T93,David Hearn,26,15
94,T93,T93,Zach Johnson,24,15
95,T93,T93,Darron Stiles,20,15
96,T93,T93,Nicholas Thompson,29,15
97,T98,T98,Brian Gay,24,14
98,T98,T98,Morgan Hoffmann,20,14
99,T98,T98,Aaron Watkins,19,14
100,T101,T101,Ricky Barnes,26,13
101,T101,T101,Will Claxton,24,13
102,T101,T101,Robert Garrigus,22,13
103,T101,T101,Tim Herron,15,13
104,T101,T101,Robert Karlsson,18,13
105,T101,T101,Marc Leishman,23,13
106,T107,T107,Chad Campbell,25,12
107,T107,T107,Bill Haas,25,12
108,T109,T109,Robert Allenby,24,11
109,T109,T109,Jason Bohn,23,11
110,T109,T109,Erik Compton,24,11
111,T109,T109,Jason Kokrak,25,11
112,T109,T109,Ian Poulter,16,11
113,T109,T109,Shawn Stefani,21,11
114,T115,T115,Scott Brown,21,10
115,T115,T115,Nick Watney,26,10
116,T115,T115,Casey Wittenberg,27,10
117,T118,T118,Tommy Gainey,28,9
118,T118,T118,Jerry Kelly,22,9
119,T118,T118,Brian Stuard,25,9
120,T121,T121,Patrick Reed,26,8
121,T121,T121,Lee Westwood,19,8
122,T123,T123,Graham DeLaet,26,7
123,T123,T123,Matt Every,28,7
124,T123,T123,Luke Guthrie,27,7
125,T123,T123,James Hahn,26,7
126,T123,T123,Jim Herman,19,7
127,T123,T123,David Mathis,24,7
128,T123,T123,"Ted Potter, Jr.",22,7
129,T123,T123,John Senden,25,7
130,T123,T123,D.J. Trahan,16,7
131,T123,T123,Boo Weekley,27,7
132,T133,T133,Steven Bowditch,22,6
133,T133,T133,Scott Gardiner,23,6
134,T133,T133,Ben Kohles,25,6
135,T133,T133,Troy Matteson,24,6
136,T133,T133,Sean O'Hair,22,6
137,T133,T133,Daniel Summerhays,26,6
138,T133,T133,Bubba Watson,21,6
139,T133,T133,Mark Wilson,19,6
140,T141,T141,Michael Bradley,21,5
141,T141,T141,Stewart Cink,22,5
142,T141,T141,David Lingmerth,23,5
143,T141,T141,Eric Meierdierks,19,5
144,T141,T141,Andrew Svoboda,18,5
145,T146,T146,Stephen Ames,19,4
146,T146,T146,Justin Bolli,23,4
147,T146,T146,Nicolas Colsaerts,17,4
148,T146,T146,Tom Gillis,22,4
149,T146,T146,Charley Hoffman,23,4
150,T146,T146,Chris Kirk,24,4
151,T146,T146,Graeme McDowell,16,4
152,T146,T146,John Merrick,23,4
153,T146,T146,Vijay Singh,19,4
154,T146,T146,Kyle Stanley,24,4
155,T156,T156,Tim Clark,20,3
156,T156,T156,John Huh,28,3
157,T156,T156,Justin Rose,17,3
158,T156,T156,Lee Williams,22,3
159,T160,T160,Charlie Beljan,24,2
160,T160,T160,Ben Crane,21,2
161,T160,T160,Lucas Glover,23,2
162,T160,T160,Seung-Yul Noh,25,2
163,T160,T160,Tag Ridings,24,2
164,T160,T160,Chris Stroud,26,2
165,T166,T166,Bud Cauley,24,1
166,T166,T166,Martin Flores,25,1
167,T166,T166,Ryo Ishikawa,23,1
168,T166,T166,Dustin Johnson,22,1
169,T166,T166,Pat Perez,22,1
