,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Matt Kuchar,23
1,2,2,Jason Day,21
2,3,3,Sergio Garcia,17
3,T4,T4,Adam Scott,16
4,T4,T4,Tiger Woods,16
5,6,6,Steve Stricker,13
6,T7,T7,Webb Simpson,11
7,T7,T7,Henrik Stenson,11
8,9,9,Gary Woodland,10
9,T10,T10,Keegan Bradley,9
10,T10,T10,Brendon de Jonge,9
11,T10,T10,Zach Johnson,9
12,T10,T10,Martin Kaymer,9
13,T10,T10,Boo Weekley,9
14,T15,T15,Ryan Moore,8
15,T15,T15,Kevin Streelman,8
16,T15,T15,Lee Westwood,8
17,T18,T18,Stuart Appleby,7
18,T18,T18,K.J. Choi,7
19,T18,T18,Jason Dufner,7
20,T18,T18,Jim Furyk,7
21,T18,T18,Hunter Mahan,7
22,T18,T18,Phil Mickelson,7
23,T18,T18,Rory Sabbatini,7
24,T18,T18,Nicholas Thompson,7
25,T26,T26,Jonas Blixt,6
26,T26,T26,David Hearn,6
27,T26,T26,Hideki Matsuyama,6
28,T26,T26,John Merrick,6
29,T26,T26,Scott Piercy,6
30,T26,T26,Justin Rose,6
31,T32,T32,Stephen Gallacher,5
32,T32,T32,Charley Hoffman,5
33,T32,T32,Steve LeBrun,5
34,T32,T32,David Mathis,5
35,T32,T32,Rory McIlroy,5
36,T32,T32,Jordan Spieth,5
37,T32,T32,Camilo Villegas,5
38,T39,T39,Rafa Cabrera Bello,4
39,T39,T39,Roberto Castro,4
40,T39,T39,Kevin Chappell,4
41,T39,T39,Will Claxton,4
42,T39,T39,Fred Couples,4
43,T39,T39,Graham DeLaet,4
44,T39,T39,Luke Donald,4
45,T39,T39,Bob Estes,4
46,T39,T39,Matt Every,4
47,T39,T39,Tommy Gainey,4
48,T39,T39,John Huh,4
49,T39,T39,Marc Leishman,4
50,T39,T39,Bryce Molder,4
51,T39,T39,Charl Schwartzel,4
52,T39,T39,Heath Slocum,4
53,T39,T39,Chris Stroud,4
54,T39,T39,Nick Watney,4
55,T56,T56,Brian Gay,3
56,T56,T56,Billy Horschel,3
57,T56,T56,Charles Howell III,3
58,T56,T56,Trevor Immelman,3
59,T56,T56,Miguel Angel Jiménez,3
60,T56,T56,Dustin Johnson,3
61,T56,T56,Jason Kokrak,3
62,T56,T56,Shane Lowry,3
63,T56,T56,Francesco Molinari,3
64,T56,T56,John Senden,3
65,T56,T56,Brandt Snedeker,3
66,T56,T56,Kevin Stadler,3
67,T56,T56,Daniel Summerhays,3
68,T56,T56,Vaughn Taylor,3
69,T56,T56,Brendon Todd,3
70,T56,T56,David Toms,3
71,T56,T56,Bubba Watson,3
72,T73,T73,Kiradech Aphibarnrat,2
73,T73,T73,Ricky Barnes,2
74,T73,T73,Ángel Cabrera,2
75,T73,T73,Stewart Cink,2
76,T73,T73,Darren Clarke,2
77,T73,T73,Brian Davis,2
78,T73,T73,Glen Day,2
79,T73,T73,Chris DiMarco,2
80,T73,T73,Ernie Els,2
81,T73,T73,Harris English,2
82,T73,T73,Robert Gamez,2
83,T73,T73,Tom Gillis,2
84,T73,T73,Hunter Haas,2
85,T73,T73,Bill Haas,2
86,T73,T73,Russell Henley,2
87,T73,T73,Jim Herman,2
88,T73,T73,Ryo Ishikawa,2
89,T73,T73,Thongchai Jaidee,2
90,T73,T73,Robert Karlsson,2
91,T73,T73,Skip Kendall,2
92,T73,T73,Michael Kim,2
93,T73,T73,Chris Kirk,2
94,T73,T73,Colt Knost,2
95,T73,T73,Russell Knox,2
96,T73,T73,Kelly Kraft,2
97,T73,T73,Ken Looper,2
98,T73,T73,Sandy Lyle,2
99,T73,T73,Matteo Manassero,2
100,T73,T73,Graeme McDowell,2
101,T73,T73,George McNeill,2
102,T73,T73,Geoff Ogilvy,2
103,T73,T73,Thorbjørn Olesen,2
104,T73,T73,Jeff Overton,2
105,T73,T73,John Peterson,2
106,T73,T73,D.A. Points,2
107,T73,T73,Ian Poulter,2
108,T73,T73,Patrick Reed,2
109,T73,T73,Chris Riley,2
110,T73,T73,Alexandre Rocha,2
111,T73,T73,"Wes Short, Jr.",2
112,T73,T73,Scott Stallings,2
113,T73,T73,Brendan Steele,2
114,T73,T73,Robert Streb,2
115,T73,T73,Josh Teater,2
116,T73,T73,Michael Thompson,2
117,T73,T73,Cameron Tringale,2
118,T73,T73,Marc Turnesa,2
119,T73,T73,Danny Willett,2
120,T73,T73,Dean Wilson,2
