,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,1,1,Robert Garrigus,22,6
1,T2,T2,Ricky Barnes,26,5
2,T2,T2,Rickie Fowler,22,5
3,T2,T2,Scott Gardiner,23,5
4,T2,T2,Jerry Kelly,22,5
5,T6,T6,Billy Andrade,3,4
6,T6,T6,Scott Brown,21,4
7,T6,T6,Roberto Castro,29,4
8,T6,T6,David Duval,8,4
9,T6,T6,Brad Fritsch,24,4
10,T6,T6,Bill Haas,25,4
11,T6,T6,Justin Hicks,25,4
12,T6,T6,Morgan Hoffmann,20,4
13,T6,T6,Matt Jones,24,4
14,T6,T6,Thorbjørn Olesen,11,4
15,T6,T6,Ryan Palmer,22,4
16,T6,T6,Ian Poulter,16,4
17,T6,T6,Webb Simpson,25,4
18,T6,T6,Brandt Snedeker,23,4
19,T6,T6,Jordan Spieth,23,4
20,T6,T6,Kevin Streelman,25,4
21,T6,T6,Brian Stuard,25,4
22,T6,T6,Andrew Svoboda,18,4
23,T6,T6,Josh Teater,24,4
24,T6,T6,Camilo Villegas,23,4
25,T6,T6,Nick Watney,26,4
26,T6,T6,Tiger Woods,16,4
27,T28,T28,Mark Anderson,1,3
28,T28,T28,Woody Austin,8,3
29,T28,T28,Sangmoon Bae,26,3
30,T28,T28,Keegan Bradley,25,3
31,T28,T28,Ángel Cabrera,21,3
32,T28,T28,Chad Campbell,25,3
33,T28,T28,Patrick Cantlay,7,3
34,T28,T28,Greg Chalmers,25,3
35,T28,T28,Kevin Chappell,24,3
36,T28,T28,Brendon de Jonge,30,3
37,T28,T28,Luke Donald,17,3
38,T28,T28,James Driscoll,23,3
39,T28,T28,Harris English,26,3
40,T28,T28,Gonzalo Fernandez-Castaño,12,3
41,T28,T28,Martin Flores,25,3
42,T28,T28,Sergio Garcia,17,3
43,T28,T28,Tom Gillis,22,3
44,T28,T28,Andres Gonzales,17,3
45,T28,T28,James Hahn,26,3
46,T28,T28,Peter Hanson,15,3
47,T28,T28,Charles Howell III,26,3
48,T28,T28,John Huh,28,3
49,T28,T28,Freddie Jacobson,19,3
50,T28,T28,Zach Johnson,24,3
51,T28,T28,Robert Karlsson,18,3
52,T28,T28,Martin Kaymer,17,3
53,T28,T28,Ben Kohles,25,3
54,T28,T28,Jason Kokrak,25,3
55,T28,T28,Matt Kuchar,23,3
56,T28,T28,Hank Kuehne,5,3
57,T28,T28,Marc Leishman,23,3
58,T28,T28,Jeff Maggert,21,3
59,T28,T28,Troy Matteson,24,3
60,T28,T28,Graeme McDowell,16,3
61,T28,T28,William McGirt,24,3
62,T28,T28,George McNeill,21,3
63,T28,T28,Nick O'Hern,10,3
64,T28,T28,Jin Park,20,3
65,T28,T28,Jesper Parnevik,13,3
66,T28,T28,Scott Piercy,24,3
67,T28,T28,Alistair Presnell,23,3
68,T28,T28,Vijay Singh,19,3
69,T28,T28,Heath Slocum,9,3
70,T28,T28,Kevin Stadler,25,3
71,T28,T28,Darron Stiles,20,3
72,T28,T28,Nicholas Thompson,29,3
73,T28,T28,Cameron Tringale,24,3
74,T28,T28,Johnson Wagner,24,3
75,T28,T28,Jimmy Walker,24,3
76,T28,T28,Lee Westwood,19,3
77,T28,T28,Charlie Wi,23,3
78,T28,T28,Danny Willett,2,3
79,T80,T80,Robert Allenby,24,2
80,T80,T80,Stephen Ames,19,2
81,T80,T80,Stuart Appleby,25,2
82,T80,T80,Aaron Baddeley,24,2
83,T80,T80,Blayne Barber,3,2
84,T80,T80,Cameron Beckman,8,2
85,T80,T80,Matt Bettencourt,9,2
86,T80,T80,Thomas Bjørn,4,2
87,T80,T80,Justin Bolli,23,2
88,T80,T80,Steven Bowditch,22,2
89,T80,T80,Michael Bradley,21,2
90,T80,T80,Stewart Cink,22,2
91,T80,T80,Tim Clark,20,2
92,T80,T80,Nicolas Colsaerts,17,2
93,T80,T80,Erik Compton,24,2
94,T80,T80,Ben Crane,21,2
95,T80,T80,Steve Dartnall,1,2
96,T80,T80,Brian Davis,28,2
97,T80,T80,Jason Day,21,2
98,T80,T80,Graham DeLaet,26,2
99,T80,T80,Jason Dufner,22,2
100,T80,T80,Ken Duke,28,2
101,T80,T80,Ernie Els,19,2
102,T80,T80,Derek Ernst,21,2
103,T80,T80,Matt Every,28,2
104,T80,T80,Jim Furyk,22,2
105,T80,T80,Tommy Gainey,28,2
106,T80,T80,Jorge Garcia,1,2
107,T80,T80,Brian Gay,24,2
108,T80,T80,Lucas Glover,23,2
109,T80,T80,Fabián Gómez,23,2
110,T80,T80,Jeff Gove,17,2
111,T80,T80,Luke Guthrie,27,2
112,T80,T80,Brian Harman,29,2
113,T80,T80,David Hearn,26,2
114,T80,T80,Russell Henley,24,2
115,T80,T80,Jim Herman,19,2
116,T80,T80,Tim Herron,15,2
117,T80,T80,Charley Hoffman,23,2
118,T80,T80,Ryuji Imada,7,2
119,T80,T80,Ryo Ishikawa,23,2
120,T80,T80,Brandt Jobe,19,2
121,T80,T80,Dustin Johnson,22,2
122,T80,T80,Chris Kirk,24,2
123,T80,T80,Doug LaBelle II,23,2
124,T80,T80,Martin Laird,21,2
125,T80,T80,Scott Langley,27,2
126,T80,T80,Steve LeBrun,21,2
127,T80,T80,D.H. Lee,22,2
128,T80,T80,Richard Lee,24,2
129,T80,T80,David Lingmerth,23,2
130,T80,T80,Luke List,24,2
131,T80,T80,Shane Lowry,9,2
132,T80,T80,David Lynn,22,2
133,T80,T80,Hunter Mahan,25,2
134,T80,T80,Hideki Matsuyama,7,2
135,T80,T80,Scott McCarron,8,2
136,T80,T80,Rory McIlroy,16,2
137,T80,T80,Eric Meierdierks,19,2
138,T80,T80,John Merrick,23,2
139,T80,T80,Phil Mickelson,21,2
140,T80,T80,Bryce Molder,24,2
141,T80,T80,Francesco Molinari,9,2
142,T80,T80,Ryan Moore,22,2
143,T80,T80,Kevin Na,8,2
144,T80,T80,Seung-Yul Noh,25,2
145,T80,T80,Henrik Norlander,22,2
146,T80,T80,Sean O'Hair,22,2
147,T80,T80,Joe Ogilvie,15,2
148,T80,T80,Geoff Ogilvy,19,2
149,T80,T80,Jeff Overton,24,2
150,T80,T80,Greg Owen,24,2
151,T80,T80,Cameron Percy,21,2
152,T80,T80,Tim Petrovic,12,2
153,T80,T80,Carl Pettersson,24,2
154,T80,T80,D.A. Points,28,2
155,T80,T80,"Ted Potter, Jr.",22,2
156,T80,T80,Patrick Reed,26,2
157,T80,T80,Tag Ridings,24,2
158,T80,T80,John Rollins,24,2
159,T80,T80,Andres Romero,21,2
160,T80,T80,Justin Rose,17,2
161,T80,T80,Charl Schwartzel,19,2
162,T80,T80,Adam Scott,16,2
163,T80,T80,John Senden,25,2
164,T80,T80,"Wes Short, Jr.",15,2
165,T80,T80,Jesse Smith,2,2
166,T80,T80,Scott Stallings,27,2
167,T80,T80,Kyle Stanley,24,2
168,T80,T80,Brendan Steele,26,2
169,T80,T80,Shawn Stefani,21,2
170,T80,T80,Henrik Stenson,18,2
171,T80,T80,Robert Streb,25,2
172,T80,T80,Steve Stricker,13,2
173,T80,T80,Daniel Summerhays,26,2
174,T80,T80,Kevin Sutherland,13,2
175,T80,T80,Michael Thompson,22,2
176,T80,T80,Brendon Todd,10,2
177,T80,T80,Peter Tomasulo,10,2
178,T80,T80,D.J. Trahan,16,2
179,T80,T80,Bo Van Pelt,22,2
180,T80,T80,Sebastián Vázquez,1,2
181,T80,T80,Duffy Waldorf,3,2
182,T80,T80,Bubba Watson,21,2
183,T80,T80,Boo Weekley,27,2
184,T80,T80,Mike Weir,22,2
185,T80,T80,Lee Williams,22,2
186,T80,T80,Mark Wilson,19,2
187,T80,T80,Gary Woodland,26,2
188,T80,T80,Y.E. Yang,19,2
189,T190,T190,Blake Adams,2,1
190,T190,T190,Arjun Atwal,8,1
191,T190,T190,Charlie Beljan,24,1
192,T190,T190,Shane Bertsch,1,1
193,T190,T190,Ryan Blaum,3,1
194,T190,T190,Jonas Blixt,24,1
195,T190,T190,Michael Block,1,1
196,T190,T190,Mark Brown,1,1
197,T190,T190,Jonathan Byrd,16,1
198,T190,T190,Kevin Carll,1,1
199,T190,T190,Kevin Carrigan,1,1
200,T190,T190,Bud Cauley,24,1
201,T190,T190,K.J. Choi,24,1
202,T190,T190,Will Claxton,24,1
203,T190,T190,Russ Cochran,1,1
204,T190,T190,George Coetzee,11,1
205,T190,T190,Wil Collins,2,1
206,T190,T190,Corey Conners,1,1
207,T190,T190,Fred Couples,4,1
208,T190,T190,Ben Curtis,20,1
209,T190,T190,John Daly,12,1
210,T190,T190,Robert Damron,1,1
211,T190,T190,Eduardo De La Riva,1,1
212,T190,T190,Chris DiMarco,11,1
213,T190,T190,Matt Dobyns,3,1
214,T190,T190,Jamie Donaldson,10,1
215,T190,T190,Bob Estes,18,1
216,T190,T190,Zack Fischer,4,1
217,T190,T190,Ross Fisher,15,1
218,T190,T190,Steve Flesch,6,1
219,T190,T190,Steven Fox,9,1
220,T190,T190,Stephen Gallacher,5,1
221,T190,T190,Bobby Gates,20,1
222,T190,T190,Retief Goosen,9,1
223,T190,T190,Branden Grace,12,1
224,T190,T190,Nathan Green,9,1
225,T190,T190,Cody Gribble,1,1
226,T190,T190,Paul Haley II,18,1
227,T190,T190,Gavin Hall,1,1
228,T190,T190,Padraig Harrington,17,1
229,T190,T190,Scott Harrington,1,1
230,T190,T190,J.J. Henry,26,1
231,T190,T190,J.B. Holmes,5,1
232,T190,T190,Billy Horschel,26,1
233,T190,T190,Trevor Immelman,24,1
234,T190,T190,Stephan Jaeger,1,1
235,T190,T190,Hyung-Sung Kim,1,1
236,T190,T190,Si Woo Kim,8,1
237,T190,T190,Jeff Klauk,8,1
238,T190,T190,Colt Knost,25,1
239,T190,T190,Brooks Koepka,2,1
240,T190,T190,Kelly Kraft,2,1
241,T190,T190,Kenichi Kuboya,1,1
242,T190,T190,Bernhard Langer,1,1
243,T190,T190,Paul Lawrie,7,1
244,T190,T190,Danny Lee,1,1
245,T190,T190,Justin Leonard,24,1
246,T190,T190,Michael Letzig,17,1
247,T190,T190,Edward Loar,2,1
248,T190,T190,Ken Looper,2,1
249,T190,T190,Davis Love III,15,1
250,T190,T190,Matteo Manassero,9,1
251,T190,T190,Steve Marino,12,1
252,T190,T190,David Mathis,24,1
253,T190,T190,Billy Mayfair,14,1
254,T190,T190,Mark O'Meara,3,1
255,T190,T190,Louis Oosthuizen,12,1
256,T190,T190,Pat Perez,22,1
257,T190,T190,Kenny Perry,3,1
258,T190,T190,John Peterson,6,1
259,T190,T190,Dicky Pride,23,1
260,T190,T190,Alvaro Quiros,1,1
261,T190,T190,Chez Reavie,22,1
262,T190,T190,Alexandre Rocha,3,1
263,T190,T190,Rory Sabbatini,27,1
264,T190,T190,Chase Seiffert,1,1
265,T190,T190,Marcel Siem,9,1
266,T190,T190,Joey Snyder III,15,1
267,T190,T190,Paul Stankowski,1,1
268,T190,T190,Richard Sterne,7,1
269,T190,T190,Andre Stolz,1,1
270,T190,T190,Chris Stroud,26,1
271,T190,T190,Vaughn Taylor,16,1
272,T190,T190,David Toms,16,1
273,T190,T190,Peter Uihlein,4,1
274,T190,T190,Jhonattan Vegas,3,1
275,T190,T190,Scott Verplank,14,1
276,T190,T190,T.J. Vogel,3,1
277,T190,T190,Aaron Watkins,19,1
278,T190,T190,Garrett Willis,1,1
279,T190,T190,Dean Wilson,2,1
280,T190,T190,Casey Wittenberg,27,1
281,T190,T190,Eugene Wong,1,1
282,T190,T190,Jeremiah Wooding,1,1
283,T190,T190,Ian Woosnam,1,1
