,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Jeff Overton,22
1,2,2,Brendon de Jonge,20
2,T3,T3,William McGirt,18
3,T3,T3,Charlie Wi,18
4,T5,T5,Roberto Castro,17
5,T5,T5,Robert Garrigus,17
6,T5,T5,Charles Howell III,17
7,T5,T5,Jimmy Walker,17
8,T9,T9,Bob Estes,15
9,T9,T9,Chris Kirk,15
10,T9,T9,Bubba Watson,15
11,T12,T12,Chad Campbell,14
12,T12,T12,Brian Gay,14
13,T12,T12,Bill Haas,14
14,T12,T12,Billy Horschel,14
15,T12,T12,Justin Leonard,14
16,T17,T17,Zach Johnson,13
17,T17,T17,Scott Langley,13
18,T17,T17,Jonathan Randolph,13
19,T17,T17,Rory Sabbatini,13
20,T21,T21,Jerry Kelly,12
21,T21,T21,Jeff Maggert,12
22,T21,T21,David Mathis,12
23,T21,T21,George McNeill,12
24,T21,T21,Brandt Snedeker,12
25,T21,T21,Kevin Stadler,12
26,T21,T21,Nicholas Thompson,12
27,T21,T21,Michael Thompson,12
28,T29,T29,Jason Bohn,11
29,T29,T29,Steven Bowditch,11
30,T29,T29,Tim Clark,11
31,T29,T29,Jason Day,11
32,T29,T29,Luke Donald,11
33,T29,T29,Harris English,11
34,T29,T29,Brad Fritsch,11
35,T29,T29,Luke Guthrie,11
36,T29,T29,Charley Hoffman,11
37,T29,T29,Jeff Klauk,11
38,T29,T29,Matt Kuchar,11
39,T29,T29,Carl Pettersson,11
40,T29,T29,John Rollins,11
41,T29,T29,Justin Rose,11
42,T29,T29,Charl Schwartzel,11
43,T29,T29,Webb Simpson,11
44,T29,T29,Kevin Streelman,11
45,T29,T29,Kevin Sutherland,11
46,T47,T47,Aaron Baddeley,10
47,T47,T47,Scott Brown,10
48,T47,T47,Brian Davis,10
49,T47,T47,Graham DeLaet,10
50,T47,T47,Jason Dufner,10
51,T47,T47,Martin Flores,10
52,T47,T47,Fabián Gómez,10
53,T47,T47,Russell Henley,10
54,T47,T47,Jim Herman,10
55,T47,T47,Justin Hicks,10
56,T47,T47,Russell Knox,10
57,T47,T47,Richard Lee,10
58,T47,T47,Marc Leishman,10
59,T47,T47,Hunter Mahan,10
60,T47,T47,Troy Matteson,10
61,T47,T47,Bryce Molder,10
62,T47,T47,Ryan Moore,10
63,T47,T47,Ryan Palmer,10
64,T47,T47,Pat Perez,10
65,T47,T47,Patrick Reed,10
66,T47,T47,Andres Romero,10
67,T47,T47,Adam Scott,10
68,T47,T47,John Senden,10
69,T47,T47,Henrik Stenson,10
70,T47,T47,Brian Stuard,10
71,T47,T47,Nick Watney,10
72,T47,T47,Y.E. Yang,10
73,T74,T74,Stephen Ames,9
74,T74,T74,Sangmoon Bae,9
75,T74,T74,Ricky Barnes,9
76,T74,T74,Ken Duke,9
77,T74,T74,James Hahn,9
78,T74,T74,David Hearn,9
79,T74,T74,Tim Herron,9
80,T74,T74,Dustin Johnson,9
81,T74,T74,Matt Jones,9
82,T74,T74,David Lingmerth,9
83,T74,T74,David Lynn,9
84,T74,T74,Rory McIlroy,9
85,T74,T74,Phil Mickelson,9
86,T74,T74,Seung-Yul Noh,9
87,T74,T74,Jin Park,9
88,T74,T74,Dicky Pride,9
89,T74,T74,Scott Stallings,9
90,T74,T74,Josh Teater,9
91,T74,T74,Johnson Wagner,9
92,T74,T74,Tiger Woods,9
93,T94,T94,Stuart Appleby,8
94,T94,T94,Keegan Bradley,8
95,T94,T94,Ángel Cabrera,8
96,T94,T94,K.J. Choi,8
97,T94,T94,Erik Compton,8
98,T94,T94,Matt Every,8
99,T94,T94,Nathan Green,8
100,T94,T94,Freddie Jacobson,8
101,T94,T94,Robert Karlsson,8
102,T94,T94,Kelly Kraft,8
103,T94,T94,Greg Owen,8
104,T94,T94,Tim Petrovic,8
105,T94,T94,"Ted Potter, Jr.",8
106,T94,T94,Alistair Presnell,8
107,T94,T94,Chez Reavie,8
108,T94,T94,Heath Slocum,8
109,T94,T94,Jordan Spieth,8
110,T94,T94,Daniel Summerhays,8
111,T94,T94,Andrew Svoboda,8
112,T94,T94,Cameron Tringale,8
113,T94,T94,Boo Weekley,8
114,T115,T115,Cameron Beckman,7
115,T115,T115,Charlie Beljan,7
116,T115,T115,Jonas Blixt,7
117,T115,T115,Greg Chalmers,7
118,T115,T115,Ben Crane,7
119,T115,T115,Derek Ernst,7
120,T115,T115,Rickie Fowler,7
121,T115,T115,Jim Furyk,7
122,T115,T115,Lucas Glover,7
123,T115,T115,Brian Harman,7
124,T115,T115,John Huh,7
125,T115,T115,Ben Kohles,7
126,T115,T115,Jason Kokrak,7
