,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Matt Kuchar,27,2012380
1,2,2,Adam Scott,26,2012240
2,3,3,Jason Day,25,2012380
3,4,4,Steve Stricker,24,2012240
4,5,5,Tiger Woods,23,2012320
5,6,6,Sergio Garcia,21,2012370
6,T7,T7,Webb Simpson,11,2013250
7,T7,T7,Henrik Stenson,11,2013200
8,9,9,Gary Woodland,10,2013270
9,T10,T10,Keegan Bradley,9,2013260
10,T10,T10,Brendon de Jonge,9,2013280
11,T10,T10,Zach Johnson,9,2013260
12,T10,T10,Martin Kaymer,9,2013200
13,T10,T10,Boo Weekley,9,2013290
14,T15,T15,Ryan Moore,8,2013260
15,T15,T15,Kevin Streelman,8,2013290
16,T15,T15,Lee Westwood,8,2013250
17,T18,T18,Stuart Appleby,7,2013290
18,T18,T18,K.J. Choi,7,2013280
19,T18,T18,Fred Couples,7,2012150
20,T18,T18,Jason Dufner,7,2013310
21,T18,T18,Jim Furyk,7,2013320
22,T18,T18,Hunter Mahan,7,2013310
23,T18,T18,Phil Mickelson,7,2013310
24,T18,T18,Rory Sabbatini,7,2013300
25,T18,T18,Peter Senior,7,2000310
26,T18,T18,Nicholas Thompson,7,2013290
27,T28,T28,Jonas Blixt,6,2013310
28,T28,T28,David Hearn,6,2013290
29,T28,T28,Simon Khan,6,2010310
30,T28,T28,Hideki Matsuyama,6,2013250
31,T28,T28,John Merrick,6,2013320
32,T28,T28,Edoardo Molinari,6,2011240
33,T28,T28,Scott Piercy,6,2013320
34,T28,T28,Justin Rose,6,2013340
35,T28,T28,Doug Tewell,6,1999230
36,T37,T37,Stephen Gallacher,5,2013080
37,T37,T37,Mathew Goggin,5,2012430
38,T37,T37,Charley Hoffman,5,2013320
39,T37,T37,Miguel Angel Jiménez,5,2012320
40,T37,T37,Steve LeBrun,5,2013290
41,T37,T37,Wayne Levi,5,2001300
42,T37,T37,David Mathis,5,2013290
43,T37,T37,Rory McIlroy,5,2013340
44,T37,T37,Jordan Spieth,5,2013360
45,T37,T37,Camilo Villegas,5,2013320
46,T47,T47,Mark Anderson,4,2012440
47,T47,T47,Rafa Cabrera Bello,4,2013080
48,T47,T47,Roberto Castro,4,2013370
49,T47,T47,Kevin Chappell,4,2013360
50,T47,T47,Will Claxton,4,2013300
51,T47,T47,Graham DeLaet,4,2013370
52,T47,T47,Luke Donald,4,2013370
53,T47,T47,Bob Estes,4,2013320
54,T47,T47,Matt Every,4,2013360
55,T47,T47,Tommy Gainey,4,2013320
56,T47,T47,John Huh,4,2013360
57,T47,T47,J.J. Killeen,4,2012430
58,T47,T47,Marc Leishman,4,2013350
59,T47,T47,Bryce Molder,4,2013360
60,T47,T47,Charl Schwartzel,4,2013370
61,T47,T47,Heath Slocum,4,2013260
62,T47,T47,Chris Stroud,4,2013360
63,T47,T47,Nick Watney,4,2013370
64,T65,T65,Guy Boros,3,2011300
65,T65,T65,Marco Dawson,3,2012450
66,T65,T65,Brian Gay,3,2013370
67,T65,T65,Billy Horschel,3,2013380
68,T65,T65,Charles Howell III,3,2013370
69,T65,T65,Trevor Immelman,3,2013320
70,T65,T65,Dustin Johnson,3,2013380
71,T65,T65,Skip Kendall,3,2012310
72,T65,T65,K.T. Kim,3,2012350
73,T65,T65,Jason Kokrak,3,2013370
74,T65,T65,Kelly Kraft,3,2012440
75,T65,T65,Shane Lowry,3,2013310
76,T65,T65,Ben Martin,3,2011430
77,T65,T65,Francesco Molinari,3,2013310
78,T65,T65,Hennie Otto,3,2010350
79,T65,T65,Carl Paulson,3,2011450
80,T65,T65,Jonathan Randolph,3,2011300
81,T65,T65,John Senden,3,2013350
82,T65,T65,Bob Shearer,3,1984320
83,T65,T65,Brandt Snedeker,3,2013380
84,T65,T65,Kevin Stadler,3,2013370
85,T65,T65,Andre Stolz,3,2011300
86,T65,T65,Daniel Summerhays,3,2013370
87,T65,T65,Vaughn Taylor,3,2013290
88,T65,T65,Brendon Todd,3,2013300
89,T65,T65,David Toms,3,2013330
90,T65,T65,Bubba Watson,3,2013370
91,T65,T65,Matt Weibring,3,2011300
92,T65,T65,Danny Willett,3,2012350
93,T94,T94,Kiradech Aphibarnrat,2,2013340
94,T94,T94,Alex Aragon,2,2011340
95,T94,T94,Matthew Baldwin,2,2012260
96,T94,T94,Ricky Barnes,2,2013330
97,T94,T94,Warren Bennett,2,2002310
98,T94,T94,Shane Bertsch,2,2012480
99,T94,T94,David Branshaw,2,2007480
100,T94,T94,Ángel Cabrera,2,2013380
101,T94,T94,Daniel Chopra,2,2012450
102,T94,T94,Stewart Cink,2,2013370
103,T94,T94,Darren Clarke,2,2013310
104,T94,T94,Gavin Coles,2,2012450
105,T94,T94,Brian Davis,2,2013380
106,T94,T94,Glen Day,2,2013300
107,T94,T94,Chris DiMarco,2,2013330
108,T94,T94,Ernie Els,2,2013380
109,T94,T94,Harris English,2,2013380
110,T94,T94,Yoshinori Fujimoto,2,2012320
111,T94,T94,Robert Gamez,2,2013300
112,T94,T94,Tom Gillis,2,2013330
113,T94,T94,Hunter Haas,2,2013180
114,T94,T94,Bill Haas,2,2013390
115,T94,T94,Scott Harrington,2,2006290
116,T94,T94,Russell Henley,2,2013380
117,T94,T94,Jim Herman,2,2013330
118,T94,T94,Scott Hoch,2,2008100
119,T94,T94,Beau Hossler,2,2012260
120,T94,T94,Ryo Ishikawa,2,2013350
121,T94,T94,Thongchai Jaidee,2,2013310
122,T94,T94,Robert Karlsson,2,2013330
123,T94,T94,Michael Kim,2,2013250
124,T94,T94,Chris Kirk,2,2013380
125,T94,T94,Colt Knost,2,2013330
126,T94,T94,Russell Knox,2,2013300
127,T94,T94,Ken Looper,2,2013180
128,T94,T94,Sandy Lyle,2,2013160
129,T94,T94,Jarrod Lyle,2,2012070
130,T94,T94,Matteo Manassero,2,2013340
131,T94,T94,Graeme McDowell,2,2013380
132,T94,T94,Mac McLendon,2,1980430
133,T94,T94,George McNeill,2,2013360
134,T94,T94,Troy Merritt,2,2011440
135,T94,T94,Garth Mulroy,2,2012440
136,T94,T94,Toshinori Muto,2,2012320
137,T94,T94,Jack Newton,2,1982420
138,T94,T94,Geoff Ogilvy,2,2013360
139,T94,T94,Thorbjørn Olesen,2,2013340
140,T94,T94,Jeff Overton,2,2013360
141,T94,T94,Juvic Pagunsan,2,2012120
142,T94,T94,Jae-bum Park,2,2011350
143,T94,T94,Craig Parry,2,2008320
144,T94,T94,John Peterson,2,2013220
145,T94,T94,D.A. Points,2,2013390
