,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Charlie Wi,23,32,,1,16,2013050
1,2,2,Charl Schwartzel,19,31,1.0,4,16,2013200
2,3,3,Graham DeLaet,26,30,4.0,1,18,2013140
3,T4,T4,Russell Henley,24,27,,1,12,2013020
4,T4,T4,John Huh,28,27,9.0,4,12,2013380
5,T4,T4,Ryan Palmer,22,27,1.0,4,7,2013030
6,7,7,Vijay Singh,19,26,,1,7,2013020
7,T8,T8,Jason Day,21,25,,3,10,2013060
8,T8,T8,Camilo Villegas,23,25,3.0,2,4,2013040
9,T10,T10,Stewart Cink,22,24,7.0,2,3,2013140
10,T10,T10,Steve Stricker,13,24,2.0,2,8,2013010
11,T10,T10,Y.E. Yang,19,24,3.0,2,5,2013040
12,T13,T13,Jonathan Byrd,16,23,4.0,2,1,2013290
13,T13,T13,Brian Gay,24,23,1.0,3,11,2013030
14,T13,T13,Chris Kirk,24,23,1.0,1,13,2013260
15,T13,T13,Chez Reavie,22,23,,2,11,2013290
16,T13,T13,Jordan Spieth,23,23,1.0,1,8,2013270
17,T13,T13,Scott Stallings,27,23,1.0,3,11,2013380
18,T13,T13,Nick Watney,26,23,7.0,3,10,2013050
19,T20,T20,Brian Davis,28,22,1.0,3,15,2013380
20,T20,T20,Andrew Svoboda,18,22,6.0,4,10,2013290
21,T22,T22,Charlie Beljan,24,21,,2,3,2013060
22,T22,T22,Greg Chalmers,25,21,,2,2,2013050
23,T22,T22,Brendon de Jonge,30,21,13.0,2,7,2013030
24,T22,T22,Chris DiMarco,11,21,,4,14,2013150
25,T22,T22,David Mathis,24,21,1.0,4,12,2013270
26,T22,T22,Ryan Moore,22,21,1.0,4,18,2013160
27,T22,T22,Bubba Watson,21,21,2.0,1,13,2013320
28,T29,T29,Brad Fritsch,24,20,2.0,2,4,2013100
29,T29,T29,Scott Gardiner,23,20,7.0,3,6,2013060
30,T29,T29,Billy Horschel,26,20,4.0,1,10,2013250
31,T29,T29,Russell Knox,11,20,3.0,4,18,2013260
32,T29,T29,Ben Kohles,25,20,2.0,1,12,2013240
33,T29,T29,Bill Lunde,10,20,4.0,3,3,2013300
34,T29,T29,Greg Owen,24,20,2.0,1,6,2013140
35,T29,T29,Dicky Pride,23,20,,1,6,2013030
36,T29,T29,Tag Ridings,24,20,,2,18,2013300
37,T29,T29,Adam Scott,16,20,12.0,4,8,2013160
38,T29,T29,Cameron Tringale,24,20,1.0,2,1,2013320
39,T40,T40,Steven Bowditch,22,19,,2,6,2013260
40,T40,T40,Roberto Castro,29,19,1.0,3,10,2013180
