,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,5.0,
1,2,2,Charles Howell III,16,9.0,
2,T3,T3,Chris DiMarco,14,2.0,
3,T3,T3,Scott Hoch,14,,
4,T3,T3,Tiger Woods,14,6.0,
5,T6,T6,Brendon de Jonge,13,8.0,
6,T6,T6,Harrison Frazar,13,,
7,T6,T6,Chris Kirk,13,5.0,
8,T6,T6,Davis Love III,13,3.0,
9,T6,T6,Scott Piercy,13,4.0,
10,T6,T6,Webb Simpson,13,4.0,
11,T12,T12,Briny Baird,12,,
12,T12,T12,Joe Durant,12,1.0,
13,T12,T12,Shigeki Maruyama,12,,
14,T12,T12,Mark O'Meara,12,1.0,
15,T12,T12,Tim Petrovic,12,4.0,
16,T12,T12,Chris Riley,12,2.0,
17,T12,T12,Kevin Sutherland,12,3.0,
18,T12,T12,David Toms,12,3.0,
19,T12,T12,Johnson Wagner,12,2.0,
20,T21,T21,Brian Bateman,11,,
21,T21,T21,Steven Bowditch,11,11.0,
22,T21,T21,Jonathan Byrd,11,4.0,
23,T21,T21,Ben Crane,11,4.0,
24,T21,T21,David Edwards,11,,
25,T21,T21,Jim Furyk,11,4.0,
26,T21,T21,J.P. Hayes,11,,
27,T21,T21,Jerry Kelly,11,5.0,
28,T21,T21,Bernhard Langer,11,,
29,T21,T21,Bruce Lietzke,11,,
30,T21,T21,Mark McCumber,11,,
31,T21,T21,Rory McIlroy,11,2.0,
32,T21,T21,Jerry Pate,11,,
33,T21,T21,Kenny Perry,11,2.0,
34,T21,T21,John Senden,11,5.0,
35,T21,T21,Scott Verplank,11,2.0,
36,T37,T37,Woody Austin,10,4.0,
37,T37,T37,Chad Campbell,10,7.0,
38,T37,T37,Fred Couples,10,1.0,
39,T37,T37,Brian Davis,10,3.0,
40,T37,T37,Steve Flesch,10,4.0,
41,T37,T37,Carlos Franco,10,,
42,T37,T37,David Frost,10,1.0,
43,T37,T37,Fred Funk,10,1.0,
44,T37,T37,Robert Gamez,10,1.0,
45,T37,T37,Lucas Glover,10,4.0,
46,T37,T37,Matt Kuchar,10,6.0,
47,T37,T37,Rocco Mediate,10,,
48,T37,T37,Corey Pavin,10,1.0,
49,T37,T37,David Peoples,10,,
50,T37,T37,Tom Pernice Jr.,10,,
51,T37,T37,Carl Pettersson,10,4.0,
52,T37,T37,Mike Reid,10,,
53,T37,T37,Loren Roberts,10,,
54,T37,T37,Gene Sauers,10,,
55,T37,T37,Tom Sieckmann,10,,
56,T37,T37,Joey Sindelar,10,,
57,T37,T37,Chris Smith,10,,
58,T37,T37,Brandt Snedeker,10,10.0,
59,T37,T37,Kevin Streelman,10,7.0,
60,T37,T37,Jhonattan Vegas,10,2.0,
61,T37,T37,Grant Waite,10,,
62,T63,T63,Billy Andrade,9,3.0,
63,T63,T63,Stuart Appleby,9,4.0,
64,T63,T63,Tommy Armour III,9,,
65,T63,T63,Aaron Baddeley,9,4.0,
66,T63,T63,Cameron Beckman,9,3.0,
67,T63,T63,Notah Begay III,9,,
68,T63,T63,Bart Bryant,9,2.0,
69,T63,T63,Brad Bryant,9,,
70,T63,T63,Mark Calcavecchia,9,,
71,T63,T63,Bud Cauley,9,3.0,
72,T63,T63,K.J. Choi,9,4.0,
73,T63,T63,Stewart Cink,9,4.0,
