,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Tim Herron,15,14
1,T2,T2,Sangmoon Bae,26,11
2,T2,T2,Nicolas Colsaerts,17,11
3,T2,T2,James Hahn,26,11
4,T2,T2,Jordan Spieth,23,11
5,T6,T6,Aaron Baddeley,24,10
6,T6,T6,Brian Davis,28,10
7,T6,T6,James Driscoll,23,10
8,T6,T6,Scott Gardiner,23,10
9,T6,T6,Luke Guthrie,27,10
10,T6,T6,Paul Haley II,18,10
11,T6,T6,Jerry Kelly,22,10
12,T6,T6,Chris Kirk,24,10
13,T6,T6,Matt Kuchar,23,10
14,T6,T6,Scott Stallings,27,10
15,T6,T6,Josh Teater,24,10
16,T6,T6,Tom Watson,4,10
17,T18,T18,Steven Bowditch,22,9
18,T18,T18,Matt Every,28,9
19,T18,T18,Rickie Fowler,22,9
20,T18,T18,Padraig Harrington,17,9
21,T18,T18,Charley Hoffman,23,9
22,T18,T18,Billy Horschel,26,9
23,T18,T18,Charles Howell III,26,9
24,T18,T18,Matt Jones,24,9
25,T18,T18,Robert Karlsson,18,9
26,T18,T18,Richard Lee,24,9
27,T18,T18,Justin Leonard,24,9
28,T18,T18,David Lynn,22,9
29,T18,T18,Rory McIlroy,16,9
30,T18,T18,Phil Mickelson,21,9
31,T18,T18,Seung-Yul Noh,25,9
32,T18,T18,Geoff Ogilvy,19,9
33,T18,T18,Jeff Overton,24,9
34,T18,T18,Andres Romero,21,9
35,T18,T18,Marcel Siem,9,9
36,T18,T18,Webb Simpson,25,9
37,T18,T18,Kevin Streelman,25,9
38,T18,T18,Cameron Tringale,24,9
39,T18,T18,Camilo Villegas,23,9
40,T18,T18,Mike Weir,22,9
41,T42,T42,Joe Affrunti,5,8
42,T42,T42,Stephen Ames,19,8
43,T42,T42,Jonas Blixt,24,8
44,T42,T42,Ángel Cabrera,21,8
45,T42,T42,Chad Campbell,25,8
46,T42,T42,Roberto Castro,29,8
47,T42,T42,K.J. Choi,24,8
48,T42,T42,Erik Compton,24,8
49,T42,T42,Jason Day,21,8
50,T42,T42,Ken Duke,28,8
51,T42,T42,Sergio Garcia,17,8
52,T42,T42,Brian Gay,24,8
53,T42,T42,Andres Gonzales,17,8
54,T42,T42,Mike Hendry,1,8
55,T42,T42,J.J. Henry,26,8
56,T42,T42,Jim Herman,19,8
57,T42,T42,Russell Knox,11,8
58,T42,T42,Doug LaBelle II,23,8
59,T42,T42,Steve LeBrun,21,8
60,T42,T42,Jeff Maggert,21,8
61,T42,T42,Scott McCarron,8,8
62,T42,T42,William McGirt,24,8
63,T42,T42,George McNeill,21,8
64,T42,T42,Ryan Moore,22,8
65,T42,T42,Kevin Na,8,8
66,T42,T42,Joe Ogilvie,15,8
67,T42,T42,Louis Oosthuizen,12,8
68,T42,T42,Cameron Percy,21,8
69,T42,T42,D.A. Points,28,8
70,T42,T42,"Ted Potter, Jr.",22,8
71,T42,T42,Alistair Presnell,23,8
72,T42,T42,Dicky Pride,23,8
73,T42,T42,Chez Reavie,22,8
74,T42,T42,John Senden,25,8
75,T42,T42,Chris Stroud,26,8
76,T42,T42,Brian Stuard,25,8
77,T42,T42,Vaughn Taylor,16,8
78,T42,T42,Brendon Todd,10,8
79,T42,T42,D.J. Trahan,16,8
80,T42,T42,Johnson Wagner,24,8
81,T42,T42,Lee Westwood,19,8
82,T42,T42,Charlie Wi,23,8
83,T42,T42,Mark Wilson,19,8
84,T42,T42,Thaworn Wiratchant,3,8
85,T86,T86,Stuart Appleby,25,7
86,T86,T86,Ricky Barnes,26,7
87,T86,T86,Cameron Beckman,8,7
88,T86,T86,Matt Bettencourt,9,7
89,T86,T86,Jason Bohn,23,7
90,T86,T86,Justin Bolli,23,7
91,T86,T86,Keegan Bradley,25,7
92,T86,T86,Scott Brown,21,7
93,T86,T86,Bud Cauley,24,7
94,T86,T86,Kevin Chappell,24,7
95,T86,T86,Tim Clark,20,7
96,T86,T86,Ben Crane,21,7
97,T86,T86,John Daly,12,7
98,T86,T86,Brendon de Jonge,30,7
99,T86,T86,Graham DeLaet,26,7
100,T86,T86,Chris DiMarco,11,7
101,T86,T86,Luke Donald,17,7
102,T86,T86,Jamie Donaldson,10,7
103,T86,T86,Martin Flores,25,7
104,T86,T86,Tommy Gainey,28,7
105,T86,T86,Andrew Georgiou,1,7
106,T86,T86,Tom Gillis,22,7
107,T86,T86,Fabián Gómez,23,7
108,T86,T86,Retief Goosen,9,7
109,T86,T86,Nathan Green,9,7
110,T86,T86,Bill Haas,25,7
111,T86,T86,Peter Hanson,15,7
112,T86,T86,Brian Harman,29,7
113,T86,T86,Russell Henley,24,7
114,T86,T86,Justin Hicks,25,7
115,T86,T86,Morgan Hoffmann,20,7
116,T86,T86,John Huh,28,7
117,T86,T86,Ryo Ishikawa,23,7
118,T86,T86,Freddie Jacobson,19,7
119,T86,T86,Scott Jamieson,3,7
120,T86,T86,Dustin Johnson,22,7
121,T86,T86,Colt Knost,25,7
122,T86,T86,Ben Kohles,25,7
123,T86,T86,Jason Kokrak,25,7
124,T86,T86,Hank Kuehne,5,7
125,T86,T86,Martin Laird,21,7
126,T86,T86,Scott Langley,27,7
127,T86,T86,D.H. Lee,22,7
128,T86,T86,Marc Leishman,23,7
129,T86,T86,Michael Letzig,17,7
130,T86,T86,Luke List,24,7
131,T86,T86,Bill Lunde,10,7
132,T86,T86,Hunter Mahan,25,7
133,T86,T86,David Mathis,24,7
134,T86,T86,Troy Matteson,24,7
135,T86,T86,Billy Mayfair,14,7
136,T86,T86,Bryce Molder,24,7
137,T86,T86,Francesco Molinari,9,7
138,T86,T86,Sean O'Hair,22,7
139,T86,T86,Daniel Obremski,1,7
140,T86,T86,Ryan Palmer,22,7
141,T86,T86,Rod Pampling,16,7
142,T86,T86,Jesper Parnevik,13,7
143,T86,T86,Pat Perez,22,7
144,T86,T86,Tim Petrovic,12,7
145,T86,T86,Carl Pettersson,24,7
146,T86,T86,Scott Piercy,24,7
147,T86,T86,Ian Poulter,16,7
148,T86,T86,Tag Ridings,24,7
149,T86,T86,John Rollins,24,7
150,T86,T86,Justin Rose,17,7
151,T86,T86,Rory Sabbatini,27,7
152,T86,T86,Brandt Snedeker,23,7
153,T86,T86,Kevin Stadler,25,7
154,T86,T86,Brendan Steele,26,7
155,T86,T86,Shawn Stefani,21,7
156,T86,T86,Henrik Stenson,18,7
157,T86,T86,Richard Sterne,7,7
158,T86,T86,Darron Stiles,20,7
159,T86,T86,Daniel Summerhays,26,7
160,T86,T86,Michael Thompson,22,7
161,T86,T86,Jimmy Walker,24,7
