,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,T1,T1,Russell Henley,24,7
1,T1,T1,Matt Jones,24,7
2,T1,T1,Brandt Snedeker,23,7
3,T4,T4,Sangmoon Bae,26,6
4,T4,T4,Scott Gardiner,23,6
5,T4,T4,Robert Garrigus,22,6
6,T4,T4,Billy Horschel,26,6
7,T4,T4,John Mallinger,12,6
8,T4,T4,Louis Oosthuizen,12,6
9,T4,T4,Chris Stroud,26,6
10,T4,T4,Mike Weir,22,6
11,T12,T12,Stuart Appleby,25,5
12,T12,T12,Ricky Barnes,26,5
13,T12,T12,Matt Bettencourt,9,5
14,T12,T12,Donald Constable,16,5
15,T12,T12,Graham DeLaet,26,5
16,T12,T12,James Driscoll,23,5
17,T12,T12,Harris English,26,5
18,T12,T12,Ross Fisher,15,5
19,T12,T12,Rickie Fowler,22,5
20,T12,T12,Tommy Gainey,28,5
21,T12,T12,Sergio Garcia,17,5
22,T12,T12,Justin Hicks,25,5
23,T12,T12,Charley Hoffman,23,5
24,T12,T12,Miguel Angel Jiménez,3,5
25,T12,T12,Martin Kaymer,17,5
26,T12,T12,Jerry Kelly,22,5
27,T12,T12,Chris Kirk,24,5
28,T12,T12,Colt Knost,25,5
29,T12,T12,Ben Kohles,25,5
30,T12,T12,D.H. Lee,22,5
31,T12,T12,Richard Lee,24,5
32,T12,T12,David Lingmerth,23,5
33,T12,T12,Graeme McDowell,16,5
34,T12,T12,Phil Mickelson,21,5
35,T12,T12,Ryan Palmer,22,5
36,T12,T12,Tim Petrovic,12,5
37,T12,T12,Scott Piercy,24,5
38,T12,T12,D.A. Points,28,5
39,T12,T12,"Ted Potter, Jr.",22,5
40,T12,T12,Adam Scott,16,5
41,T12,T12,Jordan Spieth,23,5
42,T12,T12,Scott Stallings,27,5
43,T12,T12,Brendan Steele,26,5
44,T12,T12,Andrew Svoboda,18,5
45,T12,T12,Vaughn Taylor,16,5
46,T12,T12,Peter Tomasulo,10,5
47,T12,T12,Steve Wheatcroft,1,5
48,T12,T12,Charlie Wi,23,5
49,T50,T50,Brad Adamonis,2,4
50,T50,T50,Stephen Ames,19,4
51,T50,T50,Billy Andrade,3,4
52,T50,T50,Woody Austin,8,4
53,T50,T50,Cameron Beckman,8,4
54,T50,T50,Charlie Beljan,24,4
55,T50,T50,Jonas Blixt,24,4
56,T50,T50,Jason Bohn,23,4
57,T50,T50,Justin Bolli,23,4
58,T50,T50,Steven Bowditch,22,4
59,T50,T50,Keegan Bradley,25,4
60,T50,T50,Scott Brown,21,4
61,T50,T50,Ángel Cabrera,21,4
62,T50,T50,Patrick Cantlay,7,4
63,T50,T50,Roberto Castro,29,4
64,T50,T50,Greg Chalmers,25,4
65,T50,T50,Kevin Chappell,24,4
