,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,1,Bob Estes,18,292,17.0
1,2,2,Andres Romero,21,283,71.0
2,3,3,John Rollins,24,250,37.0
3,4,4,Ken Duke,28,237,37.0
4,5,5,Chris Stroud,26,236,2.0
5,6,6,Paul Haley II,18,228,7.0
6,7,7,William McGirt,24,225,101.0
7,T8,T8,Brendon de Jonge,30,223,20.0
8,T8,T8,Matt Kuchar,23,223,23.0
9,10,10,Camilo Villegas,23,219,45.0
10,11,11,Brian Gay,24,218,14.0
11,12,12,Charl Schwartzel,19,217,36.0
12,13,13,John Senden,25,215,7.0
13,14,14,Carl Pettersson,24,212,1.0
14,15,15,Casey Wittenberg,27,208,10.0
15,16,16,Scott Langley,27,207,22.0
16,T17,T17,Jason Bohn,23,206,11.0
17,T17,T17,Jordan Spieth,23,206,58.0
18,19,19,Shawn Stefani,21,204,11.0
19,20,20,Brian Harman,29,202,47.0
20,21,21,Cameron Percy,21,199,33.0
21,22,22,Kevin Streelman,25,195,121.0
22,23,23,Brian Stuard,25,193,9.0
23,24,24,Gary Woodland,26,191,31.0
24,25,25,Ryan Palmer,22,190,49.0
25,26,26,Hunter Mahan,25,187,187.0
26,27,27,Webb Simpson,25,185,109.0
27,28,28,James Hahn,26,184,7.0
28,29,29,Brendan Steele,26,182,16.0
29,T30,T30,Ben Kohles,25,180,6.0
30,T30,T30,Marc Leishman,23,180,13.0
31,32,32,Matt Jones,24,176,59.0
32,33,33,Steve LeBrun,21,173,
33,34,34,Charlie Wi,23,172,1.0
34,35,35,Steve Marino,12,171,2.0
35,36,36,Charley Hoffman,23,169,4.0
36,T37,T37,Stuart Appleby,25,163,163.0
37,T37,T37,Kevin Stadler,25,163,46.0
38,39,39,Tom Gillis,22,161,4.0
39,40,40,Nicholas Thompson,29,159,15.0
40,T41,T41,Kevin Sutherland,13,158,158.0
41,T41,T41,Lee Williams,22,158,3.0
42,T43,T43,Stewart Cink,22,157,5.0
43,T43,T43,Brian Davis,28,157,20.0
44,T43,T43,Brandt Jobe,19,157,28.0
