,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,T1,T1,Ryan Brehm,1,9.8
1,T1,T1,Scott Hend,9,9.8
2,T1,T1,Tiger Woods,14,9.8
3,4,4,Brett Wetterich,10,9.6
4,T5,T5,Steven Bowditch,1,9.5
5,T5,T5,Jason Gore,5,9.5
6,T5,T5,Hank Kuehne,12,9.5
7,T8,T8,Ángel Cabrera,5,9.4
8,T8,T8,Chris Couch,1,9.4
9,T8,T8,John Daly,12,9.4
10,T11,T11,Ernie Els,8,9.3
11,T11,T11,Camilo Villegas,1,9.3
12,T13,T13,Scott Gutschewski,14,9.2
13,T13,T13,Rick Heath,1,9.2
14,T13,T13,Davis Love III,13,9.2
15,T13,T13,Scott Piercy,3,9.2
16,T17,T17,Sergio Garcia,13,9.1
17,T17,T17,Lucas Glover,16,9.1
18,T17,T17,Matt Hendrix,1,9.1
19,T17,T17,James McLean,1,9.1
20,T17,T17,Vijay Singh,21,9.1
21,T22,T22,Paul Casey,3,9.0
22,T22,T22,John Elliott,6,9.0
23,T22,T22,Bill Haas,4,9.0
24,T22,T22,Kenny Perry,14,9.0
25,T26,T26,Kelly Grunewald,1,8.9
26,T26,T26,Brenden Pappas,10,8.9
27,T28,T28,Erik Compton,1,8.8
28,T28,T28,Charles Warren,15,8.8
29,T30,T30,Camilo Benedetti,1,8.7
30,T30,T30,Harrison Frazar,20,8.7
31,T30,T30,Brendan Jones,14,8.7
32,T30,T30,Chris Smith,14,8.7
33,T34,T34,Jason Allred,8,8.6
34,T34,T34,Tag Ridings,16,8.6
35,T34,T34,Kevin Stadler,14,8.6
36,T34,T34,Y.E. Yang,1,8.6
37,T38,T38,Mathias Grönberg,11,8.5
38,T38,T38,Brandt Jobe,20,8.5
39,T38,T38,Phil Mickelson,14,8.5
40,T38,T38,Charl Schwartzel,1,8.5
41,T38,T38,Jimmy Walker,4,8.5
42,T43,T43,Darren Clarke,8,8.4
43,T43,T43,Fred Couples,10,8.4
44,T43,T43,Retief Goosen,11,8.4
45,T43,T43,Dennis Paulson,8,8.4
46,T43,T43,Peter Tomasulo,2,8.4
47,T48,T48,Daniel Chopra,19,8.3
48,T48,T48,Nick Dougherty,3,8.3
49,T48,T48,Stephen Gallacher,1,8.3
50,T48,T48,Joel Kribel,1,8.3
51,T48,T48,Adam Scott,13,8.3
52,T48,T48,Marcel Siem,1,8.3
53,T48,T48,D.J. Trahan,13,8.3
54,T55,T55,Stuart Appleby,15,8.2
55,T55,T55,Sean O'Hair,21,8.2
56,T55,T55,Michael Putnam,3,8.2
57,T58,T58,Steve Allan,17,8.1
58,T58,T58,Ryan Palmer,16,8.1
59,T58,T58,John Rollins,18,8.1
60,T61,T61,Jonathan Byrd,21,8.0
61,T61,T61,J.J. Henry,19,8.0
62,T61,T61,Tetsuji Hiratsuka,1,8.0
63,T61,T61,Will MacKenzie,12,8.0
64,T61,T61,Nick Watney,14,8.0
65,T66,T66,James Driscoll,11,7.9
66,T66,T66,Lee Westwood,9,7.9
67,T68,T68,Niclas Fasth,2,7.8
68,T68,T68,Greg Owen,17,7.8
69,T68,T68,Rod Pampling,17,7.8
70,T68,T68,"Wes Short, Jr.",7,7.8
71,T68,T68,Henrik Stenson,2,7.8
72,T73,T73,Robert Allenby,15,7.7
73,T73,T73,Michael Campbell,2,7.7
74,T75,T75,Charles Howell III,17,7.6
75,T75,T75,Hunter Mahan,19,7.6
76,T75,T75,Brett Quigley,17,7.6
77,T78,T78,Michael Bradley,2,7.5
78,T78,T78,Carlos Franco,14,7.5
79,T78,T78,David Hearn,10,7.5
80,T78,T78,Mike Heinen,1,7.5
81,T78,T78,Geoff Ogilvy,19,7.5
82,T83,T83,Marco Dawson,18,7.4
83,T83,T83,Charley Hoffman,1,7.4
84,T83,T83,Neal Lancaster,18,7.4
85,T83,T83,Tom Purtzer,1,7.4
86,T83,T83,Justin Rose,21,7.4
87,T83,T83,Rory Sabbatini,13,7.4
88,T89,T89,Jason Bohn,17,7.3
89,T89,T89,Bradley Dredge,1,7.3
90,T89,T89,Trevor Immelman,5,7.3
91,T89,T89,Ted Purdy,25,7.3
92,T89,T89,Roland Thatcher,12,7.3
93,T94,T94,John Huston,14,7.2
94,T94,T94,Steve Marino,1,7.2
95,T94,T94,Kevin Streelman,1,7.2
96,T97,T97,Craig Barlow,13,7.1
97,T97,T97,Dan Forsman,9,7.1
98,T97,T97,Tim Herron,19,7.1
99,T97,T97,Per-Ulrik Johansson,3,7.1
100,T97,T97,Jonathan Kaye,14,7.1
101,T97,T97,Michael Long,10,7.1
102,T97,T97,Pat Perez,16,7.1
103,T104,T104,Eric Axley,1,7.0
104,T104,T104,Ryan Moore,8,7.0
105,T104,T104,Joey Snyder III,19,7.0
106,T104,T104,Bo Van Pelt,21,7.0
107,T108,T108,David Duval,2,6.9
108,T108,T108,Mark Hensby,11,6.9
109,T108,T108,Zach Johnson,19,6.9
110,T108,T108,Ian Leggatt,3,6.9
111,T108,T108,Peter Lonard,15,6.9
112,T108,T108,Colin Montgomerie,3,6.9
113,T108,T108,Jesper Parnevik,17,6.9
114,T115,T115,D.J. Brigman,10,6.8
115,T115,T115,Casey Wittenberg,3,6.8
116,T117,T117,Jay Delsing,7,6.7
117,T117,T117,Gavin Flint,1,6.7
118,T117,T117,Robin Freeman,2,6.7
119,T117,T117,Bob Heintz,9,6.7
120,T117,T117,David Howell,5,6.7
121,T117,T117,Ryuji Imada,14,6.7
122,T117,T117,J.L. Lewis,17,6.7
123,T117,T117,D.A. Points,14,6.7
124,T117,T117,Mike Springer,2,6.7
125,T117,T117,Vaughn Taylor,19,6.7
126,T127,T127,Michael Allen,14,6.6
127,T127,T127,Brian Bateman,17,6.6
128,T127,T127,Neil Cheetham,1,6.6
129,T127,T127,Danny Ellis,4,6.6
130,T127,T127,Frank Lickliter II,17,6.6
131,T127,T127,Steve Lowery,17,6.6
132,T127,T127,Scott McCarron,14,6.6
133,T127,T127,Carl Pettersson,20,6.6
134,T127,T127,John Senden,22,6.6
135,T127,T127,Patrick Sheehan,20,6.6
136,T137,T137,Arjun Atwal,16,6.5
137,T137,T137,Woody Austin,20,6.5
138,T137,T137,Marc Cayeux,1,6.5
139,T137,T137,Bernhard Langer,10,6.5
140,T137,T137,Carl Paulson,6,6.5
141,T137,T137,Tom Pernice Jr.,21,6.5
142,T137,T137,Mike Small,1,6.5
143,T144,T144,Chad Campbell,18,6.4
144,T144,T144,Padraig Harrington,10,6.4
145,T144,T144,Andrew Magee,13,6.4
146,T144,T144,Don Yrene,1,6.4
147,T148,T148,Rich Barcelo,1,6.3
148,T148,T148,Justin Bolli,10,6.3
149,T148,T148,Mark Calcavecchia,18,6.3
150,T148,T148,Ben Crane,16,6.3
151,T148,T148,Stephen Gangluff,1,6.3
152,T148,T148,Jyoti Randhawa,2,6.3
153,T148,T148,David Toms,15,6.3
154,T155,T155,Todd Hamilton,14,6.2
155,T155,T155,Mike Standly,1,6.2
156,T155,T155,Ted Tryba,1,6.2
157,T155,T155,Grant Waite,3,6.2
158,T159,T159,Briny Baird,18,6.1
159,T159,T159,Thomas Bjørn,1,6.1
160,T159,T159,Joe Durant,15,6.1
161,T159,T159,Rocco Mediate,15,6.1
162,T159,T159,Tim Petrovic,16,6.1
163,T159,T159,Joey Sindelar,23,6.1
164,T165,T165,Tom Gillis,12,6.0
165,T165,T165,Shaun Micheel,11,6.0
166,T165,T165,Andre Stolz,3,6.0
167,T168,T168,Rich Beem,7,5.9
168,T168,T168,Hunter Haas,13,5.9
169,T168,T168,Freddie Jacobson,12,5.9
170,T168,T168,Brad Lardon,2,5.9
171,T168,T168,John Morgan,2,5.9
172,T168,T168,Craig Perks,6,5.9
173,T174,T174,Tommy Armour III,22,5.8
174,T174,T174,K.J. Choi,12,5.8
175,T174,T174,Spencer Levin,3,5.8
176,T174,T174,Brian Nosler,1,5.8
177,T174,T174,Joe Ogilvie,17,5.8
178,T174,T174,Hideto Tanihara,6,5.8
179,T180,T180,Kenneth Ferrie,2,5.7
180,T180,T180,Bradley Hughes,6,5.7
181,T180,T180,Mario Tiziani,11,5.7
182,T183,T183,Paul Azinger,10,5.6
183,T183,T183,Kazuhiko Hosokawa,1,5.6
184,T183,T183,Billy Mayfair,26,5.6
185,T183,T183,Ian Poulter,6,5.6
186,T183,T183,Jay Williamson,11,5.6
187,T183,T183,Simon Yates,1,5.6
188,T189,T189,Jeff Brehaut,12,5.5
189,T189,T189,Steve Flesch,11,5.5
190,T189,T189,Kent Jones,17,5.5
191,T189,T189,Jeff Maggert,13,5.5
192,T189,T189,José María Olazábal,11,5.5
193,T189,T189,David Peoples,4,5.5
194,T195,T195,Stephen Ames,15,5.4
195,T195,T195,Aaron Baddeley,16,5.4
196,T195,T195,Glen Day,13,5.4
197,T195,T195,Richard Johnson,9,5.4
198,T195,T195,Paul McGinley,3,5.4
199,T195,T195,Kevin Sutherland,18,5.4
200,T201,T201,Cameron Beckman,16,5.3
201,T201,T201,Tim Clark,16,5.3
202,T201,T201,Ryan Dillon,1,5.3
203,T201,T201,P.H. Horgan III,1,5.3
204,T201,T201,Shigeki Maruyama,21,5.3
205,T206,T206,Alex Cejka,13,5.2
206,T206,T206,Stewart Cink,18,5.2
207,T206,T206,Bill Glasson,6,5.2
208,T206,T206,Lee Janzen,10,5.2
209,T206,T206,Tom Lehman,12,5.2
210,T206,T206,Thomas Levet,6,5.2
211,T206,T206,Darron Stiles,13,5.2
212,T206,T206,Bob Tway,15,5.2
213,T214,T214,Billy Andrade,16,5.1
214,T214,T214,Ben Curtis,8,5.1
215,T214,T214,Steve Elkington,13,5.1
216,T214,T214,Brent Geiberger,10,5.1
217,T214,T214,Dudley Hart,17,5.1
218,T214,T214,Arron Oberholser,12,5.1
219,T214,T214,Paul Sheehan,1,5.1
220,T214,T214,Bob Sowards,2,5.1
221,T214,T214,Steve Stricker,10,5.1
222,T223,T223,Bob Burns,5,5.0
223,T223,T223,Brian Davis,15,5.0
224,T223,T223,Jerry Kelly,17,5.0
225,T223,T223,Charlie Wi,11,5.0
226,T223,T223,Garrett Willis,3,5.0
227,T228,T228,Stephen Dodd,2,4.9
228,T228,T228,Kevin Johnson,1,4.9
229,T228,T228,David Lundstrom,1,4.9
230,T228,T228,Greg Meyer,1,4.9
231,T232,T232,Bart Bryant,18,4.8
232,T232,T232,Steve Collins,1,4.8
233,T232,T232,Glen Hnatiuk,7,4.8
234,T235,T235,Michael Harris,2,4.7
235,T235,T235,Thongchai Jaidee,2,4.7
236,T235,T235,John Riegger,2,4.7
237,T235,T235,Craig Stadler,4,4.7
238,T235,T235,Hal Sutton,2,4.7
239,T235,T235,Tjaart van der Walt,9,4.7
240,T241,T241,Ahmad Bateman,1,4.6
241,T241,T241,Luke Donald,11,4.6
242,T241,T241,Tripp Isenhour,2,4.6
243,T241,T241,Matt Kuchar,9,4.6
244,T241,T241,Jim McGovern,1,4.6
245,T241,T241,Jeff Sluman,20,4.6
246,T241,T241,Mike Weir,9,4.6
247,T248,T248,Matt Davidson,6,4.5
248,T248,T248,Scott Dunlap,2,4.5
249,T248,T248,Matt Gogel,11,4.5
250,T248,T248,Donnie Hammond,1,4.5
251,T248,T248,J.P. Hayes,9,4.5
252,T248,T248,Kevin Na,15,4.5
253,T248,T248,Craig Parry,8,4.5
254,T248,T248,Phillip Price,12,4.5
255,T248,T248,Rob Rashell,6,4.5
256,T248,T248,Chris Starkjohann,2,4.5
257,T258,T258,Bob Estes,20,4.4
258,T258,T258,Jim Furyk,19,4.4
259,T258,T258,Robert Gamez,17,4.4
260,T258,T258,Brian Henninger,1,4.4
261,T258,T258,Yasuharu Imano,1,4.4
262,T258,T258,Justin Leonard,13,4.4
263,T258,T258,Graeme McDowell,8,4.4
264,T258,T258,Gene Sauers,2,4.4
265,T258,T258,Hidemichi Tanaka,19,4.4
266,T267,T267,Chris Anderson,7,4.3
267,T267,T267,Peter Jacobsen,4,4.3
268,T267,T267,Franklin Langham,13,4.3
269,T267,T267,Akio Sadakata,1,4.3
270,T271,T271,Colby Beckstrom,1,4.2
271,T271,T271,Chris DiMarco,14,4.2
272,T271,T271,Heath Slocum,21,4.2
273,T274,T274,Notah Begay III,4,4.1
274,T274,T274,Richard Green,6,4.1
275,T274,T274,Duffy Waldorf,14,4.1
276,277,277,Nick Price,9,4.0
277,T278,T278,Danny Briggs,8,3.9
278,T278,T278,Robert Damron,16,3.9
279,T278,T278,Trevor Dodds,1,3.9
280,T278,T278,Steve Jones,6,3.9
281,T278,T278,Dick Mast,1,3.9
282,T278,T278,Dean Wilson,17,3.9
283,284,284,Chris Riley,7,3.8
284,T285,T285,Doug Barron,11,3.7
285,T285,T285,David Frost,2,3.7
286,T285,T285,Paul Gow,12,3.7
287,T285,T285,Mike Hulbert,1,3.7
288,T285,T285,Kirk Triplett,8,3.7
289,T285,T285,Scott Verplank,17,3.7
290,T291,T291,Guy Boros,3,3.6
291,T291,T291,José Coceres,7,3.6
292,T291,T291,Todd Fischer,16,3.6
293,T291,T291,Jay Haas,10,3.6
294,T291,T291,Len Mattiace,10,3.6
295,T291,T291,Mark O'Meara,11,3.6
296,T291,T291,Tom Scherrer,2,3.6
297,T298,T298,Miguel Angel Jiménez,3,3.5
298,T298,T298,Dicky Pride,2,3.5
299,T300,T300,Paul Claxton,10,3.4
300,T300,T300,Paul Goydos,9,3.4
301,T300,T300,Gary Hallberg,1,3.4
302,T300,T300,Skip Kendall,8,3.4
303,T300,T300,Jason Knutzon,1,3.4
304,T300,T300,Stephen Leaney,16,3.4
305,T300,T300,Sean Murphy,1,3.4
306,T307,T307,Blaine McCallister,5,3.3
307,T307,T307,Ben Portie,1,3.3
308,T307,T307,Euan Walters,2,3.3
309,T307,T307,Mark Wilson,11,3.3
310,T311,T311,Olin Browne,18,3.2
311,T311,T311,Brad Fabel,1,3.2
312,T311,T311,Jason Hartwick,1,3.2
313,T311,T311,S.K. Ho,1,3.2
314,T311,T311,Spike McRoy,4,3.2
315,T311,T311,Omar Uresti,15,3.2
316,T317,T317,Brad Faxon,12,3.1
317,T317,T317,Brian Gay,18,3.1
318,T317,T317,Nick Gilliam,1,3.1
319,T317,T317,Tom Kite,4,3.1
320,T317,T317,Larry Mize,8,3.1
321,T317,T317,Nick O'Hern,6,3.1
322,T323,T323,John Cook,9,3.0
323,T323,T323,John Ray Leary,1,3.0
324,T323,T323,Dave Rummells,1,3.0
325,T323,T323,Esteban Toledo,2,3.0
326,T327,T327,Warren Abery,1,2.9
327,T327,T327,Tom Byrum,15,2.9
328,T327,T327,Wayne Levi,1,2.9
329,T330,T330,Scott Simpson,3,2.8
330,T330,T330,Brandt Snedeker,1,2.8
331,T330,T330,Brian Watts,1,2.8
332,333,333,Craig Bowden,6,2.7
333,T334,T334,Jim Carter,6,2.6
334,T334,T334,Nick Faldo,2,2.6
335,336,336,Mark Brooks,10,2.5
336,337,337,Toru Taniguchi,2,2.4
337,T338,T338,Fred Funk,20,2.2
338,T338,T338,David Podas,1,2.2
339,T338,T338,Loren Roberts,10,2.2
340,T341,T341,Jaxon Brigman,2,2.1
341,T341,T341,John Maginnes,1,2.1
342,T343,T343,Gavin Coles,13,2.0
343,T343,T343,Will Dodson,1,2.0
344,T343,T343,Paul Holtby,1,2.0
345,346,346,Steve Pate,1,1.9
346,347,347,David Edwards,3,1.6
347,T348,T348,Jeff Hart,9,1.5
348,T348,T348,Corey Pavin,13,1.5
349,350,350,Doug Tewell,1,1.1
350,351,351,Scott Hoch,1,1.0
