,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,1,1,Gabriel Hjertstedt,1,9.5
1,2,2,Willie Wood,1,9.3
2,T3,T3,Kazuhiko Hosokawa,1,9.0
3,T3,T3,Jim Rutledge,1,9.0
4,5,5,Kelly Grunewald,1,8.9
5,6,6,Brian Henninger,1,8.8
6,T7,T7,James Driscoll,6,8.6
7,T7,T7,Gavin Flint,1,8.6
8,T7,T7,Bob Heintz,8,8.6
9,T7,T7,Mike Springer,4,8.6
10,T7,T7,Ted Tryba,1,8.6
11,T12,T12,Justin Bolli,5,8.5
12,T12,T12,Ben Crane,10,8.5
13,T12,T12,Jason Hartwick,1,8.5
14,T12,T12,Joel Kribel,2,8.5
15,T12,T12,Rob Rashell,2,8.5
16,T12,T12,Esteban Toledo,4,8.5
17,T18,T18,Michael Allen,5,8.4
18,T18,T18,Aaron Baddeley,6,8.4
19,T18,T18,José Coceres,4,8.4
20,T18,T18,Brad Faxon,10,8.4
21,T18,T18,Todd Fischer,8,8.4
22,T18,T18,Wayne Levi,2,8.4
23,T18,T18,Ryan Moore,8,8.4
24,T18,T18,Craig Stadler,4,8.4
25,T18,T18,Tiger Woods,8,8.4
26,T18,T18,Y.E. Yang,1,8.4
27,T28,T28,John Elliott,3,8.3
28,T28,T28,Stephen Gangluff,1,8.3
29,T28,T28,Brian Gay,8,8.3
30,T28,T28,Tom Pernice Jr.,9,8.3
31,T28,T28,Mike Weir,3,8.3
32,T33,T33,Doug Barron,6,8.2
33,T33,T33,Colby Beckstrom,1,8.2
34,T33,T33,Craig Bowden,6,8.2
35,T33,T33,Olin Browne,10,8.2
36,T33,T33,Daniel Chopra,6,8.2
37,T33,T33,Darren Clarke,9,8.2
38,T33,T33,Erik Compton,2,8.2
39,T33,T33,Chris Couch,1,8.2
40,T33,T33,John Daly,5,8.2
41,T33,T33,Glen Day,9,8.2
42,T33,T33,Ernie Els,10,8.2
43,T33,T33,Brad Fabel,1,8.2
44,T33,T33,Kenneth Ferrie,2,8.2
45,T33,T33,J.P. Hayes,7,8.2
46,T33,T33,John Ray Leary,1,8.2
47,T33,T33,Steve Marino,1,8.2
48,T33,T33,Kelly Mitchum,1,8.2
49,T33,T33,Corey Pavin,9,8.2
