,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,1,1,Scott Hend,3,9.9
1,T2,T2,Ryan Brehm,1,9.8
2,T2,T2,Tiger Woods,8,9.8
3,4,4,"Jim Gallagher, Jr.",2,9.7
4,T5,T5,John Daly,5,9.6
5,T5,T5,Hank Kuehne,6,9.6
6,T5,T5,Brett Wetterich,6,9.6
7,T8,T8,Jason Allred,1,9.5
8,T8,T8,Steven Bowditch,1,9.5
9,T8,T8,Ángel Cabrera,6,9.5
10,T8,T8,Jason Gore,5,9.5
11,T8,T8,Matt Hendrix,2,9.5
12,13,13,Chris Couch,1,9.4
13,T14,T14,Sergio Garcia,9,9.3
14,T14,T14,Camilo Villegas,1,9.3
15,T16,T16,Ernie Els,10,9.2
16,T16,T16,Rick Heath,1,9.2
17,T16,T16,Scott Piercy,3,9.2
18,T19,T19,Lucas Glover,8,9.1
19,T19,T19,Scott Gutschewski,7,9.1
20,T19,T19,James McLean,1,9.1
21,T22,T22,Paul Casey,4,9.0
22,T22,T22,Harrison Frazar,10,9.0
23,T22,T22,Bill Haas,4,9.0
24,T22,T22,Tag Ridings,8,9.0
25,T26,T27,Kelly Grunewald,1,8.9
26,T26,T27,Brenden Pappas,10,8.9
27,T26,T22,Kenny Perry,9,8.9
28,T26,T27,Vijay Singh,9,8.9
29,T26,T27,Charles Warren,6,8.9
30,T31,T31,Davis Love III,7,8.8
31,T31,T31,Kevin Stadler,6,8.8
32,T31,T31,Nick Watney,5,8.8
33,T34,T34,Camilo Benedetti,1,8.7
34,T34,T34,John Elliott,3,8.7
35,T34,T34,Brandt Jobe,10,8.7
36,T34,T34,Chris Smith,10,8.7
37,T38,T38,Fred Couples,4,8.6
38,T38,T38,Mathias Grönberg,9,8.6
39,T38,T38,Ryan Palmer,8,8.6
40,T38,T38,Y.E. Yang,1,8.6
41,T42,T42,Stuart Appleby,9,8.5
42,T42,T42,Mike Heinen,5,8.5
43,T42,T42,Brendan Jones,6,8.5
44,T42,T42,Charl Schwartzel,1,8.5
45,T42,T42,Jimmy Walker,4,8.5
46,T47,T47,Retief Goosen,9,8.4
47,T47,T47,Joel Kribel,2,8.4
48,T47,T47,Peter Tomasulo,2,8.4
49,T47,T47,D.J. Trahan,5,8.4
50,T51,T51,Steve Allan,10,8.3
51,T51,T51,Darren Clarke,9,8.3
52,T51,T51,Nick Dougherty,3,8.3
53,T51,T51,Stephen Gallacher,1,8.3
54,T51,T51,Sean O'Hair,10,8.3
55,T51,T51,Marcel Siem,1,8.3
56,T57,T57,Rod Pampling,10,8.2
57,T57,T57,Michael Putnam,3,8.2
58,T57,T57,Adam Scott,10,8.2
59,T60,T60,James Driscoll,6,8.1
60,T60,T60,Dennis Paulson,5,8.1
61,T60,T60,John Rollins,9,8.1
62,T63,T63,Carlos Franco,9,8.0
63,T63,T63,Tetsuji Hiratsuka,1,8.0
64,T63,T63,Phil Mickelson,9,8.0
65,T66,T66,Brian Bateman,6,7.9
66,T66,T66,Justin Rose,10,7.9
67,T66,T66,Rory Sabbatini,8,7.9
68,T66,T66,Lee Westwood,9,7.9
69,T70,T70,"Wes Short, Jr.",7,7.8
70,T70,T70,Henrik Stenson,2,7.8
71,T72,T72,Jonathan Byrd,10,7.7
72,T72,T72,Michael Campbell,2,7.7
73,T72,T72,Daniel Chopra,6,7.7
74,T72,T72,John Huston,8,7.7
75,T72,T72,Will MacKenzie,8,7.7
76,T72,T72,Mike Standly,2,7.7
77,T78,T78,Jason Bohn,10,7.6
78,T78,T78,Neal Lancaster,9,7.6
79,T78,T78,Michael Long,5,7.6
80,T81,T81,Robert Allenby,7,7.5
81,T81,T81,Marco Dawson,12,7.5
82,T81,T81,Hunter Mahan,5,7.5
83,T81,T81,Geoff Ogilvy,9,7.5
84,T81,T81,Joey Snyder III,10,7.5
85,T81,T81,Vance Veazey,1,7.5
86,T87,T87,Erik Compton,2,7.4
87,T87,T87,Robin Freeman,3,7.4
88,T87,T87,J.J. Henry,10,7.4
89,T87,T87,Charley Hoffman,1,7.4
90,T87,T87,Jonathan Kaye,9,7.4
91,T87,T87,Greg Owen,9,7.4
92,T87,T87,Jesper Parnevik,10,7.4
93,T87,T87,Tom Purtzer,1,7.4
94,T95,T95,Bradley Dredge,1,7.3
95,T95,T95,David Duval,1,7.3
96,T95,T95,Trevor Immelman,5,7.3
97,T95,T95,Brett Quigley,6,7.3
98,T99,T99,Craig Barlow,7,7.2
99,T99,T99,David Hearn,6,7.2
100,T99,T99,Steve Marino,1,7.2
101,T99,T99,Ted Purdy,11,7.2
102,T99,T99,Kevin Streelman,1,7.2
103,T104,T104,Brad Adamonis,1,7.1
104,T104,T104,Mark Hensby,9,7.1
105,T104,T104,J.L. Lewis,9,7.1
106,T104,T104,John Senden,11,7.1
107,T104,T104,Bo Van Pelt,9,7.1
108,T109,T109,Eric Axley,1,7.0
109,T109,T109,Phil Blackmar,1,7.0
110,T109,T109,D.J. Brigman,4,7.0
111,T109,T109,Dan Forsman,8,7.0
112,T109,T109,Ryuji Imada,6,7.0
113,T109,T109,Ryan Moore,8,7.0
114,T115,T115,Per-Ulrik Johansson,4,6.9
115,T115,T115,Ian Leggatt,3,6.9
116,T115,T115,Peter Lonard,9,6.9
117,T115,T115,Steve Lowery,11,6.9
118,T115,T115,D.A. Points,8,6.9
119,T115,T115,Roland Thatcher,6,6.9
120,T121,T121,Justin Bolli,5,6.8
121,T121,T121,Chad Campbell,11,6.8
122,T121,T121,Tim Herron,11,6.8
123,T121,T121,Zach Johnson,6,6.8
124,T121,T121,Patrick Sheehan,7,6.8
125,T121,T121,Casey Wittenberg,3,6.8
126,T127,T127,Woody Austin,11,6.7
127,T127,T127,Niclas Fasth,3,6.7
128,T127,T127,Gavin Flint,1,6.7
129,T127,T127,Todd Hamilton,4,6.7
130,T127,T127,Bob Heintz,8,6.7
131,T127,T127,David Howell,5,6.7
132,T127,T127,Craig Perks,3,6.7
133,T134,T134,Neil Cheetham,1,6.6
134,T134,T134,Freddie Jacobson,8,6.6
135,T134,T134,Bernhard Langer,7,6.6
136,T134,T134,Rocco Mediate,11,6.6
137,T134,T134,Carl Paulson,7,6.6
138,T134,T134,Pat Perez,8,6.6
139,T134,T134,Vaughn Taylor,9,6.6
140,T141,T141,Arjun Atwal,14,6.5
141,T141,T141,Marc Cayeux,1,6.5
142,T141,T141,Ben Crane,10,6.5
143,T141,T141,Jay Delsing,9,6.5
144,T141,T141,Dudley Hart,8,6.5
145,T141,T141,Charles Howell III,7,6.5
146,T141,T141,Scott McCarron,7,6.5
147,T141,T141,Joe Ogilvie,7,6.5
148,T141,T141,David Roesch,1,6.5
149,T150,T150,Steve Flesch,4,6.4
150,T150,T150,Padraig Harrington,10,6.4
151,T152,T152,Rich Barcelo,1,6.3
152,T152,T152,Mark Calcavecchia,8,6.3
153,T152,T152,Stephen Gangluff,1,6.3
154,T152,T152,Shaun Micheel,6,6.3
155,T152,T152,Colin Montgomerie,4,6.3
156,T152,T152,Jyoti Randhawa,2,6.3
157,T152,T152,Tommy Tolles,1,6.3
158,T152,T152,David Toms,7,6.3
159,T152,T152,Don Yrene,2,6.3
160,161,162,Ted Tryba,1,6.2
161,T162,T163,Michael Allen,5,6.1
162,T162,T163,Aaron Baddeley,6,6.1
163,T162,T163,Rich Beem,3,6.1
164,T162,T152,Thomas Bjørn,1,6.1
165,T162,T163,Danny Ellis,7,6.1
166,T162,T163,Frank Lickliter II,8,6.1
167,T162,T163,Carl Pettersson,10,6.1
168,T162,T163,Joey Sindelar,13,6.1
169,T162,T163,Mike Small,2,6.1
170,T171,T171,Briny Baird,8,6.0
171,T171,T171,Michael Bradley,3,6.0
172,T171,T171,Joe Durant,8,6.0
173,T171,T171,Hunter Haas,8,6.0
174,T171,T171,Shigeki Maruyama,9,6.0
175,T171,T171,Jim Rutledge,1,6.0
176,T171,T171,Andre Stolz,3,6.0
177,T178,T178,K.J. Choi,6,5.9
178,T178,T178,Brad Lardon,2,5.9
179,T178,T178,John Morgan,2,5.9
180,T178,T178,Tom Pernice Jr.,9,5.9
181,T178,T178,Mike Springer,4,5.9
182,T178,T178,Hideto Tanihara,5,5.9
183,T178,T178,Garrett Willis,6,5.9
184,T185,T185,Billy Andrade,8,5.8
185,T185,T185,Jeff Brehaut,8,5.8
186,T185,T185,Gabriel Hjertstedt,1,5.8
187,T185,T185,Spencer Levin,3,5.8
188,T185,T185,Brian Nosler,1,5.8
189,T185,T185,Mario Tiziani,8,5.8
190,T185,T185,Grant Waite,6,5.8
