,Last_5_Events_-_Accuracy_RANK THIS WEEK,Last_5_Events_-_Accuracy_RANK LAST WEEK,Last_5_Events_-_Accuracy_PLAYER NAME,Last_5_Events_-_Accuracy_EVENTS,Last_5_Events_-_Accuracy_RATING
0,1,1,Alex Cejka,1,8.7
1,2,2,Kirk Triplett,1,8.5
2,T3,T3,Jim Benepe,1,8.4
3,T3,T3,Bradley Dredge,1,8.4
4,T3,T3,John Morse,1,8.4
5,T6,T6,Olin Browne,3,8.3
6,T6,T6,David Edwards,2,8.3
7,T8,T8,Craig Barlow,2,8.2
8,T8,T8,Joe Durant,3,8.2
9,T8,T8,David Hearn,1,8.2
10,T8,T8,Scott Hoch,2,8.2
11,T8,T8,Omar Uresti,2,8.2
12,T13,T13,Tommy Armour III,4,8.1
13,T13,T13,Robin Freeman,1,8.1
14,T13,T13,Loren Roberts,2,8.1
15,T16,T39,Jim Furyk,3,8.0
16,T16,16,Dick Mast,1,8.0
17,T18,T17,Colby Beckstrom,1,7.9
18,T18,T17,Robert Damron,2,7.9
19,T18,T17,Nick Faldo,1,7.9
20,T18,T17,Donnie Hammond,1,7.9
21,T18,T17,Yasuharu Imano,1,7.9
22,T18,T17,Jonathan Kaye,3,7.9
23,T18,T17,Wayne Levi,2,7.9
24,T18,T17,Heath Slocum,5,7.9
25,T18,T17,Brandt Snedeker,1,7.9
26,T27,T26,Todd Hamilton,1,7.8
27,T27,T26,Tetsuji Hiratsuka,1,7.8
28,T27,T26,Justin Rose,3,7.8
29,T27,T26,Simon Yates,1,7.8
30,T31,T31,Chris Couch,1,7.7
31,T31,T31,Robert Gamez,5,7.7
32,T31,T31,Sergio Garcia,4,7.7
33,T31,T31,Trevor Immelman,3,7.7
34,T31,T31,Joey Sindelar,4,7.7
35,T31,T31,Henrik Stenson,2,7.7
36,T31,T31,D.J. Trahan,2,7.7
37,T38,T39,Bart Bryant,5,7.6
38,T38,T39,Charley Hoffman,1,7.6
39,T38,T39,Jason Knutzon,1,7.6
40,T38,T39,Shigeki Maruyama,5,7.6
41,T38,T31,Kenny Perry,3,7.6
42,T38,T39,Darron Stiles,2,7.6
43,T38,T39,Camilo Villegas,1,7.6
44,T45,T46,Mark Calcavecchia,1,7.5
45,T45,T46,John Cook,1,7.5
46,T45,T46,Harrison Frazar,5,7.5
47,T45,T46,Freddie Jacobson,1,7.5
48,T45,T46,Joel Kribel,2,7.5
49,T45,T46,Jeff Maggert,3,7.5
50,T45,T46,Blaine McCallister,2,7.5
51,T45,T46,Colin Montgomerie,2,7.5
52,T45,T46,Carl Paulson,1,7.5
53,T45,T46,Tim Petrovic,2,7.5
54,T55,T56,Steve Jones,1,7.4
55,T55,T56,Graeme McDowell,2,7.4
56,T55,T56,Geoff Ogilvy,3,7.4
57,T55,T56,Greg Owen,2,7.4
58,T55,T56,Kevin Streelman,1,7.4
59,T60,T62,Paul Casey,1,7.3
60,T60,T62,Luke Donald,3,7.3
61,T60,T62,Scott Dunlap,2,7.3
62,T60,T62,John Huston,2,7.3
63,T60,T62,Brendan Jones,1,7.3
64,T60,T62,Stephen Leaney,3,7.3
65,T60,T62,Spike McRoy,3,7.3
66,T60,T62,John Rollins,3,7.3
67,T60,T62,Peter Tomasulo,2,7.3
68,T60,T62,Jay Williamson,2,7.3
69,T70,T72,Jason Bohn,4,7.2
70,T70,T72,Brian Davis,4,7.2
71,T70,T72,Marco Dawson,4,7.2
72,T70,T72,Dudley Hart,3,7.2
73,T70,T72,Matt Hendrix,2,7.2
74,T70,T72,J.J. Henry,4,7.2
75,T70,T72,Bradley Hughes,1,7.2
76,T70,T72,Per-Ulrik Johansson,3,7.2
77,T70,T72,Shaun Micheel,3,7.2
