,Last_5_Events_-_Short_Game_RANK THIS WEEK,Last_5_Events_-_Short_Game_RANK LAST WEEK,Last_5_Events_-_Short_Game_PLAYER NAME,Last_5_Events_-_Short_Game_EVENTS,Last_5_Events_-_Short_Game_RATING
0,1,1,Brad Faxon,1,9.5
1,2,T3,Jim Furyk,3,9.4
2,3,2,Alex Cejka,1,9.0
3,T4,T3,Robin Freeman,1,8.8
4,T4,T3,Vance Veazey,1,8.8
5,6,6,Dudley Hart,2,8.5
6,T7,T7,Ryuji Imada,2,8.3
7,T7,T7,David Ogrin,1,8.3
8,9,9,Glen Hnatiuk,1,8.2
9,T10,T10,Jason Hartwick,1,8.1
10,T10,T10,Mark Wilson,3,8.1
11,T12,T12,Gavin Flint,1,8.0
12,T12,T12,Jim McGovern,1,8.0
13,T12,T12,Brett Quigley,1,8.0
14,T15,T15,Nick Faldo,1,7.9
15,T15,T15,Kevin Sutherland,1,7.9
16,T15,T15,Charlie Wi,3,7.9
17,T15,T15,Casey Wittenberg,2,7.9
18,T19,T19,Mark Calcavecchia,1,7.7
19,T19,T19,Stephen Gangluff,1,7.7
20,T19,T19,Nick Gilliam,2,7.7
21,T19,T19,Tim Herron,4,7.7
22,T19,T19,Will MacKenzie,1,7.7
23,T24,T25,Michael Allen,1,7.6
24,T24,T25,David Howell,2,7.6
25,T24,T25,Freddie Jacobson,1,7.6
26,T24,T19,Kenny Perry,3,7.6
27,T24,T25,Carl Pettersson,5,7.6
28,T24,T25,Omar Uresti,2,7.6
29,T30,T30,Craig Bowden,3,7.5
30,T30,T30,Michael Long,1,7.5
31,T30,T30,Joe Ogilvie,4,7.5
32,T30,T30,Charl Schwartzel,1,7.5
33,T30,T30,Mike Weir,2,7.5
34,T35,T35,Paul Azinger,2,7.4
35,T35,T79,Tim Clark,1,7.4
36,T35,T35,John Cook,1,7.4
37,T35,T35,Paul Gow,1,7.4
38,T35,T35,J.L. Lewis,3,7.4
39,T35,T35,Dicky Pride,2,7.4
40,T41,T40,Justin Bolli,2,7.3
41,T41,T40,Danny Ellis,3,7.3
42,T41,T40,Todd Hamilton,1,7.3
43,T41,T40,David Peoples,1,7.3
44,T45,T44,Colby Beckstrom,1,7.2
45,T45,T44,Bart Bryant,4,7.2
46,T45,T44,John Riegger,3,7.2
