,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,T1,T1,Jim Benepe,1,8.4
1,T1,T1,Bradley Dredge,1,8.4
2,T1,T1,John Morse,1,8.4
3,4,4,Scott Hoch,2,8.2
4,5,T5,Tommy Armour III,11,8.1
5,T6,T7,Olin Browne,10,8.0
6,T6,T5,Jim Furyk,10,8.0
7,T6,T7,Dick Mast,1,8.0
8,T6,T7,Loren Roberts,7,8.0
9,T6,T7,Darron Stiles,9,8.0
10,T11,T11,Colby Beckstrom,1,7.9
11,T11,T11,Alex Cejka,6,7.9
12,T11,T11,Joe Durant,8,7.9
13,T11,T11,Donnie Hammond,1,7.9
14,T11,T11,Yasuharu Imano,1,7.9
15,T11,T11,Wayne Levi,2,7.9
16,T11,T11,Brandt Snedeker,1,7.9
17,T18,T18,Craig Barlow,7,7.8
18,T18,T18,Danny Briggs,2,7.8
19,T18,T18,David Edwards,8,7.8
20,T18,T18,Fred Funk,8,7.8
21,T18,T18,Tetsuji Hiratsuka,1,7.8
22,T18,T18,Blaine McCallister,5,7.8
23,T18,T18,Kenny Perry,9,7.8
24,T18,T18,Heath Slocum,12,7.8
25,T18,T18,Simon Yates,1,7.8
26,T27,T27,Bart Bryant,10,7.7
27,T27,T27,Chris Couch,1,7.7
28,T27,T27,Colin Montgomerie,4,7.7
29,T27,T27,Henrik Stenson,2,7.7
30,T27,T27,Omar Uresti,7,7.7
31,T32,T33,Rich Beem,3,7.6
32,T32,T27,Luke Donald,8,7.6
33,T32,T33,Robert Gamez,10,7.6
34,T32,T33,Charley Hoffman,1,7.6
35,T32,T33,Jason Knutzon,1,7.6
36,T32,T33,Spike McRoy,5,7.6
37,T32,T33,Scott Verplank,10,7.6
38,T32,T33,Camilo Villegas,1,7.6
39,T40,T40,Robin Freeman,3,7.5
40,T40,T40,Trevor Immelman,5,7.5
41,T40,T40,Jerry Kelly,7,7.5
42,T40,T40,Joel Kribel,2,7.5
43,T40,T40,Shigeki Maruyama,9,7.5
44,T40,T40,Kelly Mitchum,1,7.5
45,T40,T40,Nick O'Hern,6,7.5
46,T40,T40,Joey Sindelar,13,7.5
47,T40,T40,David Toms,7,7.5
48,T49,T49,Brian Davis,9,7.4
49,T49,T49,Sergio Garcia,9,7.4
50,T49,T49,Tom Gillis,3,7.4
51,T49,T49,David Hearn,6,7.4
52,T49,T49,Glen Hnatiuk,4,7.4
53,T49,T49,Jeff Maggert,7,7.4
54,T49,T49,Adam Scott,10,7.4
55,T49,T49,Kevin Streelman,1,7.4
56,T49,T49,Kirk Triplett,7,7.4
57,T58,T58,Robert Allenby,7,7.3
58,T58,T58,Chad Campbell,11,7.3
59,T58,T58,Fred Couples,4,7.3
60,T58,T58,Scott Dunlap,2,7.3
61,T58,T58,Ernie Els,10,7.3
62,T58,T58,Harrison Frazar,10,7.3
63,T58,T58,Jeff Hart,6,7.3
64,T58,T58,John Huston,8,7.3
65,T58,T58,Per-Ulrik Johansson,4,7.3
66,T58,T58,Richard Johnson,8,7.3
