,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Jason Hartwick,1,8.1
1,T2,T2,Gavin Flint,1,8.0
2,T2,T2,Nick Gilliam,1,8.0
3,T2,T2,Jim McGovern,1,8.0
4,T2,T2,Steve Pate,1,8.0
5,6,6,Stephen Gangluff,1,7.7
6,7,7,Charl Schwartzel,1,7.5
7,8,8,Dicky Pride,2,7.4
8,T9,T9,Nick Faldo,2,7.3
9,T9,T9,Gene Sauers,1,7.3
10,T9,T9,Mike Small,1,7.3
11,T12,T12,Colby Beckstrom,1,7.2
12,T12,T12,Jim Furyk,18,7.2
13,T12,T12,Shigeki Maruyama,21,7.2
14,T12,T12,Tom Scherrer,2,7.2
15,T12,T12,Mark Wilson,11,7.2
16,T17,T17,Craig Bowden,6,7.1
17,T17,T17,Carlos Franco,14,7.1
18,T17,T17,Michael Harris,2,7.1
19,T17,T17,Glen Hnatiuk,6,7.1
20,T17,T17,Mike Weir,8,7.1
21,T17,T17,Casey Wittenberg,3,7.1
22,T23,T23,Tim Clark,15,7.0
23,T23,T23,Paul Goydos,8,7.0
24,T23,T23,Richard Johnson,8,7.0
25,T23,T23,Craig Parry,6,7.0
26,T23,T23,Kenny Perry,12,7.0
27,T23,T23,Marcel Siem,1,7.0
28,T29,T29,Doug Barron,11,6.9
29,T29,T29,David Howell,5,6.9
30,T29,T29,Ryuji Imada,14,6.9
31,T29,T29,Peter Jacobsen,3,6.9
32,T29,T29,Jason Knutzon,1,6.9
33,T29,T29,Justin Leonard,13,6.9
34,T29,T29,Dick Mast,1,6.9
35,T29,T29,David Peoples,4,6.9
36,T29,T29,Darron Stiles,13,6.9
37,T29,T29,Omar Uresti,13,6.9
38,T29,T29,Charlie Wi,11,6.9
39,T40,T40,Brian Davis,14,6.8
40,T40,T40,Danny Ellis,4,6.8
41,T40,T40,Paul Gow,12,6.8
42,T40,T40,S.K. Ho,1,6.8
43,T40,T40,Charles Howell III,17,6.8
44,T40,T40,J.L. Lewis,14,6.8
45,T40,T40,Kevin Na,14,6.8
46,T40,T40,Nick O'Hern,6,6.8
47,T40,T40,Vijay Singh,20,6.8
48,T49,T49,Steven Bowditch,1,6.7
49,T49,T49,Mark Brooks,9,6.7
50,T49,T49,Mark Calcavecchia,18,6.7
51,T49,T49,Fred Couples,9,6.7
52,T49,T49,James Driscoll,10,6.7
53,T49,T49,Niclas Fasth,2,6.7
54,T49,T49,Fred Funk,20,6.7
55,T49,T49,Hunter Haas,13,6.7
56,T49,T49,Trevor Immelman,5,6.7
57,T49,T49,Spike McRoy,4,6.7
58,T49,T49,Joe Ogilvie,16,6.7
59,T49,T49,Brett Quigley,16,6.7
60,T49,T49,Toru Taniguchi,2,6.7
61,T49,T49,Tjaart van der Walt,8,6.7
62,T63,T63,Stuart Appleby,13,6.6
63,T63,T63,Justin Bolli,10,6.6
64,T63,T63,K.J. Choi,11,6.6
65,T63,T63,Daniel Chopra,17,6.6
66,T63,T63,Paul Claxton,9,6.6
67,T63,T63,Luke Donald,8,6.6
68,T63,T63,Bob Estes,19,6.6
69,T63,T63,Bill Haas,4,6.6
70,T63,T63,Zach Johnson,18,6.6
71,T63,T63,Bernhard Langer,9,6.6
72,T63,T63,Colin Montgomerie,3,6.6
73,T63,T63,Arron Oberholser,12,6.6
74,T63,T63,José María Olazábal,10,6.6
75,T63,T63,Loren Roberts,10,6.6
76,T63,T63,Craig Stadler,4,6.6
77,T63,T63,Henrik Stenson,2,6.6
78,T63,T63,Steve Stricker,9,6.6
79,T63,T63,Peter Tomasulo,1,6.6
80,T63,T63,Dean Wilson,15,6.6
81,T82,T82,Aaron Baddeley,14,6.5
82,T82,T82,Craig Barlow,13,6.5
83,T82,T82,Alex Cejka,13,6.5
