,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Scott Hoch,1,8.7
1,2,2,Bradley Dredge,1,8.4
2,3,3,Colin Montgomerie,3,8.1
3,T4,T4,Olin Browne,18,8.0
4,T4,T4,Jim Furyk,19,8.0
5,T4,T4,Dick Mast,1,8.0
6,T7,T7,Colby Beckstrom,1,7.9
7,T7,T7,Alex Cejka,13,7.9
8,T7,T7,Donnie Hammond,1,7.9
9,T7,T7,Matt Hendrix,1,7.9
10,T7,T7,Yasuharu Imano,1,7.9
11,T7,T7,Loren Roberts,10,7.9
12,T7,T7,Brandt Snedeker,1,7.9
13,T14,T14,David Edwards,3,7.8
14,T14,T14,Tetsuji Hiratsuka,1,7.8
15,T14,T14,Blaine McCallister,5,7.8
16,T14,T14,Kenny Perry,14,7.8
17,T14,T14,Simon Yates,1,7.8
18,T19,T19,Tommy Armour III,22,7.7
19,T19,T19,Craig Barlow,13,7.7
20,T19,T19,Chris Couch,1,7.7
21,T19,T19,Luke Donald,11,7.7
22,T19,T19,Fred Funk,20,7.7
23,T19,T19,Henrik Stenson,2,7.7
24,T19,T19,Darron Stiles,13,7.7
25,T26,T26,Charley Hoffman,1,7.6
26,T26,T26,Jason Knutzon,1,7.6
27,T26,T26,Adam Scott,13,7.6
28,T26,T26,Camilo Villegas,1,7.6
29,T30,T30,Doug Barron,11,7.5
30,T30,T30,Bart Bryant,18,7.5
31,T30,T30,Fred Couples,10,7.5
32,T30,T30,Joe Durant,15,7.5
33,T30,T30,Robert Gamez,17,7.5
34,T30,T30,Glen Hnatiuk,7,7.5
35,T30,T30,Trevor Immelman,5,7.5
36,T30,T30,Jeff Maggert,13,7.5
37,T30,T30,Nick O'Hern,6,7.5
38,T30,T30,David Toms,15,7.5
39,T30,T30,Omar Uresti,15,7.5
40,T30,T30,Charles Warren,15,7.5
41,T42,T42,Robert Allenby,15,7.4
42,T42,T42,Jeff Hart,9,7.4
43,T42,T42,Jerry Kelly,17,7.4
44,T42,T42,Wayne Levi,1,7.4
45,T42,T42,Spike McRoy,4,7.4
46,T42,T42,David Peoples,4,7.4
47,T42,T42,Nick Price,9,7.4
48,T42,T42,Justin Rose,21,7.4
49,T42,T42,Heath Slocum,21,7.4
50,T42,T42,Kevin Streelman,1,7.4
51,T52,T52,Mark Calcavecchia,18,7.3
52,T52,T52,Chad Campbell,18,7.3
53,T52,T52,Brian Davis,15,7.3
54,T52,T52,Scott Dunlap,2,7.3
55,T52,T52,Joel Kribel,1,7.3
56,T52,T52,Paul McGinley,3,7.3
57,T52,T52,Joey Sindelar,23,7.3
58,T52,T52,Jeff Sluman,20,7.3
59,T52,T52,Peter Tomasulo,2,7.3
60,T52,T52,D.J. Trahan,13,7.3
61,T62,T62,Rich Beem,7,7.2
62,T62,T62,Craig Bowden,6,7.2
63,T62,T62,Jeff Brehaut,12,7.2
64,T62,T62,Tim Clark,16,7.2
65,T62,T62,Darren Clarke,8,7.2
66,T62,T62,Ernie Els,8,7.2
67,T62,T62,Robin Freeman,2,7.2
68,T62,T62,Sergio Garcia,13,7.2
69,T62,T62,Paul Goydos,9,7.2
70,T62,T62,David Hearn,10,7.2
71,T62,T62,John Huston,14,7.2
72,T62,T62,Per-Ulrik Johansson,3,7.2
73,T62,T62,Jonathan Kaye,14,7.2
74,T62,T62,Justin Leonard,13,7.2
75,T62,T62,Shigeki Maruyama,21,7.2
76,T62,T62,Billy Mayfair,26,7.2
77,T62,T62,Rocco Mediate,15,7.2
78,T62,T62,Arron Oberholser,12,7.2
79,T62,T62,Steve Pate,1,7.2
80,T62,T62,Mike Small,1,7.2
81,T62,T62,Chris Starkjohann,2,7.2
82,T62,T62,Scott Verplank,17,7.2
83,T62,T62,Grant Waite,3,7.2
84,T62,T62,Casey Wittenberg,3,7.2
85,T86,T86,Cameron Beckman,16,7.1
86,T86,T86,Jason Bohn,17,7.1
87,T86,T86,Tom Byrum,15,7.1
88,T86,T86,Marco Dawson,18,7.1
