,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,1,T1,Tiger Woods,2,10.0
1,T2,T1,Hank Kuehne,2,9.9
2,T2,T1,Brett Wetterich,2,9.9
3,T4,T4,Ryan Brehm,1,9.8
4,T4,T4,Jason Gore,2,9.8
5,T4,T4,Scott Hend,1,9.8
6,T7,T8,John Daly,2,9.7
7,T7,T8,Brenden Pappas,4,9.7
8,T9,T10,Jason Allred,1,9.5
9,T9,T10,Steven Bowditch,1,9.5
10,T9,T10,Matt Hendrix,2,9.5
11,T9,T10,Tag Ridings,4,9.5
12,13,14,Chris Couch,1,9.4
13,T14,T15,Ángel Cabrera,2,9.3
14,T14,T15,Ryan Palmer,2,9.3
15,T14,T15,Camilo Villegas,1,9.3
16,T17,T18,Harrison Frazar,5,9.2
17,T17,T18,Scott Gutschewski,3,9.2
18,T17,T18,Rick Heath,1,9.2
19,T17,T23,Kenny Perry,3,9.2
20,T17,T18,Scott Piercy,3,9.2
21,T17,T18,Charles Warren,4,9.2
22,T23,T23,Sergio Garcia,4,9.1
23,T23,T23,James McLean,1,9.1
24,T25,T26,Steve Allan,2,8.9
25,T25,T26,Stuart Appleby,5,8.9
26,T25,T26,Carlos Franco,4,8.9
27,T25,T26,Kelly Grunewald,1,8.9
28,T25,T26,Michael Long,1,8.9
29,T25,T26,Chris Smith,4,8.9
30,T25,T26,Nick Watney,1,8.9
31,T32,T33,John Elliott,1,8.8
32,T32,T33,Ernie Els,3,8.8
33,T32,T33,Lucas Glover,5,8.8
34,T32,T33,Brandt Jobe,4,8.8
35,T32,T33,Davis Love III,4,8.8
36,T32,T33,Vijay Singh,3,8.8
37,38,39,Camilo Benedetti,1,8.7
38,T39,T40,Jimmy Walker,3,8.6
39,T39,T40,Y.E. Yang,1,8.6
40,T41,T40,Darren Clarke,2,8.5
41,T41,T43,Retief Goosen,4,8.5
42,T41,T43,Mathias Grönberg,2,8.5
43,T41,T43,Geoff Ogilvy,3,8.5
44,T41,T43,Charl Schwartzel,1,8.5
45,T46,T47,Brian Bateman,2,8.4
46,T46,T47,Bill Haas,2,8.4
47,T46,T47,Jonathan Kaye,3,8.4
48,T46,T47,Joel Kribel,2,8.4
49,T46,T47,Peter Tomasulo,2,8.4
50,T51,T52,James Driscoll,2,8.3
51,T51,T52,Stephen Gallacher,1,8.3
52,T51,T52,Sean O'Hair,4,8.3
53,T51,T52,Marcel Siem,1,8.3
54,T51,T52,Kevin Stadler,2,8.3
55,T56,T57,Frank Lickliter II,2,8.2
56,T56,T57,Michael Putnam,3,8.2
57,T56,T57,John Rollins,3,8.2
58,T56,T57,Rory Sabbatini,2,8.2
59,T56,T57,D.J. Trahan,2,8.2
60,T61,T62,Nick Dougherty,2,8.1
61,T61,T62,John Huston,2,8.1
62,T61,T62,Will MacKenzie,2,8.1
63,T61,T62,Rod Pampling,4,8.1
64,T61,T62,Adam Scott,4,8.1
65,T66,T67,Tetsuji Hiratsuka,1,8.0
66,T66,T67,Justin Rose,3,8.0
67,T68,T69,Robert Allenby,2,7.9
68,T68,T69,J.J. Henry,4,7.9
69,T70,T71,Jonathan Byrd,5,7.8
70,T70,T71,Paul Casey,1,7.8
71,T70,T71,Henrik Stenson,2,7.8
72,T70,T71,Lee Westwood,3,7.8
73,T74,T75,Michael Campbell,2,7.7
74,T74,T75,"Wes Short, Jr.",4,7.7
75,T74,T75,Mike Standly,2,7.7
76,T77,T78,Phil Mickelson,3,7.6
77,T77,T78,Jesper Parnevik,3,7.6
78,T79,T80,Mike Heinen,1,7.5
79,T79,T80,Neal Lancaster,2,7.5
80,T79,T80,Vance Veazey,1,7.5
81,T82,T83,Jason Bohn,4,7.4
82,T82,T83,Erik Compton,2,7.4
83,T82,T83,Charley Hoffman,1,7.4
84,T82,T83,Ian Leggatt,1,7.4
85,T82,T83,Tom Purtzer,1,7.4
86,T87,T88,Bradley Dredge,1,7.3
87,T87,T88,David Duval,1,7.3
88,T87,T88,Hunter Mahan,1,7.3
89,T87,T88,D.A. Points,3,7.3
90,T91,T92,Craig Barlow,2,7.2
91,T91,T92,Marco Dawson,4,7.2
92,T91,T92,Steve Marino,1,7.2
93,T91,T92,Kevin Streelman,1,7.2
94,T95,T96,Brad Adamonis,1,7.1
95,T95,T96,Justin Bolli,2,7.1
96,T95,T96,Mark Calcavecchia,1,7.1
97,T95,T96,Daniel Chopra,4,7.1
98,T95,T96,David Howell,2,7.1
99,T95,T96,Per-Ulrik Johansson,3,7.1
100,T95,T96,Brendan Jones,1,7.1
101,T95,T96,Ted Purdy,5,7.1
102,T95,T96,John Senden,5,7.1
103,T95,T96,Mario Tiziani,2,7.1
104,T95,T96,Bo Van Pelt,4,7.1
105,T106,T107,Eric Axley,1,7.0
106,T106,T107,Phil Blackmar,1,7.0
107,T108,T109,Dan Forsman,4,6.9
108,T108,T109,Trevor Immelman,3,6.9
109,T108,T109,Patrick Sheehan,2,6.9
110,T111,T112,Bernhard Langer,2,6.8
111,T111,T112,Steve Lowery,5,6.8
112,T111,T112,Hideto Tanihara,1,6.8
113,T114,T115,Danny Ellis,3,6.7
114,T114,T115,Niclas Fasth,3,6.7
115,T114,T115,Gavin Flint,1,6.7
116,T114,T115,Robin Freeman,1,6.7
117,T114,T115,Mike Springer,2,6.7
118,T119,T120,Neil Cheetham,1,6.6
119,T119,T120,J.L. Lewis,4,6.6
120,T119,T120,Brett Quigley,1,6.6
121,T119,T163,David Toms,2,6.6
122,T123,T123,Marc Cayeux,1,6.5
123,T123,T123,Padraig Harrington,4,6.5
124,T123,T123,Mark Hensby,3,6.5
125,T123,T123,Charles Howell III,5,6.5
126,T123,T123,Tripp Isenhour,1,6.5
127,T123,T123,Colin Montgomerie,2,6.5
128,T123,T123,David Roesch,1,6.5
129,T123,T123,Mike Weir,2,6.5
130,T131,T131,Ben Crane,4,6.4
131,T131,T131,Jay Delsing,4,6.4
132,T131,T131,Freddie Jacobson,1,6.4
133,T131,T131,Peter Lonard,5,6.4
134,T131,T131,Rocco Mediate,4,6.4
135,T131,T131,Carl Paulson,1,6.4
136,T137,T137,Arjun Atwal,4,6.3
137,T137,T137,Rich Barcelo,1,6.3
138,T137,T137,Stephen Gangluff,1,6.3
139,T137,T137,David Hearn,1,6.3
140,T137,T137,Joe Ogilvie,4,6.3
141,T137,T137,Dennis Paulson,1,6.3
142,T137,T137,Jyoti Randhawa,2,6.3
143,T137,T137,Joey Snyder III,2,6.3
144,T137,T137,Roland Thatcher,1,6.3
145,T137,T137,Tommy Tolles,1,6.3
146,T137,T137,Casey Wittenberg,2,6.3
147,T137,T137,Don Yrene,2,6.3
148,T149,T149,Zach Johnson,1,6.2
149,T149,T149,Andrew Magee,1,6.2
150,T149,T149,Greg Owen,2,6.2
151,T149,T149,Tim Petrovic,2,6.2
152,T149,T149,Steve Stricker,1,6.2
153,T149,T149,Ted Tryba,1,6.2
154,T155,T155,Billy Andrade,4,6.1
155,T155,T155,Rich Beem,2,6.1
156,T155,T155,Thomas Bjørn,1,6.1
157,T155,T155,Chad Campbell,5,6.1
158,T155,T155,Thomas Levet,2,6.1
159,T155,T155,Carl Pettersson,5,6.1
160,T155,T155,Mike Small,2,6.1
161,T155,T155,Grant Waite,2,6.1
162,T163,T163,Woody Austin,4,6.0
163,T163,T163,Aaron Baddeley,4,6.0
164,T163,T163,Michael Bradley,3,6.0
165,T163,T163,Shaun Micheel,3,6.0
166,T163,T163,Ian Poulter,2,6.0
167,T163,T163,Jim Rutledge,1,6.0
168,T169,T170,Ryuji Imada,2,5.9
169,T169,T170,Brad Lardon,2,5.9
170,T169,T170,John Morgan,2,5.9
171,T169,T170,Pat Perez,2,5.9
172,T169,T170,Tom Pernice Jr.,5,5.9
173,T169,T170,Rob Rashell,1,5.9
174,T175,T176,Dudley Hart,3,5.8
175,T175,T176,Tim Herron,4,5.8
176,T175,T176,Gabriel Hjertstedt,1,5.8
177,T175,T176,Richard Johnson,1,5.8
178,T175,T176,Spencer Levin,3,5.8
179,T175,T176,Shigeki Maruyama,5,5.8
180,T175,T176,Paul McGinley,2,5.8
181,T175,T176,Brian Nosler,1,5.8
182,T175,T176,Vaughn Taylor,4,5.8
183,T184,T185,Kenneth Ferrie,2,5.7
184,T184,T185,Scott McCarron,1,5.7
185,T186,T187,Todd Hamilton,1,5.6
186,T186,T187,Bob Heintz,3,5.6
187,T186,T187,Kazuhiko Hosokawa,1,5.6
188,T186,T187,Joey Sindelar,4,5.6
189,T186,T187,Simon Yates,1,5.6
190,T191,T192,Briny Baird,2,5.5
191,T191,T192,Jeff Brehaut,3,5.5
192,T191,T192,Hunter Haas,4,5.5
193,T191,T192,David Peoples,1,5.5
194,T195,T196,Tommy Armour III,4,5.4
195,T195,T196,Kelly Gibson,2,5.4
196,T195,T196,Bill Glasson,2,5.4
197,T195,T196,Franklin Langham,1,5.4
198,T195,T196,Billy Mayfair,5,5.4
199,T195,T196,Darron Stiles,2,5.4
200,T195,T196,Jay Williamson,2,5.4
201,T202,T203,Matt Davidson,1,5.3
202,T202,T203,Ryan Dillon,1,5.3
203,T202,T203,P.H. Horgan III,1,5.3
204,T202,T203,Jeff Maggert,3,5.3
205,T202,T203,Kevin Sutherland,1,5.3
206,T207,T208,Stewart Cink,4,5.2
207,T207,T208,Arron Oberholser,2,5.2
208,T209,T210,Stephen Ames,4,5.1
209,T209,T210,K.J. Choi,2,5.1
210,T209,T210,Glen Day,3,5.1
211,T209,T210,Joe Durant,3,5.1
212,T209,T210,Nick Gilliam,2,5.1
213,T209,T210,Bradley Hughes,1,5.1
214,T209,T210,Paul Sheehan,1,5.1
215,216,217,Alex Cejka,1,5.0
216,T217,T218,Cameron Beckman,3,4.9
217,T217,T218,Stephen Dodd,2,4.9
218,T217,T218,Luke Donald,3,4.9
219,T217,T218,Kevin Johnson,1,4.9
220,T217,T218,Matt Kuchar,2,4.9
221,T217,T218,David Lundstrom,1,4.9
222,T217,T218,Greg Meyer,1,4.9
223,T217,T218,Kevin Na,2,4.9
224,T217,T218,John Riegger,3,4.9
225,T226,T227,Steve Collins,1,4.8
226,T226,T227,Trevor Dodds,2,4.8
227,T226,T227,Steve Elkington,1,4.8
228,T226,T227,Richard Green,2,4.8
229,T226,T227,Steve Jones,1,4.8
230,T226,T227,José María Olazábal,2,4.8
231,T226,T227,Bob Tway,3,4.8
232,T233,T234,Michael Harris,2,4.7
233,T233,T234,Thongchai Jaidee,2,4.7
234,T233,T234,Jeff Sluman,3,4.7
235,T236,T237,Paul Azinger,2,4.6
236,T236,T237,Ahmad Bateman,1,4.6
237,T236,T237,Tom Lehman,5,4.6
238,T236,T237,Jim McGovern,1,4.6
239,T240,T241,Michael Allen,1,4.5
240,T240,T241,Bob Burns,1,4.5
241,T240,T241,Ben Curtis,2,4.5
242,T240,T241,Brian Davis,4,4.5
243,T240,T241,Scott Dunlap,2,4.5
244,T240,T241,Donnie Hammond,1,4.5
245,T240,T241,Chris Starkjohann,2,4.5
246,T240,T241,Kirk Triplett,1,4.5
247,T248,T249,Michael Clark II,1,4.4
248,T248,T249,José Coceres,2,4.4
249,T248,T249,Robert Gamez,5,4.4
250,T248,T249,Tom Gillis,1,4.4
251,T248,T249,Paul Gow,1,4.4
252,T248,T249,Brian Henninger,1,4.4
253,T248,T249,Yasuharu Imano,1,4.4
254,T248,T249,Bob Sowards,1,4.4
255,T248,T249,Garrett Willis,2,4.4
256,T257,T258,Jay Haas,1,4.3
257,T257,T258,Kent Jones,2,4.3
258,T257,T258,Graeme McDowell,2,4.3
259,T257,T258,Craig Parry,1,4.3
260,T257,T258,Akio Sadakata,1,4.3
261,T257,T258,Craig Stadler,3,4.3
262,T257,T258,Hal Sutton,1,4.3
263,T264,T265,Colby Beckstrom,1,4.2
264,T264,T265,Andre Stolz,1,4.2
265,T264,T265,Tjaart van der Walt,2,4.2
266,T267,T268,Bart Bryant,5,4.1
267,T267,T268,Heath Slocum,5,4.1
268,T267,T268,Charlie Wi,3,4.1
269,T270,T271,John Cook,1,4.0
270,T270,T271,Brent Geiberger,2,4.0
271,T270,T271,Jerry Kelly,3,4.0
272,T273,T274,Notah Begay III,3,3.9
