,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Joel Kribel,2,9.0
1,2,2,Henrik Stenson,2,8.8
2,3,3,Darren Clarke,9,8.7
3,3,3,Ernie Els,10,8.7
4,3,3,Davis Love III,7,8.7
5,3,3,Peter Tomasulo,2,8.7
6,3,3,Tiger Woods,8,8.7
7,8,8,Jim Furyk,10,8.6
8,8,8,Vijay Singh,9,8.6
9,10,8,Luke Donald,8,8.5
10,10,11,Sergio Garcia,9,8.5
11,10,11,Jerry Kelly,7,8.5
12,10,11,Carl Pettersson,10,8.5
13,10,11,D.J. Trahan,5,8.5
14,15,15,Robert Allenby,7,8.4
15,15,15,Doug Barron,6,8.4
16,15,15,Jeff Brehaut,8,8.4
17,15,15,Ángel Cabrera,6,8.4
18,15,15,Fred Couples,4,8.4
19,15,15,Scott Dunlap,2,8.4
20,15,15,Glen Hnatiuk,4,8.4
21,15,15,Richard Johnson,8,8.4
22,15,15,Colin Montgomerie,4,8.4
23,15,15,José María Olazábal,10,8.4
24,15,15,Tag Ridings,8,8.4
25,15,15,Loren Roberts,7,8.4
26,15,15,Heath Slocum,12,8.4
27,15,15,David Toms,7,8.4
28,15,15,Nick Watney,5,8.4
29,30,30,Michael Allen,5,8.3
30,30,30,Craig Barlow,7,8.3
31,30,30,Olin Browne,10,8.3
32,30,30,Chris Couch,1,8.3
33,30,30,Carlos Franco,9,8.3
34,30,30,Harrison Frazar,10,8.3
35,30,30,Freddie Jacobson,8,8.3
36,30,30,Per-Ulrik Johansson,4,8.3
37,30,30,Zach Johnson,6,8.3
38,30,30,Spencer Levin,3,8.3
39,30,30,Shigeki Maruyama,9,8.3
40,30,30,Phil Mickelson,9,8.3
41,30,30,Ryan Palmer,8,8.3
42,30,30,Kenny Perry,9,8.3
43,30,30,Michael Putnam,3,8.3
44,30,30,Brett Quigley,6,8.3
45,30,30,Rory Sabbatini,8,8.3
46,30,30,Tom Scherrer,2,8.3
47,30,30,Craig Stadler,4,8.3
48,30,30,Kirk Triplett,7,8.3
49,30,30,Brett Wetterich,6,8.3
50,51,51,Stuart Appleby,9,8.2
51,51,51,Briny Baird,8,8.2
52,51,51,Jason Bohn,10,8.2
53,51,51,Craig Bowden,6,8.2
54,51,51,Bart Bryant,10,8.2
55,51,51,Daniel Chopra,6,8.2
56,51,77,Tim Clark,7,8.2
57,51,51,Brian Davis,9,8.2
58,51,77,Chris DiMarco,8,8.2
59,51,51,Bradley Dredge,1,8.2
60,51,51,Joe Durant,8,8.2
61,51,51,Brad Faxon,10,8.2
62,51,51,Scott Gutschewski,7,8.2
63,51,51,Dudley Hart,8,8.2
64,51,51,Bob Heintz,8,8.2
65,51,51,Ryuji Imada,6,8.2
66,51,51,Brendan Jones,6,8.2
67,51,51,Matt Kuchar,7,8.2
68,51,51,Steve Lowery,11,8.2
69,51,51,Spike McRoy,5,8.2
70,51,51,David Peoples,5,8.2
71,51,51,Tom Pernice Jr.,9,8.2
72,51,51,Scott Piercy,3,8.2
73,51,51,Justin Rose,10,8.2
74,51,51,Brandt Snedeker,1,8.2
75,51,51,Kevin Sutherland,8,8.2
76,51,51,Bob Tway,7,8.2
77,51,51,Dean Wilson,9,8.2
