,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
25,26,,Kevin Chappell,52,3.61,187.73,-100.97,123.33,USA
26,27,,Charl Schwartzel,50,3.43,171.42,-120.9,100.85,RSA
27,28,,Brian Harman,52,3.43,178.18,-54.06,173.46,USA
28,29,,Tyrrell Hatton,50,3.39,169.73,-106.2,85.09,ENG
29,30,,Phil Mickelson,45,3.39,152.52,-114.8,86.96,USA
30,31,,Pat Perez,40,3.26,130.34,-41.09,119.52,USA
31,32,,Xander Schauffele,52,3.16,164.1,-11.53,151.02,USA
32,33,,Thomas Pieters,49,3.15,154.57,-92.05,117.64,BEL
33,34,,Jason Dufner,52,3.13,162.76,-69.5,132.44,USA
34,35,,Matthew Fitzpatrick,52,3.03,157.72,-109.15,94.63,ENG
35,36,,Bernd Wiesberger,52,3.0,155.78,-97.01,108.16,AUT
36,37,,Webb Simpson,49,2.98,146.13,-58.71,129.36,USA
37,38,,Jhonattan Vegas,52,2.94,153.01,-57.7,110.22,VEN
38,39,,Si Woo Kim,52,2.92,152.08,-73.4,106.3,KOR
39,40,,Bill Haas,51,2.91,148.2,-92.83,103.79,USA
40,41,,Brandt Snedeker,47,2.9,136.15,-123.88,76.42,USA
41,42,,Branden Grace,52,2.89,150.27,-149.73,75.74,RSA
42,43,,Zach Johnson,50,2.78,139.15,-113.22,107.88,USA
43,44,,Russell Henley,51,2.76,141.0,-53.88,132.87,USA
44,45,,Gary Woodland,51,2.75,140.23,-82.45,92.4,USA
45,46,,Ryan Moore,47,2.67,125.29,-86.97,66.67,USA
46,47,,Adam Hadwin,52,2.61,135.67,-47.95,136.28,CAN
47,48,,Jimmy Walker,51,2.58,131.66,-119.84,44.18,USA
48,49,,Tony Finau,52,2.52,131.11,-64.89,112.59,USA
49,50,,Billy Horschel,48,2.43,116.52,-63.87,84.55,USA
50,51,,Wesley Bryan,46,2.43,111.66,-38.2,100.72,USA
51,52,,Yuta Ikeda,52,2.42,125.75,-82.56,44.83,JPN
52,53,,Ross Fisher,51,2.41,122.97,-64.28,88.48,ENG
53,54,,Kyle Stanley,52,2.4,124.79,-27.69,117.51,USA
54,55,,Ian Poulter,47,2.35,110.61,-39.3,105.74,ENG
55,56,,Hideto Tanihara,52,2.34,121.52,-69.12,70.81,JPN
56,57,,Bubba Watson,48,2.33,111.99,-169.91,48.13,USA
57,58,,J.B. Holmes,48,2.32,111.58,-106.95,52.58,USA
58,59,,Brendan Steele,49,2.3,112.76,-72.72,76.89,USA
59,60,,Emiliano Grillo,52,2.26,117.78,-115.21,48.12,ARG
60,61,,Russell Knox,52,2.26,117.39,-129.11,34.54,SCO
61,62,,Lee Westwood,48,2.22,106.78,-78.09,61.02,ENG
62,63,,Charles Howell III,48,2.14,102.51,-57.47,86.59,USA
63,64,,Danny Willett,49,2.09,102.49,-158.55,11.68,ENG
64,65,,HaoTong Li,51,2.05,104.58,-37.26,79.56,CHN
65,66,,James Hahn,52,2.04,105.85,-64.95,66.57,USA
66,67,,Kevin Na,52,2.02,105.09,-96.97,68.11,USA
67,68,,Anirban Lahiri,52,2.0,103.9,-65.72,76.23,IND
68,69,,William McGirt,52,1.98,102.92,-81.6,55.76,USA
69,70,,Patrick Cantlay,40,1.97,78.9,-7.76,86.65,USA
70,71,,Jordan L Smith,49,1.96,96.2,-32.1,74.6,ENG
71,72,,Martin Kaymer,50,1.95,97.45,-83.14,55.82,GER
72,73,,Chris Wood,51,1.9,97.07,-89.63,53.75,ENG
73,74,,Peter Uihlein,47,1.89,88.62,-27.85,87.55,USA
74,75,,Sean O'Hair,52,1.88,97.97,-56.94,68.32,USA
75,76,,Byeong Hun An,52,1.87,97.27,-97.55,60.59,KOR
76,77,,Alexander Levy,48,1.86,89.28,-45.71,60.79,FRA
77,78,,Scott Hend,52,1.79,93.14,-64.76,45.3,AUS
78,79,,Hudson Swafford,52,1.78,92.48,-39.4,90.94,USA
79,80,,Steve Stricker,40,1.77,70.62,-35.6,44.92,USA
80,81,,Jamie Lovemark,52,1.73,89.94,-52.95,67.08,USA
81,82,,Thorbjørn Olesen,52,1.72,89.19,-64.97,49.89,DEN
82,83,,Jeunghun Wang,52,1.7,88.39,-67.02,47.22,KOR
83,84,,Andy Sullivan,52,1.69,87.82,-87.7,37.86,ENG
84,85,,Scott Piercy,49,1.67,81.99,-95.39,16.7,USA
85,86,,Bryson DeChambeau,52,1.63,84.85,-28.86,63.53,USA
86,87,,Shane Lowry,50,1.61,80.68,-89.16,46.46,IRL
87,88,,Søren Kjeldsen,52,1.61,83.9,-90.89,41.32,DEN
88,89,,Dylan Frittelli,52,1.61,83.79,-35.69,64.39,RSA
89,90,,Grayson Murray,46,1.59,73.22,-20.57,50.98,USA
90,91,,Martin Laird,50,1.59,79.55,-34.83,60.38,SCO
91,92,,Keegan Bradley,52,1.58,81.93,-47.23,58.44,USA
92,93,,Lucas Glover,50,1.57,78.51,-33.11,60.08,USA
93,94,,Joost Luiten,52,1.56,80.98,-66.24,34.03,NED
94,95,,Sung Kang,52,1.55,80.69,-37.06,74.98,KOR
95,96,,Danny Lee,52,1.54,80.2,-81.5,61.24,NZL
96,97,,Satoshi Kodaira,52,1.52,79.09,-41.87,48.7,JPN
97,98,,Graham DeLaet,46,1.5,69.08,-31.74,61.58,CAN
98,99,,Fabrizio Zanotti,50,1.5,74.86,-40.51,67.05,PAR
99,100,,Chez Reavie,52,1.48,76.94,-43.3,59.88,USA
100,101,,David Horsey,48,1.47,70.69,-41.7,40.05,ENG
101,102,,Ryan Fox,52,1.47,76.56,-35.86,48.82,NZL
102,103,,Bud Cauley,43,1.47,63.12,-18.58,58.69,USA
103,104,,Jason Kokrak,52,1.46,75.95,-48.21,41.85,USA
104,105,,Julian Suri,40,1.44,57.66,-2.79,57.57,USA
105,106,,Ollie Schniederjans,52,1.43,74.29,-29.9,65.97,USA
106,107,,David Lingmerth,52,1.42,73.66,-74.15,45.81,SWE
107,108,,Mackenzie Hughes,52,1.42,73.63,-26.69,43.18,CAN
108,109,,Shugo Imahira,52,1.41,73.17,-28.28,54.85,JPN
109,110,,Richard Sterne,41,1.4,57.56,-29.77,15.66,RSA
110,111,,Jim Herman,52,1.39,72.41,-56.7,48.49,USA
111,112,,Daniel Summerhays,52,1.39,72.03,-62.97,37.08,USA
112,113,,Luke Donald,50,1.38,69.02,-60.73,40.48,ENG
113,114,,Chan Kim,40,1.37,54.75,-6.93,49.78,USA
114,115,,Jim Furyk,40,1.34,53.55,-81.11,15.8,USA
115,116,,Brandon Stone,52,1.33,68.9,-56.25,24.91,RSA
116,117,,Alexander Björk,49,1.32,64.47,-23.17,48.13,SWE
117,118,,Matthew Southgate,52,1.31,67.94,-19.7,47.37,ENG
118,119,,Robert Streb,52,1.3,67.77,-58.77,51.83,USA
119,120,,Scott Brown,52,1.3,67.71,-36.69,62.41,USA
120,121,,Thongchai Jaidee,52,1.29,66.9,-86.3,23.11,THA
121,122,,Pablo Larrazabal,52,1.28,66.63,-40.6,51.06,ESP
122,123,,K.T. Kim,52,1.28,66.49,-80.73,29.24,KOR
123,124,,Andrew Johnston,48,1.27,60.8,-46.35,21.03,ENG
124,125,,Dean Burmester,50,1.26,63.0,-41.46,59.49,RSA
125,126,,Young-han Song,52,1.26,65.49,-54.66,34.21,KOR
126,127,,Chesson Hadley,52,1.26,65.32,-15.55,59.73,USA
127,128,,Nicolas Colsaerts,52,1.25,65.25,-37.39,32.53,BEL
128,129,,Aaron Rai,43,1.25,53.57,-13.1,46.76,ENG
129,130,,Renato Paratore,52,1.24,64.38,-20.6,50.23,ITA
130,131,,Daisuke Kataoka,52,1.24,64.34,-37.59,33.61,JPN
131,132,,Ryan Palmer,42,1.23,51.85,-53.46,20.21,USA
132,133,,Mike Hendry,52,1.22,63.33,-32.16,41.51,NZL
133,134,,Richie Ramsay,47,1.22,57.21,-25.13,46.13,SCO
134,135,,George Coetzee,52,1.21,62.76,-41.36,45.37,RSA
135,136,,Harold Varner III,52,1.19,62.12,-36.97,30.9,USA
136,137,,Graeme McDowell,52,1.19,61.98,-58.55,32.44,NIR
137,138,,Kevin Streelman,51,1.19,60.61,-41.86,33.63,USA
138,139,,David Lipsky,52,1.18,61.51,-35.93,39.49,USA
139,140,,Yusaku Miyazato,52,1.17,61.1,-43.43,48.78,JPN
140,141,,Luke List,52,1.17,60.97,-28.61,44.4,USA
141,142,,Stewart Cink,48,1.16,55.44,-25.64,48.71,USA
142,143,,Matt Wallace,40,1.14,45.78,-18.31,32.34,ENG
143,144,,Thomas Detry,40,1.14,45.75,-15.61,24.77,BEL
144,145,,Michael Lorenzo-Vera,42,1.14,48.01,-21.65,41.25,FRA
145,146,,Cameron Smith,52,1.14,59.37,-39.89,33.68,AUS
146,147,,Chris Kirk,52,1.13,58.65,-60.76,20.91,USA
147,148,,Adrian Otaegui,52,1.13,58.59,-16.15,42.29,ESP
148,149,,Kiradech Aphibarnrat,52,1.11,57.91,-73.35,37.04,THA
149,150,,Bradley Dredge,44,1.11,48.87,-39.99,19.17,WAL
150,151,,Patrick Rodgers,52,1.1,57.42,-40.72,39.83,USA
151,152,,Graeme Storm,52,1.1,57.3,-32.44,52.94,ENG
152,153,,Callum Shinkwin,44,1.1,48.43,-17.52,37.81,ENG
153,154,,J.J. Spaun,52,1.09,56.81,-30.43,43.72,USA
154,155,,Padraig Harrington,49,1.09,53.38,-37.62,21.87,IRL
155,156,,Richard Bland,52,1.09,56.62,-37.72,22.6,ENG
156,157,,Park Sang-eon,52,1.09,56.62,-32.84,26.15,KOR
157,158,,Harris English,52,1.09,56.58,-61.8,19.74,USA
158,159,,Matthieu Pavon,50,1.08,54.13,-15.52,37.3,FRA
159,160,,Julien Guerrier,48,1.08,51.83,-8.97,43.45,FRA
160,161,,Sungjae Im,42,1.06,44.55,-8.61,40.13,KOR
161,162,,C.T. Pan,52,1.06,55.01,-29.27,46.49,TPE
162,163,,Chris Stroud,52,1.06,54.93,-27.31,46.64,USA
163,164,,Jung-gon Hwang,52,1.06,54.87,-32.35,35.66,KOR
164,165,,Billy Hurley III,51,1.05,53.76,-34.82,26.06,USA
165,166,,Andres Romero,40,1.05,41.92,-10.71,38.67,ARG
166,167,,Andrew Dodt,50,1.04,52.22,-17.67,31.51,AUS
167,168,,Kyung-Nam Kang,40,1.04,41.59,-9.22,34.0,KOR
168,169,,Aaron Baddeley,51,1.04,52.91,-35.6,24.85,AUS
169,170,,Jaco Van Zyl,47,1.03,48.62,-54.24,30.43,RSA
170,171,,Roberto Castro,52,1.03,53.59,-51.91,9.45,USA
171,172,,Brad Kennedy,48,1.02,49.16,-33.22,28.31,AUS
172,173,,Morgan Hoffmann,52,1.01,52.72,-28.14,51.9,USA
173,174,,Seungsu Han,40,1.01,40.2,-6.79,33.88,USA
174,175,,Ignacio Elvira Mijares,52,1.0,52.05,-35.53,30.82,ESP
175,176,,Kevin Tway,52,0.99,51.59,-15.52,44.84,USA
176,177,,Jorge Campillo,52,0.99,51.52,-34.05,29.18,ESP
177,178,,Sam Ryder,44,0.98,43.05,-12.09,36.66,USA
178,179,,Shingo Katayama,47,0.98,45.9,-43.09,18.71,JPN
179,180,,Hyun-woo Ryu,52,0.97,50.37,-20.12,32.76,KOR
180,181,,Chad Campbell,52,0.97,50.36,-32.73,38.78,USA
181,182,,Rikard Karlberg,48,0.97,46.42,-47.93,16.46,SWE
182,183,,"Ted Potter, Jr.",40,0.96,38.44,-5.7,37.13,USA
183,184,,Kelly Kraft,52,0.96,49.94,-21.26,49.65,USA
184,185,,Dominic Bozzelli,41,0.95,38.92,-17.7,33.57,USA
185,185,,Andrew Landry,46,0.95,43.67,-12.1,41.57,USA
186,187,,Richy Werenski,48,0.95,45.48,-20.11,32.51,USA
187,188,,Oscar Lengden,40,0.95,37.81,-7.11,31.28,SWE
188,189,,Jazz Janewattananond,44,0.94,41.34,-16.29,37.73,THA
189,190,,Robert Garrigus,48,0.94,45.03,-23.33,28.74,USA
190,191,,Victor Dubuisson,40,0.93,37.36,-48.63,14.67,FRA
191,192,,Paul Dunne,51,0.93,47.59,-18.02,39.54,IRL
192,193,,Lucas Bjerregaard,52,0.92,47.72,-35.53,38.42,DEN
193,194,,Smylie Kaufman,52,0.91,47.53,-53.53,29.72,USA
194,195,,Whee Kim,52,0.91,47.27,-22.45,34.38,KOR
195,196,,Anthony Wall,47,0.91,42.69,-33.12,24.94,ENG
196,197,,Talor Gooch,40,0.91,36.3,-5.53,35.06,USA
197,198,,Eddie Pepperell,45,0.9,40.59,-21.95,34.9,ENG
198,199,,Poom Saksansin,48,0.9,43.05,-14.43,29.64,THA
199,200,,Katsumasa Miyamoto,52,0.9,46.63,-22.64,31.36,JPN
200,201,,Austin Connelly,40,0.89,35.45,-3.35,33.43,CAN
201,202,,Ben Martin,52,0.87,45.16,-36.65,27.81,USA
202,203,,Brice Garnett,48,0.87,41.58,-9.0,39.63,USA
203,204,,Yoshinori Fujimoto,52,0.86,44.98,-39.09,25.51,JPN
204,205,,Joakim Lagergren,49,0.86,42.34,-29.26,24.24,SWE
205,206,,Rod Pampling,50,0.86,43.16,-30.06,11.2,AUS
206,207,,Stephan Jaeger,45,0.86,38.81,-9.27,32.92,GER
207,208,,Haydn Porteous,52,0.86,44.63,-21.55,38.43,RSA
208,209,,Bernard Ritthammer,51,0.86,43.75,-28.33,10.35,GER
209,210,,Mikko Korhonen,44,0.85,37.6,-19.92,29.96,FIN
210,211,,Jbe' Kruger,52,0.85,44.21,-19.2,34.29,RSA
211,212,,Nick Taylor,52,0.85,43.96,-17.86,38.84,CAN
212,213,,Lee Slattery,52,0.84,43.81,-32.95,35.03,ENG
213,214,,Alexander Knappe,49,0.84,41.21,-25.26,12.62,GER
214,215,,Romain Wattel,52,0.84,43.65,-23.86,28.82,FRA
215,216,,Brian Stuard,52,0.84,43.59,-34.02,22.32,USA
216,217,,Vaughn Taylor,52,0.84,43.51,-37.75,23.61,USA
217,218,,Nate Lashley,52,0.83,43.31,-15.26,28.34,USA
218,219,,Adrien Saddier,44,0.82,36.28,-11.99,24.85,FRA
219,220,,Thomas Aiken,52,0.82,42.86,-34.06,29.72,RSA
220,221,,Ryo Ishikawa,41,0.82,33.78,-44.01,6.93,JPN
221,222,,Hyungjoon Lee,40,0.82,32.94,-9.1,23.28,KOR
222,223,,Aaron Wise,40,0.82,32.7,-7.66,26.56,USA
223,224,,Tapio Pulkkanen,40,0.81,32.58,-5.28,34.23,FIN
224,225,,Gavin Kyle Green,49,0.81,39.75,-16.81,33.32,MAS
225,226,,Seung-Yul Noh,52,0.81,42.02,-22.66,38.73,KOR
226,227,,David Hearn,52,0.8,41.75,-38.9,24.66,CAN
227,228,,Nicolai Dellingshausen,40,0.8,32.11,-1.37,33.48,GER
228,229,,Sam Brazel,46,0.8,36.9,-20.87,11.44,AUS
229,230,,D.A. Points,46,0.8,36.84,-11.18,36.4,USA
230,231,,Seunghyuk Kim,52,0.8,41.61,-7.75,34.22,KOR
231,232,,James Morrison,52,0.8,41.5,-44.07,28.55,ENG
232,233,,Martin Flores,51,0.8,40.67,-23.09,24.67,USA
233,234,,Brian Gay,42,0.79,33.38,-6.83,33.13,USA
234,235,,Darren Fichardt,47,0.79,37.0,-23.46,29.49,RSA
235,235,,Phachara Khongwatmai,52,0.79,40.93,-25.4,33.2,THA
236,237,,Scott Stallings,52,0.79,40.9,-17.36,35.0,USA
237,238,,Grégory Bourdy,52,0.79,40.86,-39.97,14.23,FRA
238,239,,Benjamin Hebert,52,0.78,40.65,-29.1,23.07,FRA
239,240,,Jinho Choi,40,0.78,31.25,-17.02,20.39,KOR
240,241,,Jason Scrivener,50,0.78,39.05,-24.35,24.93,AUS
241,242,,SSP Chawrasia,52,0.77,40.17,-25.65,26.49,IND
242,242,,Marcus Fraser,52,0.77,40.17,-42.96,15.06,AUS
243,244,,Alejandro Cañizares,49,0.77,37.79,-33.17,11.16,ESP
244,245,,Chris Paisley,52,0.76,39.64,-19.76,26.12,ENG
245,246,,Pedro Oriol,40,0.76,30.39,-5.18,27.25,ESP
246,247,,Gaganjeet Bhullar,44,0.76,33.35,-19.86,11.0,IND
247,248,,Tadahiro Takayama,48,0.76,36.36,-16.94,21.52,JPN
248,249,,Fabián Gómez,50,0.76,37.77,-58.65,8.62,ARG
249,250,,Oliver Bekker,52,0.75,38.93,-11.44,33.7,RSA
250,251,,Brandon Hagy,47,0.75,35.17,-11.91,26.48,USA
251,252,,Rob Oppenheim,52,0.75,38.77,-15.04,34.49,USA
252,253,,Geoff Ogilvy,49,0.74,36.48,-23.19,20.92,AUS
253,254,,Marcel Siem,52,0.74,38.58,-14.91,29.97,GER
254,255,,Kyle Thompson,45,0.74,33.38,-12.68,34.43,USA
255,256,,Peter Hanson,40,0.74,29.54,-23.07,19.21,SWE
256,257,,Alex Cejka,52,0.73,37.96,-36.73,20.01,GER
257,258,,Carlos Pigem,52,0.72,37.58,-19.05,25.23,ESP
258,259,,Peter Karmis,40,0.72,28.77,-8.49,25.11,GRE
259,260,,Abraham Ancer,52,0.71,37.14,-9.32,36.42,MEX
260,261,,Mikko Ilonen,47,0.71,33.37,-21.64,15.66,FIN
261,262,,Chad Collins,52,0.71,36.81,-17.23,30.23,USA
262,263,,Zecheng Dou,52,0.71,36.75,-20.95,22.23,CHN
263,264,,Yi Keun Chang,42,0.7,29.58,-5.99,28.27,KOR
264,265,,Prayad Marksaeng,50,0.7,35.04,-36.01,36.17,THA
265,266,,Andrew Putnam,44,0.7,30.83,-11.36,30.7,USA
266,267,,Adam Schenk,52,0.7,36.31,-8.08,30.74,USA
267,268,,Cody Gribble,52,0.7,36.18,-22.6,12.99,USA
268,269,,David Drysdale,52,0.7,36.16,-17.92,26.99,SCO
269,270,,Ryan Evans,49,0.7,34.06,-12.39,28.54,ENG
270,271,,Jonathan Randolph,50,0.69,34.74,-13.36,25.14,USA
271,272,,Brett Rumford,49,0.69,34.01,-20.6,27.65,AUS
272,273,,Michael Kim,52,0.69,36.03,-22.78,25.54,USA
273,274,,Kyoung-Hoon Lee,52,0.69,36.0,-38.56,9.9,KOR
274,275,,Ashun Wu,52,0.69,36.0,-28.7,18.54,CHN
275,276,,Ricky Barnes,52,0.69,35.94,-26.57,21.57,USA
276,277,,Richard McEvoy,42,0.69,29.03,-10.43,20.64,ENG
277,278,,Ben Silverman,40,0.69,27.6,-1.9,27.1,CAN
278,279,,Blayne Barber,51,0.69,35.08,-23.9,15.5,USA
279,280,,Patton Kizzire,52,0.68,35.61,-54.23,8.54,USA
280,281,,Robert Rock,50,0.68,34.04,-21.5,19.76,ENG
281,282,,Rick Lamb,40,0.68,27.07,-8.7,17.01,USA
282,283,,Seamus Power,51,0.68,34.5,-16.38,23.71,IRL
283,284,,Lasse Jensen,51,0.67,34.39,-17.15,27.42,DEN
284,285,,Erik van Rooyen,42,0.67,28.29,-9.65,28.69,RSA
285,286,,Trey Mullinax,52,0.67,34.84,-16.22,25.17,USA
286,287,,Paul Waring,40,0.67,26.72,-6.35,24.97,ENG
287,288,,Derek Fathauer,52,0.66,34.47,-27.98,12.38,USA
288,289,,Vijay Singh,43,0.66,28.42,-27.59,11.12,FIJ
289,290,,Jamie Donaldson,51,0.66,33.54,-44.83,18.64,WAL
290,291,,Xinjun Zhang,49,0.66,32.2,-14.88,21.65,CHN
291,292,,J.T. Poston,48,0.66,31.45,-14.05,23.06,USA
292,293,,Johan Carlsson,52,0.65,34.04,-17.5,23.28,SWE
293,294,,Johnson Wagner,52,0.65,33.85,-30.75,13.02,USA
294,295,,Edoardo Molinari,47,0.65,30.51,-7.0,31.88,ITA
295,296,,Marc Warren,52,0.64,33.47,-29.1,19.96,SCO
296,297,,Jon Curran,47,0.64,30.21,-38.5,3.1,USA
297,298,,Scott Jamieson,52,0.64,33.41,-14.72,23.81,SCO
298,299,,Michael Thompson,47,0.64,30.05,-24.69,15.89,USA
299,300,,Sam Saunders,52,0.64,33.24,-19.32,29.91,USA
300,301,,Julien Quesne,52,0.64,33.16,-35.23,12.08,FRA
301,302,,Nicholas Fung,52,0.64,33.15,-16.64,21.21,MAS
302,303,,Keith Mitchell,46,0.64,29.26,-6.22,28.91,USA
303,304,,Ricardo Gouveia,52,0.63,33.0,-38.03,14.06,POR
304,305,,Juvic Pagunsan,52,0.63,32.78,-15.31,28.91,PHI
305,306,,Ryan Armour,48,0.62,29.99,-12.42,23.35,USA
306,307,,Rattanon Wannasrichan,49,0.62,30.59,-11.08,25.02,THA
307,308,,Steven Brown,42,0.62,26.16,-4.65,21.51,ENG
308,309,,Sang-hee Lee,52,0.62,32.33,-12.99,25.26,KOR
309,310,,Alvaro Quiros,43,0.62,26.66,-9.92,25.22,ESP
310,311,,John Huh,52,0.62,32.2,-27.33,18.37,USA
311,312,,Adam Bland,52,0.62,32.14,-17.46,32.01,AUS
312,313,,Cameron Tringale,52,0.61,31.97,-37.08,25.08,USA
313,314,,Sam Walker,52,0.61,31.94,-22.5,9.94,ENG
314,315,,Shiv Kapur,46,0.61,28.11,-9.53,27.41,IND
315,316,,Danthai Boonma,52,0.61,31.66,-17.8,13.86,THA
316,317,,Shaun Norris,52,0.61,31.62,-23.56,23.5,RSA
317,318,,Retief Goosen,40,0.61,24.22,-25.23,14.29,RSA
318,319,,Matteo Manassero,52,0.6,31.36,-15.29,19.96,ITA
319,320,,Nicholas Lindheim,50,0.6,30.11,-16.1,17.73,USA
320,321,,Zander Lombard,52,0.6,31.18,-18.38,20.79,RSA
321,322,,Joel Stalter,47,0.6,28.13,-13.37,14.91,FRA
322,323,,Austin Cook,50,0.6,29.86,-12.43,24.66,USA
323,324,,Ryan Blaum,52,0.6,30.96,-14.72,19.84,USA
324,325,,Kramer Hickok,40,0.59,23.77,,23.77,USA
325,326,,Pep Angles,45,0.59,26.68,-15.2,12.83,ESP
326,327,,Jerry Kelly,40,0.59,23.71,-33.28,,USA
327,328,,Paul Peterson,52,0.59,30.82,-21.05,15.27,USA
328,329,,Curtis Luck,40,0.59,23.65,-8.18,18.36,AUS
329,329,,Sebastián Muñoz,50,0.59,29.57,-8.78,26.59,COL
330,331,,Kyle Reifers,52,0.59,30.59,-39.44,14.14,USA
331,332,,Tyrone Van Aswegen,52,0.59,30.58,-24.66,18.36,RSA
332,333,,Colt Knost,40,0.59,23.49,-35.44,,USA
333,334,,Andrew Yun,45,0.59,26.38,-6.04,26.96,USA
334,335,,Romain Langasque,47,0.59,27.55,-20.35,9.18,FRA
335,336,,Maximilian Kieffer,52,0.58,30.4,-26.32,24.04,GER
336,337,,Jacques Kruyswijk,41,0.58,23.91,-13.11,11.63,RSA
337,338,,Chase Koepka,40,0.58,23.27,-0.81,22.71,USA
338,339,,Chris Hanson,51,0.58,29.53,-14.52,19.92,ENG
339,339,,Troy Merritt,52,0.58,30.12,-40.01,15.7,USA
340,341,,Lanto Griffin,42,0.58,24.28,-2.73,24.14,USA
341,342,,Stephen Gallacher,47,0.58,27.15,-15.79,19.37,SCO
342,343,,Conrad Shindler,40,0.58,23.02,-2.14,23.05,USA
343,344,,Nick Watney,40,0.57,22.76,-17.32,24.87,USA
344,345,,Rory Sabbatini,46,0.57,26.04,-16.15,25.02,SVK
345,346,,Johan Edfors,40,0.56,22.58,-9.88,10.83,SWE
346,347,,Zac Blair,52,0.56,29.3,-29.2,28.04,USA
347,348,,Andres Gonzales,52,0.56,29.26,-18.52,16.2,USA
348,349,,Jonas Blixt,50,0.56,27.97,-29.35,16.91,SWE
349,350,,Clément Sordet,47,0.56,26.1,-19.92,16.22,FRA
350,351,,Martin Piller,50,0.55,27.62,-21.05,20.55,USA
351,352,,Miguel Tabuena,47,0.55,25.91,-31.03,9.03,PHI
352,353,,Trevor Fisher Jr,44,0.55,24.12,-18.18,22.3,RSA
353,354,,Chris Lloyd,40,0.55,21.9,-4.07,21.03,ENG
354,355,,Tom Lewis,41,0.55,22.42,-7.44,18.77,ENG
355,356,,Cameron Percy,48,0.55,26.24,-14.04,20.22,AUS
356,357,,WC Liang,42,0.54,22.87,-19.87,17.37,CHN
357,358,,Greg Owen,50,0.54,27.14,-25.16,15.26,ENG
358,359,,Wade Ormsby,43,0.54,23.19,-11.27,18.76,AUS
359,360,,Patrick Newcomb,40,0.54,21.51,-0.97,22.48,USA
360,361,,Ryuko Tokimatsu,40,0.54,21.5,-9.43,11.82,JPN
361,362,,Toshinori Muto,52,0.53,27.69,-27.82,10.9,JPN
362,363,,Siddikur Rahman,44,0.53,23.37,-13.49,21.27,BAN
363,364,,Lee Jung-hwan,40,0.53,21.22,-1.5,21.83,KOR
364,365,,Dimi Papadatos,44,0.53,23.33,-7.01,26.0,AUS
365,366,,Matt Jones,52,0.53,27.56,-48.64,13.78,AUS
366,367,,Yujiro Ohori,40,0.52,21.0,-6.42,13.08,JPN
367,368,,Garrick Porteous,45,0.52,23.56,-8.98,17.24,ENG
368,369,,Camilo Villegas,52,0.52,27.19,-20.4,14.88,COL
369,370,,Matt Atkins,50,0.52,26.1,-7.38,24.12,USA
370,371,,Boo Weekley,52,0.52,27.13,-25.31,18.16,USA
371,372,,Ryan Brehm,51,0.52,26.3,-15.85,11.16,USA
