,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
80,T75,,Luke Donald,4,8.0
81,T75,,Harris English,8,8.0
82,T75,,Derek Fathauer,6,8.0
83,T75,,Jim Furyk,3,8.0
84,T75,,Padraig Harrington,2,8.0
85,T75,,Freddie Jacobson,1,8.0
86,T75,,Sung Kang,10,8.0
87,T75,,Si Woo Kim,5,8.0
88,T75,,Michael Kim,10,8.0
89,T75,,Kevin Kisner,8,8.0
90,T75,,Søren Kjeldsen,5,8.0
91,T75,,Justin Leonard,1,8.0
92,T75,,Nicholas Lindheim,4,8.0
93,T75,,Andrew Loupe,2,8.0
94,T75,,Jamie Lovemark,9,8.0
95,T75,,Hunter Mahan,3,8.0
96,T75,,Bryce Molder,5,8.0
97,T75,,Ryan Moore,9,8.0
98,T75,,Grayson Murray,8,8.0
99,T75,,J.T. Poston,10,8.0
100,T75,,Jon Rahm,7,8.0
101,T75,,Sam Saunders,5,8.0
102,T75,,John Senden,2,8.0
103,T75,,Robby Shelton,3,8.0
104,T75,,Brian Stuard,9,8.0
105,T75,,Andy Sullivan,2,8.0
106,T75,,Cameron Tringale,7,8.0
107,T75,,Y.E. Yang,1,8.0
108,T109,,Jason Dufner,9,7.9
109,T109,,Fabián Gómez,7,7.9
110,T109,,Adam Hadwin,9,7.9
111,T109,,Zach Johnson,9,7.9
112,T109,,Dustin Johnson,6,7.9
113,T109,,Matt Jones,7,7.9
114,T109,,Chris Kirk,7,7.9
115,T109,,Ben Martin,9,7.9
116,T109,,Troy Merritt,7,7.9
117,T109,,Tag Ridings,4,7.9
118,T109,,Justin Rose,6,7.9
119,T109,,Ryan Ruffels,1,7.9
120,T109,,Adam Scott,7,7.9
121,T109,,Webb Simpson,9,7.9
122,T109,,Vijay Singh,2,7.9
123,T109,,Robert Streb,6,7.9
124,T109,,Hideto Tanihara,3,7.9
125,T109,,Vaughn Taylor,11,7.9
126,T109,,Kevin Tway,7,7.9
127,T109,,Peter Uihlein,2,7.9
128,T109,,Lee Westwood,2,7.9
129,T109,,Charlie Wi,1,7.9
130,T109,,Chris Wood,2,7.9
131,T109,,Bobby Wyatt,1,7.9
132,T133,,Ryan Brehm,8,7.8
133,T133,,Scott Brown,7,7.8
134,T133,,Rafael Campos,2,7.8
135,T133,,Paul Casey,8,7.8
136,T133,,Charlie Danielson,1,7.8
137,T133,,Roberto Díaz,1,7.8
138,T133,,Tom Hoge,3,7.8
139,T133,,John Huh,11,7.8
140,T133,,Billy Hurley III,11,7.8
141,T133,,Jerry Kelly,1,7.8
142,T133,,Russell Knox,6,7.8
143,T133,,Martin Laird,9,7.8
144,T133,,Alex Moon,1,7.8
145,T133,,Sebastián Muñoz,4,7.8
146,T133,,Kevin Na,6,7.8
147,T133,,Sean O'Hair,9,7.8
148,T133,,Thorbjørn Olesen,1,7.8
149,T133,,Louis Oosthuizen,6,7.8
150,T133,,Greg Owen,3,7.8
151,T133,,Pat Perez,10,7.8
152,T133,,Xander Schauffele,6,7.8
153,T133,,Mark Wilson,2,7.8
154,T133,,Aaron Wise,1,7.8
155,T156,,Steven Alker,4,7.7
156,T156,,Robert Allenby,1,7.7
157,T156,,Byeong Hun An,9,7.7
158,T156,,Stuart Appleby,1,7.7
159,T156,,Zac Blair,9,7.7
160,T156,,Ryan Blaum,9,7.7
161,T156,,Jason Bohn,6,7.7
162,T156,,Michael Bradley,1,7.7
163,T156,,Miguel Angel Carballo,2,7.7
164,T156,,Roberto Castro,4,7.7
165,T156,,Stewart Cink,11,7.7
166,T156,,Ben Crane,9,7.7
167,T156,,Joel Dahmen,2,7.7
168,T156,,Ross Fisher,2,7.7
169,T156,,Robert Garrigus,4,7.7
170,T156,,Lucas Glover,10,7.7
171,T156,,Retief Goosen,2,7.7
172,T156,,Branden Grace,7,7.7
173,T156,,Brandon Hagy,7,7.7
174,T156,,David Hearn,7,7.7
175,T156,,Jim Herman,8,7.7
176,T156,,Beau Hossler,2,7.7
177,T156,,Smylie Kaufman,5,7.7
178,T156,,Satoshi Kodaira,1,7.7
179,T156,,Marc Leishman,8,7.7
180,T156,,Spencer Levin,5,7.7
181,T156,,Luke List,10,7.7
182,T156,,Shane Lowry,4,7.7
183,T156,,Will MacKenzie,3,7.7
184,T156,,Hideki Matsuyama,7,7.7
185,T156,,Tim Petrovic,1,7.7
186,T156,,Brendan Steele,10,7.7
187,T156,,Brett Stegmaier,3,7.7
188,T156,,Steve Stricker,4,7.7
189,T156,,Daniel Summerhays,10,7.7
190,T156,,Miguel Tabuena,1,7.7
191,T156,,Camilo Villegas,4,7.7
192,T156,,Fabrizio Zanotti,1,7.7
193,T194,,Brian Campbell,2,7.6
194,T194,,Matt Every,3,7.6
195,T194,,Tony Finau,11,7.6
196,T194,,Tommy Fleetwood,3,7.6
197,T194,,Brad Fritsch,3,7.6
198,T194,,Emiliano Grillo,9,7.6
199,T194,,Bill Haas,7,7.6
200,T194,,James Hahn,10,7.6
201,T194,,Russell Henley,10,7.6
202,T194,,Charles Howell III,8,7.6
203,T194,,Mackenzie Hughes,11,7.6
204,T194,,Yuta Ikeda,4,7.6
205,T194,,Seamus Power,8,7.6
206,T194,,Chez Reavie,8,7.6
207,T194,,Ollie Schniederjans,10,7.6
208,T209,,Sam Brazel,1,7.5
209,T209,,Graham DeLaet,9,7.5
210,T209,,Andres Gonzales,6,7.5
211,T209,,Mike Hendry,1,7.5
212,T209,,Charley Hoffman,10,7.5
213,T209,,Mark Hubbard,4,7.5
214,T209,,Patton Kizzire,7,7.5
215,T209,,Kelly Kraft,3,7.5
216,T209,,Matt Kuchar,9,7.5
217,T209,,Rick Lamb,1,7.5
218,T209,,Curtis Luck,3,7.5
219,T209,,William McGirt,8,7.5
220,T209,,Francesco Molinari,8,7.5
221,T209,,Ryan Palmer,6,7.5
222,T209,,Rod Pampling,9,7.5
223,T209,,John Peterson,2,7.5
224,T209,,Michael Putnam,3,7.5
225,T209,,John Rollins,1,7.5
226,T209,,Rory Sabbatini,2,7.5
227,T209,,Scott Stallings,5,7.5
228,T209,,Kyle Stanley,12,7.5
229,T209,,Johnson Wagner,3,7.5
230,T231,,Keegan Bradley,9,7.4
231,T231,,Bud Cauley,10,7.4
232,T231,,Brett Coletta,1,7.4
233,T231,,Ken Duke,6,7.4
234,T231,,Martin Flores,2,7.4
235,T231,,Sergio Garcia,6,7.4
236,T231,,Andrew Johnston,3,7.4
237,T231,,Jason Kokrak,8,7.4
238,T231,,Patrick Rodgers,3,7.4
239,T231,,J.J. Spaun,8,7.4
240,T231,,Shawn Stefani,4,7.4
241,T231,,Jhonattan Vegas,7,7.4
242,T231,,Bubba Watson,4,7.4
243,T231,,Gary Woodland,6,7.4
244,T245,,Chad Campbell,9,7.3
245,T245,,Alex Cejka,7,7.3
246,T245,,Kevin Chappell,8,7.3
247,T245,,Wesley McClain,1,7.3
248,T245,,Scott Piercy,7,7.3
249,T245,,Ian Poulter,7,7.3
250,T245,,Kevin Streelman,8,7.3
251,T245,,Hudson Swafford,6,7.3
252,T245,,Nick Taylor,11,7.3
253,T245,,Harold Varner III,10,7.3
254,T245,,Richy Werenski,3,7.3
255,T256,,Marcus Fraser,1,7.2
256,T256,,Billy Horschel,9,7.2
257,T256,,Steve Marino,2,7.2
258,T256,,Alex Noren,4,7.2
259,T256,,Geoff Ogilvy,6,7.2
260,T256,,C.T. Pan,5,7.2
261,T256,,Cameron Percy,3,7.2
262,T256,,Richard Sterne,1,7.2
263,T256,,Tyrone Van Aswegen,8,7.2
264,T265,,J.J. Henry,9,7.1
265,T265,,D.A. Points,4,7.1
266,T265,,Bernd Wiesberger,3,7.1
267,T268,,Tyler Aldridge,1,7.0
268,T268,,Michael Johnson,1,7.0
269,T268,,Nick Watney,8,7.0
270,T268,,Danny Willett,1,7.0
271,T272,,Joseph Bramlett,1,6.9
272,T272,,Jonathan Garrick,1,6.9
273,T272,,David Lipsky,1,6.9
274,T272,,Bill Lunde,1,6.9
275,T272,,George McNeill,1,6.9
276,T272,,John Merrick,1,6.9
277,T272,,Kyle Reifers,8,6.9
278,T272,,Jared Sawada,1,6.9
279,T280,,Ryan Armour,3,6.7
280,T280,,Davis Love III,2,6.7
281,T282,,Matthew Griffin,2,6.6
282,T282,,Justin Lower,1,6.6
283,T284,,K.T. Kim,1,6.5
284,T284,,Boo Weekley,6,6.5
285,286,,Scott Hend,1,6.4
286,287,,Brandon Stone,1,6.3
287,288,,Craig Barlow,1,6.2
288,289,,Joost Luiten,1,5.8
