,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,,Joseph Bramlett,1,9.8
1,T2,,Rob Oppenheim,1,8.8
2,T2,,Jared Sawada,1,8.8
3,4,,Tim Petrovic,1,8.5
4,5,,Hiroshi Iwata,2,8.2
5,T6,,Arjun Atwal,1,8.0
6,T6,,Renato Paratore,1,8.0
7,8,,Justin Lower,1,7.9
8,T9,,Michael Putnam,2,7.8
9,T9,,Omar Uresti,1,7.8
10,11,,Fabrizio Zanotti,2,7.7
11,T12,,Joaquin Niemann,1,7.6
12,T12,,Hideto Tanihara,5,7.6
13,T14,,Padraig Harrington,3,7.5
14,T14,,Troy Merritt,9,7.5
15,T16,,Michael Bradley,1,7.4
16,T16,,Webb Simpson,16,7.4
17,T16,,Jimmy Walker,9,7.4
18,T19,,Thongchai Jaidee,1,7.3
19,T19,,Thomas Pieters,3,7.3
20,T19,,Vijay Singh,4,7.3
21,T19,,Brian Stuard,8,7.3
22,T23,,Braden Thornberry,1,7.2
23,T23,,Cameron Tringale,9,7.2
24,T25,,Freddie Jacobson,1,7.1
25,T25,,Paul Lawrie,1,7.1
26,T25,,Rory McIlroy,7,7.1
27,T25,,Steve Stricker,6,7.1
28,T29,,Brett Coletta,1,7.0
29,T29,,Luke Donald,7,7.0
30,T29,,Adam Hadwin,14,7.0
31,T29,,Sam Horsfield,2,7.0
32,T29,,Spencer Levin,6,7.0
33,T29,,Justin Thomas,12,7.0
34,T29,,Johnson Wagner,6,7.0
35,T36,,Wesley Bryan,15,6.9
36,T36,,Matt Every,6,6.9
37,T36,,Emiliano Grillo,15,6.9
38,T36,,Keith Mitchell,1,6.9
39,T36,,Ryan Moore,13,6.9
40,T36,,Ian Poulter,11,6.9
41,T36,,Dicky Pride,3,6.9
42,T36,,Kyle Reifers,10,6.9
43,T36,,John Rollins,1,6.9
44,T36,,Sam Saunders,8,6.9
45,T36,,Chris Stroud,6,6.9
46,T47,,Robert Allenby,1,6.8
47,T47,,Rickie Fowler,13,6.8
48,T47,,Dylan Frittelli,1,6.8
49,T47,,Sergio Garcia,9,6.8
50,T47,,Andres Gonzales,10,6.8
51,T47,,Chesson Hadley,3,6.8
52,T47,,David Hearn,11,6.8
53,T47,,Tom Hoge,5,6.8
54,T47,,Whee Kim,8,6.8
55,T47,,Will MacKenzie,3,6.8
56,T47,,Hideki Matsuyama,11,6.8
57,T47,,Phil Mickelson,17,6.8
58,T47,,Bryce Molder,10,6.8
59,T47,,Seung-Yul Noh,11,6.8
60,T47,,Jordan L Smith,1,6.8
61,T47,,Sahith Theegala,1,6.8
62,T47,,Camilo Villegas,8,6.8
63,T47,,Bernd Wiesberger,4,6.8
64,T47,,Bobby Wyatt,1,6.8
65,T47,,Y.E. Yang,1,6.8
66,T67,,Zac Blair,14,6.7
67,T67,,Lucas Glover,18,6.7
68,T67,,Jason Gore,1,6.7
69,T67,,Brian Harman,16,6.7
70,T67,,Kramer Hickok,1,6.7
71,T67,,Sung Kang,11,6.7
72,T67,,Martin Kaymer,5,6.7
73,T67,,Michael Kim,14,6.7
74,T67,,Danny Lee,14,6.7
75,T67,,David Lingmerth,12,6.7
76,T67,,Sean O'Hair,14,6.7
77,T67,,Geoff Ogilvy,12,6.7
78,T67,,Pat Perez,15,6.7
79,T67,,Patrick Reed,20,6.7
80,T67,,Charl Schwartzel,10,6.7
81,T67,,Jordan Spieth,13,6.7
82,T67,,Tim Wilkinson,6,6.7
83,T84,,Blayne Barber,11,6.6
84,T84,,Rafa Cabrera Bello,7,6.6
85,T84,,Roberto Castro,6,6.6
86,T84,,Brandon Hagy,14,6.6
87,T84,,Morgan Hoffmann,14,6.6
88,T84,,Zach Johnson,14,6.6
89,T84,,Dustin Johnson,11,6.6
90,T84,,Søren Kjeldsen,6,6.6
91,T84,,Matt Kuchar,16,6.6
92,T84,,Lee McCoy,3,6.6
93,T84,,Kevin Na,11,6.6
94,T84,,Louis Oosthuizen,10,6.6
95,T84,,Rod Pampling,11,6.6
96,T84,,"Ted Potter, Jr.",1,6.6
97,T84,,Jon Rahm,14,6.6
98,T84,,Ryan Ruffels,2,6.6
99,T84,,Rory Sabbatini,9,6.6
100,T84,,Ollie Schniederjans,18,6.6
101,T84,,Richard Sterne,2,6.6
102,T84,,Daniel Summerhays,15,6.6
103,T84,,Richy Werenski,9,6.6
104,T105,,Steven Alker,9,6.5
105,T105,,Julián Etulain,7,6.5
106,T105,,Gonzalo Fernandez-Castaño,4,6.5
107,T105,,Brad Fritsch,6,6.5
108,T105,,Fabián Gómez,7,6.5
109,T105,,Satoshi Kodaira,3,6.5
110,T105,,Seamus Power,13,6.5
111,T105,,Cameron Smith,13,6.5
112,T105,,Kyle Stanley,20,6.5
113,T105,,Vaughn Taylor,15,6.5
114,T105,,Steve Wheatcroft,4,6.5
115,T116,,Scott Brown,15,6.4
116,T116,,Chad Campbell,13,6.4
117,T116,,Paul Casey,15,6.4
118,T116,,Ken Duke,10,6.4
119,T116,,Jim Furyk,6,6.4
120,T116,,Brian Gay,12,6.4
121,T116,,Charley Hoffman,17,6.4
122,T116,,Matt Jones,10,6.4
123,T116,,Kevin Kisner,16,6.4
124,T116,,Marc Leishman,13,6.4
125,T116,,Nicholas Lindheim,6,6.4
126,T116,,Jonathan Randolph,6,6.4
127,T116,,Patrick Rodgers,10,6.4
128,T116,,Adam Scott,8,6.4
129,T116,,Zack Sucher,2,6.4
130,T116,,David Toms,1,6.4
131,T132,,Ryan Armour,7,6.3
132,T132,,Aaron Baddeley,6,6.3
133,T132,,Ricky Barnes,12,6.3
134,T132,,Shane Bertsch,1,6.3
135,T132,,Patrick Cantlay,12,6.3
136,T132,,Alex Cejka,9,6.3
137,T132,,Greg Chalmers,8,6.3
138,T132,,K.J. Choi,7,6.3
139,T132,,Wyndham Clark,1,6.3
140,T132,,Brendon de Jonge,1,6.3
141,T132,,Graham DeLaet,13,6.3
142,T132,,Brett Drewitt,5,6.3
143,T132,,Bob Estes,2,6.3
144,T132,,Tommy Fleetwood,4,6.3
145,T132,,Branden Grace,9,6.3
146,T132,,Cody Gribble,8,6.3
147,T132,,Ryo Ishikawa,5,6.3
148,T132,,Smylie Kaufman,9,6.3
149,T132,,Anirban Lahiri,9,6.3
150,T132,,Martin Laird,13,6.3
151,T132,,Jamie Lovemark,15,6.3
152,T132,,Maverick McNealy,1,6.3
153,T132,,Justin Rose,13,6.3
154,T132,,Brandt Snedeker,7,6.3
155,T132,,Lee Westwood,4,6.3
156,T157,,Mark Anderson,5,6.2
157,T157,,Daniel Berger,15,6.2
158,T157,,Rafael Campos,2,6.2
159,T157,,Miguel Angel Carballo,4,6.2
160,T157,,Bud Cauley,14,6.2
161,T157,,Jason Day,11,6.2
162,T157,,Bryson DeChambeau,11,6.2
163,T157,,Jason Dufner,14,6.2
164,T157,,J.B. Holmes,12,6.2
165,T157,,John Huh,12,6.2
166,T157,,Curtis Luck,5,6.2
167,T157,,C.T. Pan,11,6.2
168,T157,,John Peterson,3,6.2
169,T157,,Andres Romero,6,6.2
