,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,,Hiroshi Iwata,1,9.3
1,2,,Justin Thomas,6,9.1
2,3,,Thomas Pieters,2,9.0
3,4,,Dustin Johnson,6,8.9
4,4,,Jordan Spieth,7,8.9
5,6,,Joel Dahmen,2,8.8
6,6,,Rickie Fowler,7,8.8
7,6,,Jon Rahm,7,8.8
8,6,,Braden Thornberry,1,8.8
9,10,,Rafael Campos,2,8.7
10,10,,Keith Mitchell,1,8.7
11,10,,Henrik Norlander,1,8.7
12,10,,Henrik Stenson,2,8.7
13,14,,Lucas Glover,10,8.6
14,14,,Hideki Matsuyama,7,8.6
15,14,,Rory McIlroy,3,8.6
16,14,,Andres Romero,1,8.6
17,14,,Aaron Wise,1,8.6
18,19,,Daniel Berger,8,8.5
19,19,,Patrick Cantlay,5,8.5
20,19,,Graham DeLaet,9,8.5
21,19,,Ross Fisher,2,8.5
22,19,,Tommy Fleetwood,3,8.5
23,19,,Brian Harman,9,8.5
24,19,,Tyrrell Hatton,5,8.5
25,19,,Justin Rose,6,8.5
26,19,,Charl Schwartzel,5,8.5
27,28,,Rafa Cabrera Bello,5,8.4
28,28,,Paul Casey,8,8.4
29,28,,Tony Finau,11,8.4
30,28,,Brandon Hagy,7,8.4
31,28,,Jim Herman,8,8.4
32,28,,Morgan Hoffmann,8,8.4
33,28,,Michael Johnson,1,8.4
34,28,,Jerry Kelly,1,8.4
35,28,,Whee Kim,5,8.4
36,28,,Kevin Kisner,8,8.4
37,28,,Brooks Koepka,8,8.4
38,28,,Matt Kuchar,9,8.4
39,28,,Marc Leishman,8,8.4
40,28,,Luke List,10,8.4
41,28,,Shane Lowry,4,8.4
42,28,,Phil Mickelson,10,8.4
43,28,,Francesco Molinari,8,8.4
44,28,,Kevin Na,6,8.4
45,28,,Louis Oosthuizen,6,8.4
46,28,,Adam Scott,7,8.4
47,28,,Webb Simpson,9,8.4
48,28,,Vijay Singh,2,8.4
49,28,,Brandt Snedeker,5,8.4
50,28,,Kyle Stanley,12,8.4
51,28,,Peter Uihlein,2,8.4
52,28,,Y.E. Yang,1,8.4
53,54,,Stewart Cink,11,8.3
54,54,,Brett Coletta,1,8.3
55,54,,Jason Day,6,8.3
56,54,,Brendon de Jonge,1,8.3
57,54,,Jason Dufner,9,8.3
58,54,,Bill Haas,7,8.3
59,54,,Adam Hadwin,9,8.3
60,54,,Russell Henley,10,8.3
61,54,,Billy Horschel,9,8.3
62,54,,Jamie Lovemark,9,8.3
63,54,,Kevin Tway,7,8.3
64,54,,Johnson Wagner,3,8.3
65,54,,Jimmy Walker,6,8.3
66,54,,Willy Wilcox,2,8.3
67,54,,Tim Wilkinson,2,8.3
68,54,,Mark Wilson,2,8.3
69,54,,Fabrizio Zanotti,1,8.3
70,71,,Mark Anderson,2,8.2
71,71,,Wesley Bryan,9,8.2
72,71,,Bryson DeChambeau,4,8.2
73,71,,Luke Donald,4,8.2
74,71,,Sergio Garcia,6,8.2
75,71,,Charley Hoffman,10,8.2
76,71,,Charles Howell III,8,8.2
77,71,,Smylie Kaufman,5,8.2
78,71,,Martin Laird,9,8.2
79,71,,Danny Lee,9,8.2
80,71,,David Lingmerth,6,8.2
81,71,,Joost Luiten,1,8.2
82,71,,Sean O'Hair,9,8.2
83,71,,Pat Perez,10,8.2
84,71,,John Peterson,2,8.2
85,71,,J.T. Poston,10,8.2
86,71,,Ian Poulter,7,8.2
87,71,,Chez Reavie,8,8.2
88,71,,Xander Schauffele,6,8.2
89,71,,Ollie Schniederjans,10,8.2
90,71,,Cameron Smith,11,8.2
91,71,,Andy Sullivan,2,8.2
92,71,,Hudson Swafford,6,8.2
93,71,,Steve Wheatcroft,3,8.2
94,71,,Gary Woodland,6,8.2
95,96,,Byeong Hun An,9,8.1
96,96,,Aaron Baddeley,6,8.1
97,96,,Blayne Barber,8,8.1
98,96,,Zac Blair,9,8.1
99,96,,Keegan Bradley,9,8.1
100,96,,Joseph Bramlett,1,8.1
101,96,,Jonathan Byrd,1,8.1
102,96,,Bud Cauley,10,8.1
