,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
87,T74,T74,Aaron Wise,16,7.2
88,T74,T74,Gary Woodland,16,7.2
89,T90,T90,Byeong Hun An,17,7.1
90,T90,T90,Daniel Berger,14,7.1
91,T90,T90,Chad Campbell,11,7.1
92,T90,T90,Corey Conners,18,7.1
93,T90,T90,Bob Estes,1,7.1
94,T90,T90,Robert Garrigus,13,7.1
95,T90,T90,James Hahn,14,7.1
96,T90,T90,Seungsu Han,2,7.1
97,T90,T90,Charley Hoffman,15,7.1
98,T90,T90,Yuta Ikeda,2,7.1
99,T90,T90,Andrew Johnston,1,7.1
100,T90,T90,Andrew Landry,15,7.1
101,T90,T90,Shane Lowry,11,7.1
102,T90,T90,Hideki Matsuyama,13,7.1
103,T90,T90,Sebastián Muñoz,1,7.1
104,T90,T90,Andrew Novak,1,7.1
105,T90,T90,Scott Piercy,14,7.1
106,T90,T90,"Ted Potter, Jr.",15,7.1
107,T90,T90,Ian Poulter,11,7.1
108,T90,T90,Sam Ryder,15,7.1
109,T90,T90,Webb Simpson,19,7.1
110,T90,T90,Justin Thomas,17,7.1
111,T90,T90,Nick Watney,19,7.1
112,T113,T113,Stuart Appleby,3,7.0
113,T113,T113,Bronson Burgoon,11,7.0
114,T113,T113,Bud Cauley,9,7.0
115,T113,T113,Austin Cook,22,7.0
116,T113,T113,Joel Dahmen,13,7.0
117,T113,T113,Jason Dufner,10,7.0
118,T113,T113,Derek Ernst,1,7.0
119,T113,T113,Tommy Fleetwood,13,7.0
120,T113,T113,Jim Furyk,10,7.0
121,T113,T113,Sergio Garcia,6,7.0
122,T113,T113,Brian Gay,20,7.0
123,T113,T113,Daisuke Kataoka,1,7.0
124,T113,T113,Martin Kaymer,4,7.0
125,T113,T113,Whee Kim,12,7.0
126,T113,T113,Brooks Koepka,13,7.0
127,T113,T113,Matt Kuchar,15,7.0
128,T113,T113,David Lingmerth,14,7.0
129,T113,T113,Davis Love III,3,7.0
130,T113,T113,Graeme McDowell,9,7.0
131,T113,T113,George McNeill,2,7.0
132,T113,T113,Matt Parziale,1,7.0
133,T113,T113,Cameron Percy,9,7.0
134,T113,T113,D.A. Points,4,7.0
135,T113,T113,Jon Rahm,13,7.0
136,T113,T113,Ben Silverman,15,7.0
137,T113,T113,Michael Thompson,11,7.0
138,T113,T113,Ryan Yip,1,7.0
139,T140,T140,Stewart Cink,15,6.9
140,T140,T140,Joshua Creel,1,6.9
141,T140,T140,Tony Finau,19,6.9
142,T140,T140,Matthew Fitzpatrick,6,6.9
143,T140,T140,Fabián Gómez,12,6.9
144,T140,T140,Adam Hadwin,15,6.9
145,T140,T140,Brian Harman,18,6.9
146,T140,T140,Sung Kang,12,6.9
147,T140,T140,Jason Kokrak,19,6.9
148,T140,T140,HaoTong Li,5,6.9
149,T140,T140,Dru Love,1,6.9
150,T140,T140,William McGirt,15,6.9
151,T140,T140,Maverick McNealy,4,6.9
152,T140,T140,Jesse Mueller,1,6.9
153,T140,T140,Kevin Na,16,6.9
154,T140,T140,Matthieu Pavon,1,6.9
155,T140,T140,Brendan Steele,11,6.9
156,T140,T140,Brett Stegmaier,9,6.9
157,T140,T140,Nick Taylor,13,6.9
158,T140,T140,Kyle Thompson,2,6.9
159,T140,T140,Cameron Tringale,6,6.9
160,T161,T161,Abraham Ancer,18,6.8
161,T161,T161,Luke Donald,3,6.8
162,T161,T161,Ken Duke,3,6.8
163,T161,T161,Brice Garnett,16,6.8
164,T161,T161,Lucas Glover,10,6.8
165,T161,T161,Retief Goosen,6,6.8
166,T161,T161,Branden Grace,11,6.8
167,T161,T161,Tyrrell Hatton,9,6.8
168,T161,T161,J.B. Holmes,13,6.8
169,T161,T161,Kevin Kisner,13,6.8
170,T161,T161,Danny Lee,12,6.8
171,T161,T161,Luke List,16,6.8
172,T161,T161,Curtis Luck,1,6.8
173,T161,T161,Keith Mitchell,18,6.8
174,T161,T161,Ryan Palmer,11,6.8
175,T161,T161,Rod Pampling,7,6.8
176,T161,T161,Doc Redman,3,6.8
177,T161,T161,Patrick Rodgers,14,6.8
178,T161,T161,Xander Schauffele,15,6.8
179,T161,T161,Vijay Singh,4,6.8
180,T161,T161,David Skinns,1,6.8
181,T161,T161,Tyrone Van Aswegen,16,6.8
182,T161,T161,Harold Varner III,15,6.8
183,T161,T161,Jimmy Walker,15,6.8
184,T185,T185,Kiradech Aphibarnrat,7,6.7
185,T185,T185,Sangmoon Bae,4,6.7
186,T185,T185,Wesley Bryan,9,6.7
187,T185,T185,Ben Crane,8,6.7
188,T185,T185,Dylan Frittelli,5,6.7
189,T185,T185,Bobby Gates,1,6.7
190,T185,T185,Sam Horsfield,1,6.7
191,T185,T185,Charles Howell III,19,6.7
192,T185,T185,Mackenzie Hughes,11,6.7
193,T185,T185,John Huh,16,6.7
194,T185,T185,Stephan Jaeger,12,6.7
195,T185,T185,Alex Kang,1,6.7
196,T185,T185,Michael Kim,6,6.7
197,T185,T185,Anirban Lahiri,14,6.7
198,T185,T185,Tom Lovelady,13,6.7
199,T185,T185,John Merrick,1,6.7
200,T185,T185,Dylan Meyer,5,6.7
201,T185,T185,Phil Mickelson,17,6.7
202,T185,T185,Collin Morikawa,1,6.7
203,T185,T185,Pat Perez,11,6.7
204,T185,T185,Andres Romero,2,6.7
205,T185,T185,Sam Saunders,13,6.7
206,T185,T185,Cameron Smith,13,6.7
207,T185,T185,Julian Suri,7,6.7
208,T185,T185,T.J. Vogel,3,6.7
209,T185,T185,Johnson Wagner,13,6.7
210,T185,T185,Andrew Yun,1,6.7
211,T212,T212,Matt Atkins,5,6.6
212,T212,T212,Ryan Blaum,12,6.6
213,T212,T212,Scott Brown,14,6.6
214,T212,T212,Sam Burns,7,6.6
215,T212,T212,Ernie Els,5,6.6
216,T212,T212,Matt Every,8,6.6
217,T212,T212,Tommy Gainey,1,6.6
218,T212,T212,Lanto Griffin,10,6.6
219,T212,T212,Nick Hardy,2,6.6
220,T212,T212,Grant Hirschman,1,6.6
221,T212,T212,Billy Hurley III,6,6.6
222,T212,T212,Si Woo Kim,16,6.6
223,T212,T212,Martin Laird,12,6.6
224,T212,T212,Marc Leishman,17,6.6
225,T212,T212,Nicholas Lindheim,10,6.6
226,T212,T212,Hunter Mahan,10,6.6
227,T212,T212,Denny McCarthy,9,6.6
228,T212,T212,Troy Merritt,15,6.6
229,T212,T212,J.T. Poston,12,6.6
230,T212,T212,Dicky Pride,1,6.6
231,T212,T212,Andrew Putnam,16,6.6
232,T212,T212,Peter Uihlein,13,6.6
233,T212,T212,Matt Wallace,1,6.6
234,T235,T235,Dominic Bozzelli,11,6.5
235,T235,T235,Grady Brame Jr.,1,6.5
236,T235,T235,Alex Cejka,12,6.5
237,T235,T235,Chris Crisologo,1,6.5
238,T235,T235,Brendon de Jonge,1,6.5
239,T235,T235,Martin Flores,13,6.5
240,T235,T235,Talor Gooch,10,6.5
241,T235,T235,Brandon Harkins,18,6.5
242,T235,T235,Ben Martin,12,6.5
243,T235,T235,Grayson Murray,13,6.5
244,T235,T235,Sean O'Hair,11,6.5
245,T235,T235,Rob Oppenheim,8,6.5
246,T235,T235,Patrick Reed,14,6.5
247,T235,T235,Rory Sabbatini,17,6.5
248,T235,T235,John Senden,2,6.5
249,T235,T235,Brandt Snedeker,16,6.5
250,T235,T235,Scott Stallings,15,6.5
251,T235,T235,Robert Streb,6,6.5
252,T235,T235,Ethan Tracy,9,6.5
253,T235,T235,Dawie van der Walt,1,6.5
254,T235,T235,Jhonattan Vegas,13,6.5
255,T256,T256,Robert Allenby,1,6.4
256,T256,T256,Zac Blair,9,6.4
257,T256,T256,Roberto Díaz,10,6.4
258,T256,T256,Harris English,9,6.4
259,T256,T256,Tim Herron,3,6.4
260,T256,T256,Beau Hossler,22,6.4
261,T256,T256,Yusaku Miyazato,2,6.4
262,T256,T256,Alex Noren,11,6.4
263,T256,T256,Bubba Watson,16,6.4
264,T256,T256,Xinjun Zhang,8,6.4
265,T266,T266,Ricky Barnes,8,6.3
266,T266,T266,Jonas Blixt,7,6.3
267,T266,T266,Brian Davis,4,6.3
268,T266,T266,Jason Day,12,6.3
269,T266,T266,Morgan Hoffmann,1,6.3
270,T266,T266,Matt Jones,7,6.3
271,T266,T266,A.J. McInerney,2,6.3
272,T266,T266,Wade Ormsby,2,6.3
273,T266,T266,Eddie Pepperell,1,6.3
274,T266,T266,Thomas Pieters,5,6.3
275,T266,T266,John Rollins,2,6.3
276,T266,T266,Chris Stroud,11,6.3
277,T266,T266,Kevin Tway,20,6.3
278,T266,T266,Tim Wilkinson,1,6.3
279,T280,T280,Arjun Atwal,1,6.2
280,T280,T280,Aaron Baddeley,13,6.2
281,T280,T280,Jonathan Byrd,6,6.2
282,T280,T280,Wyndham Clark,1,6.2
283,T280,T280,Derek Fathauer,12,6.2
284,T280,T280,Cody Gribble,7,6.2
285,T280,T280,Calum Hill,1,6.2
286,T280,T280,Kodai Ichihara,1,6.2
287,T280,T280,Peter Malnati,15,6.2
288,T280,T280,Adrian Otaegui,1,6.2
289,T280,T280,Seamus Power,12,6.2
290,T280,T280,Jonathan Randolph,10,6.2
291,T280,T280,Adam Schenk,11,6.2
292,T280,T280,Ollie Schniederjans,15,6.2
293,T294,T294,Adam Bland,1,6.1
294,T294,T294,Dean Burmester,2,6.1
295,T294,T294,Will Cannon,1,6.1
296,T294,T294,Jamie Lovemark,17,6.1
297,T294,T294,Trey Mullinax,12,6.1
298,T294,T294,Scottie Scheffler,1,6.1
299,T300,T300,Andrew Dorn,1,6.0
300,T300,T300,Luis Gagne,1,6.0
301,T300,T300,Bill Haas,10,6.0
302,T300,T300,Shugo Imahira,1,6.0
303,T300,T300,Geoff Ogilvy,2,6.0
304,T300,T300,John VanDerLaan,1,6.0
305,T300,T300,Will Zalatoris,1,6.0
306,T307,T307,Mickey DeMorat,1,5.9
307,T307,T307,Jim Herman,1,5.9
308,T307,T307,Smylie Kaufman,3,5.9
309,T307,T307,Parker McLachlin,4,5.9
310,T307,T307,Chris Naegel,1,5.9
311,T307,T307,John Oda,3,5.9
312,T307,T307,Charl Schwartzel,8,5.9
313,T307,T307,Jimmy Stanger,1,5.9
314,T307,T307,Ryuko Tokimatsu,1,5.9
315,T307,T307,Mark Wilson,2,5.9
316,T317,T317,Kris Blanks,1,5.8
317,T317,T317,Michael Bradley,1,5.8
318,T317,T317,Will Grimmer,1,5.8
319,T317,T317,Jim Knous,1,5.8
320,T317,T317,Taylor Moore,1,5.8
321,T317,T317,Cooper Musselman,1,5.8
322,T323,T323,Charlie Beljan,1,5.7
323,T323,T323,Greg Chalmers,5,5.7
324,T323,T323,Scott Strohmeyer,1,5.7
325,326,326,Braden Thornberry,2,5.6
326,T327,T327,Brandon Hagy,2,5.5
327,T327,T327,Padraig Harrington,4,5.5
328,T327,T327,Neal Lancaster,1,5.5
329,T327,T327,Michael Lorenzo-Vera,1,5.5
330,T327,T327,Chip McDaniel,1,5.5
331,T327,T327,Martin Piller,10,5.5
332,T327,T327,Brandon Stone,3,5.5
333,T334,T334,Chase Seiffert,1,5.4
334,T334,T334,Camilo Villegas,5,5.4
335,T334,T334,Cameron Wilson,1,5.4
336,T337,T337,Jay Don Blake,1,5.3
337,T337,T337,James Driscoll,1,5.3
338,T337,T337,Shaun Micheel,1,5.3
339,T340,T340,Henrik Norlander,1,5.2
340,T340,T340,Daniel Summerhays,5,5.2
341,T342,T342,Cameron Davis,1,5.1
342,T342,T342,Charlie Wi,1,5.1
343,T344,T344,Steve Allan,1,5.0
344,T344,T344,Paul Dunne,3,5.0
345,346,346,Gavin Kyle Green,1,4.8
346,347,347,John Daly,1,4.7
347,348,348,Brett Rumford,1,4.3
348,349,349,Ryan Hogue,1,4.2
349,350,350,Casey Wittenberg,1,4.0
350,351,351,Jaco Ahlers,1,3.5
