,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,T1,T1,Wyndham Clark,1,9.9
1,T1,T1,Scott Strohmeyer,1,9.9
2,T3,T3,Chris Crisologo,1,9.7
3,T3,T3,Cameron Davis,1,9.7
4,T3,T3,Rory McIlroy,11,9.7
5,T3,T3,Trey Mullinax,12,9.7
6,T7,T7,Dustin Johnson,16,9.5
7,T7,T7,Luke List,16,9.5
8,T7,T7,Tom Lovelady,13,9.5
9,T10,T10,Ryan Fox,2,9.4
10,T10,T10,Taylor Moore,1,9.4
11,T12,T12,Dru Love,1,9.2
12,T12,T12,Keith Mitchell,18,9.2
13,T12,T12,Bubba Watson,16,9.2
14,T15,T15,Brooks Koepka,13,9.1
15,T15,T15,Sebastián Muñoz,1,9.1
16,T15,T15,Zach Wright,1,9.1
17,T18,T18,Grayson Murray,13,9.0
18,T18,T18,Jon Rahm,13,9.0
19,T18,T18,Andres Romero,2,9.0
20,T18,T18,Josh Teater,2,9.0
21,T22,T22,Kevin Chappell,14,8.9
22,T22,T22,Derek Ernst,1,8.9
23,T22,T22,Kevin Tway,20,8.9
24,T25,T25,Brandon Hagy,2,8.8
25,T25,T25,David Skinns,1,8.8
26,T25,T25,Justin Thomas,17,8.8
27,T28,T28,Byeong Hun An,17,8.7
28,T28,T28,Tony Finau,19,8.7
29,T28,T28,Sam Horsfield,1,8.7
30,T28,T28,Gary Woodland,16,8.7
31,T32,T32,Ryan Palmer,11,8.6
32,T32,T32,Brendan Steele,11,8.6
33,T34,T34,Dean Burmester,2,8.5
34,T34,T34,Jason Day,12,8.5
35,T34,T34,Andrew Dorn,1,8.5
36,T34,T34,Scottie Scheffler,1,8.5
37,T38,T38,Sam Burns,7,8.4
38,T38,T38,Jason Kokrak,19,8.4
39,T38,T38,Joaquin Niemann,9,8.4
40,T38,T38,Thomas Pieters,5,8.4
41,T38,T38,Jimmy Stanger,1,8.4
42,T38,T38,Nick Watney,19,8.4
43,T44,T44,Dylan Frittelli,5,8.3
44,T44,T44,Robert Garrigus,13,8.3
45,T44,T44,J.B. Holmes,13,8.3
46,T44,T44,Chris Naegel,1,8.3
47,T48,T48,Brandon Harkins,18,8.2
48,T48,T48,Matt Jones,7,8.2
49,T48,T48,Brandon Stone,3,8.2
50,T48,T48,Harold Varner III,15,8.2
51,T52,T52,Patrick Cantlay,17,8.1
52,T52,T52,Smylie Kaufman,3,8.1
53,T52,T52,Chip McDaniel,1,8.1
54,T52,T52,Sam Saunders,13,8.1
55,T56,T56,Bryson DeChambeau,19,8.0
56,T56,T56,Graham DeLaet,1,8.0
57,T56,T56,Tommy Fleetwood,13,8.0
58,T56,T56,Nick Hardy,2,8.0
59,T56,T56,Adam Schenk,11,8.0
60,T56,T56,Peter Uihlein,13,8.0
61,T56,T56,Jhonattan Vegas,13,8.0
62,T63,T63,Matt Atkins,5,7.9
