,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
75,T76,T76,Russell Knox,26,152,100.0
76,T76,T76,Rory McIlroy,17,152,8.0
77,T76,T76,Brendan Steele,26,152,30.0
78,79,79,Marc Leishman,24,151,4.0
79,80,80,Charlie Wi,25,150,22.0
80,81,81,Cameron Tringale,31,148,49.0
81,T82,T82,Ben Crane,25,147,44.0
82,T82,T82,Martin Kaymer,19,147,23.0
83,T82,T82,Webb Simpson,25,147,70.0
84,T85,T85,Brian Gay,26,146,3.0
85,T85,T85,Morgan Hoffmann,32,146,127.0
86,T87,T87,Ben Curtis,24,145,69.0
87,T87,T87,Brad Fritsch,18,145,3.0
88,T89,T89,Ricky Barnes,27,144,12.0
89,T89,T89,Luke Donald,17,144,30.0
90,T89,T89,Paul Goydos,19,144,6.0
91,T89,T89,Will MacKenzie,27,144,18.0
92,T89,T89,Fabrizio Zanotti,2,144,144.0
93,T94,T94,Spencer Levin,20,143,20.0
94,T94,T94,"Ted Potter, Jr.",24,143,
95,T94,T94,Mark Wilson,25,143,58.0
96,T97,T97,J.B. Holmes,24,142,12.0
97,T97,T97,Kevin Na,27,142,4.0
98,99,99,Mike Weir,25,141,67.0
99,T100,T100,Glen Day,5,140,32.0
100,T100,T100,Danny Lee,28,140,56.0
101,T100,T100,John Merrick,25,140,22.0
102,T103,T103,James Hahn,27,139,67.0
103,T103,T103,Jason Kokrak,19,139,39.0
104,T103,T103,Edoardo Molinari,2,139,4.0
105,T103,T103,Ryan Moore,24,139,10.0
106,T103,T103,Adam Scott,17,139,1.0
107,T108,T108,Troy Merritt,20,138,94.0
108,T108,T108,Andres Romero,26,138,13.0
109,110,110,Ryo Ishikawa,24,137,3.0
110,T111,T111,Eric Axley,10,136,136.0
111,T111,T111,George McNeill,24,136,46.0
112,T111,T111,Ryan Palmer,23,136,28.0
113,T114,T114,Billy Hurley III,26,135,34.0
114,T114,T114,Carl Pettersson,28,135,4.0
115,T114,T114,Ian Poulter,17,135,21.0
116,T114,T114,Scott Stallings,28,135,29.0
117,118,118,Andrew Loupe,22,134,2.0
118,T119,T119,Bryce Molder,25,133,27.0
119,T119,T119,Henrik Stenson,15,133,8.0
120,T121,T121,Robert Garrigus,25,132,
121,T121,T121,Vijay Singh,25,132,17.0
122,T121,T121,Johnson Wagner,24,132,7.0
123,T124,T124,Charlie Beljan,26,130,35.0
124,T124,T124,Derek Ernst,28,130,47.0
125,T124,T124,Miguel Angel Jiménez,8,130,130.0
126,T124,T124,Daniel Summerhays,27,130,19.0
127,T124,T124,Camilo Villegas,29,130,50.0
128,T129,T129,Kevin Chappell,28,129,77.0
129,T129,T129,Luke Guthrie,26,129,19.0
130,T129,T129,Len Mattiace,4,129,129.0
131,132,132,Roberto Castro,27,128,1.0
132,133,133,Sergio Garcia,16,127,30.0
133,T134,T134,Robert Allenby,29,126,7.0
134,T134,T134,Scott Brown,30,126,11.0
135,T134,T134,Todd Hamilton,4,126,8.0
136,T134,T134,Phil Mickelson,21,126,105.0
137,T134,T134,Scott Piercy,12,126,8.0
138,T134,T134,Rory Sabbatini,26,126,16.0
139,T140,T140,Chesson Hadley,29,125,40.0
140,T140,T140,Rod Pampling,7,125,19.0
141,T140,T140,Wes Roach,22,125,7.0
142,T140,T140,Michael Thompson,22,125,70.0
143,T140,T140,Boo Weekley,24,125,1.0
144,T145,T145,Chris Stroud,25,124,19.0
145,T145,T145,Nicholas Thompson,30,124,5.0
146,T145,T145,Tom Watson,5,124,81.0
147,T148,T148,Tim Herron,15,123,14.0
148,T148,T148,Jordan Spieth,27,123,26.0
149,T150,T150,Francesco Molinari,12,121,27.0
150,T150,T150,Andrew Svoboda,24,121,16.0
151,T152,T152,Ángel Cabrera,23,120,3.0
152,T152,T152,Darren Fichardt,2,120,22.0
153,T154,T154,Matt Jones,25,119,41.0
154,T154,T154,Seung-Yul Noh,27,119,
155,T154,T154,Geoff Ogilvy,26,119,7.0
156,T154,T154,Willy Wilcox,16,119,7.0
157,T158,T158,Mark Calcavecchia,8,118,48.0
158,T158,T158,Ken Duke,25,118,5.0
159,T158,T158,Brice Garnett,28,118,7.0
160,T158,T158,J.J. Henry,28,118,24.0
161,T158,T158,Edward Loar,19,118,12.0
162,T158,T158,Hunter Mahan,25,118,61.0
163,T158,T158,Robert Streb,21,118,5.0
164,T165,T165,Grégory Bourdy,2,116,27.0
165,T165,T165,Nicolas Colsaerts,12,116,
166,T165,T165,John Huh,28,116,12.0
167,T165,T165,Ryuji Imada,9,116,1.0
168,T165,T165,D.H. Lee,20,116,8.0
169,T170,T170,Troy Matteson,23,115,9.0
170,T170,T170,Scott McCarron,12,115,37.0
171,T170,T170,Shawn Stefani,17,115,40.0
172,T170,T170,Hudson Swafford,26,115,
173,T170,T170,Nick Watney,25,115,21.0
174,T175,T175,Jeff Overton,24,114,2.0
175,T175,T175,Richard Sterne,7,114,5.0
176,T175,T175,Gary Woodland,25,114,114.0
177,T178,T178,Brian Davis,28,113,17.0
178,T178,T178,Graham DeLaet,24,113,19.0
179,T178,T178,Matt Every,26,113,18.0
180,T178,T178,Jason Gore,7,113,32.0
181,182,182,Alex Prugh,16,112,37.0
182,T183,T183,Chad Campbell,18,109,1.0
183,T183,T183,Darren Clarke,15,109,7.0
184,T183,T183,John Mallinger,14,109,6.0
185,T183,T183,Steve Marino,13,109,6.0
186,T187,T187,Will Claxton,8,108,11.0
187,T187,T187,D.A. Points,27,108,31.0
188,T187,T187,Scott Verplank,12,108,108.0
189,T190,T190,Blake Adams,8,107,
190,T190,T190,Trevor Immelman,28,107,52.0
191,T190,T190,Jamie Lovemark,20,107,24.0
192,T190,T190,Hideki Matsuyama,24,107,12.0
193,T194,T194,José Coceres,6,105,1.0
194,T194,T194,John Daly,15,105,18.0
195,T194,T194,Thorbjørn Olesen,14,105,73.0
196,T197,T197,Woody Austin,22,104,94.0
197,T197,T197,Victor Dubuisson,10,104,33.0
198,T197,T197,David Lingmerth,26,104,17.0
199,T197,T197,Greg Owen,8,104,37.0
200,T201,T201,Briny Baird,17,103,1.0
201,T201,T201,Gaganjeet Bhullar,2,103,12.0
202,T201,T201,Daniel Chopra,16,103,11.0
203,T201,T201,Doug LaBelle II,12,103,11.0
204,T201,T201,Shane Lowry,3,103,40.0
205,T201,T201,John Rollins,28,103,6.0
206,T201,T201,Jhonattan Vegas,23,103,44.0
207,208,208,Michael Putnam,30,101,26.0
208,T209,T209,Martin Laird,20,100,43.0
209,T209,T209,Jim Renner,25,100,2.0
210,T209,T209,Kevin Stadler,26,100,13.0
211,T209,T209,Kevin Streelman,24,100,11.0
212,T213,T213,Kevin Foley,15,98,4.0
213,T213,T213,Harrison Frazar,15,98,37.0
214,T213,T213,Nathan Green,4,98,40.0
215,T213,T213,Lee Williams,13,98,2.0
216,217,217,Louis Oosthuizen,16,97,3.0
217,T218,T218,Davis Love III,22,96,21.0
218,T218,T218,Tim Petrovic,10,96,7.0
219,T220,T220,Stewart Cink,25,94,31.0
220,T220,T220,Branden Grace,11,94,57.0
221,T220,T220,Kyle Stanley,28,94,
222,T223,T223,Justin Bolli,6,93,93.0
223,T223,T223,Tommy Gainey,26,93,21.0
224,T223,T223,John Peterson,25,93,1.0
225,T226,T226,Mark Anderson,8,92,32.0
226,T226,T226,Joe Ogilvie,13,92,21.0
227,T226,T226,Marc Warren,2,92,7.0
228,T229,T229,Patrick Reed,28,91,22.0
229,T229,T229,Justin Thomas,7,91,27.0
230,231,231,James Driscoll,25,90,31.0
231,T232,T232,Thomas Aiken,3,89,17.0
232,T232,T232,Sangmoon Bae,24,89,33.0
233,T232,T232,Bob Estes,2,89,89.0
234,T232,T232,Stephen Gallacher,12,89,
235,T232,T232,Hideto Tanihara,3,89,54.0
236,237,237,Jordan Niebrugge,2,87,87.0
237,T238,T238,Scott Gardiner,18,86,
238,T238,T238,Joost Luiten,9,86,68.0
239,T238,T238,Jeff Maggert,19,86,
240,T241,T241,Harris English,28,85,23.0
241,T241,T241,David Howell,3,85,29.0
242,243,243,Matteo Manassero,10,84,9.0
243,T244,T244,Jeff Curl,2,83,83.0
244,T244,T244,Matthew Fitzpatrick,4,83,12.0
245,T246,T246,Steven Bowditch,30,82,15.0
246,T246,T246,Brett Rumford,3,82,61.0
247,T248,T248,George Coetzee,6,81,74.0
248,T248,T248,Gonzalo Fernandez-Castaño,25,81,3.0
249,T248,T248,Lucas Glover,26,81,5.0
250,T248,T248,Tag Ridings,12,81,11.0
251,252,252,Rod Perry,7,80,42.0
252,T253,T253,Mikko Ilonen,5,77,63.0
253,T253,T253,Pablo Larrazabal,5,77,56.0
254,T253,T253,Marc Turnesa,6,77,5.0
255,256,256,Tiger Woods,7,76,12.0
256,T257,T257,Shiv Kapur,2,75,75.0
257,T257,T257,Peter Uihlein,7,75,16.0
258,259,259,Kevin Tway,23,74,
259,T260,T260,Stephen Ames,18,73,14.0
260,T260,T260,Cameron Beckman,12,73,19.0
261,T260,T260,Jason Dufner,17,73,2.0
262,T260,T260,Joe Durant,15,73,2.0
263,T264,T264,Michael Bradley,2,72,72.0
264,T264,T264,Kristoffer Broberg,1,72,72.0
265,T264,T264,Alex Cejka,6,72,16.0
266,T264,T264,Joel Dahmen,1,72,72.0
267,T264,T264,Oliver Fisher,2,72,72.0
268,T264,T264,Emiliano Grillo,1,72,72.0
269,T264,T264,Adam Hadwin,1,72,72.0
270,T264,T264,Jamie McLeary,1,72,72.0
271,T264,T264,Sam Saunders,1,72,72.0
272,T273,T273,Tommy Fleetwood,3,71,45.0
273,T273,T273,Peter Hanson,13,71,10.0
274,T273,T273,Lee Janzen,8,71,53.0
275,T273,T273,Chris Thompson,2,71,2.0
276,T277,T277,Alex Aragon,18,70,2.0
277,T277,T277,Padraig Harrington,16,70,12.0
278,T277,T277,Dudley Hart,4,70,20.0
279,T277,T277,Hyung-Sung Kim,6,70,66.0
280,T277,T277,D.J. Trahan,5,70,70.0
281,T282,T282,Fred Funk,8,69,26.0
282,T282,T282,Jay McLuen,2,69,
283,T284,T284,Billy Mayfair,4,68,53.0
284,T284,T284,Carlos Ortiz,1,68,3.0
285,T284,T284,Ryan Sullivan,1,68,68.0
286,T284,T284,Jaco Van Zyl,1,68,3.0
287,T288,T288,Benjamín Alvarado,6,67,20.0
288,T288,T288,Derek Tolan,1,67,4.0
289,T288,T288,Cameron Wilson,3,67,13.0
290,T291,T291,Rafa Cabrera Bello,5,66,1.0
291,T291,T291,Fabián Gómez,4,66,4.0
292,T291,T291,Koumei Oda,2,66,66.0
293,T291,T291,Kevin Penner,1,66,66.0
294,295,295,Prayad Marksaeng,1,65,4.0
295,T296,T296,Mark Brooks,2,64,25.0
296,T296,T296,Bobby Gates,14,64,25.0
297,T296,T296,Chris Smith,7,64,10.0
298,T296,T296,Bernd Wiesberger,4,64,56.0
299,T300,T300,Raphael Jacquelin,1,63,63.0
300,T300,T300,Jin Jeong,3,63,34.0
301,T302,T302,Rafael Campos,1,62,62.0
302,T302,T302,Hiroyuki Fujita,1,62,62.0
303,T302,T302,Brady Watt,4,62,62.0
304,305,305,Danny Willett,3,61,45.0
305,T306,T306,Oliver Goss,7,60,19.0
306,T306,T306,Jesper Parnevik,3,60,7.0
307,T308,T308,Kris Blanks,8,59,57.0
308,T308,T308,Gary Christian,3,59,
309,T308,T308,Chris DiMarco,7,59,8.0
310,T308,T308,Thongchai Jaidee,9,59,27.0
311,T312,T312,Kiradech Aphibarnrat,9,57,11.0
312,T312,T312,Chris Williams,4,57,21.0
313,T312,T312,Bobby Wyatt,5,57,6.0
314,T315,T315,Chris Rodgers,1,56,15.0
315,T315,T315,Paul Stankowski,3,56,2.0
316,T317,T317,Max Homa,8,55,18.0
317,T317,T317,Masahiro Kawamura,2,55,55.0
318,T317,T317,Anirban Lahiri,3,55,14.0
319,T317,T317,Vaughn Taylor,3,55,35.0
320,T321,T321,Seuk-hyun Baek,2,54,17.0
321,T321,T321,Eric Dugas,1,54,54.0
322,T321,T321,Ben Kohles,3,54,39.0
323,T321,T321,Taylor Pendrith,1,54,8.0
324,T321,T321,Patrick Rodgers,7,54,39.0
325,T326,T326,Wenyi Huang,1,53,53.0
326,T326,T326,Steven Ihm,1,53,53.0
327,T326,T326,Yoshitaka Takeya,1,53,53.0
328,T329,T329,Nick Faldo,3,52,44.0
329,T329,T329,Will Strickler,2,52,52.0
330,T331,T331,Mike Hendry,1,51,51.0
331,T331,T331,Michael Kim,2,51,12.0
332,T331,T331,Kelly Mitchum,2,51,2.0
333,T331,T331,Garth Mulroy,1,51,51.0
334,T331,T331,Armando Villarreal,2,51,7.0
335,336,336,Scottie Scheffler,2,50,11.0
336,337,337,Zachary Olsen,2,49,38.0
337,338,338,Fran Quinn,1,48,13.0
338,T339,T339,Arjun Atwal,4,47,47.0
339,T339,T339,Zac Blair,1,47,3.0
340,T339,T339,Derek Fathauer,1,47,47.0
341,T339,T339,Daisuke Maruyama,1,47,2.0
342,T339,T339,Toshinori Muto,1,47,47.0
343,T339,T339,Kenny Perry,5,47,18.0
344,T339,T339,Chez Reavie,2,47,18.0
345,T346,T346,Nicholas Fung,1,46,15.0
346,T346,T346,Andres Gonzales,2,46,29.0
347,T346,T346,Rashid Ismail,1,46,4.0
348,T349,T349,Siddikur Rahman,1,45,26.0
349,T349,T349,Kyle Reifers,2,45,3.0
350,T351,T351,Austin Cook,1,44,27.0
351,T351,T351,Bernhard Langer,1,44,27.0
352,T351,T351,HaoTong Li,1,44,10.0
353,T351,T351,WC Liang,2,44,13.0
354,T355,T355,Alexander Levy,2,43,1.0
355,T355,T355,Mingjie Huang,1,43,1.0
356,T357,T357,Rich Beem,3,42,42.0
357,T357,T357,Patrick Cantlay,5,42,8.0
358,T357,T357,Marco Dawson,1,42,42.0
359,T357,T357,Bubba Dickerson,2,42,10.0
360,T357,T357,Nicholas Lindheim,1,42,5.0
361,362,362,Steve Flesch,5,40,2.0
362,T363,T363,Ashun Wu,2,39,30.0
363,T363,T363,Mark Brown,1,39,39.0
364,T363,T363,Marcel Siem,3,39,24.0
365,T363,T363,David Skinns,1,39,32.0
366,T367,T367,Fred Couples,3,38,29.0
367,T367,T367,Larry Mize,1,38,15.0
368,T369,T369,Troy Kelly,2,37,37.0
369,T369,T369,Dawie van der Walt,2,37,13.0
370,T371,T371,Matthew Baldwin,1,36,36.0
371,T371,T371,Guy Boros,2,36,36.0
372,T371,T371,Dustin Bray,1,36,36.0
373,T371,T371,Julien Brun,1,36,36.0
374,T371,T371,Eli Cole,1,36,36.0
375,T371,T371,Rob Corcoran,1,36,36.0
376,T371,T371,Franklin Corpening,1,36,36.0
377,T371,T371,Andrés Echavarría,1,36,36.0
378,T371,T371,Oscar Floren,1,36,36.0
379,T371,T371,Aaron Goldberg,1,36,36.0
380,T371,T371,Robbie Greenwell,1,36,36.0
381,T371,T371,Tyrrell Hatton,1,36,36.0
382,T371,T371,Michael Hebert,1,36,36.0
383,T371,T371,Ryan Helminen,1,36,36.0
384,T371,T371,David Hronek,1,36,36.0
385,T371,T371,Mark Hubbard,1,36,17.0
386,T371,T371,Yuta Ikeda,1,36,36.0
387,T371,T371,Hiroshi Iwata,1,36,36.0
388,T371,T371,Scott Jamieson,1,36,36.0
389,T371,T371,Kent Jones,2,36,36.0
390,T371,T371,Hyung-Tae Kim,1,36,36.0
391,T371,T371,Colt Knost,1,36,36.0
392,T371,T371,Tomohiro Kondo,1,36,36.0
393,T371,T371,Ryan Lenahan,1,36,36.0
394,T371,T371,Tom Lewis,1,36,36.0
395,T371,T371,Ken Looper,1,36,36.0
396,T371,T371,Paul McKechnie,1,36,36.0
397,T371,T371,Rocco Mediate,3,36,11.0
398,T371,T371,Jason Millard,1,36,36.0
399,T371,T371,Erick Morales,1,36,36.0
400,T371,T371,Bradley Neil,1,36,36.0
401,T371,T371,Kirk Nelson,1,36,36.0
402,T371,T371,C.T. Pan,1,36,36.0
403,T371,T371,Andrea Pavan,1,36,36.0
404,T371,T371,Corey Pavin,1,36,36.0
405,T371,T371,Josh Persons,1,36,36.0
406,T371,T371,Aron Price,1,36,36.0
407,T371,T371,Ted Purdy,2,36,36.0
408,T371,T371,Alvaro Quiros,2,36,20.0
409,T371,T371,Chris Riley,2,36,36.0
410,T371,T371,José de Jesús Rodríguez,1,36,36.0
411,T371,T371,Andrew Ruthkoski,1,36,36.0
412,T371,T371,Sebastián Saavedra,2,36,36.0
413,T371,T371,Jared Sawada,1,36,36.0
414,T371,T371,Ben Silverman,1,36,36.0
415,T371,T371,Jerry Smith,1,36,36.0
416,T371,T371,Yoshinobu Tsukada,1,36,36.0
417,T371,T371,Cory Whitsett,1,36,36.0
418,T371,T371,Casey Wittenberg,1,36,36.0
419,T420,T420,Byeong Hun An,1,35,12.0
420,T420,T420,Michael Block,2,35,4.0
421,T420,T420,Jon Curran,1,35,7.0
422,T420,T420,Paul Dunne,1,35,35.0
423,T420,T420,Hunter Green,1,35,
424,T420,T420,Brian Norman,1,35,35.0
425,T420,T420,Brett Quigley,1,35,17.0
426,T420,T420,Victor Riu,1,35,
427,T420,T420,Dustin Volk,1,35,35.0
428,T429,T429,Cody Gribble,1,34,19.0
429,T429,T429,Sam Love,2,34,12.0
430,T429,T429,Maverick McNealy,1,34,1.0
431,T432,T432,Lucas Bjerregaard,1,33,33.0
432,T432,T432,Rhys Enoch,1,33,2.0
433,T432,T432,Ki Taek Lee,1,33,33.0
434,T432,T432,Michael Miller,1,33,2.0
435,T432,T432,Timothy Puetz,1,33,33.0
436,T432,T432,Mark Silvers,1,33,33.0
437,T432,T432,Esteban Toledo,1,33,33.0
438,T432,T432,James Vargas,1,33,2.0
439,T440,T440,Frank Esposito,1,32,32.0
440,T440,T440,Joey Garber,1,32,3.0
441,T440,T440,Hunter Hamrick,1,32,32.0
442,T440,T440,Beonyeong Lee,1,32,1.0
443,T440,T440,Wade Ormsby,1,32,10.0
444,T440,T440,Hunter Stewart,2,32,32.0
445,T440,T440,Graeme Storm,1,32,3.0
446,T447,T447,Corey Conners,1,31,31.0
447,T447,T447,Oscar Fraustro,1,31,12.0
448,T447,T447,Berry Henson,1,31,31.0
449,T447,T447,Peter Jacobsen,1,31,3.0
450,T447,T447,Colin Montgomerie,1,31,
451,T447,T447,Craig Stadler,1,31,31.0
452,T447,T447,Harold Varner III,2,31,19.0
453,T454,T454,Josh Broadaway,1,30,30.0
454,T454,T454,Brad Lardon,1,30,5.0
455,T454,T454,Bob Sowards,1,30,30.0
456,T457,T457,Mu Hu,1,29,29.0
457,T457,T457,Jim McGovern,1,29,29.0
458,T457,T457,Daniel Popovic,1,29,15.0
459,T457,T457,Eugene Wong,1,29,5.0
460,T461,T461,David Carr,3,28,13.0
461,T461,T461,Donald Constable,1,28,7.0
462,T461,T461,Matt Dobyns,1,28,7.0
463,T461,T461,Steven Fox,1,28,28.0
464,T461,T461,Smylie Kaufman,1,28,28.0
465,T461,T461,Yusaku Miyazato,2,28,1.0
466,T461,T461,Clayton Rask,1,28,1.0
467,T461,T461,Adam Svensson,1,28,7.0
468,T469,T469,Stuart Deane,2,27,18.0
469,T469,T469,José María Olazábal,1,27,27.0
470,T469,T469,"Wes Short, Jr.",1,27,8.0
471,T469,T469,Azuma Yano,1,27,27.0
472,T473,T473,Daniel Balin,1,26,26.0
473,T473,T473,Fielding Brewbaker,1,26,9.0
474,T473,T473,Tano Goya,1,26,13.0
475,T473,T473,Aaron Krueger,2,26,13.0
476,T473,T473,Dave Levesque,1,26,9.0
477,T473,T473,Rob Oppenheim,1,26,26.0
478,T473,T473,Robby Shelton,1,26,26.0
479,T473,T473,Miguel Suarez,1,26,9.0
480,T473,T473,Dave Tentis,1,26,26.0
481,T473,T473,Jay Westerlund,1,26,26.0
482,T483,T483,Ross Fisher,2,25,11.0
483,T483,T483,Rhein Gibson,1,25,21.0
484,T483,T483,Michael Gligic,1,25,9.0
485,T483,T483,Robert McClellan,1,25,6.0
486,T483,T483,Toru Taniguchi,1,25,6.0
487,T483,T483,Eric Williamson,1,25,6.0
488,T489,T489,Chris Hemmerich,1,24,24.0
489,T489,T489,Masanori Kobayashi,1,24,7.0
490,T489,T489,Johan Kok,1,24,24.0
491,T489,T489,Grant Leaver,1,24,11.0
492,T489,T489,Frank Lickliter II,4,24,2.0
493,T489,T489,Paul McGinley,1,24,7.0
494,T489,T489,Brandon McIver,1,24,4.0
495,T489,T489,David Oh,1,24,2.0
496,T497,T497,Neal Ajubita,1,23,12.0
497,T497,T497,Shane Bertsch,1,23,12.0
498,T497,T497,Ryan Blaum,1,23,5.0
499,T497,T497,Brian Campbell,1,23,12.0
500,T497,T497,Talor Gooch,1,23,12.0
501,T497,T497,Jesse Hutchins,1,23,12.0
502,T497,T497,Timothy Madigan,1,23,4.0
503,T497,T497,Juvic Pagunsan,1,23,23.0
504,T505,T505,Steven Alker,1,22,13.0
505,T505,T505,Billy Andrade,1,22,22.0
506,T505,T505,Kelvin Burgin,1,22,1.0
507,T505,T505,Maximilian Kieffer,1,22,22.0
508,T505,T505,Don Littrell,1,22,22.0
509,T505,T505,Bill Lunde,1,22,22.0
510,T505,T505,Bryden MacPherson,1,22,22.0
511,T505,T505,Shaun Micheel,1,22,4.0
512,T505,T505,Dustin Morris,2,22,11.0
513,T505,T505,Garrick Porteous,1,22,2.0
514,T505,T505,Matthew Southgate,1,22,22.0
515,T516,T516,Craig Barlow,2,21,21.0
516,T516,T516,Daniel Berger,1,21,21.0
517,T516,T516,David Bradshaw,1,21,1.0
518,T516,T516,Jamie Broce,1,21,21.0
519,T516,T516,Chris Hanson,1,21,21.0
520,T516,T516,Alan Scheer,1,21,13.0
521,T516,T516,Martin Trainer,1,21,2.0
522,T516,T516,Billy Walsh,1,21,21.0
523,T524,T524,Brian Agee,1,20,20.0
524,T524,T524,David Gossett,3,20,20.0
525,T524,T524,Jordi Garcia Pinto,1,20,1.0
526,T524,T524,Brett Stegmaier,1,20,5.0
527,T524,T524,Guan Tian Liang,1,20,20.0
528,T529,T529,Julián Etulain,1,19,19.0
529,T529,T529,Raymond Knoll,1,19,13.0
530,T529,T529,Rick Lewallen,1,19,15.0
531,T529,T529,Nick Mason,1,19,19.0
532,T529,T529,Henrik Norlander,1,19,1.0
533,T529,T529,Steve Schneiter,1,19,15.0
534,T529,T529,John Singleton,1,19,19.0
535,T536,T536,Mark Blakefield,1,18,14.0
536,T536,T536,Hunter Brown,1,18,18.0
537,T536,T536,Will Collins,1,18,17.0
538,T536,T536,Niclas Fasth,1,18,1.0
539,T536,T536,Paul Lawrie,1,18,17.0
540,T536,T536,Yanwei Liu,1,18,18.0
541,T536,T536,Sandy Lyle,2,18,
542,T536,T536,Kiyoshi Miyazato,1,18,7.0
543,T536,T536,Garrett Osborn,1,18,18.0
544,T536,T536,Joey Snyder III,1,18,1.0
545,T536,T536,Paul Trittler,1,18,17.0
546,T536,T536,David von Hoffmann,1,18,18.0
547,T548,T548,Olin Browne,1,17,5.0
548,T548,T548,Ben Crenshaw,1,17,8.0
549,T548,T548,Michael McCoy,1,17,13.0
550,T548,T548,Kevin Sutherland,1,17,17.0
551,T552,T552,Kevin Carrigan,1,16,7.0
552,T552,T552,Case Cochran,1,16,16.0
553,T552,T552,Chris Doak,1,16,2.0
554,T552,T552,Robert Gamez,1,16,16.0
555,T552,T552,Dong-Kyu Jang,1,16,2.0
556,T552,T552,Kyoung-Hoon Lee,1,16,4.0
557,T552,T552,Chang-woo Lee,1,16,10.0
558,T552,T552,Andrew Putnam,1,16,16.0
559,T552,T552,Craig Stevens,1,16,5.0
560,T561,T561,Alex Carpenter,1,15,3.0
