,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Tim Clark,26,28,,2,17,2014390
1,T2,T2,Kevin Chappell,28,27,3.0,1,7,2014280
2,T2,T2,Jim Furyk,21,27,1.0,1,5,2014410
3,T2,T2,Jamie Lovemark,20,27,2.0,1,1,2014360
4,T2,T2,Andrew Svoboda,24,27,,2,10,2014200
5,6,6,Martin Laird,20,26,,4,6,2014130
6,T7,T7,Daniel Summerhays,27,25,1.0,2,14,2014280
7,T7,T7,Boo Weekley,24,25,3.0,2,1,2014110
8,T9,T9,Graham DeLaet,24,24,3.0,2,14,2014280
9,T9,T9,David Hearn,28,24,,2,15,2014200
10,T9,T9,Justin Hicks,30,24,6.0,3,8,2014060
11,T9,T9,Andrew Loupe,22,24,1.0,1,4,2014160
12,T9,T9,Jhonattan Vegas,23,24,,4,6,2014020
13,T14,T14,Matt Every,26,23,7.0,3,6,2014130
14,T14,T14,Hudson Swafford,26,23,5.0,4,13,2014120
15,T16,T16,Mark Calcavecchia,8,22,1.0,2,15,2014050
16,T16,T16,Stewart Cink,25,22,3.0,1,10,2014140
17,T16,T16,Ken Duke,25,22,2.0,4,6,2014040
18,T16,T16,Morgan Hoffmann,32,22,,2,15,2014140
19,T16,T16,Zach Johnson,26,22,1.0,3,18,2014390
20,T16,T16,Martin Kaymer,19,22,2.0,3,10,2014040
21,T16,T16,Rory McIlroy,17,22,7.0,1,16,2014040
22,T16,T16,John Rollins,28,22,,1,13,2014360
23,T16,T16,Justin Rose,19,22,1.0,3,12,2014040
24,T16,T16,Webb Simpson,25,22,,1,3,2014020
25,T16,T16,Brian Stuard,29,22,1.0,1,4,2014130
26,T27,T27,Robert Karlsson,7,21,1.0,3,18,2014050
27,T27,T27,D.H. Lee,20,21,,1,2,2014280
28,T27,T27,Danny Lee,28,21,7.0,3,5,2014050
29,T27,T27,Camilo Villegas,29,21,3.0,1,12,2014450
30,T31,T31,Paul Casey,16,20,1.0,3,2,2014040
