,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Matteo Manassero,10,16
1,T2,T2,Paul Goydos,19,12
2,T2,T2,Ryan Palmer,23,12
3,T4,T4,Daniel Chopra,16,11
4,T4,T4,Austin Cook,1,11
5,T4,T4,Luke Donald,17,11
6,T4,T4,Ernie Els,24,11
7,T4,T4,Sergio Garcia,16,11
8,T4,T4,WC Liang,2,11
9,T4,T4,Hideki Matsuyama,24,11
10,T4,T4,William McGirt,29,11
11,T4,T4,Brendon Todd,29,11
12,T4,T4,Dawie van der Walt,2,11
13,T14,T14,Cameron Beckman,12,10
14,T14,T14,Scott Brown,30,10
15,T14,T14,Kevin Kisner,26,10
16,T14,T14,Graeme McDowell,17,10
17,T14,T14,Sean O'Hair,25,10
18,T14,T14,Jordan Spieth,27,10
19,T14,T14,Kevin Streelman,24,10
20,T14,T14,Michael Thompson,22,10
21,T22,T22,Stuart Appleby,29,9
22,T22,T22,Jason Bohn,25,9
23,T22,T22,Darren Clarke,15,9
24,T22,T22,Jamie Donaldson,12,9
25,T22,T22,Jason Dufner,17,9
26,T22,T22,Matt Every,26,9
27,T22,T22,David Hearn,28,9
28,T22,T22,Tim Herron,15,9
29,T22,T22,J.B. Holmes,24,9
30,T22,T22,Jason Kokrak,19,9
31,T22,T22,Marc Leishman,24,9
32,T22,T22,Justin Leonard,22,9
33,T22,T22,Andrew Loupe,22,9
34,T22,T22,Scott McCarron,12,9
35,T22,T22,Larry Mize,1,9
36,T22,T22,Carl Pettersson,28,9
37,T22,T22,Patrick Reed,28,9
38,T22,T22,Andres Romero,26,9
39,T22,T22,Charl Schwartzel,18,9
40,T22,T22,Brandt Snedeker,25,9
41,T22,T22,Brendan Steele,26,9
42,T22,T22,Richard Sterne,7,9
43,T22,T22,Hideto Tanihara,3,9
44,T22,T22,Cameron Tringale,31,9
45,T22,T22,Mike Weir,25,9
46,T22,T22,Tiger Woods,7,9
47,T48,T48,Jason Allred,9,8
48,T48,T48,Aaron Baddeley,24,8
49,T48,T48,Jonas Blixt,21,8
50,T48,T48,Steven Bowditch,30,8
51,T48,T48,Ángel Cabrera,23,8
52,T48,T48,Kevin Chappell,28,8
53,T48,T48,Tim Clark,26,8
54,T48,T48,Brian Davis,28,8
55,T48,T48,James Driscoll,25,8
