,Consecutive_Par_4_Birdies_RANK THIS WEEK,Consecutive_Par_4_Birdies_RANK LAST WEEK,Consecutive_Par_4_Birdies_PLAYER NAME,Consecutive_Par_4_Birdies_EVENTS,Consecutive_Par_4_Birdies_NUMBER OF HOLES
0,T1,T1,Harris English,28,5
1,T1,T1,Paul Goydos,19,5
2,T1,T1,Luke Guthrie,26,5
3,T1,T1,Brian Harman,32,5
4,T1,T1,David Hearn,28,5
5,T1,T1,Justin Hicks,30,5
6,T1,T1,Zach Johnson,26,5
7,T1,T1,Matt Jones,25,5
8,T1,T1,Matt Kuchar,24,5
9,T1,T1,Will MacKenzie,27,5
10,T1,T1,Zachary Olsen,2,5
11,T1,T1,Ian Poulter,17,5
12,T1,T1,Jim Renner,25,5
13,T1,T1,Brandt Snedeker,25,5
14,T1,T1,Kevin Stadler,26,5
15,T1,T1,Scott Stallings,28,5
16,T1,T1,Kevin Streelman,24,5
17,T1,T1,Daniel Summerhays,27,5
18,T1,T1,Michael Thompson,22,5
19,T20,T20,Robert Allenby,29,4
20,T20,T20,Jason Allred,9,4
21,T20,T20,Mark Anderson,8,4
22,T20,T20,Stuart Appleby,29,4
23,T20,T20,Jason Bohn,25,4
24,T20,T20,Keegan Bradley,26,4
25,T20,T20,Scott Brown,30,4
26,T20,T20,Ángel Cabrera,23,4
27,T20,T20,Kevin Chappell,28,4
28,T20,T20,K.J. Choi,23,4
29,T20,T20,Stewart Cink,25,4
30,T20,T20,Will Claxton,8,4
31,T20,T20,Chad Collins,28,4
32,T20,T20,Ben Curtis,24,4
33,T20,T20,Victor Dubuisson,10,4
34,T20,T20,Jason Dufner,17,4
35,T20,T20,Ernie Els,24,4
36,T20,T20,Darren Fichardt,2,4
37,T20,T20,Martin Flores,26,4
38,T20,T20,Rickie Fowler,26,4
39,T20,T20,Sergio Garcia,16,4
40,T20,T20,Jason Gore,7,4
41,T20,T20,Chesson Hadley,29,4
42,T20,T20,Russell Henley,29,4
43,T20,T20,Jim Herman,21,4
44,T20,T20,Billy Horschel,27,4
45,T20,T20,Charles Howell III,29,4
46,T20,T20,Ryo Ishikawa,24,4
47,T20,T20,Dustin Johnson,17,4
48,T20,T20,Robert Karlsson,7,4
49,T20,T20,Martin Kaymer,19,4
50,T20,T20,Russell Knox,26,4
51,T20,T20,Brooks Koepka,16,4
52,T20,T20,Jason Kokrak,19,4
53,T20,T20,Danny Lee,28,4
54,T20,T20,Hideki Matsuyama,24,4
55,T20,T20,Troy Matteson,23,4
56,T20,T20,William McGirt,29,4
57,T20,T20,Rory McIlroy,17,4
58,T20,T20,George McNeill,24,4
59,T20,T20,John Merrick,25,4
60,T20,T20,Ryan Moore,24,4
61,T20,T20,Geoff Ogilvy,26,4
62,T20,T20,Jeff Overton,24,4
63,T20,T20,Ryan Palmer,23,4
64,T20,T20,Pat Perez,25,4
65,T20,T20,D.A. Points,27,4
66,T20,T20,Michael Putnam,30,4
67,T20,T20,Patrick Reed,28,4
68,T20,T20,Justin Rose,19,4
69,T20,T20,Webb Simpson,25,4
70,T20,T20,Brendan Steele,26,4
71,T20,T20,Henrik Stenson,15,4
72,T20,T20,Brian Stuard,29,4
73,T20,T20,Andrew Svoboda,24,4
74,T20,T20,Cameron Tringale,31,4
75,T20,T20,Kevin Tway,23,4
76,T20,T20,Tyrone Van Aswegen,25,4
77,T20,T20,Bo Van Pelt,25,4
78,T20,T20,Jhonattan Vegas,23,4
79,T20,T20,Camilo Villegas,29,4
80,T20,T20,Bubba Watson,21,4
81,T20,T20,Mike Weir,25,4
82,T20,T20,Gary Woodland,25,4
83,T84,T84,Blake Adams,8,3
84,T84,T84,Benjamín Alvarado,6,3
85,T84,T84,Kiradech Aphibarnrat,9,3
86,T84,T84,Alex Aragon,18,3
87,T84,T84,Woody Austin,22,3
88,T84,T84,Aaron Baddeley,24,3
89,T84,T84,Briny Baird,17,3
90,T84,T84,Ricky Barnes,27,3
91,T84,T84,Charlie Beljan,26,3
92,T84,T84,Gaganjeet Bhullar,2,3
93,T84,T84,Jonas Blixt,21,3
94,T84,T84,Justin Bolli,6,3
95,T84,T84,Steven Bowditch,30,3
96,T84,T84,Jonathan Byrd,24,3
97,T84,T84,Rafa Cabrera Bello,5,3
98,T84,T84,Chad Campbell,18,3
99,T84,T84,Miguel Angel Carballo,15,3
100,T84,T84,Paul Casey,16,3
101,T84,T84,Roberto Castro,27,3
102,T84,T84,Bud Cauley,19,3
103,T84,T84,Alex Cejka,6,3
104,T84,T84,Greg Chalmers,27,3
105,T84,T84,Tim Clark,26,3
106,T84,T84,Darren Clarke,15,3
107,T84,T84,Erik Compton,28,3
108,T84,T84,Austin Cook,1,3
109,T84,T84,John Daly,15,3
110,T84,T84,Brian Davis,28,3
111,T84,T84,Jason Day,15,3
112,T84,T84,Brendon de Jonge,31,3
113,T84,T84,Graham DeLaet,24,3
114,T84,T84,Luke Donald,17,3
115,T84,T84,Jamie Donaldson,12,3
116,T84,T84,James Driscoll,25,3
117,T84,T84,Ken Duke,25,3
118,T84,T84,Joe Durant,15,3
119,T84,T84,Derek Ernst,28,3
120,T84,T84,Matt Every,26,3
121,T84,T84,Gonzalo Fernandez-Castaño,25,3
122,T84,T84,Kevin Foley,15,3
123,T84,T84,Harrison Frazar,15,3
124,T84,T84,Brad Fritsch,18,3
125,T84,T84,Jim Furyk,21,3
126,T84,T84,Tommy Gainey,26,3
127,T84,T84,Stephen Gallacher,12,3
128,T84,T84,Brice Garnett,28,3
129,T84,T84,Robert Garrigus,25,3
130,T84,T84,Brian Gay,26,3
131,T84,T84,Lucas Glover,26,3
132,T84,T84,Fabián Gómez,4,3
133,T84,T84,Andres Gonzales,2,3
134,T84,T84,Retief Goosen,26,3
135,T84,T84,Oliver Goss,7,3
136,T84,T84,Will Grimmer,1,3
137,T84,T84,Bill Haas,28,3
138,T84,T84,James Hahn,27,3
139,T84,T84,Peter Hanson,13,3
140,T84,T84,J.J. Henry,28,3
141,T84,T84,Tim Herron,15,3
142,T84,T84,Charley Hoffman,25,3
143,T84,T84,Morgan Hoffmann,32,3
144,T84,T84,J.B. Holmes,24,3
145,T84,T84,Max Homa,8,3
146,T84,T84,John Huh,28,3
147,T84,T84,Billy Hurley III,26,3
148,T84,T84,Ryuji Imada,9,3
149,T84,T84,Trevor Immelman,28,3
150,T84,T84,Peter Jacobsen,1,3
151,T84,T84,Freddie Jacobson,27,3
152,T84,T84,Miguel Angel Jiménez,8,3
153,T84,T84,Jerry Kelly,23,3
154,T84,T84,Chris Kirk,28,3
155,T84,T84,Kevin Kisner,26,3
156,T84,T84,Martin Laird,20,3
157,T84,T84,Scott Langley,29,3
158,T84,T84,D.H. Lee,20,3
159,T84,T84,Richard Lee,27,3
160,T84,T84,Marc Leishman,24,3
161,T84,T84,Spencer Levin,20,3
162,T84,T84,David Lingmerth,26,3
163,T84,T84,Edward Loar,19,3
164,T84,T84,Andrew Loupe,22,3
165,T84,T84,Davis Love III,22,3
166,T84,T84,Jamie Lovemark,20,3
167,T84,T84,Shane Lowry,3,3
168,T84,T84,Jeff Maggert,19,3
169,T84,T84,John Mallinger,14,3
170,T84,T84,Peter Malnati,18,3
171,T84,T84,Matteo Manassero,10,3
172,T84,T84,Steve Marino,13,3
173,T84,T84,Ben Martin,26,3
174,T84,T84,Graeme McDowell,17,3
175,T84,T84,Jay McLuen,2,3
176,T84,T84,Troy Merritt,20,3
177,T84,T84,Phil Mickelson,21,3
178,T84,T84,Bryce Molder,25,3
179,T84,T84,Francesco Molinari,12,3
180,T84,T84,Kevin Na,27,3
181,T84,T84,Seung-Yul Noh,27,3
182,T84,T84,Joe Ogilvie,13,3
183,T84,T84,Thorbjørn Olesen,14,3
184,T84,T84,Louis Oosthuizen,16,3
185,T84,T84,Garrett Osborn,1,3
186,T84,T84,John Peterson,25,3
187,T84,T84,Tim Petrovic,10,3
188,T84,T84,Carl Pettersson,28,3
189,T84,T84,Daniel Popovic,1,3
190,T84,T84,"Ted Potter, Jr.",24,3
191,T84,T84,Dicky Pride,13,3
192,T84,T84,Alex Prugh,16,3
193,T84,T84,Siddikur Rahman,1,3
194,T84,T84,Chez Reavie,2,3
195,T84,T84,John Rollins,28,3
196,T84,T84,Andres Romero,26,3
197,T84,T84,Rory Sabbatini,26,3
198,T84,T84,Scottie Scheffler,2,3
199,T84,T84,Charl Schwartzel,18,3
200,T84,T84,Adam Scott,17,3
201,T84,T84,John Senden,27,3
202,T84,T84,Vijay Singh,25,3
203,T84,T84,Jordan Spieth,27,3
204,T84,T84,Kyle Stanley,28,3
205,T84,T84,Shawn Stefani,17,3
206,T84,T84,Robert Streb,21,3
207,T84,T84,Steve Stricker,11,3
208,T84,T84,Chris Stroud,25,3
209,T84,T84,Hudson Swafford,26,3
210,T84,T84,Josh Teater,28,3
211,T84,T84,Justin Thomas,7,3
212,T84,T84,Nicholas Thompson,30,3
213,T84,T84,Brendon Todd,29,3
214,T84,T84,David Toms,20,3
215,T84,T84,Dawie van der Walt,2,3
216,T84,T84,Johnson Wagner,24,3
217,T84,T84,Jimmy Walker,27,3
218,T84,T84,Marc Warren,2,3
219,T84,T84,Boo Weekley,24,3
220,T84,T84,Lee Westwood,18,3
221,T84,T84,Willy Wilcox,16,3
222,T84,T84,Tim Wilkinson,25,3
223,T84,T84,Lee Williams,13,3
224,T84,T84,Y.E. Yang,28,3
225,T226,T226,Thomas Aiken,3,2
226,T226,T226,Stephen Ames,18,2
227,T226,T226,Ashun Wu,2,2
228,T226,T226,Arjun Atwal,4,2
229,T226,T226,Eric Axley,10,2
230,T226,T226,Sangmoon Bae,24,2
231,T226,T226,Seuk-hyun Baek,2,2
232,T226,T226,Cameron Beckman,12,2
233,T226,T226,Daniel Berger,1,2
234,T226,T226,Shane Bertsch,1,2
235,T226,T226,Matt Bettencourt,14,2
236,T226,T226,Thomas Bjørn,9,2
237,T226,T226,Kris Blanks,8,2
238,T226,T226,Grégory Bourdy,2,2
239,T226,T226,Michael Bradley,2,2
240,T226,T226,Josh Broadaway,1,2
241,T226,T226,Mark Brown,1,2
242,T226,T226,Olin Browne,1,2
243,T226,T226,Mark Calcavecchia,8,2
244,T226,T226,Patrick Cantlay,5,2
245,T226,T226,David Carr,3,2
246,T226,T226,Kevin Carrigan,1,2
247,T226,T226,Ashley Chesters,1,2
248,T226,T226,Daniel Chopra,16,2
249,T226,T226,Gary Christian,3,2
250,T226,T226,José Coceres,6,2
251,T226,T226,Will Collins,1,2
252,T226,T226,Nicolas Colsaerts,12,2
253,T226,T226,Franklin Corpening,1,2
254,T226,T226,Fred Couples,3,2
255,T226,T226,Ben Crane,25,2
256,T226,T226,Joel Dahmen,1,2
257,T226,T226,Glen Day,5,2
258,T226,T226,Bubba Dickerson,2,2
259,T226,T226,Chris Doak,1,2
260,T226,T226,Matt Dobyns,1,2
261,T226,T226,David Duval,15,2
262,T226,T226,Bob Estes,2,2
263,T226,T226,Julián Etulain,1,2
264,T226,T226,Nick Faldo,3,2
265,T226,T226,Niclas Fasth,1,2
266,T226,T226,Derek Fathauer,1,2
267,T226,T226,Matthew Fitzpatrick,4,2
268,T226,T226,Tommy Fleetwood,3,2
269,T226,T226,Steve Flesch,5,2
270,T226,T226,Hiroyuki Fujita,1,2
271,T226,T226,Nicholas Fung,1,2
272,T226,T226,Fred Funk,8,2
273,T226,T226,Robert Gamez,1,2
274,T226,T226,Scott Gardiner,18,2
275,T226,T226,Bobby Gates,14,2
276,T226,T226,Michael Gligic,1,2
277,T226,T226,David Gossett,3,2
278,T226,T226,Branden Grace,11,2
279,T226,T226,Nathan Green,4,2
280,T226,T226,Robbie Greenwell,1,2
281,T226,T226,Cody Gribble,1,2
282,T226,T226,Emiliano Grillo,1,2
283,T226,T226,Adam Hadwin,1,2
284,T226,T226,Todd Hamilton,4,2
285,T226,T226,Padraig Harrington,16,2
286,T226,T226,Dudley Hart,4,2
287,T226,T226,Tyrrell Hatton,1,2
288,T226,T226,Scott Hend,3,2
289,T226,T226,Mike Hendry,1,2
290,T226,T226,David Howell,3,2
291,T226,T226,Steven Ihm,1,2
292,T226,T226,Mikko Ilonen,5,2
293,T226,T226,Rashid Ismail,1,2
294,T226,T226,Hiroshi Iwata,1,2
295,T226,T226,Thongchai Jaidee,9,2
296,T226,T226,Lee Janzen,8,2
297,T226,T226,Jin Jeong,3,2
298,T226,T226,Kent Jones,2,2
299,T226,T226,Shiv Kapur,2,2
300,T226,T226,Troy Kelly,2,2
301,T226,T226,Hyung-Sung Kim,6,2
302,T226,T226,Colt Knost,1,2
303,T226,T226,Masanori Kobayashi,1,2
304,T226,T226,Ben Kohles,3,2
305,T226,T226,Bronson La'Cassie,18,2
306,T226,T226,Doug LaBelle II,12,2
307,T226,T226,Justin Leonard,22,2
308,T226,T226,Alexander Levy,2,2
309,T226,T226,HaoTong Li,1,2
310,T226,T226,WC Liang,2,2
311,T226,T226,Frank Lickliter II,4,2
312,T226,T226,Sam Love,2,2
313,T226,T226,Joost Luiten,9,2
314,T226,T226,David Lynn,11,2
315,T226,T226,Hunter Mahan,25,2
316,T226,T226,Prayad Marksaeng,1,2
317,T226,T226,Len Mattiace,4,2
318,T226,T226,Billy Mayfair,4,2
319,T226,T226,Scott McCarron,12,2
320,T226,T226,Jamie McLeary,1,2
321,T226,T226,Edoardo Molinari,2,2
322,T226,T226,Colin Montgomerie,1,2
323,T226,T226,Alan Morin,1,2
324,T226,T226,Toshinori Muto,1,2
325,T226,T226,Sean O'Hair,25,2
326,T226,T226,Koumei Oda,2,2
327,T226,T226,Wade Ormsby,1,2
328,T226,T226,Carlos Ortiz,1,2
329,T226,T226,Greg Owen,8,2
330,T226,T226,Rod Pampling,7,2
331,T226,T226,Jesper Parnevik,3,2
332,T226,T226,Taylor Pendrith,1,2
333,T226,T226,Kevin Penner,1,2
334,T226,T226,Kenny Perry,5,2
335,T226,T226,Rod Perry,7,2
336,T226,T226,Josh Persons,1,2
337,T226,T226,Scott Piercy,12,2
338,T226,T226,Jordi Garcia Pinto,1,2
339,T226,T226,Ted Purdy,2,2
340,T226,T226,Andrew Putnam,1,2
341,T226,T226,Adam Rainaud,1,2
342,T226,T226,Kyle Reifers,2,2
343,T226,T226,Tag Ridings,12,2
344,T226,T226,Wes Roach,22,2
345,T226,T226,Patrick Rodgers,7,2
