,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Harris English,20
1,2,2,Jim Furyk,15
2,T3,T3,Jason Bohn,13
3,T3,T3,David Toms,13
4,T5,T5,Bill Haas,12
5,T5,T5,Billy Horschel,12
6,T5,T5,Scott Langley,12
7,T5,T5,Rory McIlroy,12
8,T5,T5,Jeff Overton,12
9,T5,T5,Justin Rose,12
10,T11,T11,Sergio Garcia,11
11,T11,T11,Kevin Na,11
12,T11,T11,Pat Perez,11
13,T11,T11,Brendon Todd,11
14,T15,T15,Retief Goosen,10
15,T15,T15,J.B. Holmes,10
16,T15,T15,Zach Johnson,10
17,T15,T15,Matt Kuchar,10
18,T15,T15,Martin Laird,10
19,T15,T15,Webb Simpson,10
20,T21,T21,Keegan Bradley,9
21,T21,T21,Charley Hoffman,9
22,T21,T21,Spencer Levin,9
23,T21,T21,Will MacKenzie,9
24,T21,T21,Hideki Matsuyama,9
25,T21,T21,Vijay Singh,9
26,T27,T27,Steven Bowditch,8
27,T27,T27,Graham DeLaet,8
28,T27,T27,Matt Every,8
29,T27,T27,Max Homa,8
30,T27,T27,Charles Howell III,8
31,T27,T27,Freddie Jacobson,8
32,T27,T27,Matt Jones,8
33,T27,T27,Jerry Kelly,8
34,T27,T27,Marc Leishman,8
35,T27,T27,Carl Pettersson,8
36,T27,T27,Michael Putnam,8
37,T27,T27,Brandt Snedeker,8
38,T27,T27,Jordan Spieth,8
39,T27,T27,Brendan Steele,8
40,T27,T27,Steve Stricker,8
41,T27,T27,Hudson Swafford,8
42,T43,T43,Robert Allenby,7
43,T43,T43,Cameron Beckman,7
44,T43,T43,Scott Brown,7
45,T43,T43,Bud Cauley,7
46,T43,T43,Tim Clark,7
47,T43,T43,Chad Collins,7
48,T43,T43,Erik Compton,7
49,T43,T43,Luke Donald,7
50,T43,T43,Jason Dufner,7
51,T43,T43,Ernie Els,7
52,T43,T43,Brian Gay,7
53,T43,T43,Luke Guthrie,7
54,T43,T43,Chesson Hadley,7
55,T43,T43,Brian Harman,7
56,T43,T43,Justin Hicks,7
57,T43,T43,Morgan Hoffmann,7
58,T43,T43,Billy Hurley III,7
59,T43,T43,Dustin Johnson,7
60,T43,T43,Kevin Kisner,7
61,T43,T43,Jason Kokrak,7
62,T43,T43,Justin Leonard,7
63,T43,T43,Andrew Loupe,7
64,T43,T43,Ben Martin,7
65,T43,T43,Troy Merritt,7
66,T43,T43,Bryce Molder,7
67,T43,T43,John Peterson,7
68,T43,T43,Adam Scott,7
69,T43,T43,Robert Streb,7
70,T43,T43,Daniel Summerhays,7
71,T43,T43,Cameron Tringale,7
72,T43,T43,Willy Wilcox,7
73,T43,T43,Gary Woodland,7
74,T75,T75,Stuart Appleby,6
75,T75,T75,Charlie Beljan,6
76,T75,T75,Jonas Blixt,6
77,T75,T75,Greg Chalmers,6
78,T75,T75,K.J. Choi,6
79,T75,T75,Jason Day,6
80,T75,T75,Brendon de Jonge,6
81,T75,T75,Victor Dubuisson,6
82,T75,T75,Ken Duke,6
83,T75,T75,Rickie Fowler,6
84,T75,T75,Brad Fritsch,6
85,T75,T75,Brice Garnett,6
86,T75,T75,Robert Garrigus,6
87,T75,T75,James Hahn,6
88,T75,T75,David Hearn,6
89,T75,T75,J.J. Henry,6
90,T75,T75,Chris Kirk,6
91,T75,T75,Russell Knox,6
92,T75,T75,Peter Malnati,6
93,T75,T75,Phil Mickelson,6
94,T75,T75,Ryan Moore,6
95,T75,T75,Ryan Palmer,6
96,T75,T75,Scott Piercy,6
97,T75,T75,Patrick Reed,6
98,T75,T75,Kevin Stadler,6
99,T75,T75,Chris Stroud,6
100,T75,T75,Brian Stuard,6
101,T75,T75,Nicholas Thompson,6
102,T75,T75,Jimmy Walker,6
103,T75,T75,Bubba Watson,6
104,T75,T75,Boo Weekley,6
105,T75,T75,Charlie Wi,6
106,T107,T107,Blake Adams,5
