,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,4.0,
1,2,2,Jeff Sluman,23,,
2,T3,T3,Tim Clark,22,7.0,
3,T3,T3,Fred Couples,22,2.0,
4,T3,T3,Scott McCarron,22,3.0,
5,T6,T6,Stuart Appleby,21,6.0,
6,T6,T6,Bob Estes,21,4.0,
7,T6,T6,Scott Verplank,21,3.0,
8,T9,T9,Jay Don Blake,20,,
9,T9,T9,Harris English,20,20.0,
10,T9,T9,Joey Sindelar,20,,
11,T12,T12,Ben Crane,19,4.0,
12,T12,T12,Joe Durant,19,3.0,
13,T12,T12,Jesper Parnevik,19,1.0,
14,T12,T12,Dan Pohl,19,,
15,T16,T16,Glen Day,18,3.0,
16,T16,T16,Chris DiMarco,18,3.0,
17,T16,T16,Retief Goosen,18,10.0,
18,T16,T16,Charles Howell III,18,8.0,
19,T16,T16,Ryan Moore,18,6.0,
20,T16,T16,Craig Parry,18,,
21,T22,T22,Ronnie Black,17,,
22,T22,T22,Jonathan Byrd,17,4.0,
23,T22,T22,Brendon de Jonge,17,6.0,
24,T22,T22,Luke Donald,17,7.0,
25,T22,T22,Ed Fiori,17,,
26,T22,T22,Donnie Hammond,17,,
27,T22,T22,Jerry Kelly,17,8.0,
28,T22,T22,Chris Kirk,17,6.0,
29,T22,T22,Roger Maltbie,17,,
30,T22,T22,Shigeki Maruyama,17,,
31,T22,T22,Mark O'Meara,17,,
32,T22,T22,Vijay Singh,17,9.0,
33,T22,T22,Kirk Triplett,17,,
34,T22,T22,Tiger Woods,17,2.0,
35,T36,T36,Ken Green,16,,
36,T36,T36,Bill Haas,16,12.0,
37,T36,T36,Lee Janzen,16,3.0,
38,T36,T36,Matt Kuchar,16,10.0,
39,T36,T36,Troy Matteson,16,4.0,
40,T36,T36,Blaine McCallister,16,,
41,T36,T36,Steve Pate,16,,
42,T36,T36,Corey Pavin,16,,
43,T36,T36,Kenny Perry,16,3.0,
44,T36,T36,D.A. Points,16,2.0,
45,T36,T36,Chez Reavie,16,4.0,
46,T36,T36,Chris Riley,16,1.0,
47,T36,T36,Mike Weir,16,4.0,
48,T49,T49,Stephen Ames,15,3.0,
49,T49,T49,Brian Davis,15,4.0,
50,T49,T49,Carlos Franco,15,,
51,T49,T49,Jim Furyk,15,15.0,
52,T49,T49,Scott Hoch,15,,
53,T49,T49,Tom Kite,15,,
54,T49,T49,Davis Love III,15,5.0,
55,T49,T49,Andrew Magee,15,,
56,T49,T49,Scott Simpson,15,,
57,T49,T49,Chris Smith,15,3.0,
58,T49,T49,Craig Stadler,15,,
59,T49,T49,Bob Tway,15,,
60,T49,T49,Johnson Wagner,15,5.0,
61,T62,T62,Robert Allenby,14,7.0,
62,T62,T62,Woody Austin,14,4.0,
63,T62,T62,Brian Bateman,14,,
64,T62,T62,Russ Cochran,14,,
65,T62,T62,Marco Dawson,14,1.0,
66,T62,T62,Steve Flesch,14,1.0,
67,T62,T62,Rickie Fowler,14,6.0,
68,T62,T62,Brent Geiberger,14,,
69,T62,T62,Mathew Goggin,14,,
70,T62,T62,John Huston,14,,
71,T62,T62,Freddie Jacobson,14,8.0,
72,T62,T62,Zach Johnson,14,10.0,
73,T62,T62,Kent Jones,14,1.0,
74,T62,T62,Justin Leonard,14,7.0,
75,T62,T62,Frank Lickliter II,14,1.0,
