,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
68,T24,T24,Patrick Reed,28,3
69,T24,T24,Adam Scott,17,3
70,T24,T24,Webb Simpson,25,3
71,T24,T24,Heath Slocum,23,3
72,T24,T24,Kevin Stadler,26,3
73,T24,T24,Kevin Streelman,24,3
74,T24,T24,Daniel Summerhays,27,3
75,T24,T24,Justin Thomas,7,3
76,T24,T24,Nicholas Thompson,30,3
77,T24,T24,Brendon Todd,29,3
78,T24,T24,Cameron Tringale,31,3
79,T24,T24,Marc Turnesa,6,3
80,T24,T24,Dawie van der Walt,2,3
81,T24,T24,Camilo Villegas,29,3
82,T24,T24,Danny Willett,3,3
83,T24,T24,Gary Woodland,25,3
84,T85,T85,Blake Adams,8,2
85,T85,T85,Thomas Aiken,3,2
86,T85,T85,Robert Allenby,29,2
87,T85,T85,Jason Allred,9,2
88,T85,T85,Stuart Appleby,29,2
89,T85,T85,Alex Aragon,18,2
90,T85,T85,Sangmoon Bae,24,2
91,T85,T85,Cameron Beckman,12,2
92,T85,T85,Gaganjeet Bhullar,2,2
93,T85,T85,Jonas Blixt,21,2
94,T85,T85,Steven Bowditch,30,2
95,T85,T85,Keegan Bradley,26,2
96,T85,T85,Josh Broadaway,1,2
97,T85,T85,Mark Brooks,2,2
98,T85,T85,Scott Brown,30,2
99,T85,T85,Chad Campbell,18,2
100,T85,T85,Bud Cauley,19,2
101,T85,T85,K.J. Choi,23,2
102,T85,T85,Tim Clark,26,2
103,T85,T85,Case Cochran,1,2
104,T85,T85,Chad Collins,28,2
105,T85,T85,Nicolas Colsaerts,12,2
106,T85,T85,Erik Compton,28,2
107,T85,T85,Ben Crane,25,2
108,T85,T85,Ben Curtis,24,2
109,T85,T85,Brian Davis,28,2
110,T85,T85,Jason Day,15,2
111,T85,T85,Brendon de Jonge,31,2
112,T85,T85,Jamie Donaldson,12,2
113,T85,T85,James Driscoll,25,2
114,T85,T85,Ken Duke,25,2
115,T85,T85,Derek Ernst,28,2
116,T85,T85,Gonzalo Fernandez-Castaño,25,2
117,T85,T85,Martin Flores,26,2
118,T85,T85,Steven Fox,1,2
119,T85,T85,Oscar Fraustro,1,2
120,T85,T85,Harrison Frazar,15,2
121,T85,T85,Brad Fritsch,18,2
122,T85,T85,Bobby Gates,14,2
123,T85,T85,Lucas Glover,26,2
124,T85,T85,Aaron Goldberg,1,2
125,T85,T85,Retief Goosen,26,2
126,T85,T85,Jason Gore,7,2
127,T85,T85,Russell Henley,29,2
128,T85,T85,Jim Herman,21,2
129,T85,T85,Charley Hoffman,25,2
130,T85,T85,J.B. Holmes,24,2
131,T85,T85,Charles Howell III,29,2
132,T85,T85,John Huh,28,2
133,T85,T85,Billy Hurley III,26,2
134,T85,T85,Trevor Immelman,28,2
135,T85,T85,Ryo Ishikawa,24,2
136,T85,T85,Zach Johnson,26,2
137,T85,T85,Dustin Johnson,17,2
138,T85,T85,Matt Jones,25,2
139,T85,T85,Robert Karlsson,7,2
140,T85,T85,Martin Kaymer,19,2
141,T85,T85,Jerry Kelly,23,2
142,T85,T85,Russell Knox,26,2
143,T85,T85,Brooks Koepka,16,2
144,T85,T85,Matt Kuchar,24,2
145,T85,T85,Anirban Lahiri,3,2
146,T85,T85,Martin Laird,20,2
147,T85,T85,Bernhard Langer,1,2
148,T85,T85,Scott Langley,29,2
149,T85,T85,D.H. Lee,20,2
150,T85,T85,Danny Lee,28,2
151,T85,T85,Richard Lee,27,2
152,T85,T85,Justin Leonard,22,2
153,T85,T85,HaoTong Li,1,2
154,T85,T85,Davis Love III,22,2
155,T85,T85,Jamie Lovemark,20,2
156,T85,T85,Hunter Mahan,25,2
157,T85,T85,William McGirt,29,2
158,T85,T85,Jamie McLeary,1,2
159,T85,T85,Troy Merritt,20,2
160,T85,T85,Yusaku Miyazato,2,2
161,T85,T85,Francesco Molinari,12,2
162,T85,T85,Kevin Na,27,2
163,T85,T85,Seung-Yul Noh,27,2
164,T85,T85,Joe Ogilvie,13,2
165,T85,T85,Zachary Olsen,2,2
166,T85,T85,Greg Owen,8,2
167,T85,T85,Kenny Perry,5,2
168,T85,T85,Carl Pettersson,28,2
169,T85,T85,Ian Poulter,17,2
170,T85,T85,Alvaro Quiros,2,2
171,T85,T85,Patrick Rodgers,7,2
172,T85,T85,Justin Rose,19,2
173,T85,T85,Rory Sabbatini,26,2
174,T85,T85,Charl Schwartzel,18,2
175,T85,T85,Marcel Siem,3,2
176,T85,T85,Vijay Singh,25,2
177,T85,T85,Scott Stallings,28,2
178,T85,T85,Kyle Stanley,28,2
179,T85,T85,Brendan Steele,26,2
180,T85,T85,Shawn Stefani,17,2
181,T85,T85,Henrik Stenson,15,2
182,T85,T85,Robert Streb,21,2
183,T85,T85,Brian Stuard,29,2
184,T85,T85,Andrew Svoboda,24,2
185,T85,T85,Michael Thompson,22,2
186,T85,T85,David Toms,20,2
187,T85,T85,Peter Uihlein,7,2
188,T85,T85,Tyrone Van Aswegen,25,2
189,T85,T85,Bo Van Pelt,25,2
190,T85,T85,Jhonattan Vegas,23,2
191,T85,T85,Johnson Wagner,24,2
192,T85,T85,Nick Watney,25,2
193,T85,T85,Bubba Watson,21,2
194,T85,T85,Boo Weekley,24,2
195,T85,T85,Mike Weir,25,2
196,T85,T85,Lee Westwood,18,2
197,T85,T85,Charlie Wi,25,2
198,T199,T199,Benjamín Alvarado,6,1
199,T199,T199,Max Alverio,1,1
200,T199,T199,Stephen Ames,18,1
201,T199,T199,Mark Anderson,8,1
202,T199,T199,Ashun Wu,2,1
203,T199,T199,Eric Axley,10,1
204,T199,T199,Aaron Baddeley,24,1
205,T199,T199,Seuk-hyun Baek,2,1
206,T199,T199,Briny Baird,17,1
207,T199,T199,Lucas Bjerregaard,1,1
208,T199,T199,Kris Blanks,8,1
209,T199,T199,Grégory Bourdy,2,1
210,T199,T199,Michael Bradley,2,1
211,T199,T199,Jamie Broce,1,1
212,T199,T199,Mark Calcavecchia,8,1
213,T199,T199,Patrick Cantlay,5,1
214,T199,T199,Kevin Carrigan,1,1
215,T199,T199,Alex Cejka,6,1
216,T199,T199,Greg Chalmers,27,1
217,T199,T199,Daniel Chopra,16,1
218,T199,T199,Will Claxton,8,1
219,T199,T199,George Coetzee,6,1
220,T199,T199,Glen Day,5,1
221,T199,T199,Luke Donald,17,1
222,T199,T199,David Duval,15,1
223,T199,T199,Rhys Enoch,1,1
224,T199,T199,Tommy Fleetwood,3,1
225,T199,T199,Kevin Foley,15,1
226,T199,T199,Rickie Fowler,26,1
227,T199,T199,Nicholas Fung,1,1
228,T199,T199,Fred Funk,8,1
229,T199,T199,Scott Gardiner,18,1
230,T199,T199,Paul Goydos,19,1
231,T199,T199,Branden Grace,11,1
232,T199,T199,Padraig Harrington,16,1
233,T199,T199,Tyrrell Hatton,1,1
234,T199,T199,David Hearn,28,1
235,T199,T199,Tim Herron,15,1
236,T199,T199,Justin Hicks,30,1
237,T199,T199,Wenyi Huang,1,1
238,T199,T199,Steven Ihm,1,1
239,T199,T199,Yuta Ikeda,1,1
240,T199,T199,Hiroshi Iwata,1,1
241,T199,T199,Peter Jacobsen,1,1
242,T199,T199,Freddie Jacobson,27,1
243,T199,T199,Thongchai Jaidee,9,1
244,T199,T199,Scott Jamieson,1,1
245,T199,T199,Jin Jeong,3,1
246,T199,T199,Miguel Angel Jiménez,8,1
247,T199,T199,Kevin Kisner,26,1
248,T199,T199,Masanori Kobayashi,1,1
249,T199,T199,Johan Kok,1,1
250,T199,T199,Doug LaBelle II,12,1
251,T199,T199,Derek Lamely,2,1
252,T199,T199,Spencer Levin,20,1
253,T199,T199,Tom Lewis,1,1
254,T199,T199,Edward Loar,19,1
255,T199,T199,Ken Looper,1,1
256,T199,T199,Joost Luiten,9,1
257,T199,T199,Sandy Lyle,2,1
258,T199,T199,David Lynn,11,1
259,T199,T199,Jeff Maggert,19,1
260,T199,T199,John Mallinger,14,1
261,T199,T199,Steve Marino,13,1
262,T199,T199,Billy Mayfair,4,1
263,T199,T199,Scott McCarron,12,1
264,T199,T199,Jason Millard,1,1
265,T199,T199,Kelly Mitchum,2,1
266,T199,T199,Jordan Niebrugge,2,1
267,T199,T199,Brian Norman,1,1
268,T199,T199,Thorbjørn Olesen,14,1
269,T199,T199,Louis Oosthuizen,16,1
270,T199,T199,Jesper Parnevik,3,1
271,T199,T199,John Peterson,25,1
272,T199,T199,Tim Petrovic,10,1
273,T199,T199,D.A. Points,27,1
274,T199,T199,Dicky Pride,13,1
275,T199,T199,Michael Putnam,30,1
276,T199,T199,Brett Quigley,1,1
277,T199,T199,Clayton Rask,1,1
278,T199,T199,Kyle Reifers,2,1
279,T199,T199,Jim Renner,25,1
280,T199,T199,Wes Roach,22,1
281,T199,T199,John Rollins,28,1
282,T199,T199,Brett Rumford,3,1
283,T199,T199,Scottie Scheffler,2,1
284,T199,T199,Steve Schneiter,1,1
285,T199,T199,David Skinns,1,1
286,T199,T199,Brandt Snedeker,25,1
287,T199,T199,Jordan Spieth,27,1
288,T199,T199,Brett Stegmaier,1,1
289,T199,T199,Richard Sterne,7,1
290,T199,T199,Steve Stricker,11,1
291,T199,T199,Chris Stroud,25,1
292,T199,T199,Hudson Swafford,26,1
293,T199,T199,Josh Teater,28,1
294,T199,T199,D.J. Trahan,5,1
295,T199,T199,Martin Trainer,1,1
296,T199,T199,Kevin Tway,23,1
297,T199,T199,Jaco Van Zyl,1,1
298,T199,T199,Scott Verplank,12,1
299,T199,T199,Marc Warren,2,1
300,T199,T199,Brady Watt,4,1
301,T199,T199,Willy Wilcox,16,1
302,T199,T199,Mark Wilson,25,1
303,T199,T199,Bobby Wyatt,5,1
304,T199,T199,Y.E. Yang,28,1
305,T199,T199,Fabrizio Zanotti,2,1
