,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Billy Horschel,12
1,2,2,Jim Furyk,11
2,T3,T3,Retief Goosen,10
3,T3,T3,Zach Johnson,10
4,5,5,Brendon Todd,9
5,T6,T6,Keegan Bradley,8
6,T6,T6,Matt Every,8
7,T6,T6,Jerry Kelly,8
8,T6,T6,Marc Leishman,8
9,T6,T6,Rory McIlroy,8
10,T6,T6,Carl Pettersson,8
11,T12,T12,Jason Bohn,7
12,T12,T12,Scott Brown,7
13,T12,T12,Tim Clark,7
14,T12,T12,Chad Collins,7
15,T12,T12,Harris English,7
16,T12,T12,Chesson Hadley,7
17,T12,T12,Kevin Kisner,7
18,T12,T12,Spencer Levin,7
19,T12,T12,Brandt Snedeker,7
20,T12,T12,David Toms,7
21,T12,T12,Willy Wilcox,7
22,T23,T23,Charlie Beljan,6
23,T23,T23,Greg Chalmers,6
24,T23,T23,K.J. Choi,6
25,T23,T23,Jason Day,6
26,T23,T23,Brendon de Jonge,6
27,T23,T23,Rickie Fowler,6
28,T23,T23,Brad Fritsch,6
29,T23,T23,James Hahn,6
30,T23,T23,Brian Harman,6
31,T23,T23,Justin Hicks,6
32,T23,T23,Charley Hoffman,6
33,T23,T23,Russell Knox,6
34,T23,T23,Jason Kokrak,6
35,T23,T23,Matt Kuchar,6
36,T23,T23,Justin Leonard,6
37,T23,T23,Phil Mickelson,6
38,T23,T23,Kevin Na,6
39,T23,T23,Pat Perez,6
40,T23,T23,John Peterson,6
41,T23,T23,Webb Simpson,6
42,T23,T23,Vijay Singh,6
43,T23,T23,Chris Stroud,6
44,T23,T23,Daniel Summerhays,6
45,T23,T23,Bubba Watson,6
46,T23,T23,Charlie Wi,6
47,T48,T48,Stuart Appleby,5
48,T48,T48,Ricky Barnes,5
49,T48,T48,Thomas Bjørn,5
50,T48,T48,Patrick Cantlay,5
51,T48,T48,Paul Casey,5
52,T48,T48,Jason Dufner,5
53,T48,T48,Sergio Garcia,5
54,T48,T48,Brice Garnett,5
55,T48,T48,Luke Guthrie,5
56,T48,T48,Max Homa,5
57,T48,T48,Charles Howell III,5
58,T48,T48,Billy Hurley III,5
59,T48,T48,Freddie Jacobson,5
60,T48,T48,Dustin Johnson,5
61,T48,T48,Chris Kirk,5
62,T48,T48,Martin Laird,5
63,T48,T48,Danny Lee,5
64,T48,T48,Richard Lee,5
65,T48,T48,Ben Martin,5
66,T48,T48,Hideki Matsuyama,5
67,T48,T48,Graeme McDowell,5
68,T48,T48,Ryan Moore,5
69,T48,T48,Jeff Overton,5
70,T48,T48,Ryan Palmer,5
71,T48,T48,Michael Putnam,5
72,T48,T48,Justin Rose,5
73,T48,T48,Adam Scott,5
74,T48,T48,Heath Slocum,5
75,T48,T48,Kevin Stadler,5
76,T48,T48,Brian Stuard,5
77,T48,T48,Andrew Svoboda,5
78,T48,T48,Nicholas Thompson,5
79,T48,T48,Tyrone Van Aswegen,5
80,T48,T48,Bo Van Pelt,5
81,T48,T48,Jhonattan Vegas,5
82,T48,T48,Johnson Wagner,5
83,T48,T48,Boo Weekley,5
84,T85,T85,Aaron Baddeley,4
85,T85,T85,Sangmoon Bae,4
86,T85,T85,Steven Bowditch,4
87,T85,T85,Ángel Cabrera,4
88,T85,T85,Chad Campbell,4
89,T85,T85,Bud Cauley,4
90,T85,T85,Kevin Chappell,4
91,T85,T85,Stewart Cink,4
92,T85,T85,Ben Crane,4
93,T85,T85,Graham DeLaet,4
94,T85,T85,Jamie Donaldson,4
95,T85,T85,James Driscoll,4
96,T85,T85,Victor Dubuisson,4
97,T85,T85,Ernie Els,4
98,T85,T85,Derek Ernst,4
99,T85,T85,Bob Estes,4
100,T85,T85,Gonzalo Fernandez-Castaño,4
101,T85,T85,Martin Flores,4
102,T85,T85,Brian Gay,4
103,T85,T85,Bill Haas,4
104,T85,T85,Russell Henley,4
105,T85,T85,J.B. Holmes,4
106,T85,T85,John Huh,4
107,T85,T85,Mikko Ilonen,4
108,T85,T85,Ryuji Imada,4
109,T85,T85,Ryo Ishikawa,4
110,T85,T85,Matt Jones,4
111,T85,T85,Robert Karlsson,4
112,T85,T85,Brooks Koepka,4
113,T85,T85,Scott Langley,4
114,T85,T85,D.H. Lee,4
115,T85,T85,David Lingmerth,4
116,T85,T85,Davis Love III,4
117,T85,T85,Will MacKenzie,4
118,T85,T85,Hunter Mahan,4
119,T85,T85,Steve Marino,4
120,T85,T85,Troy Matteson,4
121,T85,T85,William McGirt,4
122,T85,T85,Jay McLuen,4
123,T85,T85,Bryce Molder,4
124,T85,T85,Francesco Molinari,4
125,T85,T85,Chez Reavie,4
126,T85,T85,Rory Sabbatini,4
127,T85,T85,Charl Schwartzel,4
128,T85,T85,John Senden,4
129,T85,T85,Scott Stallings,4
130,T85,T85,Kyle Stanley,4
131,T85,T85,Brendan Steele,4
132,T85,T85,Robert Streb,4
133,T85,T85,Kevin Streelman,4
134,T85,T85,Steve Stricker,4
135,T85,T85,Hudson Swafford,4
136,T85,T85,Michael Thompson,4
137,T85,T85,Cameron Tringale,4
138,T85,T85,Kevin Tway,4
139,T85,T85,Camilo Villegas,4
140,T85,T85,Jimmy Walker,4
141,T85,T85,Nick Watney,4
142,T85,T85,Mike Weir,4
143,T85,T85,Y.E. Yang,4
144,T145,T145,Robert Allenby,3
