,Consecutive_Par_3_Birdies_RANK THIS WEEK,Consecutive_Par_3_Birdies_RANK LAST WEEK,Consecutive_Par_3_Birdies_PLAYER NAME,Consecutive_Par_3_Birdies_EVENTS,Consecutive_Par_3_Birdies_NUMBER OF HOLES
0,T1,T1,Brian Harman,32,5
1,T1,T1,Brandt Snedeker,25,5
2,T3,T3,Robert Allenby,29,4
3,T3,T3,Sangmoon Bae,24,4
4,T3,T3,Keegan Bradley,26,4
5,T3,T3,Scott Brown,30,4
6,T3,T3,Harris English,28,4
7,T3,T3,Brian Gay,26,4
8,T3,T3,Emiliano Grillo,1,4
9,T3,T3,David Hearn,28,4
10,T3,T3,Justin Hicks,30,4
11,T3,T3,Charley Hoffman,25,4
12,T3,T3,Ryan Moore,24,4
13,T3,T3,Kevin Na,27,4
14,T3,T3,Seung-Yul Noh,27,4
15,T3,T3,D.A. Points,27,4
16,T3,T3,Tag Ridings,12,4
17,T3,T3,Wes Roach,22,4
18,T3,T3,Justin Rose,19,4
19,T3,T3,Rory Sabbatini,26,4
20,T3,T3,Charl Schwartzel,18,4
21,T3,T3,Heath Slocum,23,4
22,T3,T3,Chris Stroud,25,4
23,T3,T3,Andrew Svoboda,24,4
24,T25,T25,Jason Allred,9,3
25,T25,T25,Briny Baird,17,3
26,T25,T25,Ricky Barnes,27,3
27,T25,T25,Thomas Bjørn,9,3
28,T25,T25,Jonathan Byrd,24,3
29,T25,T25,Roberto Castro,27,3
30,T25,T25,Kevin Chappell,28,3
31,T25,T25,Stewart Cink,25,3
32,T25,T25,Graham DeLaet,24,3
33,T25,T25,Jason Dufner,17,3
34,T25,T25,Ernie Els,24,3
35,T25,T25,Matt Every,26,3
36,T25,T25,Rickie Fowler,26,3
37,T25,T25,Harrison Frazar,15,3
38,T25,T25,Brad Fritsch,18,3
39,T25,T25,Tommy Gainey,26,3
40,T25,T25,Luke Guthrie,26,3
41,T25,T25,Chesson Hadley,29,3
42,T25,T25,James Hahn,27,3
43,T25,T25,Padraig Harrington,16,3
44,T25,T25,Russell Henley,29,3
45,T25,T25,J.J. Henry,28,3
46,T25,T25,Jim Herman,21,3
47,T25,T25,John Huh,28,3
48,T25,T25,Ryo Ishikawa,24,3
49,T25,T25,Freddie Jacobson,27,3
50,T25,T25,Thongchai Jaidee,9,3
51,T25,T25,Dustin Johnson,17,3
52,T25,T25,Martin Kaymer,19,3
53,T25,T25,Troy Kelly,2,3
54,T25,T25,Chris Kirk,28,3
55,T25,T25,Brooks Koepka,16,3
