,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,T1,T1,Sergio Garcia,16,7
1,T1,T1,Jason Gore,7,7
2,T1,T1,Troy Matteson,23,7
3,T1,T1,Kevin Streelman,24,7
4,T5,T5,Aaron Baddeley,24,6
5,T5,T5,K.J. Choi,23,6
6,T5,T5,Brendon de Jonge,31,6
7,T5,T5,Matt Kuchar,24,6
8,T5,T5,Ryan Palmer,23,6
9,T5,T5,Kevin Stadler,26,6
10,T5,T5,Brian Stuard,29,6
11,T5,T5,Daniel Summerhays,27,6
12,T5,T5,David Toms,20,6
13,T5,T5,Bo Van Pelt,25,6
14,T15,T15,Alex Aragon,18,5
15,T15,T15,Scott Brown,30,5
16,T15,T15,Greg Chalmers,27,5
17,T15,T15,Kevin Chappell,28,5
18,T15,T15,Tim Clark,26,5
19,T15,T15,Erik Compton,28,5
20,T15,T15,Matt Every,26,5
21,T15,T15,Andres Gonzales,2,5
22,T15,T15,Chesson Hadley,29,5
23,T15,T15,James Hahn,27,5
24,T15,T15,J.J. Henry,28,5
25,T15,T15,Charley Hoffman,25,5
26,T15,T15,Morgan Hoffmann,32,5
27,T15,T15,Ryo Ishikawa,24,5
28,T15,T15,Zach Johnson,26,5
29,T15,T15,Dustin Johnson,17,5
30,T15,T15,Chris Kirk,28,5
31,T15,T15,Russell Knox,26,5
32,T15,T15,Martin Laird,20,5
33,T15,T15,Danny Lee,28,5
34,T15,T15,Will MacKenzie,27,5
35,T15,T15,Hunter Mahan,25,5
36,T15,T15,Rory McIlroy,17,5
37,T15,T15,George McNeill,24,5
38,T15,T15,Thorbjørn Olesen,14,5
39,T15,T15,Pat Perez,25,5
40,T15,T15,D.A. Points,27,5
41,T15,T15,Ian Poulter,17,5
42,T15,T15,Patrick Reed,28,5
43,T15,T15,Jim Renner,25,5
44,T15,T15,Rory Sabbatini,26,5
45,T15,T15,Chris Stroud,25,5
46,T15,T15,Andrew Svoboda,24,5
47,T15,T15,Hudson Swafford,26,5
48,T15,T15,Bubba Watson,21,5
49,T15,T15,Willy Wilcox,16,5
50,T15,T15,Chris Wood,3,5
51,T52,T52,Robert Allenby,29,4
52,T52,T52,Jason Allred,9,4
53,T52,T52,Benjamín Alvarado,6,4
54,T52,T52,Kiradech Aphibarnrat,9,4
55,T52,T52,Stuart Appleby,29,4
56,T52,T52,Sangmoon Bae,24,4
57,T52,T52,Briny Baird,17,4
58,T52,T52,Charlie Beljan,26,4
59,T52,T52,Jonas Blixt,21,4
60,T52,T52,Jason Bohn,25,4
61,T52,T52,Keegan Bradley,26,4
62,T52,T52,Ángel Cabrera,23,4
63,T52,T52,Paul Casey,16,4
64,T52,T52,Roberto Castro,27,4
65,T52,T52,Daniel Chopra,16,4
66,T52,T52,Stewart Cink,25,4
67,T52,T52,Darren Clarke,15,4
68,T52,T52,Chad Collins,28,4
69,T52,T52,Ben Crane,25,4
70,T52,T52,Ben Curtis,24,4
71,T52,T52,Jason Day,15,4
72,T52,T52,Graham DeLaet,24,4
73,T52,T52,Luke Donald,17,4
74,T52,T52,Jamie Donaldson,12,4
75,T52,T52,Victor Dubuisson,10,4
76,T52,T52,Jason Dufner,17,4
77,T52,T52,Ken Duke,25,4
78,T52,T52,Paul Dunne,1,4
79,T52,T52,Joe Durant,15,4
80,T52,T52,Ernie Els,24,4
81,T52,T52,Harris English,28,4
82,T52,T52,Derek Ernst,28,4
83,T52,T52,Gonzalo Fernandez-Castaño,25,4
84,T52,T52,Martin Flores,26,4
85,T52,T52,Kevin Foley,15,4
86,T52,T52,Harrison Frazar,15,4
87,T52,T52,Brad Fritsch,18,4
88,T52,T52,Jim Furyk,21,4
89,T52,T52,Tommy Gainey,26,4
90,T52,T52,Stephen Gallacher,12,4
91,T52,T52,Brice Garnett,28,4
92,T52,T52,Robert Garrigus,25,4
