,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Adam Scott,43,2012240
1,2,2,Steve Stricker,35,2012240
2,3,3,Jim Furyk,28,2013320
3,4,4,Rory McIlroy,22,2013340
4,T5,T5,Bill Haas,15,2014290
5,T5,T5,Francesco Molinari,15,2013310
6,7,7,Retief Goosen,14,2014250
7,8,8,Henrik Stenson,12,2014210
8,T9,T9,Matt Kuchar,10,2014330
9,T9,T9,Graeme McDowell,10,2014270
10,T11,T11,Kevin Chappell,9,2014370
11,T11,T11,Rickie Fowler,9,2014340
12,T11,T11,Sergio Garcia,9,2014300
13,T11,T11,Jerry Kelly,9,2014320
14,T11,T11,Phil Mickelson,9,2014330
15,T16,T16,Zach Johnson,8,2014390
16,T16,T16,Edoardo Molinari,8,2011240
17,T16,T16,Andres Romero,8,2014370
18,T16,T16,Justin Rose,8,2014350
19,T16,T16,Kevin Stadler,8,2014350
20,T21,T21,Jason Day,7,2014400
21,T21,T21,Ernie Els,7,2014410
22,T21,T21,Jeff Overton,7,2014320
23,T21,T21,Ryan Palmer,7,2014370
24,T21,T21,Patrick Reed,7,2014430
25,T21,T21,Charl Schwartzel,7,2014400
26,T21,T21,Peter Senior,7,2000310
27,T28,T28,J.J. Henry,6,2014370
28,T28,T28,Simon Khan,6,2010310
29,T28,T28,Brooks Koepka,6,2014340
30,T28,T28,Hunter Mahan,6,2014430
31,T28,T28,William McGirt,6,2014390
32,T28,T28,Doug Tewell,6,1999230
33,T28,T28,Bubba Watson,6,2014430
34,T35,T35,Ricky Barnes,5,2014390
35,T35,T35,Joe Durant,5,2014360
36,T35,T35,Derek Ernst,5,2014380
37,T35,T35,Mathew Goggin,5,2012430
38,T35,T35,Steve LeBrun,5,2013290
39,T35,T35,Wayne Levi,5,2001300
40,T35,T35,David Mathis,5,2013290
41,T35,T35,Troy Merritt,5,2014380
42,T35,T35,Daniel Summerhays,5,2014390
43,T35,T35,David Toms,5,2014380
