,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Chris Kirk,28,14,5.0,3,5,2014020
1,2,2,Brian Gay,26,13,,1,2,2014340
2,T3,T3,Stuart Appleby,29,12,2.0,4,10,2014190
3,T3,T3,Charlie Wi,25,12,,4,16,2014310
4,T5,T5,Scott Brown,30,11,,2,10,2014390
5,T5,T5,Greg Chalmers,27,11,1.0,3,7,2014020
6,T5,T5,Retief Goosen,26,11,2.0,1,5,2014410
7,T5,T5,Marc Leishman,24,11,1.0,2,11,2014010
8,T9,T9,Steven Bowditch,30,10,,1,10,2014190
9,T9,T9,Tim Clark,26,10,1.0,1,2,2014410
10,T9,T9,Chad Collins,28,10,,1,3,2014320
11,T9,T9,Brad Fritsch,18,10,,3,6,2014310
12,T9,T9,Matt Kuchar,24,10,6.0,3,11,2014270
13,T9,T9,Andres Romero,26,10,1.0,4,9,2014370
14,T9,T9,Charl Schwartzel,18,10,,3,13,2014210
15,T9,T9,John Senden,27,10,,4,11,2014170
16,T9,T9,Chris Stroud,25,10,1.0,2,1,2014230
17,T9,T9,Cameron Tringale,31,10,3.0,1,10,2014340
18,T19,T19,Jason Bohn,25,9,,3,13,2014220
19,T19,T19,Rafa Cabrera Bello,5,9,,1,1,2014200
20,T19,T19,Harris English,28,9,1.0,2,4,2014120
21,T19,T19,Martin Flores,26,9,,3,2,2014200
22,T19,T19,Sergio Garcia,16,9,2.0,3,18,2014030
23,T19,T19,Bill Haas,28,9,3.0,4,5,2014460
24,T19,T19,Ryuji Imada,9,9,2.0,3,18,2014120
25,T19,T19,Freddie Jacobson,27,9,1.0,2,18,2014190
26,T19,T19,Jason Kokrak,19,9,2.0,4,8,2014160
27,T19,T19,Justin Leonard,22,9,1.0,4,11,2014350
28,T19,T19,Hideki Matsuyama,24,9,1.0,2,15,2014320
29,T19,T19,Seung-Yul Noh,27,9,1.0,2,13,2014020
30,T19,T19,Ryan Palmer,23,9,5.0,3,14,2014160
31,T19,T19,Siddikur Rahman,1,9,2.0,2,12,2014030
32,T19,T19,Heath Slocum,23,9,,4,11,2014360
33,T19,T19,Jordan Spieth,27,9,,4,9,2014430
34,T35,T35,Stephen Ames,18,8,1.0,4,4,2014200
35,T35,T35,Aaron Baddeley,24,8,,3,18,2014310
36,T35,T35,Jonas Blixt,21,8,2.0,1,12,2014150
37,T35,T35,Jonathan Byrd,24,8,,1,9,2014390
38,T35,T35,Mark Calcavecchia,8,8,,1,18,2014220
39,T35,T35,Brian Davis,28,8,,2,16,2014150
40,T35,T35,Luke Donald,17,8,1.0,1,2,2014190
41,T35,T35,Gonzalo Fernandez-Castaño,25,8,1.0,2,9,2014300
42,T35,T35,Wenyi Huang,1,8,8.0,3,9,2014040
43,T35,T35,Billy Hurley III,26,8,,1,18,2014050
44,T35,T35,Martin Laird,20,8,,2,17,2014320
45,T35,T35,Edward Loar,19,8,1.0,1,9,2014410
46,T35,T35,Will MacKenzie,27,8,,4,10,2014060
47,T35,T35,Hunter Mahan,25,8,2.0,2,9,2014270
48,T35,T35,Matteo Manassero,10,8,1.0,4,13,2014210
49,T35,T35,Sean O'Hair,25,8,,1,14,2014290
50,T35,T35,Patrick Reed,28,8,2.0,4,11,2014210
51,T35,T35,Vijay Singh,25,8,3.0,1,10,2014410
