,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Rich Beem,33.57,235,7
1,2,2,Loren Roberts,33.89,305,9
2,3,3,Matt Kuchar,34.0,306,9
3,4,4,John Elliott,34.17,205,6
4,5,5,John Rollins,34.21,650,19
5,6,6,Brett Wetterich,34.27,377,11
6,T7,T7,Jonathan Kaye,34.38,550,16
7,T7,T7,Larry Mize,34.38,275,8
8,9,9,Steve Lowery,34.41,585,17
9,10,10,Doug Barron,34.42,413,12
10,11,11,Tiger Woods,34.47,586,17
11,12,12,Kenny Perry,34.5,621,18
12,13,13,Jim Furyk,34.52,725,21
13,14,14,Stephen Leaney,34.53,587,17
14,15,15,Jeff Brehaut,34.54,449,13
15,16,16,Adam Scott,34.56,553,16
16,17,17,Bart Bryant,34.63,658,19
17,18,18,Vaughn Taylor,34.65,693,20
18,19,19,Richard Johnson,34.67,312,9
19,20,20,Bob Heintz,34.7,347,10
20,T21,T21,K.J. Choi,34.73,521,15
21,T21,T21,Chris DiMarco,34.73,521,15
22,T23,T23,Robert Gamez,34.76,591,17
23,T23,T23,Pat Perez,34.76,591,17
24,25,25,Brian Gay,34.83,627,18
25,26,26,Tim Clark,34.84,662,19
26,27,27,Jerry Kelly,34.85,697,20
27,28,28,Darron Stiles,34.86,488,14
28,T29,T29,Davis Love III,34.87,523,15
29,T29,T29,Corey Pavin,34.87,523,15
30,T31,T31,Jason Bohn,34.89,628,18
31,T31,T31,Daniel Chopra,34.89,663,19
32,T33,T33,Dan Forsman,34.9,349,10
33,T33,T33,Geoff Ogilvy,34.9,733,21
34,T35,T35,Heath Slocum,34.91,768,22
35,T35,T35,Mark Wilson,34.91,384,11
36,37,37,Arron Oberholser,34.92,454,13
37,38,38,Charles Warren,34.93,489,14
38,39,39,Sergio Garcia,34.94,559,16
39,T40,T40,Craig Barlow,35.0,455,13
40,T40,T40,José Coceres,35.0,210,6
41,T40,T40,John Cook,35.0,350,10
42,T40,T40,Hunter Haas,35.0,455,13
43,T40,T40,Kent Jones,35.0,595,17
44,T40,T40,D.A. Points,35.0,490,14
45,T40,T40,Justin Rose,35.0,700,20
46,47,47,Brad Faxon,35.07,491,14
47,T48,T48,Fred Funk,35.1,737,21
48,T48,T48,Carl Pettersson,35.1,702,20
49,50,50,Scott Verplank,35.11,667,19
50,T51,T51,Stuart Appleby,35.12,597,17
51,T51,T51,Vijay Singh,35.12,913,26
52,T53,T53,Todd Fischer,35.13,527,15
53,T53,T53,Glen Hnatiuk,35.13,281,8
54,T53,T53,Tim Petrovic,35.13,527,15
55,56,56,Bernhard Langer,35.14,492,14
56,T57,T57,Harrison Frazar,35.15,703,20
57,T57,T57,Phillip Price,35.15,457,13
58,T57,T57,D.J. Trahan,35.15,457,13
59,T60,T60,Olin Browne,35.16,668,19
60,T60,T60,Zach Johnson,35.16,668,19
61,T62,T62,Steve Allan,35.17,633,18
62,T62,T62,Andrew Magee,35.17,422,12
63,T62,T62,Mike Weir,35.17,422,12
64,T65,T65,James Driscoll,35.18,387,11
65,T65,T65,Steve Stricker,35.18,387,11
66,T65,T65,David Toms,35.18,598,17
67,68,68,J.J. Henry,35.2,704,20
68,T69,T69,Fred Couples,35.21,493,14
69,T69,T69,Brendan Jones,35.21,493,14
70,71,71,Justin Bolli,35.22,317,9
71,T72,T72,Ben Curtis,35.25,282,8
72,T72,T72,José María Olazábal,35.25,423,12
73,T72,T72,Tag Ridings,35.25,564,16
74,T75,T75,Aaron Baddeley,35.27,529,15
75,T75,T75,Brian Davis,35.27,529,15
76,77,77,Neal Lancaster,35.28,635,18
77,78,78,Shigeki Maruyama,35.29,741,21
78,79,79,Tommy Armour III,35.32,777,22
79,T80,T80,Retief Goosen,35.33,530,15
80,T80,T80,Jeff Hart,35.33,318,9
81,T80,T80,Shaun Micheel,35.33,424,12
82,83,83,Chad Campbell,35.35,707,20
83,T84,T84,Carlos Franco,35.36,495,14
84,T84,T84,Ryuji Imada,35.36,495,14
85,86,86,Roland Thatcher,35.38,460,13
86,87,87,Dudley Hart,35.39,637,18
87,88,88,Kevin Stadler,35.4,531,15
88,89,89,Greg Owen,35.41,602,17
89,T90,T90,Jonathan Byrd,35.43,744,21
90,T90,T90,Matt Davidson,35.43,248,7
91,T90,T90,Bob Estes,35.43,744,21
92,T90,T90,Sean O'Hair,35.43,815,23
93,T90,T90,John Senden,35.43,744,21
94,T95,T95,Robert Allenby,35.44,567,16
95,T95,T95,Jason Allred,35.44,319,9
96,97,97,Bo Van Pelt,35.46,851,24
97,T98,T98,John Huston,35.47,532,15
98,T98,T98,Scott McCarron,35.47,532,15
99,100,100,Joey Sindelar,35.48,816,23
100,T101,T101,Charles Howell III,35.5,639,18
101,T101,T101,Jesper Parnevik,35.5,639,18
102,103,103,Rory Sabbatini,35.53,533,15
103,T104,T104,Matt Gogel,35.55,391,11
104,T104,T104,J.P. Hayes,35.55,391,11
