,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,33.9,678,20
1,2,2,Sergio Garcia,34.06,613,18
2,3,3,Richard Johnson,34.13,546,16
3,4,4,Ben Crane,34.15,683,20
4,5,5,Phil Mickelson,34.42,654,19
5,6,6,Jesper Parnevik,34.43,792,23
6,7,7,Vijay Singh,34.48,1000,29
7,8,8,Woody Austin,34.5,1035,30
8,9,9,Luke Donald,34.56,553,16
9,10,10,Steve Elkington,34.6,692,20
10,11,11,Brandt Jobe,34.65,901,26
11,12,12,Tim Clark,34.71,833,24
12,13,13,Geoff Ogilvy,34.72,868,25
13,T14,T14,Bob Estes,34.8,870,25
14,T14,T14,Billy Mayfair,34.8,1044,30
15,16,16,Jason Bohn,34.82,975,28
16,17,17,Stewart Cink,34.83,836,24
17,18,18,Joe Ogilvie,34.86,1011,29
18,19,19,Rod Pampling,34.88,837,24
19,20,20,Charlie Wi,34.91,768,22
20,T21,T21,Cameron Beckman,34.93,1048,30
21,T21,T21,Omar Uresti,34.93,943,27
22,T23,T23,Mathias Grönberg,34.94,629,18
23,T23,T23,Adam Scott,34.94,629,18
24,T25,T25,Jeff Brehaut,34.95,769,22
25,T25,T25,Kenny Perry,34.95,769,22
26,27,27,Brian Davis,34.96,804,23
27,28,28,Jonathan Byrd,34.97,1049,30
28,T29,T29,Arjun Atwal,35.0,595,17
29,T29,T29,Marco Dawson,35.0,805,23
30,T29,T29,Dan Forsman,35.0,560,16
31,T29,T29,David Toms,35.0,735,21
32,T33,T33,Billy Andrade,35.04,911,26
33,T33,T33,Stuart Appleby,35.04,806,23
34,T33,T33,Olin Browne,35.04,981,28
35,36,36,Gavin Coles,35.05,771,22
36,37,37,Harrison Frazar,35.07,1052,30
37,T38,T38,Tim Herron,35.11,948,27
38,T38,T38,Bernhard Langer,35.11,667,19
39,T40,T40,Bart Bryant,35.12,913,26
40,T40,T40,Peter Lonard,35.12,913,26
41,T42,T42,Brian Bateman,35.13,1089,31
42,T42,T42,J.J. Henry,35.13,1089,31
43,T44,T44,Todd Fischer,35.15,1195,34
44,T44,T44,Sean O'Hair,35.15,949,27
45,T46,T46,Carlos Franco,35.17,844,24
46,T46,T46,John Huston,35.17,1055,30
