,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Luke Donald,67,3.88,167,43
1,2,2,Sean O'Hair,103,3.9,308,79
2,3,3,Marco Dawson,82,3.91,563,144
3,4,4,Kirk Triplett,55,3.92,294,75
4,T5,T5,Brandt Jobe,96,3.93,421,107
5,T5,T5,Vijay Singh,111,3.93,346,88
6,T7,T7,Olin Browne,99,3.94,823,209
7,T7,T7,Sergio Garcia,73,3.94,303,77
8,T7,T7,Scott Gutschewski,86,3.94,414,105
9,T7,T7,Kenny Perry,82,3.94,347,88
10,T11,T11,Billy Mayfair,114,3.95,754,191
11,T11,T11,Phil Mickelson,81,3.95,387,98
12,T11,T11,Joey Snyder III,102,3.95,660,167
13,T14,T14,Jeff Brehaut,71,3.96,535,135
14,T14,T14,Bob Estes,92,3.96,720,182
15,T14,T14,Brian Gay,101,3.96,777,196
16,T14,T14,Richard Johnson,50,3.96,424,107
17,T14,T14,Brett Quigley,96,3.96,586,148
18,T19,T19,Stewart Cink,98,3.97,429,108
19,T19,T19,Thomas Levet,54,3.97,302,76
20,T19,T19,Steve Stricker,62,3.97,437,110
21,T22,T22,K.J. Choi,78,3.98,346,87
22,T22,T22,Brian Davis,75,3.98,573,144
23,T22,T22,Jim Furyk,94,3.98,525,132
24,T22,T22,David Hearn,68,3.98,577,145
25,T22,T22,John Huston,90,3.98,792,199
26,T22,T22,Carl Pettersson,109,3.98,840,211
27,T22,T22,Vaughn Taylor,99,3.98,820,206
28,T29,T29,Mark Calcavecchia,92,3.99,638,160
29,T29,T29,Joe Durant,81,3.99,659,165
30,T31,T31,Arjun Atwal,65,4.0,260,65
31,T31,T31,Jonathan Byrd,103,4.0,815,204
32,T31,T31,Tim Clark,92,4.0,484,121
33,T31,T31,Gavin Coles,70,4.0,648,162
34,T31,T31,Tim Herron,100,4.0,428,107
35,T31,T31,Freddie Jacobson,72,4.0,564,141
36,T31,T31,Stephen Leaney,89,4.0,452,113
37,T31,T31,José María Olazábal,55,4.0,344,86
38,T31,T31,Brenden Pappas,51,4.0,220,55
39,T31,T31,Scott Verplank,87,4.0,380,95
40,T31,T31,Nick Watney,91,4.0,825,206
41,T42,T42,Robert Allenby,95,4.01,597,149
42,T42,T42,Paul Azinger,66,4.01,297,74
43,T42,T42,Briny Baird,98,4.01,501,125
44,T42,T42,Jason Bohn,91,4.01,835,208
45,T42,T42,Retief Goosen,71,4.01,305,76
46,T42,T42,Zach Johnson,96,4.01,513,128
47,T42,T42,Jerry Kelly,101,4.01,633,158
48,T42,T42,Justin Leonard,78,4.01,573,143
49,T42,T42,Joey Sindelar,104,4.01,1027,256
50,T42,T42,Jeff Sluman,94,4.01,598,149
51,T42,T42,Hidemichi Tanaka,106,4.01,806,201
52,T42,T42,Mark Wilson,74,4.01,645,161
53,T54,T54,Fred Funk,102,4.02,486,121
54,T54,T54,Tom Gillis,77,4.02,748,186
55,T54,T54,Matt Gogel,78,4.02,675,168
56,T54,T54,Lee Janzen,75,4.02,434,108
57,T54,T54,Jeff Maggert,79,4.02,695,173
58,T54,T54,Phillip Price,77,4.02,478,119
59,T54,T54,Chris Riley,67,4.02,563,140
60,T54,T54,John Senden,101,4.02,708,176
61,T62,T62,Billy Andrade,83,4.03,468,116
62,T62,T62,Tommy Armour III,103,4.03,834,207
63,T62,T62,Justin Bolli,65,4.03,512,127
64,T62,T62,Harrison Frazar,105,4.03,706,175
65,T62,T62,Brent Geiberger,61,4.03,745,185
66,T62,T62,Lucas Glover,88,4.03,447,111
67,T62,T62,Dudley Hart,84,4.03,468,116
68,T62,T62,Jonathan Kaye,77,4.03,592,147
69,T62,T62,Frank Lickliter II,100,4.03,769,191
70,T62,T62,Greg Owen,84,4.03,883,219
71,T62,T62,Rod Pampling,89,4.03,447,111
72,T62,T62,Tom Pernice Jr.,111,4.03,636,158
73,T62,T62,Rory Sabbatini,81,4.03,395,98
74,T62,T62,Darron Stiles,78,4.03,645,160
75,T62,T62,Kevin Sutherland,89,4.03,681,169
76,T62,T62,Bo Van Pelt,112,4.03,657,163
77,T62,T62,Duffy Waldorf,86,4.03,710,176
78,T79,T79,Michael Allen,90,4.04,554,137
79,T79,T79,Woody Austin,100,4.04,920,228
80,T79,T79,Glen Day,80,4.04,772,191
81,T79,T79,Brendan Jones,81,4.04,743,184
82,T79,T79,Matt Kuchar,60,4.04,420,104
83,T79,T79,Neal Lancaster,95,4.04,537,133
84,T79,T79,Tim Petrovic,97,4.04,1039,257
85,T79,T79,Heath Slocum,103,4.04,517,128
86,T79,T79,Mario Tiziani,67,4.04,743,184
87,T79,T79,Tjaart van der Walt,56,4.04,586,145
88,T89,T89,Stuart Appleby,84,4.05,547,135
89,T89,T89,Robert Damron,89,4.05,709,175
90,T89,T89,Todd Fischer,99,4.05,627,155
91,T89,T89,Dan Forsman,52,4.05,498,123
92,T89,T89,Carlos Franco,78,4.05,709,175
93,T89,T89,Bill Glasson,54,4.05,519,128
94,T89,T89,J.L. Lewis,98,4.05,971,240
95,T89,T89,Geoff Ogilvy,97,4.05,555,137
96,T89,T89,Jesper Parnevik,84,4.05,676,167
97,T89,T89,Patrick Sheehan,114,4.05,854,211
98,T99,T99,Steve Allan,102,4.06,739,182
99,T99,T99,Cameron Beckman,96,4.06,1060,261
100,T99,T99,D.J. Brigman,76,4.06,516,127
101,T99,T99,J.J. Henry,102,4.06,580,143
102,T99,T99,Charles Howell III,95,4.06,552,136
103,T99,T99,Davis Love III,80,4.06,365,90
104,T99,T99,Loren Roberts,54,4.06,520,128
105,T99,T99,Kevin Stadler,96,4.06,735,181
106,T99,T99,Brett Wetterich,76,4.06,418,103
107,T108,T108,Chad Campbell,95,4.07,525,129
108,T108,T108,Daniel Chopra,108,4.07,887,218
109,T108,T108,Fred Couples,72,4.07,289,71
110,T108,T108,Steve Elkington,67,4.07,529,130
111,T108,T108,Arron Oberholser,65,4.07,704,173
112,T108,T108,Tag Ridings,93,4.07,708,174
113,T108,T108,Bob Tway,87,4.07,594,146
