,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
82,83,83,Freddie Jacobson,72,213.0,1278,6
83,84,84,Tom Pernice Jr.,111,214.0,1926,9
84,T85,T85,Luke Donald,67,216.0,1080,5
85,T85,T85,Frank Lickliter II,100,216.0,1728,8
86,87,87,Kevin Na,88,221.1,1548,7
87,88,88,Vaughn Taylor,99,222.8,1782,8
88,T89,T89,Arron Oberholser,65,226.8,1134,5
89,T89,T89,Dennis Paulson,63,226.8,1134,5
90,T91,T91,Ben Curtis,65,234.0,1170,5
91,T91,T91,Mario Tiziani,67,234.0,1170,5
92,93,93,Jim Furyk,94,239.1,1674,7
93,T94,T94,Hank Kuehne,84,240.0,1440,6
94,T94,T94,Greg Owen,84,240.0,1440,6
95,96,96,Tom Lehman,69,241.2,1206,5
96,97,97,Jeff Sluman,94,241.7,1692,7
97,98,98,Steve Jones,56,243.0,972,4
98,99,99,Marco Dawson,82,246.0,1476,6
99,100,100,Billy Andrade,83,249.0,1494,6
100,101,101,Gavin Coles,70,252.0,1260,5
101,102,102,Steve Flesch,90,255.0,1530,6
102,103,103,Brad Faxon,75,255.6,1278,5
103,104,104,J.J. Henry,102,257.1,1800,7
104,T105,T105,John Huston,90,258.0,1548,6
105,T105,T105,Dean Wilson,86,258.0,1548,6
106,107,107,Charles Warren,89,261.0,1566,6
107,T108,T108,K.J. Choi,78,262.8,1314,5
108,T108,T108,Roland Thatcher,75,262.8,1314,5
109,110,110,Tommy Armour III,103,264.9,1854,7
110,111,111,Jonathan Kaye,77,266.4,1332,5
111,112,112,Daniel Chopra,108,267.4,1872,7
112,T113,T113,Matt Gogel,78,273.6,1368,5
113,T113,T113,Darron Stiles,78,273.6,1368,5
114,115,115,Cameron Beckman,96,276.0,1656,6
115,T116,T116,Rich Beem,66,279.0,1116,4
116,T116,T116,Steve Stricker,62,279.0,1116,4
117,T118,T118,Glen Day,80,280.8,1404,5
118,T118,T118,Ryuji Imada,78,280.8,1404,5
119,120,120,J.P. Hayes,63,283.5,1134,4
120,T121,T121,Neal Lancaster,95,285.0,1710,6
121,T121,T121,Justin Rose,99,285.0,1710,6
122,123,123,Ryan Palmer,101,291.0,1746,6
123,T124,T124,Craig Perks,67,292.5,1170,4
124,T124,T124,Rob Rashell,65,292.5,1170,4
125,126,126,J.L. Lewis,98,294.0,1764,6
126,127,127,Jerry Kelly,101,297.0,1782,6
127,128,128,Dan Forsman,52,300.0,900,3
128,129,129,Jeff Brehaut,71,301.5,1206,4
129,130,130,Omar Uresti,84,302.4,1512,5
130,131,131,Hidemichi Tanaka,106,306.0,1836,6
131,132,132,Ted Purdy,122,313.7,2196,7
132,133,133,Mark Wilson,74,315.0,1260,4
133,T134,T134,Matt Davidson,53,318.0,954,3
134,T134,T134,José María Olazábal,55,318.0,954,3
135,136,136,Robert Damron,89,320.4,1602,5
136,T137,T137,D.J. Brigman,76,324.0,1296,4
137,T137,T137,Stewart Cink,98,324.0,1620,5
138,T137,T137,José Coceres,56,324.0,972,3
139,140,140,Todd Hamilton,94,327.6,1638,5
140,T141,T141,Lee Janzen,75,328.5,1314,4
141,T141,T141,Corey Pavin,77,328.5,1314,4
142,T141,T141,Phillip Price,77,328.5,1314,4
143,144,144,Phil Mickelson,81,333.0,1332,4
144,145,145,Tom Gillis,77,337.5,1350,4
145,146,146,Paul Claxton,79,355.5,1422,4
146,147,147,Heath Slocum,103,356.4,1782,5
147,148,148,Stuart Appleby,84,360.0,1440,4
148,149,149,Hunter Mahan,103,363.6,1818,5
149,T150,T150,Alex Cejka,84,364.5,1458,4
150,T150,T150,Joe Durant,81,364.5,1458,4
151,152,152,Duffy Waldorf,86,369.0,1476,4
152,T153,T153,Tom Byrum,83,373.5,1494,4
153,T153,T153,Bob Tway,87,373.5,1494,4
154,155,155,Carl Pettersson,109,378.0,1890,5
155,156,156,Chris Riley,67,384.0,1152,3
156,T157,T157,Stephen Leaney,89,387.0,1548,4
157,T157,T157,Scott Verplank,87,387.0,1548,4
158,T159,T159,Paul Azinger,66,396.0,1188,3
159,T159,T159,Patrick Sheehan,114,396.0,1980,5
160,161,161,Pat Perez,89,400.5,1602,4
161,162,162,Robert Gamez,91,409.5,1638,4
162,163,163,Chad Campbell,95,414.0,1656,4
163,164,164,Mark Brooks,72,432.0,1296,3
164,165,165,Todd Fischer,99,436.5,1746,4
165,166,166,Will MacKenzie,75,438.0,1314,3
166,167,167,Tim Herron,100,445.5,1782,4
167,T168,T168,Richard Johnson,50,450.0,900,2
168,T168,T168,Justin Leonard,78,450.0,1350,3
169,170,170,Jay Haas,54,459.0,918,2
170,171,171,Bradley Hughes,52,468.0,936,2
171,172,172,Stephen Ames,82,474.0,1422,3
172,173,173,Glen Hnatiuk,59,495.0,990,2
173,T174,T174,John Elliott,58,504.0,1008,2
174,T174,T174,Len Mattiace,86,504.0,1512,3
175,T174,T174,Rod Pampling,89,504.0,1512,3
176,T174,T174,Tjaart van der Walt,56,504.0,1008,2
177,T178,T178,Franklin Langham,91,522.0,1566,3
178,T178,T178,Kevin Sutherland,89,522.0,1566,3
179,T180,T180,Jim Carter,62,540.0,1080,2
180,T180,T180,Matt Kuchar,60,540.0,1080,2
181,182,182,Jeff Hart,63,549.0,1098,2
182,183,183,Olin Browne,99,570.0,1710,3
183,184,184,Kent Jones,99,582.0,1746,3
184,185,185,Mark O'Meara,66,594.0,1188,2
185,186,186,Fred Funk,102,606.0,1818,3
186,187,187,John Cook,72,630.0,1260,2
187,T188,T188,Paul Gow,78,666.0,1332,2
188,T188,T188,Jeff Maggert,79,666.0,1332,2
189,190,190,Skip Kendall,80,702.0,1404,2
190,191,191,Zach Johnson,96,855.0,1710,2
191,192,192,Larry Mize,54,900.0,900,1
192,T193,T193,Joey Sindelar,104,936.0,1872,2
193,T193,T193,Kirk Triplett,55,936.0,936,1
194,195,195,Loren Roberts,54,954.0,954,1
195,196,196,Justin Bolli,65,1134.0,1134,1
196,197,197,Mike Weir,71,1188.0,1188,1
197,198,198,Steve Elkington,67,1206.0,1206,1
198,199,199,Danny Briggs,70,1224.0,1224,1
199,200,200,Doug Barron,70,1260.0,1260,1
200,201,201,Brett Quigley,96,1656.0,1656,1
201,202,202,Brian Gay,101,1782.0,1782,1
