,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
0,1,1,Brenden Pappas,51,70.6,918,13
1,2,2,D.J. Trahan,81,77.0,1386,18
2,3,3,Mathias Grönberg,60,87.0,1044,12
3,4,4,Kevin Stadler,96,87.2,1656,19
4,5,5,Brian Davis,75,96.4,1350,14
5,6,6,Michael Long,72,105.0,1260,12
6,7,7,Joey Snyder III,102,110.3,1764,16
7,8,8,James Driscoll,73,116.2,1278,11
8,9,9,Ben Crane,78,121.1,1332,11
9,10,10,Harrison Frazar,105,121.2,1818,15
10,11,11,Mark Hensby,70,122.4,1224,10
11,12,12,Scott Gutschewski,86,123.0,1476,12
12,13,13,Steve Lowery,100,123.4,1728,14
13,14,14,Billy Mayfair,114,132.0,1980,15
14,15,15,Brent Geiberger,61,132.8,1062,8
15,16,16,Tiger Woods,76,133.2,1332,10
16,T17,T17,Aaron Baddeley,84,134.2,1476,11
17,T17,T17,Jesper Parnevik,84,134.2,1476,11
18,T19,T19,Charles Howell III,95,135.0,1620,12
19,T19,T19,Davis Love III,80,135.0,1350,10
20,21,21,Fred Couples,72,136.0,1224,9
21,22,22,Jay Williamson,53,136.3,954,7
22,23,23,Jason Bohn,91,136.5,1638,12
23,24,24,Craig Barlow,81,138.6,1386,10
24,25,25,Lucas Glover,88,140.7,1548,11
25,26,26,Brian Bateman,98,141.0,1692,12
26,27,27,Hunter Haas,83,142.2,1422,10
27,28,28,John Rollins,97,142.5,1710,12
28,T29,T29,Padraig Harrington,50,144.0,864,6
29,T29,T29,Hideto Tanihara,50,144.0,864,6
30,31,31,Arjun Atwal,65,146.3,1170,8
31,32,32,D.A. Points,94,147.3,1620,11
32,33,33,Tag Ridings,93,148.9,1638,11
33,34,34,Bernhard Langer,67,150.8,1206,8
34,35,35,Vijay Singh,111,150.9,1962,13
35,36,36,Carlos Franco,78,152.0,1368,9
36,37,37,David Hearn,68,153.0,1224,8
37,38,38,David Toms,87,154.0,1386,9
38,39,39,Chris Anderson,66,159.4,1116,7
39,40,40,Robert Allenby,95,160.2,1602,10
40,T41,T41,Steve Allan,102,160.4,1764,11
41,T41,T41,Shigeki Maruyama,99,160.4,1764,11
42,T43,T43,Jonathan Byrd,103,162.0,1782,11
43,T43,T43,Sean O'Hair,103,162.0,1782,11
44,T43,T43,Joe Ogilvie,103,162.0,1782,11
45,46,46,Woody Austin,100,163.6,1800,11
46,47,47,Scott Hend,75,164.3,1314,8
47,48,48,Brett Wetterich,76,166.5,1332,8
48,49,49,Charlie Wi,67,167.1,1170,7
49,50,50,Lee Westwood,50,172.8,864,5
50,51,51,Sergio Garcia,73,174.9,1224,7
51,52,52,Andrew Magee,82,175.5,1404,8
52,53,53,Nick Watney,91,178.0,1602,9
53,54,54,Bart Bryant,91,182.0,1638,9
54,55,55,Retief Goosen,71,183.0,1098,6
55,56,56,Bo Van Pelt,112,183.3,2016,11
56,57,57,Bill Glasson,54,187.2,936,5
57,T58,T58,Jason Allred,75,187.7,1314,7
58,T58,T58,Rocco Mediate,73,187.7,1314,7
59,T60,T60,Dudley Hart,84,189.0,1512,8
60,T60,T60,Peter Lonard,85,189.0,1512,8
61,62,62,Scott McCarron,78,190.3,1332,7
62,63,63,Thomas Levet,54,190.8,954,5
63,64,64,Briny Baird,98,192.0,1728,9
64,65,65,Chris DiMarco,83,192.9,1350,7
65,66,66,John Daly,78,195.4,1368,7
66,67,67,Tim Clark,92,195.8,1566,8
67,68,68,John Senden,101,198.0,1782,9
68,69,69,Rory Sabbatini,81,200.6,1404,7
69,70,70,Bob Heintz,67,201.0,1206,6
70,71,71,Ian Poulter,62,201.6,1008,5
71,T72,T72,Michael Allen,90,202.5,1620,8
72,T72,T72,Mark Calcavecchia,92,202.5,1620,8
73,T74,T74,Brendan Jones,81,203.1,1422,7
74,T74,T74,Shaun Micheel,81,203.1,1422,7
75,76,76,Adam Scott,72,204.0,1224,6
76,77,77,Kenny Perry,82,205.7,1440,7
77,T78,T78,Bob Estes,92,207.0,1656,8
78,T78,T78,Brandt Jobe,96,207.0,1656,8
79,T80,T80,Geoff Ogilvy,97,209.3,1674,8
80,T80,T80,Tim Petrovic,97,209.3,1674,8
81,T80,T80,Chris Smith,93,209.3,1674,8
