,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Larry Mize,65.5,131,2
1,T2,T2,David Hearn,68.0,136,2
2,T2,T2,Phillip Price,68.0,68,1
3,T2,T2,Tjaart van der Walt,68.0,68,1
4,T5,T5,James Driscoll,68.25,273,4
5,T5,T5,Mark Wilson,68.25,273,4
6,7,7,Kenny Perry,68.27,751,11
7,8,8,Jason Bohn,68.29,478,7
8,9,9,Aaron Baddeley,68.33,205,3
9,10,10,David Toms,68.44,616,9
10,T11,T11,Robert Gamez,68.5,274,4
11,T11,T11,Scott Hend,68.5,137,2
12,T11,T11,Omar Uresti,68.5,137,2
13,14,14,Jonathan Kaye,68.6,343,5
14,T15,T15,Padraig Harrington,68.67,206,3
15,T15,T15,José María Olazábal,68.67,412,6
16,T17,T17,Doug Barron,68.75,275,4
17,T17,T17,Geoff Ogilvy,68.75,550,8
18,19,19,Daniel Chopra,68.8,344,5
19,T20,T20,J.P. Hayes,69.0,345,5
20,T20,T20,Bradley Hughes,69.0,69,1
21,22,22,Roland Thatcher,69.2,346,5
22,23,23,Tiger Woods,69.21,969,14
23,24,24,Scott Verplank,69.22,623,9
24,25,25,Justin Leonard,69.29,485,7
25,26,26,John Rollins,69.43,486,7
26,27,27,Bart Bryant,69.44,625,9
27,28,28,Kevin Stadler,69.5,278,4
28,T29,T29,Davis Love III,69.63,557,8
29,T29,T29,Pat Perez,69.63,557,8
30,T31,T31,José Coceres,69.67,209,3
31,T31,T31,Chris DiMarco,69.67,418,6
32,T31,T31,Harrison Frazar,69.67,836,12
33,T31,T31,Carl Pettersson,69.67,418,6
34,T31,T31,Charles Warren,69.67,209,3
35,T36,T36,Ben Crane,69.75,558,8
36,T36,T36,Arron Oberholser,69.75,279,4
37,38,38,Tim Clark,69.78,628,9
38,39,39,Jim Furyk,69.79,977,14
39,40,40,Richard Johnson,69.8,349,5
40,41,41,Vijay Singh,69.81,1466,21
41,T42,T42,Mark Brooks,70.0,140,2
42,T42,T42,K.J. Choi,70.0,700,10
43,T42,T42,Jeff Maggert,70.0,420,6
44,T42,T42,Craig Perks,70.0,70,1
45,T42,T42,Loren Roberts,70.0,490,7
46,T42,T42,Vaughn Taylor,70.0,560,8
47,T42,T42,D.J. Trahan,70.0,350,5
48,49,49,Phil Mickelson,70.1,701,10
49,50,50,Sergio Garcia,70.15,912,13
50,51,51,Bernhard Langer,70.17,421,6
51,52,52,Stuart Appleby,70.22,632,9
52,53,53,Retief Goosen,70.25,562,8
53,T54,T54,Adam Scott,70.29,492,7
54,T54,T54,Joey Snyder III,70.29,492,7
55,T56,T56,Marco Dawson,70.33,211,3
56,T56,T56,Steve Lowery,70.33,422,6
57,T56,T56,Rod Pampling,70.33,422,6
58,T56,T56,Darron Stiles,70.33,422,6
59,60,60,Greg Owen,70.43,493,7
60,T61,T61,Peter Lonard,70.5,423,6
61,T61,T61,D.A. Points,70.5,141,2
62,T61,T61,Mike Weir,70.5,141,2
63,T64,T64,Freddie Jacobson,70.57,494,7
64,T64,T64,Corey Pavin,70.57,494,7
65,T64,T64,Brett Quigley,70.57,494,7
66,T67,T67,Jerry Kelly,70.6,706,10
67,T67,T67,Tim Petrovic,70.6,353,5
68,69,69,Ryan Palmer,70.63,565,8
69,70,70,Zach Johnson,70.64,777,11
70,T71,T71,Jeff Brehaut,70.67,424,6
71,T71,T71,John Cook,70.67,212,3
72,T71,T71,Ben Curtis,70.67,424,6
73,T71,T71,Brandt Jobe,70.67,636,9
74,T71,T71,Kent Jones,70.67,212,3
75,T71,T71,Brendan Jones,70.67,212,3
76,T71,T71,Stephen Leaney,70.67,424,6
77,T71,T71,Shaun Micheel,70.67,424,6
78,T79,T79,Craig Barlow,70.75,283,4
79,T79,T79,Brent Geiberger,70.75,283,4
80,81,81,Sean O'Hair,70.78,637,9
81,T82,T82,Alex Cejka,70.8,354,5
82,T82,T82,Matt Kuchar,70.8,354,5
83,T84,T84,Brad Faxon,70.83,425,6
84,T84,T84,Rory Sabbatini,70.83,425,6
85,T84,T84,Steve Stricker,70.83,425,6
86,87,87,Todd Hamilton,70.86,496,7
87,T88,T88,Danny Briggs,71.0,426,6
88,T88,T88,Mark Calcavecchia,71.0,497,7
89,T88,T88,Fred Couples,71.0,426,6
90,T88,T88,Glen Day,71.0,213,3
91,T88,T88,Joe Durant,71.0,426,6
92,T88,T88,Steve Elkington,71.0,355,5
93,T88,T88,Dan Forsman,71.0,142,2
94,T88,T88,Carlos Franco,71.0,426,6
95,T88,T88,Jeff Hart,71.0,71,1
96,T88,T88,J.J. Henry,71.0,355,5
97,T88,T88,Charles Howell III,71.0,568,8
98,T88,T88,Lee Janzen,71.0,142,2
99,T88,T88,Shigeki Maruyama,71.0,710,10
100,T88,T88,Mark O'Meara,71.0,213,3
101,T88,T88,Joe Ogilvie,71.0,639,9
102,T88,T88,Brenden Pappas,71.0,284,4
103,T88,T88,Bo Van Pelt,71.0,639,9
104,T88,T88,Brett Wetterich,71.0,426,6
105,106,106,Tim Herron,71.08,853,12
106,107,107,Joey Sindelar,71.09,782,11
107,T108,T108,Tom Pernice Jr.,71.13,569,8
108,T108,T108,Dean Wilson,71.13,569,8
109,110,110,Arjun Atwal,71.14,498,7
110,111,111,Heath Slocum,71.2,356,5
111,112,112,Tag Ridings,71.22,641,9
112,T113,T113,Stephen Ames,71.25,285,4
113,T113,T113,Jay Haas,71.25,285,4
114,T113,T113,Bob Heintz,71.25,285,4
115,116,116,Lucas Glover,71.29,499,7
116,T117,T117,Woody Austin,71.33,642,9
117,T117,T117,Paul Azinger,71.33,214,3
118,T117,T117,Steve Flesch,71.33,428,6
119,T117,T117,Mathias Grönberg,71.33,428,6
120,T121,T121,John Huston,71.4,357,5
121,T121,T121,Kevin Na,71.4,714,10
122,T123,T123,Luke Donald,71.43,500,7
123,T123,T123,Hidemichi Tanaka,71.43,500,7
124,125,125,Dudley Hart,71.45,786,11
125,T126,T126,Rich Beem,71.5,286,4
126,T126,T126,Matt Gogel,71.5,143,2
127,T126,T126,Andrew Magee,71.5,143,2
128,T126,T126,Mario Tiziani,71.5,286,4
129,T130,T130,Tom Byrum,71.57,501,7
130,T130,T130,Stewart Cink,71.57,501,7
131,132,132,Billy Mayfair,71.58,859,12
132,T133,T133,Todd Fischer,71.6,358,5
133,T133,T133,Mark Hensby,71.6,358,5
134,T133,T133,Ryuji Imada,71.6,358,5
135,136,136,Jesper Parnevik,71.63,573,8
136,137,137,Gavin Coles,71.67,215,3
137,T138,T138,Billy Andrade,71.71,502,7
138,T138,T138,Olin Browne,71.71,502,7
139,T138,T138,Fred Funk,71.71,502,7
140,141,141,Franklin Langham,71.75,287,4
141,142,142,Chris Smith,71.88,575,8
142,T143,T143,Steve Allan,72.0,288,4
143,T143,T143,D.J. Brigman,72.0,72,1
144,T143,T143,Chad Campbell,72.0,432,6
145,T143,T143,Paul Claxton,72.0,288,4
146,T143,T143,John Daly,72.0,504,7
147,T143,T143,Ted Purdy,72.0,1008,14
148,T143,T143,Kirk Triplett,72.0,504,7
149,T143,T143,Bob Tway,72.0,504,7
150,151,151,Briny Baird,72.13,577,8
151,T152,T152,Frank Lickliter II,72.14,505,7
152,T152,T152,Hunter Mahan,72.14,505,7
153,154,154,Hunter Haas,72.17,433,6
154,T155,T155,Brian Davis,72.25,289,4
155,T155,T155,J.L. Lewis,72.25,289,4
156,157,157,John Senden,72.29,506,7
157,158,158,Justin Rose,72.3,723,10
158,T159,T159,Michael Allen,72.33,434,6
159,T159,T159,Robert Allenby,72.33,434,6
160,T159,T159,Tom Lehman,72.33,217,3
161,162,162,Jeff Sluman,72.38,579,8
162,T163,T163,Tommy Armour III,72.4,362,5
163,T163,T163,Brian Gay,72.4,362,5
164,T165,T165,Cameron Beckman,72.5,435,6
