,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Arjun Atwal,68.43,479,7
1,2,2,Retief Goosen,68.63,549,8
2,3,3,Luke Donald,68.71,481,7
3,4,4,Sean O'Hair,69.23,900,13
4,5,5,Jeff Brehaut,69.31,901,13
5,6,6,Tiger Woods,69.33,416,6
6,7,7,Vijay Singh,69.37,1318,19
7,8,8,Lucas Glover,69.42,833,12
8,9,9,Bob Tway,69.45,764,11
9,10,10,Sergio Garcia,69.46,903,13
10,11,11,Jeff Maggert,69.58,835,12
11,12,12,Richard Johnson,69.63,557,8
12,13,13,Jesper Parnevik,69.67,627,9
13,14,14,Brandt Jobe,69.71,976,14
14,15,15,Brent Geiberger,69.78,628,9
15,T16,T16,Marco Dawson,69.82,768,11
16,T16,T16,Dudley Hart,69.82,768,11
17,18,18,Dean Wilson,69.83,838,12
18,19,19,Rod Pampling,69.89,629,9
19,20,20,Jim Furyk,69.93,979,14
20,21,21,Tom Pernice Jr.,70.12,1192,17
21,22,22,Omar Uresti,70.13,1052,15
22,23,23,Kirk Triplett,70.14,491,7
23,24,24,James Driscoll,70.18,772,11
24,25,25,Todd Hamilton,70.21,983,14
25,26,26,Hidemichi Tanaka,70.22,1264,18
26,27,27,Cameron Beckman,70.28,1265,18
27,28,28,Geoff Ogilvy,70.29,984,14
28,29,29,Jonathan Byrd,70.33,844,12
29,30,30,Woody Austin,70.35,1196,17
30,T31,T31,Joe Durant,70.36,774,11
31,T31,T31,Heath Slocum,70.36,985,14
32,33,33,Olin Browne,70.38,915,13
33,34,34,Ted Purdy,70.39,1267,18
34,35,35,Kenny Perry,70.4,704,10
35,36,36,Jason Bohn,70.43,986,14
36,37,37,Billy Mayfair,70.47,1057,15
37,T38,T38,Chad Campbell,70.5,846,12
38,T38,T38,Ian Poulter,70.5,564,8
39,T38,T38,Joey Sindelar,70.5,987,14
40,T38,T38,Bo Van Pelt,70.5,1410,20
41,42,42,Ben Crane,70.54,917,13
42,43,43,Brendan Jones,70.56,1129,16
43,44,44,Harrison Frazar,70.57,988,14
44,45,45,Brian Bateman,70.58,847,12
45,46,46,Tim Herron,70.6,1059,15
46,47,47,Michael Allen,70.61,1271,18
47,48,48,Ryan Palmer,70.62,918,13
48,T49,T49,Tom Byrum,70.63,1130,16
49,T49,T49,Dan Forsman,70.63,565,8
50,T51,T51,J.L. Lewis,70.64,777,11
51,T51,T51,Steve Stricker,70.64,777,11
52,53,53,Fred Funk,70.67,1060,15
53,54,54,Mario Tiziani,70.69,919,13
54,55,55,K.J. Choi,70.7,707,10
55,T56,T56,Adam Scott,70.73,778,11
56,T56,T56,Vaughn Taylor,70.73,778,11
57,58,58,Mark Brooks,70.75,849,12
58,59,59,Jeff Sluman,70.77,920,13
59,T60,T60,Pat Perez,70.79,991,14
60,T60,T60,Duffy Waldorf,70.79,991,14
61,T62,T62,Gavin Coles,70.8,708,10
62,T62,T62,J.J. Henry,70.8,1062,15
63,64,64,Joe Ogilvie,70.81,1133,16
64,65,65,Roland Thatcher,70.82,779,11
65,T66,T66,Robert Allenby,70.83,850,12
66,T66,T66,Hank Kuehne,70.83,850,12
67,T66,T66,Darron Stiles,70.83,850,12
68,T69,T69,Tim Clark,70.85,921,13
69,T69,T69,Bob Estes,70.85,921,13
70,T71,T71,Phil Mickelson,70.89,638,9
71,T71,T71,Tag Ridings,70.89,1347,19
72,T73,T73,Stewart Cink,70.9,709,10
73,T73,T73,Fred Couples,70.9,709,10
74,75,75,Mathias Grönberg,70.91,780,11
75,T76,T76,Charles Howell III,70.93,993,14
76,T76,T76,Carl Pettersson,70.93,1064,15
77,T78,T78,Steve Allan,71.0,1065,15
78,T78,T78,Stephen Ames,71.0,852,12
79,T78,T78,Billy Andrade,71.0,994,14
80,T78,T78,Paul Azinger,71.0,781,11
81,T78,T78,Briny Baird,71.0,1065,15
82,T78,T78,Daniel Chopra,71.0,1207,17
83,T78,T78,Tom Gillis,71.0,923,13
84,T78,T78,Peter Lonard,71.0,781,11
85,T78,T78,Brenden Pappas,71.0,355,5
86,T78,T78,Phillip Price,71.0,1065,15
87,T78,T78,Chris Riley,71.0,710,10
88,T78,T78,Lee Westwood,71.0,568,8
89,T90,T90,Bart Bryant,71.07,1066,15
90,T90,T90,David Hearn,71.07,995,14
91,T92,T92,Tom Lehman,71.08,924,13
92,T92,T92,D.J. Trahan,71.08,924,13
93,94,94,Joey Snyder III,71.11,1280,18
94,95,95,Stuart Appleby,71.14,996,14
95,T96,T96,José María Olazábal,71.17,427,6
96,T96,T96,Patrick Sheehan,71.17,1281,18
97,98,98,Mark Calcavecchia,71.18,783,11
98,99,99,Todd Fischer,71.2,1068,15
99,100,100,Davis Love III,71.21,997,14
100,101,101,Aaron Baddeley,71.23,926,13
101,T102,T102,Hunter Mahan,71.24,1211,17
102,T102,T102,Brett Wetterich,71.24,1211,17
103,104,104,Scott McCarron,71.25,855,12
104,T105,T105,Brian Davis,71.27,784,11
105,T105,T105,Rory Sabbatini,71.27,784,11
106,107,107,Tommy Armour III,71.29,998,14
107,108,108,Nick Watney,71.31,1141,16
108,109,109,Chris DiMarco,71.33,856,12
109,110,110,Stephen Leaney,71.36,999,14
110,111,111,Brett Quigley,71.38,928,13
111,T112,T112,Bill Glasson,71.44,643,9
112,T112,T112,Paul Gow,71.44,1143,16
113,T112,T112,Justin Rose,71.44,1143,16
114,115,115,Matt Gogel,71.45,786,11
115,T116,T116,Rocco Mediate,71.47,1072,15
116,T116,T116,Chris Smith,71.47,1072,15
117,118,118,Charlie Wi,71.5,715,10
118,119,119,John Rollins,71.54,930,13
119,T120,T120,John Elliott,71.56,644,9
120,T120,T120,Scott Gutschewski,71.56,1145,16
121,T120,T120,Mark Hensby,71.56,644,9
122,T123,T123,John Huston,71.6,1074,15
123,T123,T123,Kevin Na,71.6,1074,15
124,T123,T123,Kevin Sutherland,71.6,716,10
125,126,126,John Senden,71.62,931,13
126,T127,T127,Brian Gay,71.64,1003,14
127,T127,T127,Scott Hend,71.64,1003,14
128,129,129,Jay Williamson,71.67,430,6
129,130,130,Alex Cejka,71.69,932,13
130,131,131,Greg Owen,71.7,717,10
131,132,132,D.A. Points,71.78,1292,18
132,T133,T133,Ryuji Imada,71.79,1005,14
133,T133,T133,Michael Long,71.79,1005,14
134,T135,T135,Craig Barlow,71.82,790,11
135,T135,T135,Scott Verplank,71.82,790,11
136,T135,T135,Charles Warren,71.82,1221,17
137,T138,T138,Carlos Franco,71.85,934,13
138,T138,T138,Will MacKenzie,71.85,934,13
139,140,140,Loren Roberts,71.86,503,7
140,T141,T141,Steve Jones,71.88,575,8
141,T141,T141,Franklin Langham,71.88,1150,16
142,143,143,Arron Oberholser,71.89,647,9
143,144,144,Lee Janzen,71.91,791,11
144,T145,T145,Skip Kendall,71.92,935,13
145,T145,T145,Steve Lowery,71.92,935,13
146,T145,T145,Andrew Magee,71.92,863,12
147,T145,T145,Shigeki Maruyama,71.92,863,12
148,149,149,Neal Lancaster,71.94,1151,16
149,150,150,Justin Leonard,72.0,792,11
150,151,151,J.P. Hayes,72.08,865,12
151,152,152,Jeff Hart,72.09,793,11
152,T153,T153,Padraig Harrington,72.11,649,9
153,T153,T153,Corey Pavin,72.11,649,9
154,T155,T155,Steve Elkington,72.13,577,8
155,T155,T155,Bernhard Langer,72.13,577,8
156,T157,T157,Freddie Jacobson,72.14,1010,14
157,T157,T157,Tim Petrovic,72.14,1010,14
158,T159,T159,Chris Anderson,72.15,938,13
159,T159,T159,Paul Claxton,72.15,938,13
160,T161,T161,Jonathan Kaye,72.33,651,9
161,T161,T161,Matt Kuchar,72.33,651,9
162,T161,T161,Frank Lickliter II,72.33,868,12
163,164,164,Dennis Paulson,72.36,1013,14
164,165,165,Len Mattiace,72.38,941,13
165,T166,T166,D.J. Brigman,72.42,869,12
166,T166,T166,Mark O'Meara,72.42,869,12
167,168,168,Glen Day,72.43,1014,14
168,169,169,Hideto Tanihara,72.44,652,9
169,170,170,Robert Gamez,72.47,1087,15
170,T171,T171,David Toms,72.5,580,8
171,T171,T171,Mike Weir,72.5,725,10
172,T173,T173,Danny Briggs,72.54,943,13
173,T173,T173,John Daly,72.54,943,13
174,175,175,Ben Curtis,72.56,653,9
175,T176,T176,Brad Faxon,72.62,944,13
176,T176,T176,Zach Johnson,72.62,944,13
177,T178,T178,Jason Allred,72.63,1380,19
178,T178,T178,Thomas Levet,72.63,581,8
179,T178,T178,Larry Mize,72.63,581,8
180,T181,T181,Robert Damron,72.64,1017,14
181,T181,T181,Shaun Micheel,72.64,799,11
182,T181,T181,Kevin Stadler,72.64,1017,14
183,184,184,Jim Carter,72.67,872,12
184,185,185,Kent Jones,72.73,1091,15
185,T186,T186,Justin Bolli,72.75,873,12
186,T186,T186,Mark Wilson,72.75,873,12
187,188,188,Bob Heintz,72.79,1019,14
188,189,189,José Coceres,72.8,728,10
189,190,190,Hunter Haas,72.85,947,13
190,191,191,Rob Rashell,72.93,1094,15
191,T192,T192,Doug Barron,73.0,949,13
192,T192,T192,Steve Flesch,73.0,949,13
193,T192,T192,Jerry Kelly,73.0,657,9
194,T192,T192,Craig Perks,73.0,730,10
195,196,196,Jay Haas,73.22,659,9
196,197,197,Glen Hnatiuk,73.33,880,12
197,198,198,Bradley Hughes,73.36,807,11
198,199,199,John Cook,73.55,809,11
199,200,200,Rich Beem,73.63,589,8
200,201,201,Matt Davidson,73.78,664,9
201,202,202,Tjaart van der Walt,74.0,666,9
