,Tenth_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_3_Scoring_Average_AVG,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Loren Roberts,54,2.81,90,32
1,2,2,Carlos Franco,78,2.85,151,53
2,3,3,Tom Byrum,83,2.86,140,49
3,4,4,Bart Bryant,91,2.87,135,47
4,5,5,Corey Pavin,77,2.88,121,42
5,T6,T6,Arjun Atwal,65,2.89,156,54
6,T6,T6,Glen Day,80,2.89,179,62
7,T6,T6,Retief Goosen,71,2.89,110,38
8,9,9,Neal Lancaster,95,2.9,258,89
9,10,10,Jeff Hart,63,2.91,157,54
10,T11,T11,Chad Campbell,95,2.92,190,65
11,T11,T11,Bill Glasson,54,2.92,155,53
12,13,13,Will MacKenzie,75,2.93,205,70
13,T14,T14,Shigeki Maruyama,99,2.94,250,85
14,T14,T14,Rory Sabbatini,81,2.94,191,65
15,T16,T16,Padraig Harrington,50,2.95,118,40
16,T16,T16,J.P. Hayes,63,2.95,130,44
17,T16,T16,Larry Mize,54,2.95,121,41
18,T16,T16,Kirk Triplett,55,2.95,118,40
19,T20,T20,Stewart Cink,98,2.96,231,78
20,T20,T20,Ben Crane,78,2.96,142,48
21,T20,T20,Arron Oberholser,65,2.96,83,28
22,T20,T20,Kevin Sutherland,89,2.96,213,72
23,T24,T24,Robert Gamez,91,2.97,220,74
24,T24,T24,Sergio Garcia,73,2.97,107,36
25,T24,T24,Mathias Grönberg,60,2.97,110,37
26,T24,T24,Charles Howell III,95,2.97,205,69
27,T24,T24,Tim Petrovic,97,2.97,184,62
28,T29,T29,Cameron Beckman,96,2.98,149,50
29,T29,T29,Tim Clark,92,2.98,167,56
30,T29,T29,Tom Lehman,69,2.98,125,42
31,T29,T29,Geoff Ogilvy,97,2.98,182,61
32,T29,T29,Ian Poulter,62,2.98,119,40
33,T29,T29,Hideto Tanihara,50,2.98,146,49
34,T29,T29,Mark Wilson,74,2.98,182,61
35,T36,T36,Jerry Kelly,101,2.99,230,77
36,T36,T36,Vijay Singh,111,2.99,221,74
37,T38,T38,Rich Beem,66,3.0,123,41
38,T38,T38,Luke Donald,67,3.0,135,45
39,T38,T38,Harrison Frazar,105,3.0,228,76
40,T38,T38,Bob Heintz,67,3.0,132,44
41,T38,T38,Matt Kuchar,60,3.0,171,57
42,T38,T38,Michael Long,72,3.0,183,61
43,T38,T38,Andrew Magee,82,3.0,183,61
44,T38,T38,Tom Pernice Jr.,111,3.0,219,73
45,T38,T38,Phillip Price,77,3.0,183,61
46,T38,T38,Tag Ridings,93,3.0,219,73
47,T38,T38,Patrick Sheehan,114,3.0,252,84
48,T38,T38,Vaughn Taylor,99,3.0,192,64
49,T38,T38,Tiger Woods,76,3.0,144,48
