,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Adam Scott,72,4.5,423,94
1,T2,T2,James Driscoll,73,4.53,571,126
2,T2,T2,Retief Goosen,71,4.53,412,91
3,T4,T4,Scott Gutschewski,86,4.54,718,158
4,T4,T4,Vijay Singh,111,4.54,567,125
5,T6,T6,Stuart Appleby,84,4.55,446,98
6,T6,T6,Brett Wetterich,76,4.55,537,118
7,T8,T8,Billy Andrade,83,4.56,602,132
8,T8,T8,Paul Claxton,79,4.56,639,140
9,T8,T8,Billy Mayfair,114,4.56,807,177
10,T8,T8,Phil Mickelson,81,4.56,406,89
11,T8,T8,Scott Verplank,87,4.56,552,121
12,13,13,Jason Bohn,91,4.57,603,132
13,T14,T14,Briny Baird,98,4.58,774,169
14,T14,T14,Mathias Grönberg,60,4.58,380,83
15,T16,T16,Craig Barlow,81,4.59,638,139
16,T16,T16,Richard Johnson,50,4.59,303,66
17,T16,T16,Tom Lehman,69,4.59,496,108
18,T16,T16,Frank Lickliter II,100,4.59,775,169
19,T20,T20,Tim Clark,92,4.6,534,116
20,T20,T20,Tim Herron,100,4.6,740,161
21,T20,T20,Zach Johnson,96,4.6,649,141
22,T20,T20,Scott McCarron,78,4.6,580,126
23,T20,T20,Phillip Price,77,4.6,713,155
24,T20,T20,Brett Quigley,96,4.6,732,159
25,T26,T26,Robert Allenby,95,4.61,719,156
26,T26,T26,Ben Crane,78,4.61,456,99
27,T26,T26,Luke Donald,67,4.61,355,77
28,T26,T26,Lucas Glover,88,4.61,710,154
29,T26,T26,Charles Howell III,95,4.61,682,148
30,T26,T26,John Huston,90,4.61,627,136
31,T26,T26,Ryuji Imada,78,4.61,636,138
32,T26,T26,Bo Van Pelt,112,4.61,898,195
33,T34,T34,John Daly,78,4.62,504,109
34,T34,T34,Bob Heintz,67,4.62,504,109
35,T34,T34,José María Olazábal,55,4.62,356,77
36,T34,T34,Kevin Stadler,96,4.62,800,173
37,T34,T34,Omar Uresti,84,4.62,720,156
38,T34,T34,Charles Warren,89,4.62,712,154
39,T34,T34,Dean Wilson,86,4.62,600,130
40,T41,T41,Robert Damron,89,4.63,777,168
41,T41,T41,Sergio Garcia,73,4.63,347,75
42,T41,T41,Steve Lowery,100,4.63,782,169
43,T41,T41,John Senden,101,4.63,856,185
44,T41,T41,Kevin Sutherland,89,4.63,718,155
45,T41,T41,Nick Watney,91,4.63,713,154
46,T41,T41,Tiger Woods,76,4.63,287,62
47,T48,T48,Woody Austin,100,4.64,784,169
48,T48,T48,Joe Durant,81,4.64,626,135
49,T48,T48,Harrison Frazar,105,4.64,728,157
50,T48,T48,Geoff Ogilvy,97,4.64,649,140
51,T48,T48,Brenden Pappas,51,4.64,445,96
52,T48,T48,Ted Purdy,122,4.64,919,198
53,T54,T54,Jonathan Byrd,103,4.65,855,184
