,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,76,3.93,1584,403
1,T2,T2,Jim Furyk,94,3.98,2004,503
2,T2,T2,Jonathan Kaye,77,3.98,1593,400
3,T4,T4,Olin Browne,99,3.99,2013,504
4,T4,T4,J.J. Henry,102,3.99,2097,525
5,T4,T4,Phil Mickelson,81,3.99,1579,396
6,T4,T4,Vijay Singh,111,3.99,2364,592
7,T8,T8,Jeff Brehaut,71,4.0,1419,355
8,T8,T8,Richard Johnson,50,4.0,1063,266
9,T8,T8,Geoff Ogilvy,97,4.0,1987,497
10,T8,T8,Loren Roberts,54,4.0,1157,289
11,T8,T8,John Senden,101,4.0,2099,525
12,T8,T8,Heath Slocum,103,4.0,2082,520
13,T8,T8,Mario Tiziani,67,4.0,1385,346
14,T15,T15,José María Olazábal,55,4.01,1159,289
15,T15,T15,Joey Sindelar,104,4.01,2174,542
16,T15,T15,Vaughn Taylor,99,4.01,2104,525
17,T15,T15,D.J. Trahan,81,4.01,1641,409
18,T15,T15,Bob Tway,87,4.01,1770,441
19,T15,T15,Scott Verplank,87,4.01,1854,462
20,T21,T21,Doug Barron,70,4.02,1507,375
21,T21,T21,Jason Bohn,91,4.02,1952,486
22,T21,T21,Fred Couples,72,4.02,1461,363
23,T21,T21,Bob Estes,92,4.02,1986,494
24,T21,T21,Dan Forsman,52,4.02,1046,260
25,T21,T21,Retief Goosen,71,4.02,1342,334
26,T21,T21,Dudley Hart,84,4.02,1777,442
27,T21,T21,Billy Mayfair,114,4.02,2346,584
28,T21,T21,Tom Pernice Jr.,111,4.02,2273,566
29,T21,T21,Justin Rose,99,4.02,2009,500
30,T21,T21,Joey Snyder III,102,4.02,2091,520
31,T21,T21,Darron Stiles,78,4.02,1617,402
32,T33,T33,Tommy Armour III,103,4.03,2194,545
33,T33,T33,Briny Baird,98,4.03,2065,512
34,T33,T33,Chad Campbell,95,4.03,2015,500
35,T33,T33,Marco Dawson,82,4.03,1756,436
36,T33,T33,Sergio Garcia,73,4.03,1536,381
37,T33,T33,Brian Gay,101,4.03,2100,521
38,T33,T33,J.P. Hayes,63,4.03,1357,337
39,T33,T33,Tim Herron,100,4.03,2110,524
40,T33,T33,Charles Howell III,95,4.03,1924,478
41,T33,T33,Brandt Jobe,96,4.03,1993,494
42,T33,T33,Davis Love III,80,4.03,1621,402
43,T33,T33,Jeff Maggert,79,4.03,1596,396
44,T33,T33,Sean O'Hair,103,4.03,2153,534
45,T33,T33,Kenny Perry,82,4.03,1771,439
46,T33,T33,John Rollins,97,4.03,2051,509
47,T33,T33,Hidemichi Tanaka,106,4.03,2152,534
48,T33,T33,Roland Thatcher,75,4.03,1548,384
49,T33,T33,David Toms,87,4.03,1674,415
50,T33,T33,Kirk Triplett,55,4.03,1096,272
51,T52,T52,Michael Allen,90,4.04,1957,484
52,T52,T52,Justin Bolli,65,4.04,1349,334
53,T52,T52,K.J. Choi,78,4.04,1591,394
54,T52,T52,Daniel Chopra,108,4.04,2212,548
55,T52,T52,Stewart Cink,98,4.04,1934,479
56,T52,T52,Harrison Frazar,105,4.04,2170,537
57,T52,T52,Zach Johnson,96,4.04,2079,514
58,T52,T52,Justin Leonard,78,4.04,1685,417
59,T52,T52,Arron Oberholser,65,4.04,1348,334
60,T52,T52,Kevin Sutherland,89,4.04,1848,457
61,T52,T52,Bo Van Pelt,112,4.04,2391,592
62,T63,T63,Robert Allenby,95,4.05,1917,473
63,T63,T63,Arjun Atwal,65,4.05,1423,351
64,T63,T63,Cameron Beckman,96,4.05,1966,486
65,T63,T63,Bart Bryant,91,4.05,2011,497
66,T63,T63,Mark Calcavecchia,92,4.05,1965,485
67,T63,T63,John Cook,72,4.05,1505,372
68,T63,T63,Brian Davis,75,4.05,1567,387
69,T63,T63,Joe Durant,81,4.05,1741,430
70,T63,T63,Brent Geiberger,61,4.05,1246,308
71,T63,T63,Bradley Hughes,52,4.05,1141,282
72,T63,T63,Hunter Mahan,103,4.05,2169,535
73,T63,T63,Shigeki Maruyama,99,4.05,2130,526
74,T63,T63,Scott McCarron,78,4.05,1551,383
75,T63,T63,Greg Owen,84,4.05,1703,421
76,T63,T63,Ted Purdy,122,4.05,2674,660
77,T63,T63,Adam Scott,72,4.05,1507,372
78,T63,T63,Jeff Sluman,94,4.05,1971,487
79,T63,T63,Brett Wetterich,76,4.05,1596,394
80,T63,T63,Dean Wilson,86,4.05,1840,454
81,T82,T82,Billy Andrade,83,4.06,1770,436
82,T82,T82,José Coceres,56,4.06,1169,288
83,T82,T82,Glen Day,80,4.06,1701,419
84,T82,T82,Chris DiMarco,83,4.06,1654,407
85,T82,T82,Brad Faxon,75,4.06,1577,388
86,T82,T82,Fred Funk,102,4.06,2230,549
87,T82,T82,Tom Gillis,77,4.06,1596,393
88,T82,T82,Lucas Glover,88,4.06,1855,457
89,T82,T82,Scott Gutschewski,86,4.06,1796,442
90,T82,T82,David Hearn,68,4.06,1483,365
91,T82,T82,Ryuji Imada,78,4.06,1681,414
92,T82,T82,Freddie Jacobson,72,4.06,1550,382
93,T82,T82,Kent Jones,99,4.06,2057,507
94,T82,T82,Stephen Leaney,89,4.06,1810,446
95,T82,T82,Rocco Mediate,73,4.06,1579,389
