,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Vijay Singh,30
1,2,2,Billy Mayfair,31
2,3,3,Jim Furyk,26
3,T4,T4,Carl Pettersson,34
4,T4,T4,Heath Slocum,29
5,T4,T4,Bo Van Pelt,33
6,7,7,Tim Herron,28
7,T8,T8,Woody Austin,30
8,T8,T8,Steve Lowery,32
9,10,10,Joey Sindelar,29
10,T11,T11,J.J. Henry,32
11,T11,T11,Brett Quigley,31
12,T11,T11,Tag Ridings,31
13,T11,T11,Tiger Woods,21
14,T15,T15,Shigeki Maruyama,29
15,T15,T15,Justin Rose,28
16,T15,T15,Patrick Sheehan,35
17,T18,T18,Briny Baird,33
18,T18,T18,Harrison Frazar,31
19,T18,T18,Tom Pernice Jr.,32
20,T18,T18,Hidemichi Tanaka,34
21,T22,T22,Bart Bryant,26
22,T22,T22,Jerry Kelly,31
23,T22,T22,John Senden,29
24,T25,T25,Robert Allenby,31
25,T25,T25,Stewart Cink,26
26,T25,T25,Dudley Hart,29
27,T25,T25,Brandt Jobe,27
28,T25,T25,Neal Lancaster,31
29,T25,T25,Sean O'Hair,29
30,T25,T25,Geoff Ogilvy,26
31,T25,T25,Ted Purdy,34
32,T25,T25,Bob Tway,26
33,T25,T25,Scott Verplank,25
34,T35,T35,Jason Bohn,28
35,T35,T35,Olin Browne,29
36,T35,T35,Daniel Chopra,34
37,T35,T35,Joey Snyder III,31
38,T35,T35,Kevin Sutherland,26
39,T35,T35,Vaughn Taylor,32
40,T41,T41,Tommy Armour III,29
41,T41,T41,Jonathan Byrd,31
42,T41,T41,Fred Funk,30
43,T41,T41,Charles Warren,31
44,T45,T45,Mark Calcavecchia,27
45,T45,T45,Zach Johnson,30
46,T45,T45,Stephen Leaney,29
47,T45,T45,Joe Ogilvie,30
48,T45,T45,Jeff Sluman,28
49,T45,T45,David Toms,25
50,T51,T51,Tim Clark,26
51,T51,T51,Kenny Perry,23
52,T51,T51,Tim Petrovic,32
53,T51,T51,Duffy Waldorf,28
54,T55,T55,Marco Dawson,23
55,T55,T55,Bob Estes,25
56,T55,T55,Todd Fischer,35
57,T55,T55,Brian Gay,33
58,T55,T55,Phil Mickelson,21
59,T55,T55,Ryan Palmer,32
60,T55,T55,Rod Pampling,26
61,T55,T55,John Rollins,30
62,T63,T63,Robert Gamez,28
63,T63,T63,Ryuji Imada,25
64,T63,T63,Frank Lickliter II,33
65,T63,T63,Kevin Stadler,33
66,T63,T63,Dean Wilson,27
67,T68,T68,Steve Allan,32
68,T68,T68,Brian Bateman,32
69,T68,T68,Chad Campbell,27
70,T68,T68,Todd Hamilton,31
71,T68,T68,Davis Love III,24
72,T68,T68,Jesper Parnevik,24
73,T68,T68,Phillip Price,25
74,T68,T68,Nick Watney,31
75,T76,T76,Brian Davis,23
76,T76,T76,Joe Durant,25
77,T76,T76,Scott Gutschewski,27
78,T76,T76,Charles Howell III,29
79,T76,T76,Kent Jones,32
80,T76,T76,Pat Perez,28
81,T82,T82,Craig Barlow,26
82,T82,T82,Lucas Glover,28
83,T82,T82,J.L. Lewis,30
84,T82,T82,Hunter Mahan,34
85,T82,T82,D.A. Points,33
86,T87,T87,Cameron Beckman,31
87,T87,T87,Alex Cejka,31
88,T87,T87,Ben Crane,21
89,T87,T87,Hunter Haas,28
90,T87,T87,John Huston,31
91,T87,T87,Chris Smith,32
92,T93,T93,Robert Damron,28
93,T93,T93,Glen Day,27
94,T93,T93,Jonathan Kaye,24
95,T93,T93,Jeff Maggert,25
96,T93,T93,Greg Owen,24
97,T93,T93,Mark Wilson,25
98,T99,T99,Michael Allen,30
99,T99,T99,Stuart Appleby,25
100,T99,T99,Jeff Brehaut,23
101,T99,T99,Brendan Jones,28
102,T99,T99,Justin Leonard,24
103,T99,T99,Rocco Mediate,24
104,T99,T99,Kevin Na,32
105,T99,T99,Rory Sabbatini,26
106,T99,T99,Darron Stiles,26
107,T99,T99,Roland Thatcher,26
108,T99,T99,D.J. Trahan,28
109,T99,T99,Omar Uresti,27
110,T99,T99,Brett Wetterich,28
111,T112,T112,Stephen Ames,24
112,T112,T112,Billy Andrade,26
113,T112,T112,Arjun Atwal,17
114,T112,T112,Luke Donald,18
115,T112,T112,Sergio Garcia,20
116,T112,T112,Paul Gow,27
117,T112,T112,Peter Lonard,27
118,T119,T119,Doug Barron,24
119,T119,T119,Tom Byrum,27
120,T119,T119,Paul Claxton,29
121,T119,T119,John Daly,25
122,T119,T119,Bernhard Langer,19
123,T119,T119,Will MacKenzie,25
124,T119,T119,Corey Pavin,23
125,T119,T119,Adam Scott,19
126,T127,T127,Fred Couples,22
127,T127,T127,Chris DiMarco,24
128,T127,T127,James Driscoll,26
129,T127,T127,Carlos Franco,25
130,T127,T127,Tom Gillis,28
131,T127,T127,J.P. Hayes,22
132,T133,T133,Aaron Baddeley,27
133,T133,T133,Steve Elkington,20
134,T133,T133,Steve Flesch,30
135,T133,T133,Retief Goosen,18
136,T137,T137,Gavin Coles,22
137,T137,T137,Mathias Grönberg,19
138,T137,T137,Richard Johnson,16
139,T137,T137,Scott McCarron,24
140,T137,T137,Shaun Micheel,29
141,T137,T137,Arron Oberholser,21
142,T137,T137,José María Olazábal,16
143,T144,T144,John Cook,26
144,T144,T144,David Hearn,24
145,T144,T144,Bob Heintz,24
146,T144,T144,Franklin Langham,31
147,T144,T144,Andrew Magee,29
148,T149,T149,K.J. Choi,24
149,T149,T149,Tom Lehman,20
150,T149,T149,Charlie Wi,23
151,152,152,Steve Stricker,21
152,T153,T153,Freddie Jacobson,23
153,T153,T153,Lee Janzen,26
154,T153,T153,Loren Roberts,18
155,T156,T156,Chris Anderson,25
156,T156,T156,Brad Faxon,23
157,T156,T156,Matt Gogel,28
158,T156,T156,Skip Kendall,32
159,T156,T156,Hank Kuehne,30
160,T161,T161,Paul Azinger,22
161,T161,T161,Justin Bolli,24
162,T161,T161,D.J. Brigman,26
163,T161,T161,Dan Forsman,17
164,T161,T161,Brent Geiberger,21
