,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
83,T73,T73,K.J. Choi,24,0.0,
84,T73,T73,Daniel Chopra,34,0.0,
85,T73,T73,Gavin Coles,22,0.0,
86,T73,T73,Fred Couples,22,0.0,
87,T73,T73,Ben Curtis,24,0.0,
88,T73,T73,Robert Damron,28,0.0,
89,T73,T73,Matt Davidson,20,0.0,
90,T73,T73,Marco Dawson,23,0.0,
91,T73,T73,Bob Estes,25,0.0,
92,T73,T73,Dan Forsman,17,0.0,
93,T73,T73,Carlos Franco,25,0.0,
94,T73,T73,Fred Funk,30,0.0,
95,T73,T73,Robert Gamez,28,0.0,
96,T73,T73,Brian Gay,33,0.0,
97,T73,T73,Bill Glasson,21,0.0,
98,T73,T73,Paul Gow,27,0.0,
99,T73,T73,Scott Gutschewski,27,0.0,
100,T73,T73,Jay Haas,16,0.0,
101,T73,T73,Hunter Haas,28,0.0,
102,T73,T73,Padraig Harrington,15,0.0,
103,T73,T73,Dudley Hart,29,0.0,
104,T73,T73,Bob Heintz,24,0.0,
105,T73,T73,Ryuji Imada,25,0.0,
106,T73,T73,Zach Johnson,30,0.0,
107,T73,T73,Stephen Leaney,29,0.0,
108,T73,T73,Tom Lehman,20,0.0,
109,T73,T73,Justin Leonard,24,0.0,
110,T73,T73,Thomas Levet,20,0.0,
111,T73,T73,Frank Lickliter II,33,0.0,
112,T73,T73,Peter Lonard,27,0.0,
113,T73,T73,Len Mattiace,34,0.0,
114,T73,T73,Phil Mickelson,21,0.0,
115,T73,T73,Larry Mize,18,0.0,
116,T73,T73,Geoff Ogilvy,26,0.0,
117,T73,T73,Greg Owen,24,0.0,
118,T73,T73,Craig Perks,27,0.0,
119,T73,T73,Tom Pernice Jr.,32,0.0,
120,T73,T73,Kenny Perry,23,0.0,
121,T73,T73,Tim Petrovic,32,0.0,
122,T73,T73,Carl Pettersson,34,0.0,
123,T73,T73,Phillip Price,25,0.0,
124,T73,T73,Ted Purdy,34,0.0,
125,T73,T73,Chris Riley,25,0.0,
126,T73,T73,John Rollins,30,0.0,
127,T73,T73,Patrick Sheehan,35,0.0,
128,T73,T73,Jeff Sluman,28,0.0,
129,T73,T73,Chris Smith,32,0.0,
130,T73,T73,Joey Snyder III,31,0.0,
131,T73,T73,Kevin Stadler,33,0.0,
132,T73,T73,Darron Stiles,26,0.0,
133,T73,T73,Roland Thatcher,26,0.0,
134,T73,T73,D.J. Trahan,28,0.0,
135,T73,T73,Duffy Waldorf,28,0.0,
136,T73,T73,Lee Westwood,15,0.0,
137,T73,T73,Brett Wetterich,28,0.0,
138,T73,T73,Jay Williamson,16,0.0,
139,T73,T73,Mark Wilson,25,0.0,
