,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.95,1379,20
1,2,2,Sergio Garcia,69.44,1250,18
2,3,3,Vijay Singh,69.55,2017,29
3,4,4,Luke Donald,69.56,1113,16
4,T5,T5,Richard Johnson,69.63,1114,16
5,T5,T5,Phil Mickelson,69.63,1323,19
6,7,7,Jesper Parnevik,69.7,1603,23
7,8,8,Marco Dawson,69.78,1605,23
8,9,9,Jason Bohn,69.79,1954,28
9,10,10,Ben Crane,69.9,1398,20
10,11,11,Dean Wilson,69.96,1889,27
11,12,12,Jim Furyk,70.12,1753,25
12,13,13,Briny Baird,70.16,2175,31
13,14,14,Mathias Grönberg,70.17,1263,18
14,15,15,Arjun Atwal,70.18,1193,17
15,16,16,Retief Goosen,70.19,1123,16
16,17,17,Bob Estes,70.2,1755,25
17,18,18,Kenny Perry,70.23,1545,22
18,19,19,Olin Browne,70.25,1967,28
19,20,20,Bart Bryant,70.31,1828,26
20,21,21,Billy Mayfair,70.33,2110,30
21,22,22,Geoff Ogilvy,70.36,1759,25
22,23,23,Omar Uresti,70.37,1900,27
23,24,24,Dudley Hart,70.4,1760,25
24,T25,T25,Stewart Cink,70.42,1690,24
25,T25,T25,J.J. Henry,70.42,2183,31
26,T27,T27,Brian Bateman,70.45,2184,31
27,T27,T27,Tom Pernice Jr.,70.45,2184,31
28,29,29,Cameron Beckman,70.47,2114,30
29,30,30,Kevin Sutherland,70.52,1763,25
30,T31,T31,Mark Calcavecchia,70.54,1834,26
31,T31,T31,Rod Pampling,70.54,1693,24
32,T33,T33,Gavin Coles,70.55,1552,22
33,T33,T33,Charlie Wi,70.55,1552,22
34,35,35,Adam Scott,70.56,1270,18
35,36,36,Jonathan Byrd,70.57,2117,30
36,37,37,Darron Stiles,70.6,1765,25
37,T38,T38,Woody Austin,70.63,2119,30
38,T38,T38,Harrison Frazar,70.63,2119,30
39,T40,T40,Bob Tway,70.64,1766,25
40,T40,T40,Lee Westwood,70.64,989,14
41,42,42,Ted Purdy,70.65,2402,34
42,43,43,Lucas Glover,70.67,1908,27
43,44,44,Jeff Brehaut,70.68,1555,22
44,T45,T45,Dan Forsman,70.69,1131,16
45,T45,T45,Brandt Jobe,70.69,1838,26
46,47,47,Brendan Jones,70.7,1909,27
47,T48,T48,Michael Allen,70.73,2122,30
48,T48,T48,José María Olazábal,70.73,1061,15
49,T48,T48,Hidemichi Tanaka,70.73,2334,33
50,T51,T51,Jeff Maggert,70.74,1627,23
51,T51,T51,Sean O'Hair,70.74,1910,27
52,T53,T53,J.P. Hayes,70.76,1486,21
53,T53,T53,Joey Sindelar,70.76,2052,29
54,55,55,J.L. Lewis,70.77,2123,30
55,56,56,Brett Quigley,70.8,2124,30
56,57,57,Jeff Sluman,70.81,1912,27
57,58,58,Heath Slocum,70.82,1983,28
58,59,59,Carlos Franco,70.83,1700,24
59,60,60,Tom Lehman,70.84,1346,19
60,T61,T61,Steve Elkington,70.85,1417,20
61,T61,T61,Charles Howell III,70.85,1913,27
62,T61,T61,Bo Van Pelt,70.85,2338,33
63,T64,T64,Pat Perez,70.86,1984,28
64,T64,T64,Mario Tiziani,70.86,1559,22
65,T66,T66,Tim Clark,70.88,1701,24
66,T66,T66,Carl Pettersson,70.88,2339,33
67,T66,T66,Phillip Price,70.88,1701,24
68,T69,T69,Fred Funk,70.9,2056,29
69,T69,T69,Ryan Palmer,70.9,2198,31
70,71,71,Peter Lonard,70.92,1844,26
71,T72,T72,Tommy Armour III,71.0,2059,29
72,T72,T72,K.J. Choi,71.0,1562,22
73,74,74,John Huston,71.03,2131,30
74,T75,T75,Stuart Appleby,71.04,1634,23
75,T75,T75,Tom Byrum,71.04,1918,27
76,77,77,Justin Leonard,71.05,1563,22
77,78,78,Joe Ogilvie,71.07,2061,29
78,79,79,Scott Gutschewski,71.08,1848,26
79,80,80,Justin Rose,71.11,1920,27
80,T81,T81,Billy Andrade,71.12,1849,26
81,T81,T81,Daniel Chopra,71.12,2347,33
82,T81,T81,Kirk Triplett,71.12,1209,17
83,84,84,Brenden Pappas,71.13,1067,15
84,T85,T85,Alex Cejka,71.14,2063,29
85,T85,T85,Chris DiMarco,71.14,1565,22
86,T85,T85,Davis Love III,71.14,1565,22
87,T85,T85,David Toms,71.14,1494,21
88,89,89,Chad Campbell,71.15,1850,26
89,90,90,David Hearn,71.17,1708,24
90,91,91,Hunter Mahan,71.18,2349,33
91,92,92,Jerry Kelly,71.2,2136,30
92,93,93,Brian Davis,71.22,1638,23
93,94,94,Aaron Baddeley,71.23,1852,26
94,95,95,Todd Hamilton,71.24,2066,29
95,96,96,John Senden,71.25,1995,28
96,97,97,Tim Herron,71.26,1924,27
97,98,98,Joey Snyder III,71.27,2138,30
98,T99,T99,Greg Owen,71.3,1640,23
99,T99,T99,Tag Ridings,71.3,2139,30
100,101,101,Robert Allenby,71.31,2068,29
101,T102,T102,Robert Gamez,71.32,1997,28
102,T102,T102,Ryuji Imada,71.32,1783,25
103,T102,T102,Vaughn Taylor,71.32,2211,31
104,T105,T105,Scott Verplank,71.33,1712,24
105,T105,T105,Duffy Waldorf,71.33,1926,27
106,107,107,John Rollins,71.34,2069,29
107,108,108,D.J. Trahan,71.35,1855,26
108,109,109,Ian Poulter,71.37,1356,19
109,110,110,Shigeki Maruyama,71.39,1999,28
110,T111,T111,Joe Durant,71.44,1786,25
111,T111,T111,Tom Gillis,71.44,1929,27
112,113,113,Brent Geiberger,71.45,1429,20
113,114,114,Patrick Sheehan,71.47,2430,34
114,115,115,Steve Stricker,71.48,1501,21
115,116,116,Todd Fischer,71.5,2431,34
116,117,117,Robert Damron,71.54,2003,28
117,T118,T118,Stephen Ames,71.55,1574,22
118,T118,T118,Freddie Jacobson,71.55,1574,22
119,T118,T118,Corey Pavin,71.55,1574,22
120,121,121,Stephen Leaney,71.56,1932,27
121,122,122,José Coceres,71.57,1503,21
122,123,123,Roland Thatcher,71.58,1718,24
123,124,124,Brian Gay,71.59,2291,32
124,T125,T125,Mark Hensby,71.63,1361,19
125,T125,T125,Steve Jones,71.63,1361,19
126,T125,T125,Bernhard Langer,71.63,1361,19
127,T125,T125,Andrew Magee,71.63,1934,27
128,129,129,Padraig Harrington,71.64,1003,14
129,T130,T130,Hunter Haas,71.67,1935,27
130,T130,T130,Mark O'Meara,71.67,1505,21
131,T130,T130,Brett Wetterich,71.67,1935,27
132,133,133,Nick Watney,71.7,2151,30
133,134,134,John Daly,71.71,1721,24
134,T135,T135,Rory Sabbatini,71.72,1793,25
135,T135,T135,Chris Smith,71.72,2295,32
136,137,137,Steve Lowery,71.74,2224,31
137,138,138,Arron Oberholser,71.75,1435,20
138,139,139,Kevin Na,71.77,2153,30
139,T140,T140,Craig Barlow,71.8,1795,25
140,T140,T140,Fred Couples,71.8,1436,20
141,T140,T140,Charles Warren,71.8,2154,30
142,143,143,Skip Kendall,71.81,2226,31
143,144,144,Chris Riley,71.83,1652,23
144,T145,T145,Michael Long,71.84,1796,25
145,T145,T145,Tim Petrovic,71.84,2227,31
146,T147,T147,Zach Johnson,71.86,2084,29
147,T147,T147,Jonathan Kaye,71.86,1581,22
148,149,149,Will MacKenzie,71.88,1725,24
149,150,150,Paul Claxton,71.9,2085,29
150,T151,T151,Paul Azinger,71.91,1582,22
151,T151,T151,Scott McCarron,71.91,1654,23
152,153,153,Paul Gow,71.92,1798,25
153,T154,T154,Kent Jones,71.94,2230,31
154,T154,T154,D.A. Points,71.94,2302,32
155,156,156,Lee Janzen,71.96,1799,25
156,T157,T157,Bill Glasson,72.0,1368,19
157,T157,T157,Rocco Mediate,72.0,1656,23
158,159,159,Frank Lickliter II,72.03,2233,31
159,160,160,Matt Gogel,72.04,1945,27
160,161,161,Tjaart van der Walt,72.05,1369,19
161,162,162,Loren Roberts,72.06,1225,17
162,T163,T163,Doug Barron,72.08,1730,24
163,T163,T163,Mark Wilson,72.08,1730,24
164,165,165,Franklin Langham,72.1,2163,30
165,166,166,Steve Flesch,72.11,2019,28
166,167,167,Glen Day,72.12,1875,26
167,168,168,Justin Bolli,72.13,1659,23
168,169,169,Brad Faxon,72.14,1587,22
169,170,170,Scott Hend,72.15,1948,27
170,171,171,James Driscoll,72.16,1804,25
171,172,172,Bob Heintz,72.17,1732,24
172,173,173,Steve Allan,72.19,2238,31
173,174,174,John Cook,72.28,1807,25
174,T175,T175,Chris Anderson,72.29,1735,24
175,T175,T175,Matt Kuchar,72.29,1518,21
176,T175,T175,Larry Mize,72.29,1229,17
177,T175,T175,Mike Weir,72.29,1518,21
178,179,179,Neal Lancaster,72.32,2242,31
179,T180,T180,Danny Briggs,72.37,1954,27
180,T180,T180,Hideto Tanihara,72.37,1375,19
181,182,182,Jay Williamson,72.38,1158,16
182,T183,T183,Jason Allred,72.46,2029,28
183,T183,T183,Shaun Micheel,72.46,2029,28
184,185,185,Jeff Hart,72.55,1596,22
185,186,186,Jim Carter,72.58,1742,24
186,187,187,Hank Kuehne,72.62,2106,29
187,188,188,D.J. Brigman,72.64,1816,25
188,189,189,Dennis Paulson,72.78,1674,23
189,190,190,Ben Curtis,72.79,1747,24
190,191,191,Mark Brooks,72.82,2039,28
191,192,192,John Elliott,72.83,1748,24
192,193,193,Kevin Stadler,72.84,2331,32
193,194,194,Rob Rashell,72.96,1824,25
194,T195,T195,Jay Haas,73.0,1095,15
195,T195,T195,Glen Hnatiuk,73.0,1460,20
196,197,197,Rich Beem,73.08,1827,25
197,198,198,Len Mattiace,73.12,2413,33
198,199,199,Matt Davidson,73.2,1464,20
199,200,200,Thomas Levet,73.26,1392,19
200,201,201,Craig Perks,73.54,1912,26
201,202,202,Bradley Hughes,73.55,1471,20
