,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Tiger Woods,76,-62,3.92,3256
1,2,2,Vijay Singh,111,-43,3.96,4744
2,3,3,Phil Mickelson,81,-23,3.97,3228
3,4,4,Jim Furyk,94,-12,3.99,4060
4,5,5,David Toms,87,-6,3.99,3360
5,T6,T6,Richard Johnson,50,-2,4.0,2120
6,T6,T6,Kenny Perry,82,-2,4.0,3568
7,8,8,Sergio Garcia,73,1,4.0,3040
8,9,9,Dan Forsman,52,2,4.0,2064
9,T10,T10,Olin Browne,99,4,4.0,4012
10,T10,T10,Marco Dawson,82,4,4.0,3420
11,12,12,Tim Herron,100,7,4.01,4240
12,13,13,Geoff Ogilvy,97,10,4.01,4012
13,14,14,Bob Tway,87,11,4.01,3588
14,15,15,José María Olazábal,55,13,4.02,2320
15,16,16,Billy Mayfair,114,16,4.01,4684
16,17,17,Jeff Brehaut,71,17,4.02,2808
17,T18,T18,Arjun Atwal,65,18,4.03,2768
18,T18,T18,Scott Gutschewski,86,18,4.02,3516
19,20,20,Justin Leonard,78,19,4.02,3348
20,T21,T21,Ryuji Imada,78,20,4.02,3316
21,T21,T21,Justin Rose,99,20,4.02,4000
22,T23,T23,Doug Barron,70,21,4.03,2928
23,T23,T23,José Coceres,56,21,4.04,2288
24,T23,T23,Dudley Hart,84,21,4.02,3560
25,T23,T23,Joey Sindelar,104,21,4.02,4320
26,T23,T23,Darron Stiles,78,21,4.03,3212
27,T23,T23,Scott Verplank,87,21,4.02,3772
28,T29,T29,Stewart Cink,98,22,4.02,3896
29,T29,T29,J.J. Henry,102,22,4.02,4216
30,T31,T31,Davis Love III,80,23,4.03,3244
31,T31,T31,Arron Oberholser,65,23,4.03,2712
32,T31,T31,John Senden,101,23,4.02,4172
33,T31,T31,Steve Stricker,62,23,4.03,2640
34,T35,T35,Chris DiMarco,83,24,4.03,3272
35,T35,T35,Jonathan Kaye,77,24,4.03,3140
36,T37,T37,Ben Crane,78,25,4.03,3264
37,T37,T37,Brandt Jobe,96,25,4.03,3948
38,T39,T39,Luke Donald,67,27,4.04,2728
39,T39,T39,Bob Estes,92,27,4.03,3980
40,T39,T39,Mark Wilson,74,27,4.04,2900
41,T42,T42,Bart Bryant,91,28,4.03,4004
42,T42,T42,Fred Couples,72,28,4.04,2932
43,T42,T42,Brad Faxon,75,28,4.04,3072
44,45,45,Steve Elkington,67,29,4.04,2872
45,T46,T46,Stuart Appleby,84,30,4.03,3532
46,T46,T46,Retief Goosen,71,30,4.04,2696
47,T46,T46,Roland Thatcher,75,30,4.04,3036
48,T49,T49,Brian Davis,75,31,4.04,3112
49,T49,T49,Joe Durant,81,31,4.04,3452
50,T49,T49,Shigeki Maruyama,99,31,4.03,4268
51,T49,T49,Brett Wetterich,76,31,4.04,3132
52,T53,T53,Jason Bohn,91,32,4.03,3880
53,T53,T53,Vaughn Taylor,99,32,4.03,4192
54,55,55,David Hearn,68,33,4.05,2876
55,T56,T56,Harrison Frazar,105,34,4.03,4260
56,T56,T56,Mathias Grönberg,60,34,4.05,2480
57,T56,T56,Freddie Jacobson,72,34,4.04,3096
58,T56,T56,Zach Johnson,96,34,4.03,4152
59,T56,T56,Rocco Mediate,73,34,4.04,3080
60,T56,T56,Sean O'Hair,103,34,4.03,4304
61,T56,T56,Loren Roberts,54,34,4.06,2296
62,T56,T56,Heath Slocum,103,34,4.03,4232
63,T56,T56,Tjaart van der Walt,56,34,4.06,2340
64,T65,T65,Charles Howell III,95,35,4.04,3860
65,T65,T65,Joey Snyder III,102,35,4.03,4148
66,T65,T65,Mario Tiziani,67,35,4.05,2744
67,T68,T68,Matt Gogel,78,37,4.05,3220
68,T68,T68,Tom Pernice Jr.,111,37,4.03,4532
69,T68,T68,Dean Wilson,86,37,4.04,3612
70,71,71,Brenden Pappas,51,38,4.07,2160
71,T72,T72,Jesper Parnevik,84,39,4.04,3468
72,T72,T72,Adam Scott,72,39,4.05,3000
73,T74,T74,Mark Calcavecchia,92,40,4.04,3904
74,T74,T74,Daniel Chopra,108,40,4.04,4396
75,T74,T74,Tim Clark,92,40,4.04,3808
76,T74,T74,Phillip Price,77,40,4.05,3024
77,T74,T74,Kevin Sutherland,89,40,4.04,3692
78,T79,T79,J.P. Hayes,63,41,4.06,2676
79,T79,T79,Greg Owen,84,41,4.05,3340
80,T81,T81,Jeff Sluman,94,42,4.04,3932
81,T81,T81,Hidemichi Tanaka,106,42,4.04,4260
82,T81,T81,Kirk Triplett,55,42,4.08,2200
83,84,84,Ryan Palmer,101,43,4.04,4132
84,85,85,Jay Williamson,53,44,4.08,2200
85,86,86,Brett Quigley,96,45,4.05,3844
86,87,87,Jay Haas,54,46,4.09,2136
87,T88,T88,Justin Bolli,65,47,4.07,2648
88,T88,T88,K.J. Choi,78,47,4.06,3220
89,T88,T88,Bernhard Langer,67,47,4.06,2896
90,T88,T88,Stephen Leaney,89,47,4.05,3588
91,T88,T88,Nick Watney,91,47,4.05,3748
