,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
220,T216,T216,Spencer Levin,7,8
221,T216,T216,Craig Perks,27,8
222,T223,T223,Guy Boros,5,7
223,T223,T223,Bob Burns,15,7
224,T223,T223,Peter Jacobsen,11,7
225,T223,T223,Blaine McCallister,9,7
226,T223,T223,Paul McGinley,6,7
227,T223,T223,Colin Montgomerie,6,7
228,T223,T223,Nick O'Hern,13,7
229,T223,T223,Craig Stadler,6,7
230,T223,T223,Esteban Toledo,7,7
231,T232,T232,Danny Ellis,7,6
232,T232,T232,David Frost,10,6
233,T232,T232,Bill Haas,6,6
234,T232,T232,Ian Leggatt,12,6
235,T232,T232,John Maginnes,17,6
236,T232,T232,Scott Piercy,4,6
237,T232,T232,Michael Putnam,5,6
238,T232,T232,Mike Springer,5,6
239,T232,T232,Henrik Stenson,4,6
240,T232,T232,Garrett Willis,7,6
241,T242,T242,Thomas Bjørn,8,5
242,T242,T242,David Edwards,9,5
243,T242,T242,Robin Freeman,8,5
244,T242,T242,Donnie Hammond,3,5
245,T242,T242,Miguel Angel Jiménez,9,5
246,T242,T242,Per-Ulrik Johansson,7,5
247,T242,T242,Tom Kite,12,5
248,T242,T242,John Riegger,4,5
249,T242,T242,Gene Sauers,7,5
250,T242,T242,Grant Waite,6,5
251,T252,T252,Jaxon Brigman,2,4
252,T252,T252,Paul Casey,10,4
253,T252,T252,David Duval,20,4
254,T252,T252,Nick Gilliam,3,4
255,T252,T252,Mike Heinen,7,4
256,T252,T252,Tripp Isenhour,7,4
257,T252,T252,Brad Lardon,4,4
258,T252,T252,John Morgan,11,4
259,T252,T252,Dicky Pride,5,4
260,T252,T252,Scott Simpson,9,4
261,T252,T252,Hal Sutton,10,4
262,T252,T252,Jimmy Walker,9,4
263,T252,T252,Euan Walters,18,4
264,T252,T252,Casey Wittenberg,9,4
265,T266,T266,Notah Begay III,11,3
266,T266,T266,Michael Bradley,4,3
267,T266,T266,Bradley Dredge,1,3
268,T266,T266,Scott Dunlap,3,3
269,T266,T266,Brad Fabel,1,3
270,T266,T266,Gavin Flint,1,3
271,T266,T266,Matt Hendrix,1,3
272,T266,T266,Jim McGovern,2,3
273,T266,T266,Tom Scherrer,2,3
274,T266,T266,Chris Starkjohann,4,3
275,T266,T266,Andre Stolz,12,3
276,T266,T266,Y.E. Yang,4,3
277,T278,T278,Rich Barcelo,3,2
278,T278,T278,Steven Bowditch,1,2
279,T278,T278,Chris Couch,1,2
280,T278,T278,Nick Faldo,5,2
281,T278,T278,Kenneth Ferrie,3,2
282,T278,T278,Gary Hallberg,1,2
283,T278,T278,Michael Harris,2,2
284,T278,T278,Brian Henninger,2,2
285,T278,T278,Scott Hoch,2,2
286,T278,T278,P.H. Horgan III,2,2
287,T278,T278,Mike Hulbert,4,2
288,T278,T278,Yasuharu Imano,1,2
289,T278,T278,Wayne Levi,1,2
290,T278,T278,David Lundstrom,2,2
291,T278,T278,Sandy Lyle,4,2
292,T278,T278,Dick Mast,3,2
293,T278,T278,James McLean,5,2
294,T278,T278,Steve Pate,9,2
295,T278,T278,Ben Portie,1,2
296,T278,T278,Tom Purtzer,1,2
297,T278,T278,Eric Ramsay,1,2
298,T278,T278,Dave Rummells,2,2
299,T278,T278,Charl Schwartzel,4,2
300,T278,T278,Mike Small,2,2
301,T278,T278,Mike Standly,2,2
302,T278,T278,Kevin Streelman,2,2
303,T278,T278,Toru Taniguchi,7,2
304,T278,T278,Peter Tomasulo,2,2
305,T278,T278,Brian Watts,7,2
306,T307,T307,Joe Affrunti,2,1
307,T307,T307,Steven Alker,1,1
308,T307,T307,Eric Axley,2,1
309,T307,T307,Colby Beckstrom,2,1
310,T307,T307,Jim Benepe,2,1
311,T307,T307,"David Berganio, Jr.",1,1
312,T307,T307,Jay Don Blake,1,1
313,T307,T307,Ryan Brehm,1,1
314,T307,T307,Brad Bryant,1,1
315,T307,T307,Michael Clark II,2,1
316,T307,T307,Steve Collins,1,1
317,T307,T307,Erik Compton,1,1
318,T307,T307,Clark Dennis,2,1
319,T307,T307,Bubba Dickerson,1,1
320,T307,T307,Ryan Dillon,1,1
321,T307,T307,Stephen Dodd,4,1
322,T307,T307,Trevor Dodds,2,1
323,T307,T307,Nick Dougherty,6,1
324,T307,T307,Scott Drummond,1,1
325,T307,T307,Nick Flanagan,1,1
326,T307,T307,Hiroyuki Fujita,1,1
327,T307,T307,Keiichiro Fukabori,1,1
328,T307,T307,"Jim Gallagher, Jr.",5,1
329,T307,T307,Stephen Gangluff,1,1
330,T307,T307,Ken Green,5,1
331,T307,T307,Kevin Hall,2,1
332,T307,T307,Soren Hansen,1,1
333,T307,T307,Jason Hartwick,1,1
334,T307,T307,Rick Heath,1,1
335,T307,T307,Peter Hedblom,1,1
336,T307,T307,Tetsuji Hiratsuka,2,1
337,T307,T307,Gabriel Hjertstedt,3,1
338,T307,T307,Charley Hoffman,1,1
339,T307,T307,Keith Huber,1,1
340,T307,T307,Thongchai Jaidee,4,1
341,T307,T307,Kevin Johnson,1,1
342,T307,T307,Chris Kamin,1,1
343,T307,T307,Shingo Katayama,5,1
344,T307,T307,Troy Kelly,1,1
345,T307,T307,Simon Khan,1,1
346,T307,T307,Jason Knutzon,1,1
347,T307,T307,Joel Kribel,2,1
348,T307,T307,Maarten Lafeber,2,1
349,T307,T307,Luke List,2,1
350,T307,T307,Steve Marino,1,1
351,T307,T307,Casey Martin,1,1
352,T307,T307,Jonathan Mathias,1,1
353,T307,T307,Mark McCumber,1,1
354,T307,T307,Sean Murphy,3,1
355,T307,T307,David Ogrin,2,1
356,T307,T307,Jeff Overton,1,1
357,T307,T307,Aron Price,2,1
358,T307,T307,Matthew Richardson,1,1
359,T307,T307,Curt Saathoff,1,1
360,T307,T307,Akio Sadakata,2,1
361,T307,T307,Lloyd Saltman,1,1
362,T307,T307,Tino Schuster,1,1
363,T307,T307,Steve Scott,1,1
364,T307,T307,Marcel Siem,1,1
365,T307,T307,Geoffrey Sisk,1,1
366,T307,T307,David Smail,1,1
367,T307,T307,Bob Sowards,7,1
368,T307,T307,Boyd Summerhays,8,1
369,T307,T307,Mark Tucker,1,1
370,T307,T307,Camilo Villegas,2,1
371,T307,T307,Aaron Watkins,1,1
372,T307,T307,Willie Wood,4,1
373,T307,T307,Simon Yates,1,1
