,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,33.95,645,19
1,2,2,Arjun Atwal,34.29,583,17
2,3,3,Retief Goosen,34.31,549,16
3,4,4,Tim Herron,34.48,931,27
4,5,5,Ben Crane,34.53,656,19
5,6,6,Jim Furyk,34.56,864,25
6,7,7,Scott Verplank,34.61,796,23
7,T8,T8,Loren Roberts,34.65,589,17
8,T8,T8,Tiger Woods,34.65,693,20
9,10,10,Rocco Mediate,34.67,728,21
10,11,11,Brandt Jobe,34.69,902,26
11,12,12,John Senden,34.71,972,28
12,13,13,José María Olazábal,34.73,521,15
13,14,14,Craig Barlow,34.76,869,25
14,15,15,Jeff Maggert,34.77,765,22
15,16,16,Kevin Sutherland,34.88,872,25
16,17,17,Justin Rose,34.89,942,27
17,18,18,Billy Mayfair,34.9,1047,30
18,19,19,Frank Lickliter II,34.93,1013,29
19,T20,T20,Bill Glasson,34.94,629,18
20,T20,T20,Kent Jones,34.94,1083,31
21,22,22,Tim Clark,34.96,839,24
22,T23,T23,Zach Johnson,35.0,1015,29
23,T23,T23,Bernhard Langer,35.0,665,19
24,T23,T23,Vijay Singh,35.0,1015,29
25,26,26,Joey Sindelar,35.03,1016,29
26,T27,T27,Shigeki Maruyama,35.04,981,28
27,T27,T27,Jeff Sluman,35.04,946,27
28,T29,T29,Fred Couples,35.05,701,20
29,T29,T29,Justin Leonard,35.05,771,22
30,31,31,Harrison Frazar,35.07,1052,30
31,32,32,Corey Pavin,35.09,772,22
32,33,33,K.J. Choi,35.1,737,21
33,34,34,Arron Oberholser,35.11,632,18
34,T35,T35,Glen Day,35.12,878,25
35,T35,T35,Bo Van Pelt,35.12,1159,33
36,37,37,Jay Williamson,35.13,562,16
37,38,38,Steve Stricker,35.14,738,21
38,39,39,Ted Purdy,35.15,1195,34
39,T40,T40,Paul Gow,35.17,844,24
40,T40,T40,Joey Snyder III,35.17,1055,30
41,T42,T42,Olin Browne,35.18,985,28
42,T42,T42,Heath Slocum,35.18,985,28
43,T44,T44,Bob Estes,35.2,880,25
44,T44,T44,Jay Haas,35.2,528,15
45,T44,T44,Bob Tway,35.2,880,25
46,T47,T47,Sergio Garcia,35.22,634,18
47,T47,T47,Mathias Grönberg,35.22,634,18
48,T47,T47,Greg Owen,35.22,810,23
49,50,50,Cameron Beckman,35.23,1057,30
50,T51,T51,Robert Allenby,35.24,1022,29
51,T51,T51,Kirk Triplett,35.24,599,17
52,53,53,Mark Hensby,35.26,670,19
53,54,54,Geoff Ogilvy,35.28,882,25
54,55,55,J.J. Henry,35.3,1059,30
55,T56,T56,Todd Fischer,35.31,1130,32
56,T56,T56,Neal Lancaster,35.31,1024,29
57,T56,T56,Peter Lonard,35.31,918,26
58,T59,T59,Tom Lehman,35.32,671,19
59,T59,T59,Tjaart van der Walt,35.32,671,19
60,T61,T61,Will MacKenzie,35.33,848,24
61,T61,T61,Sean O'Hair,35.33,954,27
62,T61,T61,David Toms,35.33,742,21
63,T61,T61,Nick Watney,35.33,1060,30
64,65,65,Woody Austin,35.34,1025,29
65,T66,T66,Chad Campbell,35.35,919,26
66,T66,T66,Jonathan Kaye,35.35,707,20
67,T68,T68,John Cook,35.36,884,25
68,T68,T68,Davis Love III,35.36,778,22
69,T68,T68,Hunter Mahan,35.36,1167,33
70,T68,T68,D.J. Trahan,35.36,884,25
71,T72,T72,Hunter Haas,35.37,955,27
72,T72,T72,Charles Howell III,35.37,955,27
73,T74,T74,Stewart Cink,35.38,849,24
74,T74,T74,Dean Wilson,35.38,920,26
75,T76,T76,John Daly,35.39,814,23
76,T76,T76,Adam Scott,35.39,637,18
77,T78,T78,Fred Funk,35.41,1027,29
78,T78,T78,Freddie Jacobson,35.41,779,22
79,T78,T78,Scott McCarron,35.41,779,22
80,T78,T78,John Rollins,35.41,1027,29
81,T78,T78,Chris Smith,35.41,1133,32
82,T78,T78,Vaughn Taylor,35.41,1027,29
83,T84,T84,Billy Andrade,35.42,921,26
84,T84,T84,Brian Gay,35.42,1098,31
85,86,86,Lee Westwood,35.43,496,14
86,87,87,Tom Byrum,35.44,957,27
87,T88,T88,Tommy Armour III,35.45,1028,29
88,T88,T88,Tom Pernice Jr.,35.45,1099,31
89,T90,T90,Robert Gamez,35.46,993,28
90,T90,T90,Pat Perez,35.46,922,26
91,92,92,Brenden Pappas,35.47,532,15
92,T93,T93,D.J. Brigman,35.48,887,25
93,T93,T93,Tim Petrovic,35.48,1100,31
94,T95,T95,Mark Brooks,35.5,852,24
95,T95,T95,Dudley Hart,35.5,781,22
96,T97,T97,Jeff Brehaut,35.52,746,21
97,T97,T97,Jerry Kelly,35.52,1030,29
98,T97,T97,Mario Tiziani,35.52,746,21
99,T100,T100,Bradley Hughes,35.53,675,19
100,T100,T100,Brett Quigley,35.53,1066,30
101,T100,T100,Patrick Sheehan,35.53,1208,34
102,T103,T103,Jason Bohn,35.54,995,28
103,T103,T103,Roland Thatcher,35.54,853,24
104,T105,T105,Luke Donald,35.56,569,16
105,T105,T105,Darron Stiles,35.56,889,25
106,T107,T107,John Huston,35.59,961,27
107,T107,T107,Larry Mize,35.59,605,17
108,T107,T107,Joe Ogilvie,35.59,1032,29
109,T110,T110,Briny Baird,35.6,1068,30
110,T110,T110,Mark Calcavecchia,35.6,890,25
111,T110,T110,Joe Durant,35.6,890,25
112,T113,T113,Steve Allan,35.61,1104,31
113,T113,T113,Doug Barron,35.61,819,23
114,T115,T115,Richard Johnson,35.63,570,16
115,T115,T115,Tag Ridings,35.63,1069,30
116,T117,T117,Chris DiMarco,35.64,784,22
117,T117,T117,Lee Janzen,35.64,891,25
118,T117,T117,Michael Long,35.64,891,25
119,120,120,Duffy Waldorf,35.65,927,26
120,121,121,Carl Pettersson,35.67,1177,33
121,T122,T122,Aaron Baddeley,35.69,928,26
122,T122,T122,Brett Wetterich,35.69,928,26
123,T124,T124,Glen Hnatiuk,35.7,714,20
124,T124,T124,Stephen Leaney,35.7,964,27
125,T126,T126,Robert Damron,35.71,1000,28
126,T126,T126,Rory Sabbatini,35.71,857,24
127,T128,T128,James Driscoll,35.72,893,25
128,T128,T128,Ryuji Imada,35.72,893,25
129,T130,T130,Steve Elkington,35.74,679,19
130,T130,T130,Steve Lowery,35.74,1108,31
131,132,132,Carlos Franco,35.75,858,24
132,133,133,Todd Hamilton,35.76,1037,29
133,T134,T134,Scott Gutschewski,35.77,930,26
134,T134,T134,J.L. Lewis,35.77,1073,30
135,T134,T134,Kenny Perry,35.77,787,22
136,137,137,Franklin Langham,35.79,1038,29
137,138,138,Dan Forsman,35.81,573,16
138,T139,T139,Stuart Appleby,35.83,824,23
139,T139,T139,Brian Bateman,35.83,1075,30
140,T139,T139,Jim Carter,35.83,824,23
141,T139,T139,Mark Wilson,35.83,860,24
142,143,143,Kevin Stadler,35.84,1147,32
143,T144,T144,Tom Gillis,35.85,968,27
144,T144,T144,Matt Gogel,35.85,968,27
145,T146,T146,Padraig Harrington,35.86,502,14
146,T146,T146,J.P. Hayes,35.86,753,21
147,T146,T146,Mark O'Meara,35.86,753,21
148,T149,T149,Marco Dawson,35.87,825,23
149,T149,T149,Jesper Parnevik,35.87,825,23
150,151,151,David Hearn,35.88,861,24
151,152,152,Matt Kuchar,35.9,754,21
152,153,153,Brian Davis,35.91,790,22
153,154,154,Daniel Chopra,35.94,1186,33
154,T155,T155,Paul Azinger,35.95,791,22
155,T155,T155,Brad Faxon,35.95,791,22
156,T157,T157,Chris Anderson,35.96,827,23
157,T157,T157,Brendan Jones,35.96,935,26
158,T157,T157,Shaun Micheel,35.96,971,27
159,T157,T157,Rob Rashell,35.96,899,25
160,161,161,Jonathan Byrd,35.97,1043,29
161,T162,T162,Bob Heintz,36.0,864,24
162,T162,T162,Hidemichi Tanaka,36.0,1152,32
163,T162,T162,Charles Warren,36.0,1080,30
164,T165,T165,Len Mattiace,36.03,1189,33
165,T165,T165,Ryan Palmer,36.03,1081,30
166,T167,T167,Rich Beem,36.04,901,25
167,T167,T167,Justin Bolli,36.04,829,23
168,T167,T167,Lucas Glover,36.04,973,27
169,T167,T167,Kevin Na,36.04,1009,28
170,T167,T167,Dennis Paulson,36.04,829,23
171,172,172,Andrew Magee,36.07,974,27
172,173,173,Skip Kendall,36.1,1119,31
173,174,174,Michael Allen,36.13,1084,30
174,175,175,Mike Weir,36.14,759,21
175,176,176,Bart Bryant,36.15,940,26
176,177,177,Brent Geiberger,36.21,688,19
177,178,178,Phillip Price,36.22,833,23
178,T179,T179,Paul Claxton,36.29,1016,28
179,T179,T179,D.A. Points,36.29,1125,31
180,181,181,Alex Cejka,36.3,980,27
181,T182,T182,Stephen Ames,36.32,799,22
182,T182,T182,Danny Briggs,36.32,908,25
183,T184,T184,José Coceres,36.33,763,21
184,T184,T184,Omar Uresti,36.33,981,27
185,186,186,Craig Perks,36.38,946,26
186,187,187,Charlie Wi,36.43,765,21
187,T188,T188,Scott Hend,36.44,984,27
188,T188,T188,Hank Kuehne,36.44,984,27
189,190,190,Gavin Coles,36.5,803,22
190,191,191,Steve Flesch,36.52,986,27
191,192,192,John Elliott,36.55,804,22
192,T193,T193,Steve Jones,36.63,696,19
193,T193,T193,Rod Pampling,36.63,879,24
194,195,195,Ian Poulter,36.67,660,18
195,196,196,Matt Davidson,36.7,734,20
196,T197,T197,Ben Curtis,36.71,881,24
197,T197,T197,Jeff Hart,36.71,771,21
198,199,199,Thomas Levet,36.83,663,18
199,200,200,Jason Allred,36.89,1033,28
200,201,201,Chris Riley,36.91,812,22
201,202,202,Hideto Tanihara,36.95,702,19
