,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Jim Furyk,94,2.88,282,98
1,T1,T1,Heath Slocum,103,2.88,406,141
2,T1,T1,Mark Wilson,74,2.88,210,73
3,4,4,Kirk Triplett,55,2.9,151,52
4,T5,T5,Richard Johnson,50,2.91,131,45
5,T5,T5,Phil Mickelson,81,2.91,215,74
6,T7,T7,Olin Browne,99,2.92,298,102
7,T7,T7,Chris DiMarco,83,2.92,266,91
8,9,9,Loren Roberts,54,2.94,188,64
9,T10,T10,Bob Estes,92,2.95,419,142
10,T10,T10,Matt Kuchar,60,2.95,168,57
11,T10,T10,Davis Love III,80,2.95,221,75
12,T10,T10,Corey Pavin,77,2.95,298,101
13,T14,T14,Luke Donald,67,2.97,190,64
14,T14,T14,Brian Gay,101,2.97,341,115
15,T14,T14,Billy Mayfair,114,2.97,442,149
16,T14,T14,Carl Pettersson,109,2.97,362,122
17,T18,T18,Brian Bateman,98,2.98,370,124
18,T18,T18,Bart Bryant,91,2.98,385,129
19,T18,T18,Gavin Coles,70,2.98,289,97
20,T18,T18,Hunter Haas,83,2.98,265,89
21,T18,T18,Dudley Hart,84,2.98,262,88
22,T18,T18,Justin Rose,99,2.98,334,112
23,T18,T18,Dean Wilson,86,2.98,241,81
24,T25,T25,Robert Allenby,95,2.99,305,102
25,T25,T25,Doug Barron,70,2.99,290,97
26,T25,T25,Brad Faxon,75,2.99,272,91
27,T25,T25,J.P. Hayes,63,2.99,248,83
28,T25,T25,Freddie Jacobson,72,2.99,212,71
29,T25,T25,Stephen Leaney,89,2.99,257,86
30,T25,T25,Mario Tiziani,67,2.99,317,106
31,T25,T25,Tjaart van der Walt,56,2.99,287,96
32,T33,T33,Briny Baird,98,3.0,321,107
33,T33,T33,Jason Bohn,91,3.0,300,100
34,T33,T33,Brian Davis,75,3.0,276,92
35,T33,T33,Harrison Frazar,105,3.0,342,114
36,T33,T33,Bob Heintz,67,3.0,255,85
37,T33,T33,Tim Herron,100,3.0,411,137
38,T33,T33,Kent Jones,99,3.0,432,144
39,T33,T33,Phillip Price,77,3.0,345,115
40,T33,T33,Tiger Woods,76,3.0,90,30
41,T42,T42,Stephen Ames,82,3.01,277,92
42,T42,T42,Arjun Atwal,65,3.01,277,92
43,T42,T42,Ben Crane,78,3.01,292,97
44,T42,T42,Shigeki Maruyama,99,3.01,307,102
