,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Loren Roberts,54,2.95,631,214
1,2,2,Corey Pavin,77,2.96,876,296
2,T3,T3,Jim Furyk,94,2.97,1101,371
3,T3,T3,Kirk Triplett,55,2.97,621,209
4,T5,T5,Chad Campbell,95,2.98,1095,368
5,T5,T5,Ben Crane,78,2.98,912,306
6,T7,T7,Stewart Cink,98,2.99,1072,358
7,T7,T7,Luke Donald,67,2.99,696,233
8,T7,T7,Brad Faxon,75,2.99,842,282
9,T10,T10,Bart Bryant,91,3.0,1081,360
10,T10,T10,Bill Glasson,54,3.0,632,211
11,T12,T12,Bob Estes,92,3.01,1133,376
12,T12,T12,Phillip Price,77,3.01,900,299
13,T12,T12,Heath Slocum,103,3.01,1209,401
14,T12,T12,Mark Wilson,74,3.01,864,287
15,T16,T16,Stephen Ames,82,3.02,948,314
16,T16,T16,Olin Browne,99,3.02,1179,391
17,T16,T16,Jeff Hart,63,3.02,751,249
18,T16,T16,Jerry Kelly,101,3.02,1216,403
19,T16,T16,Kenny Perry,82,3.02,957,317
20,T16,T16,Justin Rose,99,3.02,1166,386
21,T22,T22,Tom Byrum,83,3.03,1009,333
22,T22,T22,Carlos Franco,78,3.03,926,306
23,T22,T22,Fred Funk,102,3.03,1235,407
24,T22,T22,Mathias Grönberg,60,3.03,718,237
25,T22,T22,Dudley Hart,84,3.03,1025,338
26,T22,T22,Bob Heintz,67,3.03,820,271
27,T22,T22,Brenden Pappas,51,3.03,621,205
28,T22,T22,Pat Perez,89,3.03,1065,351
29,T22,T22,Carl Pettersson,109,3.03,1304,430
30,T22,T22,Kevin Sutherland,89,3.03,1065,351
31,T22,T22,Hidemichi Tanaka,106,3.03,1259,416
32,T33,T33,Arjun Atwal,65,3.04,806,265
33,T33,T33,Jason Bohn,91,3.04,1135,373
34,T33,T33,Gavin Coles,70,3.04,855,281
35,T33,T33,Todd Fischer,99,3.04,1201,395
36,T33,T33,Tim Herron,100,3.04,1214,399
37,T33,T33,Kent Jones,99,3.04,1205,397
38,T33,T33,Stephen Leaney,89,3.04,1077,354
39,T33,T33,Tom Lehman,69,3.04,805,265
40,T33,T33,Steve Lowery,100,3.04,1181,389
41,T33,T33,Shigeki Maruyama,99,3.04,1192,392
42,T33,T33,Larry Mize,54,3.04,618,203
43,T33,T33,Vijay Singh,111,3.04,1298,427
44,T33,T33,Jay Williamson,53,3.04,654,215
45,T33,T33,Tiger Woods,76,3.04,862,284
46,T47,T47,Robert Allenby,95,3.05,1069,351
47,T47,T47,Briny Baird,98,3.05,1195,392
48,T47,T47,Doug Barron,70,3.05,863,283
49,T47,T47,Jeff Brehaut,71,3.05,838,275
