,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Steve Allan,32,100.0,1.0
1,T1,T1,Aaron Baddeley,27,100.0,3.0
2,T1,T1,Doug Barron,24,100.0,2.0
3,T1,T1,Rich Beem,26,100.0,2.0
4,T1,T1,Danny Briggs,29,100.0,1.0
5,T1,T1,Stewart Cink,26,100.0,1.0
6,T1,T1,John Cook,26,100.0,1.0
7,T1,T1,Joe Durant,25,100.0,1.0
8,T1,T1,Todd Fischer,35,100.0,2.0
9,T1,T1,Steve Flesch,30,100.0,1.0
10,T1,T1,Brent Geiberger,21,100.0,1.0
11,T1,T1,Matt Gogel,28,100.0,1.0
12,T1,T1,J.P. Hayes,22,100.0,2.0
13,T1,T1,Mark Hensby,21,100.0,2.0
14,T1,T1,Brendan Jones,28,100.0,1.0
15,T1,T1,Jerry Kelly,31,100.0,4.0
16,T1,T1,Hank Kuehne,30,100.0,1.0
17,T1,T1,Bernhard Langer,19,100.0,2.0
18,T1,T1,J.L. Lewis,30,100.0,1.0
19,T1,T1,Shigeki Maruyama,29,100.0,5.0
20,T1,T1,Kevin Na,32,100.0,2.0
21,T1,T1,Rory Sabbatini,26,100.0,1.0
22,T1,T1,Heath Slocum,29,100.0,2.0
23,T1,T1,Bob Tway,26,100.0,2.0
24,T1,T1,Tjaart van der Walt,19,100.0,1.0
25,T1,T1,Charles Warren,31,100.0,1.0
26,T1,T1,Nick Watney,31,100.0,1.0
27,T1,T1,Charlie Wi,23,100.0,1.0
28,29,29,Tiger Woods,21,92.3,12.0
29,T30,T30,Chris DiMarco,24,80.0,4.0
30,T30,T30,Davis Love III,24,80.0,4.0
31,T32,T32,Steve Elkington,20,75.0,3.0
32,T32,T32,J.J. Henry,32,75.0,3.0
33,34,34,Vijay Singh,30,73.3,11.0
34,T35,T35,Ben Crane,21,66.7,2.0
35,T35,T35,Ben Curtis,24,66.7,2.0
36,T35,T35,John Daly,25,66.7,2.0
37,T35,T35,Brad Faxon,23,66.7,2.0
38,T35,T35,Fred Funk,30,66.7,2.0
39,T35,T35,Jim Furyk,26,66.7,6.0
40,T35,T35,Sergio Garcia,20,66.7,4.0
41,T35,T35,Lucas Glover,28,66.7,2.0
42,T35,T35,Brandt Jobe,27,66.7,2.0
43,T35,T35,Jonathan Kaye,24,66.7,2.0
44,T35,T35,Justin Leonard,24,66.7,2.0
45,T35,T35,Ryan Palmer,32,66.7,2.0
46,T35,T35,Ted Purdy,34,66.7,2.0
47,T35,T35,Loren Roberts,18,66.7,2.0
48,T35,T35,Vaughn Taylor,32,66.7,2.0
49,T50,T50,Phil Mickelson,21,62.5,5.0
50,T50,T50,David Toms,25,62.5,5.0
51,T52,T52,Jason Bohn,28,60.0,3.0
52,T52,T52,Luke Donald,18,60.0,3.0
53,T52,T52,Charles Howell III,29,60.0,3.0
54,T52,T52,Peter Lonard,27,60.0,3.0
55,T52,T52,Billy Mayfair,31,60.0,3.0
56,T52,T52,Joe Ogilvie,30,60.0,3.0
57,T52,T52,Pat Perez,28,60.0,3.0
58,T52,T52,Adam Scott,19,60.0,3.0
59,T52,T52,Bo Van Pelt,33,60.0,3.0
60,T61,T61,Retief Goosen,18,57.1,4.0
61,T61,T61,Tim Herron,28,57.1,4.0
62,T61,T61,José María Olazábal,16,57.1,4.0
63,T64,T64,Arjun Atwal,17,50.0,1.0
64,T64,T64,Woody Austin,30,50.0,2.0
65,T64,T64,Cameron Beckman,31,50.0,1.0
66,T64,T64,Fred Couples,22,50.0,1.0
67,T64,T64,Brian Davis,23,50.0,1.0
68,T64,T64,Brian Gay,33,50.0,1.0
69,T64,T64,Mathias Grönberg,19,50.0,1.0
70,T64,T64,Bob Heintz,24,50.0,1.0
71,T64,T64,Tom Lehman,20,50.0,1.0
72,T64,T64,Steve Lowery,32,50.0,2.0
73,T64,T64,Shaun Micheel,29,50.0,1.0
74,T64,T64,Greg Owen,24,50.0,2.0
75,T64,T64,Jesper Parnevik,24,50.0,1.0
76,T64,T64,Tom Pernice Jr.,32,50.0,2.0
77,T64,T64,Carl Pettersson,34,50.0,3.0
78,T64,T64,Tag Ridings,31,50.0,2.0
79,T64,T64,Jeff Sluman,28,50.0,2.0
80,T64,T64,Chris Smith,32,50.0,1.0
81,T64,T64,Steve Stricker,21,50.0,1.0
82,T64,T64,Hidemichi Tanaka,34,50.0,1.0
83,T64,T64,Mike Weir,23,50.0,2.0
84,85,85,Scott Verplank,25,42.9,3.0
85,T86,T86,Jeff Brehaut,23,40.0,2.0
86,T86,T86,Olin Browne,29,40.0,2.0
87,T86,T86,Bart Bryant,26,40.0,2.0
88,T86,T86,Mark Calcavecchia,27,40.0,2.0
89,T86,T86,Harrison Frazar,31,40.0,2.0
90,T86,T86,Brett Quigley,31,40.0,2.0
91,T86,T86,Justin Rose,28,40.0,2.0
92,T93,T93,Stuart Appleby,25,37.5,3.0
93,T93,T93,Tim Clark,26,37.5,3.0
94,T93,T93,Kenny Perry,23,37.5,3.0
95,T96,T96,Chad Campbell,27,33.3,1.0
96,T96,T96,Robert Damron,28,33.3,1.0
97,T96,T96,James Driscoll,26,33.3,1.0
98,T96,T96,Carlos Franco,25,33.3,1.0
99,T96,T96,Padraig Harrington,15,33.3,1.0
