,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Bohn,65.0,65,1
1,2,2,Jim Furyk,67.0,134,2
2,T3,T3,Jeff Brehaut,68.0,204,3
3,T3,T3,Richard Johnson,68.0,204,3
4,5,5,Tim Herron,68.13,545,8
5,6,6,Kevin Na,68.2,341,5
6,7,7,Dan Forsman,68.25,273,4
7,T8,T8,Harrison Frazar,68.4,342,5
8,T8,T8,Dudley Hart,68.4,342,5
9,10,10,Steve Jones,68.5,137,2
10,11,11,Scott Verplank,68.8,344,5
11,T12,T12,Stuart Appleby,69.0,207,3
12,T12,T12,José Coceres,69.0,69,1
13,T12,T12,Larry Mize,69.0,207,3
14,T12,T12,Kenny Perry,69.0,138,2
15,T12,T12,Carl Pettersson,69.0,276,4
16,17,17,Brian Gay,69.33,416,6
17,18,18,Glen Hnatiuk,69.4,347,5
18,19,19,Hidemichi Tanaka,69.45,764,11
19,T20,T20,Tom Lehman,69.5,556,8
20,T20,T20,Kirk Triplett,69.5,139,2
21,T20,T20,Duffy Waldorf,69.5,417,6
22,T20,T20,Nick Watney,69.5,278,4
23,24,24,Bart Bryant,69.63,557,8
24,25,25,Brian Bateman,69.75,279,4
25,T26,T26,Aaron Baddeley,69.8,349,5
26,T26,T26,John Senden,69.8,698,10
27,28,28,Steve Elkington,69.83,419,6
28,T29,T29,Rich Beem,70.0,280,4
29,T29,T29,Justin Leonard,70.0,350,5
30,T29,T29,Davis Love III,70.0,210,3
31,T29,T29,Shigeki Maruyama,70.0,630,9
32,T29,T29,Phil Mickelson,70.0,280,4
33,T29,T29,Vijay Singh,70.0,280,4
34,T29,T29,Vaughn Taylor,70.0,630,9
35,36,36,Justin Rose,70.13,561,8
36,37,37,Kevin Stadler,70.14,491,7
37,38,38,Neal Lancaster,70.17,421,6
38,T39,T39,Luke Donald,70.2,351,5
39,T39,T39,Mike Weir,70.2,351,5
40,41,41,Heath Slocum,70.22,632,9
41,T42,T42,Hunter Haas,70.25,281,4
42,T42,T42,J.P. Hayes,70.25,281,4
43,T42,T42,Charles Warren,70.25,281,4
44,T45,T45,Greg Owen,70.33,211,3
45,T45,T45,Loren Roberts,70.33,211,3
46,T45,T45,Brett Wetterich,70.33,211,3
47,48,48,Tag Ridings,70.38,563,8
48,T49,T49,Doug Barron,70.4,352,5
49,T49,T49,Justin Bolli,70.4,352,5
50,T49,T49,John Cook,70.4,352,5
51,T49,T49,Ben Crane,70.4,352,5
52,T49,T49,Bob Estes,70.4,704,10
53,T49,T49,Brenden Pappas,70.4,352,5
54,T49,T49,Brett Quigley,70.4,352,5
55,56,56,Briny Baird,70.43,493,7
56,T57,T57,Robert Allenby,70.5,282,4
57,T57,T57,James Driscoll,70.5,423,6
58,59,59,Hunter Mahan,70.54,917,13
59,T60,T60,Michael Allen,70.63,565,8
60,T60,T60,Tim Clark,70.63,565,8
61,62,62,Billy Mayfair,70.64,777,11
62,T63,T63,Fred Couples,70.67,424,6
63,T63,T63,Matt Kuchar,70.67,212,3
64,T63,T63,Omar Uresti,70.67,424,6
65,T66,T66,J.J. Henry,70.71,495,7
66,T66,T66,Zach Johnson,70.71,495,7
67,T66,T66,John Rollins,70.71,495,7
68,T66,T66,Joey Sindelar,70.71,495,7
69,70,70,Jeff Hart,70.75,283,4
70,T71,T71,Stewart Cink,70.78,637,9
71,T71,T71,Rocco Mediate,70.78,637,9
72,T73,T73,Tom Byrum,70.8,708,10
73,T73,T73,D.A. Points,70.8,354,5
74,75,75,Bo Van Pelt,70.83,425,6
75,76,76,Charles Howell III,70.86,496,7
76,77,77,Chad Campbell,70.88,567,8
77,78,78,Frank Lickliter II,70.9,709,10
78,T79,T79,Cameron Beckman,70.91,780,11
79,T79,T79,Sean O'Hair,70.91,780,11
80,T81,T81,Olin Browne,71.0,355,5
81,T81,T81,Matt Davidson,71.0,213,3
82,T81,T81,Joe Durant,71.0,355,5
83,T81,T81,John Elliott,71.0,213,3
84,T81,T81,Retief Goosen,71.0,426,6
85,T81,T81,Mathias Grönberg,71.0,284,4
86,T81,T81,Ryuji Imada,71.0,497,7
87,T81,T81,Bernhard Langer,71.0,355,5
88,89,89,Lucas Glover,71.1,711,10
89,90,90,Jeff Sluman,71.14,498,7
90,91,91,Tjaart van der Walt,71.17,427,6
91,92,92,Rob Rashell,71.2,356,5
92,T93,T93,Paul Claxton,71.25,285,4
93,T93,T93,Adam Scott,71.25,285,4
94,95,95,Ted Purdy,71.31,927,13
95,T96,T96,Daniel Chopra,71.33,642,9
96,T96,T96,Chris DiMarco,71.33,428,6
97,T96,T96,Hank Kuehne,71.33,642,9
98,T96,T96,Corey Pavin,71.33,428,6
99,T96,T96,Chris Smith,71.33,428,6
100,T101,T101,Phillip Price,71.38,571,8
101,T101,T101,Kevin Sutherland,71.38,571,8
102,103,103,Brian Davis,71.4,357,5
103,104,104,Will MacKenzie,71.43,500,7
104,T105,T105,Woody Austin,71.44,643,9
105,T105,T105,Robert Damron,71.44,643,9
106,T107,T107,D.J. Brigman,71.5,429,6
107,T107,T107,Glen Day,71.5,429,6
108,T107,T107,Bradley Hughes,71.5,286,4
109,T107,T107,Roland Thatcher,71.5,286,4
