,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Phil Mickelson,67.67,406,6
1,2,2,Gavin Coles,67.83,407,6
2,T3,T3,Ben Crane,68.0,204,3
3,T3,T3,Bob Estes,68.0,476,7
4,5,5,Tim Clark,68.2,341,5
5,6,6,Justin Leonard,68.25,273,4
6,T7,T7,J.J. Henry,68.5,548,8
7,T7,T7,Brett Wetterich,68.5,137,2
8,T9,T9,Briny Baird,68.67,412,6
9,T9,T9,Adam Scott,68.67,206,3
10,11,11,Tiger Woods,68.75,275,4
11,T12,T12,John Daly,68.8,344,5
12,T12,T12,Mark O'Meara,68.8,344,5
13,T14,T14,Richard Johnson,69.0,138,2
14,T14,T14,Brendan Jones,69.0,276,4
15,T14,T14,Kevin Sutherland,69.0,552,8
16,17,17,Olin Browne,69.09,760,11
17,18,18,Tommy Armour III,69.13,553,8
18,19,19,Mathias Grönberg,69.2,346,5
19,20,20,Jason Bohn,69.25,554,8
20,21,21,Scott Verplank,69.33,416,6
21,22,22,J.P. Hayes,69.4,347,5
22,23,23,Bart Bryant,69.44,625,9
23,24,24,Charlie Wi,69.5,417,6
24,25,25,Hunter Haas,69.6,348,5
25,T26,T26,Brian Bateman,69.67,836,12
26,T26,T26,Brian Davis,69.67,418,6
27,T26,T26,Brian Gay,69.67,418,6
28,29,29,Jim Furyk,69.71,488,7
29,30,30,Brett Quigley,69.78,628,9
30,31,31,Dean Wilson,69.83,419,6
31,32,32,Lucas Glover,69.88,559,8
32,33,33,Billy Mayfair,69.89,629,9
33,T34,T34,Jason Allred,70.0,280,4
34,T34,T34,Stuart Appleby,70.0,280,4
35,T34,T34,Fred Funk,70.0,490,7
36,T34,T34,Padraig Harrington,70.0,140,2
37,T34,T34,Stephen Leaney,70.0,350,5
38,T34,T34,Justin Rose,70.0,210,3
39,T34,T34,Vijay Singh,70.0,210,3
40,T34,T34,Tjaart van der Walt,70.0,420,6
41,T42,T42,Stewart Cink,70.14,491,7
42,T42,T42,José Coceres,70.14,491,7
43,T42,T42,Steve Elkington,70.14,491,7
44,T42,T42,Heath Slocum,70.14,491,7
45,T46,T46,Danny Briggs,70.25,562,8
46,T46,T46,Chris DiMarco,70.25,281,4
47,T46,T46,Luke Donald,70.25,281,4
48,T46,T46,Dudley Hart,70.25,562,8
49,T46,T46,Mario Tiziani,70.25,562,8
50,T51,T51,Robert Gamez,70.29,492,7
51,T51,T51,Charles Howell III,70.29,492,7
52,T51,T51,Rory Sabbatini,70.29,492,7
53,T51,T51,Jeff Sluman,70.29,492,7
54,T51,T51,Omar Uresti,70.29,492,7
55,T56,T56,Mark Calcavecchia,70.33,844,12
56,T56,T56,Geoff Ogilvy,70.33,422,6
57,T56,T56,José María Olazábal,70.33,422,6
58,T56,T56,Rod Pampling,70.33,422,6
59,60,60,Robert Allenby,70.43,493,7
60,61,61,Jesper Parnevik,70.44,634,9
61,T62,T62,Tom Gillis,70.5,423,6
62,T62,T62,Mark Wilson,70.5,282,4
63,64,64,Harrison Frazar,70.55,776,11
64,T65,T65,J.L. Lewis,70.56,635,9
65,T65,T65,Peter Lonard,70.56,635,9
66,T67,T67,Jeff Brehaut,70.6,353,5
67,T67,T67,Dan Forsman,70.6,353,5
68,69,69,Steve Flesch,70.63,565,8
69,T70,T70,Rocco Mediate,70.67,212,3
70,T70,T70,Sean O'Hair,70.67,424,6
71,T70,T70,Ryan Palmer,70.67,636,9
72,73,73,Pat Perez,70.71,495,7
73,74,74,John Huston,70.73,778,11
74,T75,T75,Justin Bolli,70.75,283,4
75,T75,T75,Robert Damron,70.75,566,8
76,T75,T75,Marco Dawson,70.75,566,8
77,78,78,Jerry Kelly,70.77,920,13
78,T79,T79,Woody Austin,70.8,708,10
79,T79,T79,Ryuji Imada,70.8,354,5
80,T81,T81,Doug Barron,70.86,496,7
81,T81,T81,Bernhard Langer,70.86,496,7
82,83,83,Jonathan Byrd,70.92,851,12
83,T84,T84,Billy Andrade,71.0,355,5
84,T84,T84,Arjun Atwal,71.0,284,4
85,T84,T84,Carlos Franco,71.0,426,6
86,T84,T84,Sergio Garcia,71.0,71,1
87,T84,T84,Scott Gutschewski,71.0,355,5
88,T84,T84,Bob Heintz,71.0,497,7
89,T84,T84,Freddie Jacobson,71.0,213,3
90,T84,T84,Tom Lehman,71.0,355,5
91,T84,T84,Tag Ridings,71.0,71,1
92,T84,T84,John Senden,71.0,781,11
93,T84,T84,Joey Snyder III,71.0,355,5
94,T84,T84,David Toms,71.0,355,5
95,T84,T84,Bo Van Pelt,71.0,426,6
96,97,97,Steve Lowery,71.08,853,12
97,T98,T98,Joey Sindelar,71.11,640,9
98,T98,T98,Darron Stiles,71.11,640,9
99,100,100,Duffy Waldorf,71.13,569,8
100,101,101,Ian Poulter,71.17,427,6
101,T102,T102,Alex Cejka,71.2,712,10
102,T102,T102,David Hearn,71.2,356,5
103,T104,T104,Jay Haas,71.25,285,4
104,T104,T104,Corey Pavin,71.25,570,8
105,T106,T106,K.J. Choi,71.33,428,6
106,T106,T106,John Cook,71.33,428,6
107,T106,T106,Glen Hnatiuk,71.33,428,6
108,T106,T106,Greg Owen,71.33,642,9
109,T110,T110,Cameron Beckman,71.38,571,8
110,T110,T110,Steve Stricker,71.38,571,8
111,T112,T112,Michael Allen,71.4,357,5
112,T112,T112,Davis Love III,71.4,357,5
113,114,114,Daniel Chopra,71.42,857,12
114,115,115,Hidemichi Tanaka,71.43,500,7
115,T116,T116,Matt Davidson,71.5,429,6
116,T116,T116,Matt Kuchar,71.5,286,4
117,T116,T116,Michael Long,71.5,286,4
118,T116,T116,Hunter Mahan,71.5,286,4
119,T116,T116,Tom Pernice Jr.,71.5,572,8
120,T116,T116,Ted Purdy,71.5,715,10
121,122,122,Vaughn Taylor,71.57,1002,14
122,T123,T123,Todd Fischer,71.6,358,5
123,T123,T123,Kent Jones,71.6,716,10
124,T123,T123,Skip Kendall,71.6,716,10
125,T123,T123,Shigeki Maruyama,71.6,358,5
126,T123,T123,Bob Tway,71.6,716,10
127,128,128,Chris Riley,71.63,573,8
128,129,129,Jonathan Kaye,71.67,645,9
129,130,130,Frank Lickliter II,71.7,717,10
130,131,131,Chris Smith,71.71,502,7
131,T132,T132,Tim Petrovic,71.73,789,11
132,T132,T132,Carl Pettersson,71.73,789,11
133,T134,T134,Will MacKenzie,71.75,287,4
134,T134,T134,Lee Westwood,71.75,287,4
135,T136,T136,Zach Johnson,71.78,646,9
136,T136,T136,Patrick Sheehan,71.78,646,9
137,138,138,Nick Watney,71.8,718,10
138,139,139,Brad Faxon,71.83,431,6
139,T140,T140,Craig Barlow,72.0,216,3
140,T140,T140,Bill Glasson,72.0,288,4
141,T140,T140,Retief Goosen,72.0,504,7
142,T140,T140,Mark Hensby,72.0,576,8
143,T140,T140,Lee Janzen,72.0,504,7
144,T140,T140,Arron Oberholser,72.0,648,9
145,T146,T146,Paul Claxton,72.11,649,9
146,T146,T146,Franklin Langham,72.11,649,9
147,148,148,John Rollins,72.17,433,6
148,149,149,Dennis Paulson,72.2,361,5
149,150,150,Jeff Maggert,72.22,650,9
150,151,151,Steve Jones,72.25,578,8
151,152,152,Joe Ogilvie,72.29,506,7
152,153,153,Charles Warren,72.33,434,6
153,154,154,D.J. Brigman,72.43,507,7
154,155,155,Paul Azinger,72.5,290,4
155,156,156,Aaron Baddeley,72.57,508,7
156,T157,T157,Stephen Ames,72.6,363,5
157,T157,T157,Len Mattiace,72.6,726,10
158,T157,T157,Scott McCarron,72.6,363,5
159,T157,T157,Kenny Perry,72.6,363,5
160,T161,T161,Thomas Levet,72.67,436,6
161,T161,T161,Andrew Magee,72.67,436,6
162,T161,T161,Loren Roberts,72.67,436,6
163,T164,T164,Chad Campbell,72.71,509,7
164,T164,T164,Glen Day,72.71,509,7
165,T166,T166,Brandt Jobe,72.75,291,4
166,T166,T166,Kevin Stadler,72.75,582,8
167,168,168,Ben Curtis,72.78,655,9
168,169,169,Tom Byrum,72.83,437,6
169,T170,T170,Joe Durant,72.86,510,7
170,T170,T170,Mike Weir,72.86,510,7
171,T172,T172,Hank Kuehne,72.88,583,8
172,T172,T172,D.A. Points,72.88,583,8
173,T174,T174,Chris Anderson,73.0,365,5
174,T174,T174,Phillip Price,73.0,365,5
175,T174,T174,Rob Rashell,73.0,365,5
176,T174,T174,Jay Williamson,73.0,365,5
177,178,178,Todd Hamilton,73.1,731,10
178,179,179,D.J. Trahan,73.13,585,8
179,T180,T180,Kevin Na,73.17,439,6
180,T180,T180,Kirk Triplett,73.17,439,6
181,182,182,Larry Mize,73.29,513,7
182,183,183,Hideto Tanihara,73.33,220,3
183,184,184,Neal Lancaster,73.38,587,8
184,T185,T185,Jim Carter,73.43,514,7
185,T185,T185,John Elliott,73.43,514,7
186,T185,T185,Jeff Hart,73.43,514,7
187,188,188,Shaun Micheel,73.7,737,10
188,189,189,Fred Couples,73.75,295,4
189,T190,T190,Matt Gogel,73.78,664,9
190,T190,T190,Craig Perks,73.78,664,9
191,192,192,Rich Beem,73.91,813,11
192,T193,T193,Paul Gow,74.0,296,4
193,T193,T193,Brenden Pappas,74.0,148,2
194,195,195,James Driscoll,74.2,742,10
195,196,196,Tim Herron,74.4,372,5
196,197,197,Brent Geiberger,74.43,521,7
197,198,198,Steve Allan,74.44,670,9
198,199,199,Scott Hend,74.5,447,6
199,200,200,Roland Thatcher,74.75,299,4
200,201,201,Mark Brooks,74.89,674,9
201,202,202,Bradley Hughes,75.0,300,4
