,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Luke Donald,67.0,134,2
1,2,2,Lee Westwood,67.5,135,2
2,3,3,Sergio Garcia,67.6,338,5
3,T4,T4,Jonathan Byrd,68.0,272,4
4,T4,T4,Vijay Singh,68.0,408,6
5,T4,T4,Kirk Triplett,68.0,204,3
6,T7,T7,Fred Funk,68.5,274,4
7,T7,T7,Todd Hamilton,68.5,137,2
8,T9,T9,Brandt Jobe,68.67,412,6
9,T9,T9,Steve Stricker,68.67,206,3
10,11,11,Jeff Brehaut,68.71,481,7
11,12,12,Richard Johnson,68.83,413,6
12,T13,T13,Billy Andrade,69.0,138,2
13,T13,T13,Olin Browne,69.0,345,5
14,T13,T13,Dudley Hart,69.0,207,3
15,T13,T13,Jeff Maggert,69.0,414,6
16,17,17,Tom Pernice Jr.,69.17,415,6
17,T18,T18,Chad Campbell,69.2,346,5
18,T18,T18,Tom Lehman,69.2,346,5
19,T18,T18,Vaughn Taylor,69.2,346,5
20,21,21,Brendan Jones,69.25,554,8
21,22,22,Kevin Sutherland,69.4,347,5
22,23,23,Jesper Parnevik,69.43,486,7
23,T24,T24,Stuart Appleby,69.5,417,6
24,T24,T24,Billy Mayfair,69.5,417,6
25,T24,T24,Heath Slocum,69.5,278,4
26,T24,T24,Roland Thatcher,69.5,417,6
27,T28,T28,Arjun Atwal,69.67,209,3
28,T28,T28,Brent Geiberger,69.67,418,6
29,30,30,Woody Austin,69.73,767,11
30,T31,T31,Davis Love III,69.8,349,5
31,T31,T31,Dean Wilson,69.8,349,5
32,33,33,Tim Herron,69.88,559,8
33,T34,T34,Marco Dawson,70.0,280,4
34,T34,T34,Bob Estes,70.0,560,8
35,T34,T34,Lee Janzen,70.0,210,3
36,T34,T34,Stephen Leaney,70.0,420,6
37,T34,T34,Thomas Levet,70.0,210,3
38,T34,T34,J.L. Lewis,70.0,560,8
39,T34,T34,Kevin Na,70.0,350,5
40,T34,T34,Sean O'Hair,70.0,280,4
41,T34,T34,José María Olazábal,70.0,70,1
42,T34,T34,Greg Owen,70.0,280,4
43,T34,T34,Rod Pampling,70.0,280,4
44,T34,T34,Phillip Price,70.0,490,7
45,T34,T34,Joey Sindelar,70.0,560,8
46,T34,T34,Joey Snyder III,70.0,630,9
47,T34,T34,Mario Tiziani,70.0,490,7
48,49,49,Briny Baird,70.14,491,7
49,50,50,Jim Furyk,70.17,421,6
50,51,51,Harrison Frazar,70.2,351,5
51,T52,T52,Ryan Palmer,70.25,281,4
52,T52,T52,Ian Poulter,70.25,281,4
53,T52,T52,Brett Quigley,70.25,281,4
54,55,55,Carl Pettersson,70.29,492,7
55,56,56,Brian Davis,70.33,422,6
56,57,57,Hidemichi Tanaka,70.36,774,11
57,T58,T58,Brian Bateman,70.5,282,4
58,T58,T58,Jason Bohn,70.5,705,10
59,T58,T58,Mark Calcavecchia,70.5,423,6
60,T58,T58,Pat Perez,70.5,423,6
61,T58,T58,Bob Tway,70.5,282,4
62,T58,T58,Jay Williamson,70.5,141,2
63,64,64,Tag Ridings,70.54,917,13
64,65,65,Gavin Coles,70.57,494,7
65,66,66,Scott Verplank,70.6,353,5
66,T67,T67,Cameron Beckman,70.67,848,12
67,T67,T67,John Huston,70.67,424,6
68,T67,T67,Frank Lickliter II,70.67,212,3
69,T70,T70,Michael Allen,70.71,495,7
70,T70,T70,Mark Brooks,70.71,495,7
71,T70,T70,Tim Clark,70.71,495,7
72,T70,T70,Chris DiMarco,70.71,495,7
73,T74,T74,Paul Azinger,70.75,283,4
74,T74,T74,Rory Sabbatini,70.75,283,4
75,T76,T76,Alex Cejka,70.8,354,5
76,T76,T76,J.J. Henry,70.8,354,5
77,T78,T78,Tommy Armour III,70.83,425,6
78,T78,T78,Chris Riley,70.83,425,6
79,T80,T80,James Driscoll,70.86,496,7
80,T80,T80,Nick Watney,70.86,496,7
81,82,82,Justin Rose,70.88,567,8
82,83,83,Tom Byrum,70.89,638,9
83,T84,T84,Dan Forsman,71.0,355,5
84,T84,T84,Brian Gay,71.0,497,7
85,T84,T84,Bill Glasson,71.0,497,7
86,T84,T84,Adam Scott,71.0,284,4
87,T84,T84,Jeff Sluman,71.0,355,5
88,T84,T84,Omar Uresti,71.0,426,6
89,T84,T84,Bo Van Pelt,71.0,710,10
90,T91,T91,Daniel Chopra,71.13,569,8
91,T91,T91,Tom Gillis,71.13,569,8
92,93,93,Robert Allenby,71.14,498,7
93,T94,T94,Stephen Ames,71.2,356,5
94,T94,T94,Geoff Ogilvy,71.2,356,5
95,T94,T94,Mike Weir,71.2,356,5
96,T97,T97,Todd Fischer,71.22,641,9
97,T97,T97,Hunter Mahan,71.22,641,9
98,T99,T99,Ben Crane,71.25,570,8
99,T99,T99,Jonathan Kaye,71.25,285,4
100,101,101,Patrick Sheehan,71.3,713,10
101,T102,T102,Justin Bolli,71.33,428,6
102,T102,T102,K.J. Choi,71.33,214,3
103,T102,T102,Fred Couples,71.33,214,3
104,T102,T102,Neal Lancaster,71.33,428,6
105,T102,T102,Kenny Perry,71.33,214,3
106,107,107,Matt Kuchar,71.4,357,5
107,T108,T108,Glen Day,71.43,500,7
108,T108,T108,Joe Durant,71.43,500,7
109,T108,T108,Charles Howell III,71.43,500,7
110,111,111,Charles Warren,71.45,786,11
111,T112,T112,Steve Allan,71.5,286,4
112,T112,T112,Andrew Magee,71.5,572,8
113,T112,T112,Chris Smith,71.5,572,8
114,T112,T112,Charlie Wi,71.5,286,4
115,T116,T116,Steve Lowery,71.56,644,9
116,T116,T116,D.A. Points,71.56,644,9
117,T118,T118,Paul Claxton,71.57,501,7
118,T118,T118,Joe Ogilvie,71.57,501,7
119,T120,T120,Steve Jones,71.6,358,5
120,T120,T120,D.J. Trahan,71.6,358,5
121,122,122,Tim Petrovic,71.63,573,8
122,T123,T123,Lucas Glover,71.67,215,3
123,T123,T123,Mathias Grönberg,71.67,430,6
124,T123,T123,J.P. Hayes,71.67,430,6
125,T126,T126,Aaron Baddeley,71.71,502,7
126,T126,T126,Hank Kuehne,71.71,502,7
127,128,128,Steve Elkington,71.75,287,4
128,T129,T129,Corey Pavin,71.83,431,6
129,T129,T129,John Rollins,71.83,431,6
130,T129,T129,Darron Stiles,71.83,431,6
131,132,132,David Hearn,71.86,503,7
132,T133,T133,Carlos Franco,71.88,575,8
133,T133,T133,Will MacKenzie,71.88,575,8
134,135,135,Chris Anderson,71.89,647,9
135,T136,T136,Stewart Cink,72.0,144,2
136,T136,T136,Robert Damron,72.0,432,6
137,T136,T136,John Elliott,72.0,360,5
138,T136,T136,Scott Gutschewski,72.0,360,5
139,T136,T136,Scott Hend,72.0,288,4
140,T136,T136,Len Mattiace,72.0,504,7
141,T136,T136,Brenden Pappas,72.0,144,2
142,T136,T136,Ted Purdy,72.0,576,8
143,T136,T136,Duffy Waldorf,72.0,504,7
144,T136,T136,Tiger Woods,72.0,144,2
145,146,146,Michael Long,72.11,649,9
146,T147,T147,Craig Barlow,72.17,433,6
147,T147,T147,Loren Roberts,72.17,433,6
148,T149,T149,Freddie Jacobson,72.2,361,5
