,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
36,37,37,Brandt Jobe,96,0.7070000000000001,58.013000000000005,45.67100000000001,12.339,82
37,38,38,Chad Campbell,95,0.6940000000000001,52.748000000000005,40.205,12.538,76
38,39,39,Robert Allenby,95,0.6729999999999999,49.12,64.251,-15.130999999999998,73
39,T40,T40,Tim Clark,92,0.6709999999999999,43.61,55.095,-11.484000000000002,65
40,T40,T40,Retief Goosen,71,0.6709999999999999,28.873,25.066999999999997,3.804,43
41,T42,T42,Jason Bohn,91,0.67,54.926,52.706,2.22,82
42,T42,T42,Jeff Brehaut,71,0.67,42.203,42.461000000000006,-0.256,63
43,44,44,J.L. Lewis,98,0.669,54.832,40.12,14.712,82
44,45,45,Dudley Hart,84,0.64,46.748000000000005,17.144000000000002,29.603,73
45,46,46,Woody Austin,100,0.637,57.976000000000006,74.142,-16.167,91
46,47,47,Bo Van Pelt,112,0.616,57.272,39.013000000000005,18.258,93
47,48,48,Fred Funk,102,0.601,49.248000000000005,39.388000000000005,9.857999999999999,82
48,49,49,K.J. Choi,78,0.599,32.344,22.48,9.863,54
49,50,50,Kevin Sutherland,89,0.597,44.193000000000005,25.636999999999997,18.555999999999997,74
50,51,51,Rory Sabbatini,81,0.5920000000000001,35.507,19.304000000000002,16.2,60
51,T52,T52,Fred Couples,72,0.5529999999999999,24.313000000000002,48.315,-24.002,44
52,T52,T52,John Senden,101,0.5529999999999999,50.31100000000001,54.492,-4.1819999999999995,91
53,54,54,Justin Leonard,78,0.547,30.105999999999998,31.011,-0.903,55
54,55,55,Scott Gutschewski,86,0.545,39.219,36.038000000000004,3.181,72
55,56,56,Geoff Ogilvy,97,0.54,40.531,31.194000000000003,9.332,75
56,57,57,Lucas Glover,88,0.522,41.256,49.2,-7.945,79
57,58,58,Heath Slocum,103,0.508,45.715,52.67100000000001,-6.955,90
58,59,59,Olin Browne,99,0.49700000000000005,41.751000000000005,11.975,29.776999999999997,84
59,60,60,Bernhard Langer,67,0.49200000000000005,22.619,15.955,6.662000000000001,46
60,61,61,Steve Elkington,67,0.489,26.913,13.115,13.799000000000001,55
61,62,62,Jay Haas,54,0.48100000000000004,18.773,20.402,-1.629,39
62,63,63,Arron Oberholser,65,0.46399999999999997,23.647,16.061,7.582999999999999,51
63,64,64,Corey Pavin,77,0.44799999999999995,27.346999999999998,4.188,23.156,61
64,65,65,D.J. Trahan,81,0.444,31.535,53.79,-22.256999999999998,71
65,66,66,Stephen Leaney,89,0.433,32.906,34.341,-1.436,76
66,67,67,Greg Owen,84,0.429,30.480999999999998,58.111000000000004,-27.633000000000003,71
67,68,68,John Rollins,97,0.42100000000000004,34.94,45.381,-10.444,83
68,69,69,Harrison Frazar,105,0.402,37.821999999999996,43.758,-5.937,94
69,70,70,Carlos Franco,78,0.401,26.897,31.989,-5.096,67
70,71,71,J.J. Henry,102,0.395,34.393,55.698,-21.303,87
71,72,72,Carl Pettersson,109,0.39399999999999996,36.991,31.815,5.172999999999999,94
72,73,73,Billy Andrade,83,0.385,28.522,6.502000000000001,22.017,74
73,74,74,Jeff Sluman,94,0.379,32.257,31.511999999999997,0.742,85
74,75,75,Jeff Maggert,79,0.375,22.495,30.471,-7.976,60
75,76,76,Phillip Price,77,0.373,23.866999999999997,-4.242,28.111,64
76,77,77,Dan Forsman,52,0.37,17.397000000000002,7.771,9.625,47
77,78,78,Vaughn Taylor,99,0.363,32.626999999999995,50.183,-17.558,90
78,79,79,Sean O'Hair,103,0.36200000000000004,31.135,19.727,11.408,86
79,80,80,Dean Wilson,86,0.358,28.660999999999998,-6.678,35.338,80
80,T81,T81,Daniel Chopra,108,0.341,31.748,15.412,16.336,93
81,T81,T81,Jonathan Kaye,77,0.341,21.848000000000003,32.327,-10.482000000000001,64
82,83,83,Darron Stiles,78,0.33899999999999997,23.718000000000004,12.05,11.667,70
83,84,84,Mathias Grönberg,60,0.337,18.887,33.13,-14.242,56
84,85,85,Joe Durant,81,0.33,22.802,76.748,-53.946000000000005,69
85,86,86,Jesper Parnevik,84,0.32299999999999995,21.99,-4.266,26.252,68
86,87,87,Joey Sindelar,104,0.315,31.165,64.36399999999999,-33.201,99
87,88,88,Briny Baird,98,0.305,27.178,21.128,6.047000000000001,89
88,89,89,Padraig Harrington,50,0.289,11.85,4.188,7.662000000000001,41
89,90,90,Tommy Armour III,103,0.28300000000000003,26.08,48.678000000000004,-22.601,92
90,91,91,Steve Stricker,62,0.278,16.389,-21.535,37.922,59
91,92,92,Joey Snyder III,102,0.271,24.914,29.271,-4.359,92
92,93,93,Omar Uresti,84,0.268,19.852,47.263000000000005,-27.412,74
93,94,94,Alex Cejka,84,0.254,17.787,59.725,-41.937,70
94,95,95,Tom Lehman,69,0.248,12.405,29.003,-16.599,50
95,96,96,Marco Dawson,82,0.244,19.276,24.028000000000002,-4.752,79
96,97,97,Rocco Mediate,73,0.235,15.501,44.451,-28.945999999999998,66
97,98,98,Peter Lonard,85,0.233,15.357999999999999,26.156999999999996,-10.8,66
98,99,99,Craig Barlow,81,0.209,13.372,30.669,-17.296,64
99,100,100,Jonathan Byrd,103,0.192,18.019000000000002,23.305999999999997,-5.291,94
100,101,101,Kirk Triplett,55,0.179,7.882000000000001,-9.589,17.469,44
101,102,102,Robert Gamez,91,0.17300000000000001,13.991,7.01,6.977,81
102,103,103,Charles Warren,89,0.133,10.777000000000001,22.633000000000003,-11.857999999999999,81
103,T104,T104,Michael Allen,90,0.127,9.779,-0.8370000000000001,10.614,77
104,T104,T104,Ted Purdy,122,0.127,12.662,37.521,-24.862,100
105,106,106,Freddie Jacobson,72,0.12300000000000001,6.862,-12.417,19.277,56
106,107,107,Shaun Micheel,81,0.11199999999999999,7.143,-2.204,9.344,64
107,108,108,Steve Lowery,100,0.11,9.558,8.411,1.145,87
108,109,109,Hidemichi Tanaka,106,0.109,10.321,12.977,-2.657,95
109,110,110,Jay Williamson,53,0.106,4.962,12.402000000000001,-7.44,47
110,111,111,Joe Ogilvie,103,0.092,7.268,-6.502000000000001,13.769,79
111,112,112,Tag Ridings,93,0.091,7.605,-22.665,30.27,84
112,113,113,Brenden Pappas,51,0.07400000000000001,3.616,-18.449,22.064,49
113,114,114,Hunter Mahan,103,0.061,5.651,-8.566,14.216,93
114,T115,T115,Pat Perez,89,0.05,3.665,7.042999999999999,-3.38,74
115,T115,T115,Tim Petrovic,97,0.05,4.021,10.052,-6.032,80
116,117,117,Brett Wetterich,76,0.034,2.287,32.192,-29.904,68
117,118,118,Doug Barron,70,0.031,2.032,18.511,-16.477999999999998,65
118,119,119,Lee Westwood,50,0.009000000000000001,0.298,13.075999999999999,-12.777999999999999,33
119,120,120,Ryuji Imada,78,-0.004,-0.289,20.333,-20.622,67
120,121,121,Kent Jones,99,-0.006,-0.489,-29.409000000000002,28.921,88
121,122,122,Brian Bateman,98,-0.022000000000000002,-1.932,6.446000000000001,-8.378,86
122,123,123,Brian Gay,101,-0.036000000000000004,-3.327,-57.662,54.333999999999996,93
123,124,124,David Hearn,68,-0.06,-3.6319999999999997,42.911,-46.541000000000004,61
124,125,125,Mike Weir,71,-0.062,-2.925,5.109,-8.036,47
125,126,126,John Huston,90,-0.067,-5.381,11.773,-17.156,80
126,127,127,Neal Lancaster,95,-0.078,-6.702000000000001,6.849,-13.550999999999998,86
127,T128,T128,Matt Kuchar,60,-0.085,-4.7410000000000005,-25.314,20.572,56
128,T128,T128,Duffy Waldorf,86,-0.085,-6.028,-8.072000000000001,2.041,71
129,130,130,Cameron Beckman,96,-0.096,-8.183,-3.7510000000000003,-4.4319999999999995,85
130,131,131,Scott McCarron,78,-0.10400000000000001,-6.371,-21.461,15.089,61
131,132,132,Hunter Haas,83,-0.106,-7.744,-17.726,9.98,73
132,133,133,Kevin Na,88,-0.114,-9.107000000000001,-14.142000000000001,5.031000000000001,80
133,134,134,Mark Wilson,74,-0.125,-7.999,-16.725,8.724,64
134,135,135,Todd Hamilton,94,-0.139,-10.439,-10.709000000000001,0.265,75
135,136,136,Mario Tiziani,67,-0.14800000000000002,-9.052999999999999,-18.847,9.792,61
136,137,137,Tom Byrum,83,-0.153,-11.659,-23.143,11.482000000000001,76
137,T138,T138,J.P. Hayes,63,-0.18100000000000002,-9.615,-21.776,12.16,53
138,T138,T138,Charlie Wi,67,-0.18100000000000002,-11.022,-32.909,21.888,61
139,140,140,Glen Hnatiuk,59,-0.19,-9.673,3.097,-12.767999999999999,51
140,141,141,Glen Day,80,-0.191,-14.152000000000001,-17.019000000000002,2.864,74
141,T142,T142,Matt Gogel,78,-0.195,-13.247,-39.334,26.085,68
142,T142,T142,Frank Lickliter II,100,-0.195,-16.8,7.093999999999999,-23.895,86
143,144,144,Ryan Palmer,101,-0.196,-15.885,-27.933000000000003,12.042,81
144,145,145,Nick Watney,91,-0.20199999999999999,-16.192,-28.3,12.104000000000001,80
145,146,146,Todd Fischer,99,-0.20600000000000002,-18.113,-35.260999999999996,17.145,88
146,147,147,Paul Azinger,66,-0.209,-12.344000000000001,-19.791,7.445,59
147,148,148,Lee Janzen,75,-0.214,-12.817,-11.427,-1.3880000000000001,60
148,149,149,Patrick Sheehan,114,-0.23199999999999998,-22.546,-56.321000000000005,33.771,97
149,150,150,James Driscoll,73,-0.23600000000000002,-14.869000000000002,-27.016,12.147,63
150,151,151,Aaron Baddeley,84,-0.24,-18.227,-61.967,43.735,76
151,152,152,Larry Mize,54,-0.257,-11.842,-26.94,15.097000000000001,46
152,153,153,Chris Smith,93,-0.266,-22.855,3.753,-26.609,86
153,154,154,Brendan Jones,81,-0.27899999999999997,-20.396,-6.976,-13.419,73
154,155,155,Robert Damron,89,-0.317,-25.335,10.665,-35.998000000000005,80
155,156,156,John Cook,72,-0.33899999999999997,-20.01,-22.322,2.309,59
156,157,157,D.A. Points,94,-0.342,-28.374000000000002,5.088,-33.464,83
157,158,158,Bob Heintz,67,-0.35,-21.704,-42.018,20.314,62
158,159,159,John Daly,78,-0.35100000000000003,-19.654,-1.534,-18.121,56
159,160,160,Franklin Langham,91,-0.366,-28.176,-17.58,-10.595999999999998,77
160,161,161,Steve Flesch,90,-0.40700000000000003,-26.078000000000003,-27.02,0.94,64
161,T162,T162,Brent Geiberger,61,-0.485,-25.206999999999997,-48.58,23.369,52
162,T162,T162,Roland Thatcher,75,-0.485,-32.946,6.534,-39.479,68
163,164,164,Steve Allan,102,-0.506,-45.005,-30.334,-14.674000000000001,89
164,165,165,Paul Claxton,79,-0.518,-34.192,-16.624000000000002,-17.567999999999998,66
165,T166,T166,Ian Poulter,62,-0.5429999999999999,-19.532,-22.939,3.404,36
166,T166,T166,Kevin Stadler,96,-0.5429999999999999,-45.037,-39.686,-5.353,83
167,168,168,Will MacKenzie,75,-0.562,-38.181999999999995,-7.337999999999999,-30.843000000000004,68
168,169,169,Michael Long,72,-0.568,-36.339,-17.515,-18.824,64
169,170,170,Skip Kendall,80,-0.573,-40.676,-33.163000000000004,-7.513999999999999,71
170,171,171,Andrew Magee,82,-0.591,-41.968999999999994,-18.373,-23.599,71
171,T172,T172,Rich Beem,66,-0.608,-29.173000000000002,-9.992,-19.182000000000002,48
172,T172,T172,Paul Gow,78,-0.608,-41.315,-13.992,-27.325,68
173,174,174,Mark O'Meara,66,-0.614,-31.94,-56.387,24.444000000000003,52
174,175,175,Gavin Coles,70,-0.616,-39.413000000000004,-59.72,20.307000000000002,64
175,176,176,Tom Gillis,77,-0.62,-42.773999999999994,-31.051,-11.722000000000001,69
176,177,177,Steve Jones,56,-0.638,-29.345,-8.014,-21.333000000000002,46
177,178,178,Tjaart van der Walt,56,-0.642,-34.675,-48.486000000000004,13.81,54
178,179,179,Justin Bolli,65,-0.6559999999999999,-38.732,-29.243000000000002,-9.49,59
179,180,180,Mark Hensby,70,-0.675,-33.731,-22.315,-11.419,50
180,181,181,Jeff Hart,63,-0.693,-40.196999999999996,-30.014,-10.183,58
181,182,182,Danny Briggs,70,-0.772,-47.857,-38.836,-9.021,62
182,183,183,Bradley Hughes,52,-0.807,-39.528,-13.687000000000001,-25.84,49
183,T184,T184,Chris Anderson,66,-0.831,-48.181000000000004,-42.016000000000005,-6.166,58
184,T184,T184,Bill Glasson,54,-0.831,-36.56,-29.081,-7.479,44
185,186,186,Scott Hend,75,-0.8390000000000001,-54.562,-23.171,-31.39,65
186,187,187,Hank Kuehne,84,-0.843,-63.243,-69.02,5.773,75
187,188,188,José Coceres,56,-0.872,-46.233000000000004,-30.005,-16.226,53
188,189,189,Dennis Paulson,63,-0.9209999999999999,-52.51,-28.16,-24.348000000000003,57
189,190,190,Rob Rashell,65,-0.9329999999999999,-51.321000000000005,-54.39,3.068,55
190,191,191,D.J. Brigman,76,-0.9440000000000001,-58.528999999999996,-14.199000000000002,-44.32899999999999,62
191,192,192,Ben Curtis,65,-0.958,-47.917,-42.863,-5.056,50
192,193,193,Jim Carter,62,-1.015,-55.846000000000004,-22.926,-32.919000000000004,55
193,194,194,Jason Allred,75,-1.075,-68.82300000000001,-79.708,10.883,64
194,195,195,Len Mattiace,86,-1.11,-84.369,-144.195,59.826,76
195,196,196,Matt Davidson,53,-1.145,-57.265,-54.161,-3.103,50
196,197,197,Chris Riley,67,-1.168,-50.221000000000004,-33.751,-16.47,43
197,198,198,Hideto Tanihara,50,-1.207,-54.316,-27.953000000000003,-26.363000000000003,45
198,199,199,John Elliott,58,-1.22,-63.415,-60.591,-2.822,52
199,200,200,Thomas Levet,54,-1.2329999999999999,-44.381,-13.805,-30.578000000000003,36
200,201,201,Mark Brooks,72,-1.235,-77.83,-55.369,-22.462,63
201,202,202,Craig Perks,67,-1.402,-82.73100000000001,-44.69,-38.044000000000004,59
