,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Mark Calcavecchia,92,3.89,401,103
1,T1,T1,David Toms,87,3.89,580,149
2,T1,T1,Tiger Woods,76,3.89,509,131
3,4,4,Woody Austin,100,3.9,312,80
4,T5,T5,Arron Oberholser,65,3.92,290,74
5,T5,T5,Kenny Perry,82,3.92,561,143
6,7,7,Ryuji Imada,78,3.94,614,156
7,T8,T8,Daniel Chopra,108,3.95,718,182
8,T8,T8,Justin Leonard,78,3.95,474,120
9,T10,T10,Arjun Atwal,65,3.96,547,138
10,T10,T10,Luke Donald,67,3.96,479,121
11,T10,T10,Tim Herron,100,3.96,653,165
12,T10,T10,Brandt Jobe,96,3.96,745,188
13,T10,T10,Phil Mickelson,81,3.96,491,124
14,T15,T15,Richard Johnson,50,3.97,373,94
15,T15,T15,Shigeki Maruyama,99,3.97,909,229
16,T17,T17,Jim Furyk,94,3.98,502,126
17,T17,T17,J.J. Henry,102,3.98,1087,273
18,T17,T17,Charles Howell III,95,3.98,728,183
19,T17,T17,Tom Lehman,69,3.98,418,105
20,T17,T17,Phillip Price,77,3.98,621,156
21,T17,T17,John Senden,101,3.98,807,203
22,T17,T17,Dean Wilson,86,3.98,745,187
23,T24,T24,Aaron Baddeley,84,3.99,659,165
24,T24,T24,Craig Barlow,81,3.99,731,183
25,T24,T24,Jason Bohn,91,3.99,662,166
26,T24,T24,Bart Bryant,91,3.99,459,115
27,T24,T24,Marco Dawson,82,3.99,495,124
28,T24,T24,Retief Goosen,71,3.99,371,93
29,T24,T24,Dudley Hart,84,3.99,630,158
30,T24,T24,J.L. Lewis,98,3.99,627,157
31,T24,T24,Davis Love III,80,3.99,566,142
32,T24,T24,Rocco Mediate,73,3.99,694,174
33,T24,T24,Geoff Ogilvy,97,3.99,635,159
34,T24,T24,Tom Pernice Jr.,111,3.99,738,185
35,T24,T24,Bob Tway,87,3.99,591,148
36,T37,T37,Briny Baird,98,4.0,1048,262
37,T37,T37,J.P. Hayes,63,4.0,460,115
38,T37,T37,Steve Lowery,100,4.0,564,141
39,T37,T37,Charlie Wi,67,4.0,584,146
40,T41,T41,Alex Cejka,84,4.01,706,176
41,T41,T41,Sergio Garcia,73,4.01,389,97
42,T41,T41,Brent Geiberger,61,4.01,493,123
43,T41,T41,John Huston,90,4.01,690,172
44,T41,T41,Zach Johnson,96,4.01,742,185
45,T41,T41,Ryan Palmer,101,4.01,789,197
46,T41,T41,Jesper Parnevik,84,4.01,445,111
47,T41,T41,Pat Perez,89,4.01,562,140
48,T41,T41,Patrick Sheehan,114,4.01,815,203
49,T41,T41,Vijay Singh,111,4.01,746,186
50,T41,T41,Joey Snyder III,102,4.01,670,167
51,T41,T41,Roland Thatcher,75,4.01,745,186
52,T41,T41,Nick Watney,91,4.01,718,179
53,T54,T54,Stewart Cink,98,4.02,813,202
54,T54,T54,Paul Claxton,79,4.02,752,187
55,T54,T54,Brad Faxon,75,4.02,526,131
56,T54,T54,Harrison Frazar,105,4.02,813,202
57,T54,T54,Mathias Grönberg,60,4.02,402,100
58,T54,T54,Hunter Haas,83,4.02,808,201
59,T54,T54,Jerry Kelly,101,4.02,809,201
60,T54,T54,Greg Owen,84,4.02,414,103
61,T54,T54,John Rollins,97,4.02,990,246
62,T54,T54,Justin Rose,99,4.02,735,183
63,T54,T54,Joey Sindelar,104,4.02,824,205
